,m_poor_1_33,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,check,year,round,level,area,dem,SourceSheet,sector,state,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
1041,1,0.278052568,0.449261725,0.135606244,0.069104075,0.067975394,1,2019,5,State,urban/rural,Education,statesector,0,Uttarakhand,NA,Primary,NA,NA,NA,NA
1042,1,0.300066501,0.439305693,0.148661658,0.084149942,0.027816219,1,2019,5,State,urban/rural,Education,statesector,0,Uttarakhand,NA,Secondary,NA,NA,NA,NA
1043,1,0.189783722,0.443475246,0.057387598,0,0.309353411,1,2019,5,State,urban/rural,Education,statesector,0,Uttarakhand,NA,Higher,NA,NA,NA,NA
1044,1,0,0,0,1,0,1,2019,5,State,urban/rural,Education,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,NA
1045,1,0.274794161,0.102141157,0.300517291,0.248363793,0.074183583,1,2019,5,State,urban/rural,Education,statesector,1,Uttarakhand,NA,No education / Preschool,NA,NA,NA,NA
1046,1,0.142783418,0.344475806,0.250447631,0.26229313,0,1,2019,5,State,urban/rural,Education,statesector,1,Uttarakhand,NA,Primary,NA,NA,NA,NA
1047,1,0,0.15569596,0.371107846,0.384037286,0.08915893,1,2019,5,State,urban/rural,Education,statesector,1,Uttarakhand,NA,Secondary,NA,NA,NA,NA
1048,1,0,0.116515927,0,0.883484066,0,1,2019,5,State,urban/rural,Education,statesector,1,Uttarakhand,NA,Higher,NA,NA,NA,NA
1152,1,0.269701004,0.356238246,0.194036081,0.136969596,0.043055084,1,2019,5,State,All,Gender,state,99,Uttarakhand,NA,NA,1,NA,NA,NA
1153,1,0.455498189,0.355123937,0.116340749,0.069515496,0.003521643,1,2019,5,State,All,Gender,state,99,Uttarakhand,NA,NA,2,NA,NA,NA
1154,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Gender,state,99,Uttarakhand,NA,NA,NA,NA,NA,NA
1312,1,0.30011636,0.411655009,0.156238958,0.095595255,0.036394395,1,2019,5,State,urban/rural,Gender,statesector,0,Uttarakhand,NA,NA,1,NA,NA,NA
1313,1,0.433827311,0.394372523,0.129198819,0.042601343,0,1,2019,5,State,urban/rural,Gender,statesector,0,Uttarakhand,NA,NA,2,NA,NA,NA
1314,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Gender,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,NA
1315,1,0.163756087,0.163206711,0.325693578,0.281087577,0.066256046,1,2019,5,State,urban/rural,Gender,statesector,1,Uttarakhand,NA,NA,1,NA,NA,NA
1316,1,0.651577771,0,0,0.313036531,0.035385698,1,2019,5,State,urban/rural,Gender,statesector,1,Uttarakhand,NA,NA,2,NA,NA,NA
1468,1,0.656092167,0.316824108,0.027083732,0,0,1,2019,5,State,All,HH Size,state,99,Uttarakhand,NA,NA,NA,1,NA,NA
1469,1,0.465872347,0.385998726,0.118864305,0.024516137,0.004748503,1,2019,5,State,All,HH Size,state,99,Uttarakhand,NA,NA,NA,2 to 3,NA,NA
1470,1,0.300699741,0.32648623,0.19089593,0.152344093,0.029574018,1,2019,5,State,All,HH Size,state,99,Uttarakhand,NA,NA,NA,4 to 6,NA,NA
1471,1,0.185622126,0.397342861,0.210156128,0.13987799,0.067000881,1,2019,5,State,All,HH Size,state,99,Uttarakhand,NA,NA,NA,7+,NA,NA
1732,1,0.678241372,0.31281811,0.008940497,0,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Uttarakhand,NA,NA,NA,1,NA,NA
1733,1,0.49636665,0.413253427,0.078853793,0.006053625,0.0054725,1,2019,5,State,urban/rural,HH Size,statesector,0,Uttarakhand,NA,NA,NA,2 to 3,NA,NA
1734,1,0.356184989,0.389959306,0.158746243,0.079080105,0.016029347,1,2019,5,State,urban/rural,HH Size,statesector,0,Uttarakhand,NA,NA,NA,4 to 6,NA,NA
1735,1,0.149859428,0.447516531,0.190925166,0.144917771,0.066781096,1,2019,5,State,urban/rural,HH Size,statesector,0,Uttarakhand,NA,NA,NA,7+,NA,NA
1736,1,0.202147186,0.398926407,0.398926407,0,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Uttarakhand,NA,NA,NA,1,NA,NA
1737,1,0.265868455,0.207242489,0.38128233,0.145606726,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Uttarakhand,NA,NA,NA,2 to 3,NA,NA
1738,1,0.128104851,0.129044071,0.290902138,0.380242258,0.071706668,1,2019,5,State,urban/rural,HH Size,statesector,1,Uttarakhand,NA,NA,NA,4 to 6,NA,NA
1739,1,0.344030172,0.175102606,0.295338154,0.117554657,0.067974418,1,2019,5,State,urban/rural,HH Size,statesector,1,Uttarakhand,NA,NA,NA,7+,NA,NA
1822,1,0.394804567,0.241671011,0.180135608,0.138926283,0.044462539,1,2019,5,State,All,Owns House,state,99,Uttarakhand,NA,NA,NA,NA,0,NA
1823,1,0.277011931,0.381979287,0.18227616,0.123582497,0.035150122,1,2019,5,State,All,Owns House,state,99,Uttarakhand,NA,NA,NA,NA,1,NA
1959,1,0.373606592,0.286906004,0.179446697,0.122682162,0.037358526,1,2019,5,State,urban/rural,Owns House,statesector,0,Uttarakhand,NA,NA,NA,NA,0,NA
1960,1,0.315264672,0.429373443,0.146676019,0.079994306,0.028691534,1,2019,5,State,urban/rural,Owns House,statesector,0,Uttarakhand,NA,NA,NA,NA,1,NA
1961,1,0.430696249,0.165080607,0.181302026,0.166430295,0.05649082,1,2019,5,State,urban/rural,Owns House,statesector,1,Uttarakhand,NA,NA,NA,NA,0,NA
1962,1,0.08449243,0.143452585,0.361445576,0.342954338,0.067655079,1,2019,5,State,urban/rural,Owns House,statesector,1,Uttarakhand,NA,NA,NA,NA,1,NA
2040,1,0.274233043,0.294950843,0.231669486,0.172905847,0.026240759,1,2019,5,State,All,Agri Land,state,99,Uttarakhand,NA,NA,NA,NA,NA,0
2041,1,0.334464759,0.444975793,0.109444454,0.058780368,0.052334603,1,2019,5,State,All,Agri Land,state,99,Uttarakhand,NA,NA,NA,NA,NA,1
2173,1,0.306767613,0.363612711,0.204436064,0.117398597,0.007785021,1,2019,5,State,urban/rural,Agri Land,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,0
2174,1,0.34062016,0.453165025,0.098965056,0.055329431,0.051920339,1,2019,5,State,urban/rural,Agri Land,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,1
2175,1,0.208574995,0.156384155,0.286629319,0.284925193,0.063486338,1,2019,5,State,urban/rural,Agri Land,statesector,1,Uttarakhand,NA,NA,NA,NA,NA,0
2176,1,0,0,0.678861976,0.246293619,0.074844405,1,2019,5,State,urban/rural,Agri Land,statesector,1,Uttarakhand,NA,NA,NA,NA,NA,1
2217,1,0.188115031,0.454074979,0.260180801,0.082699455,0.014929733,1,2015,4,State,All,All Households,state,99,Uttarakhand,NA,NA,NA,NA,NA,NA
2285,1,0.201032534,0.519973576,0.223788604,0.048811901,0.00639341,1,2015,4,State,urban/rural,All Households,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,NA
2286,1,0.130180776,0.158523858,0.42339766,0.234683082,0.053214628,1,2015,4,State,urban/rural,All Households,statesector,1,Uttarakhand,NA,NA,NA,NA,NA,NA
2453,1,0.145752728,0.445811838,0.333923072,0.061368249,0.013144109,1,2015,4,State,All,Age,state,99,Uttarakhand,15 to 29,NA,NA,NA,NA,NA
2454,1,0.19626461,0.423987687,0.274078041,0.088523962,0.017145693,1,2015,4,State,All,Age,state,99,Uttarakhand,30 to 45,NA,NA,NA,NA,NA
2455,1,0.179468289,0.463370949,0.244901001,0.094120517,0.018139245,1,2015,4,State,All,Age,state,99,Uttarakhand,46 to 64,NA,NA,NA,NA,NA
2456,1,0.216710597,0.53641659,0.187854365,0.05675263,0.002265791,1,2015,4,State,All,Age,state,99,Uttarakhand,65+,NA,NA,NA,NA,NA
2740,1,0.143833697,0.525434077,0.294198632,0.036533602,0,1,2015,4,State,urban/rural,Age,statesector,0,Uttarakhand,15 to 29,NA,NA,NA,NA,NA
2741,1,0.227887452,0.504169703,0.206586018,0.050000869,0.011355958,1,2015,4,State,urban/rural,Age,statesector,0,Uttarakhand,30 to 45,NA,NA,NA,NA,NA
2742,1,0.178354889,0.514420867,0.240472183,0.061281152,0.005470913,1,2015,4,State,urban/rural,Age,statesector,0,Uttarakhand,46 to 64,NA,NA,NA,NA,NA
2743,1,0.219233915,0.568601429,0.183334246,0.028830389,0,1,2015,4,State,urban/rural,Age,statesector,0,Uttarakhand,65+,NA,NA,NA,NA,NA
2744,1,0.153309017,0.132292598,0.490341425,0.159156799,0.06490016,1,2015,4,State,urban/rural,Age,statesector,1,Uttarakhand,15 to 29,NA,NA,NA,NA,NA
2745,1,0.098501578,0.176102296,0.482731909,0.207619354,0.035044845,1,2015,4,State,urban/rural,Age,statesector,1,Uttarakhand,30 to 45,NA,NA,NA,NA,NA
2746,1,0.186642945,0.134409919,0.273439884,0.305734426,0.099772826,1,2015,4,State,urban/rural,Age,statesector,1,Uttarakhand,46 to 64,NA,NA,NA,NA,NA
2747,1,0.184845001,0.129971206,0.244936571,0.409367949,0.03087928,1,2015,4,State,urban/rural,Age,statesector,1,Uttarakhand,65+,NA,NA,NA,NA,NA
2927,1,0.234856129,0.408687919,0.245651379,0.094402596,0.016401976,1,2015,4,State,All,Education,state,99,Uttarakhand,NA,No education / Preschool,NA,NA,NA,NA
2928,1,0.170995846,0.453189135,0.272258669,0.085687339,0.017869007,1,2015,4,State,All,Education,state,99,Uttarakhand,NA,Primary,NA,NA,NA,NA
2929,1,0.114999928,0.561703086,0.271750897,0.042211872,0.009334228,1,2015,4,State,All,Education,state,99,Uttarakhand,NA,Secondary,NA,NA,NA,NA
2930,1,0.055313483,0.22786127,0.371199548,0.345625699,0,1,2015,4,State,All,Education,state,99,Uttarakhand,NA,Higher,NA,NA,NA,NA
2931,1,0.203483567,0.565156817,0.231359601,0,0,1,2015,4,State,All,Education,state,99,Uttarakhand,NA,NA,NA,NA,NA,NA
3226,1,0.256112218,0.494040132,0.198723599,0.048540175,0.002583872,1,2015,4,State,urban/rural,Education,statesector,0,Uttarakhand,NA,No education / Preschool,NA,NA,NA,NA
3227,1,0.202711031,0.513352096,0.21402812,0.055452429,0.014456347,1,2015,4,State,urban/rural,Education,statesector,0,Uttarakhand,NA,Primary,NA,NA,NA,NA
3228,1,0.109844379,0.581778586,0.267705321,0.035805799,0.004865899,1,2015,4,State,urban/rural,Education,statesector,0,Uttarakhand,NA,Secondary,NA,NA,NA,NA
3229,1,0.068381861,0.256980836,0.45889923,0.215738058,0,1,2015,4,State,urban/rural,Education,statesector,0,Uttarakhand,NA,Higher,NA,NA,NA,NA
3230,1,0.229225025,0.597114027,0.173660919,0,0,1,2015,4,State,urban/rural,Education,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,NA
3231,1,0.169506833,0.146282867,0.389925152,0.235401079,0.058884069,1,2015,4,State,urban/rural,Education,statesector,1,Uttarakhand,NA,No education / Preschool,NA,NA,NA,NA
3232,1,0.017255668,0.161547661,0.554532826,0.232251868,0.034411967,1,2015,4,State,urban/rural,Education,statesector,1,Uttarakhand,NA,Primary,NA,NA,NA,NA
3233,1,0.193507016,0.255999476,0.333355397,0.139761537,0.077376559,1,2015,4,State,urban/rural,Education,statesector,1,Uttarakhand,NA,Secondary,NA,NA,NA,NA
3234,1,0,0.104609214,0,0.895390809,0,1,2015,4,State,urban/rural,Education,statesector,1,Uttarakhand,NA,Higher,NA,NA,NA,NA
3235,1,0,0.312538326,0.687461674,0,0,1,2015,4,State,urban/rural,Education,statesector,1,Uttarakhand,NA,NA,NA,NA,NA,NA
3339,1,0.180927753,0.449807614,0.270135462,0.084397651,0.014731525,1,2015,4,State,All,Gender,state,99,Uttarakhand,NA,NA,1,NA,NA,NA
3340,1,0.226414859,0.476815134,0.207134023,0.073650025,0.015985955,1,2015,4,State,All,Gender,state,99,Uttarakhand,NA,NA,2,NA,NA,NA
3495,1,0.191800237,0.519980311,0.231886804,0.048618309,0.007714335,1,2015,4,State,urban/rural,Gender,statesector,0,Uttarakhand,NA,NA,1,NA,NA,NA
3496,1,0.245717779,0.519940853,0.184592471,0.049748898,0,1,2015,4,State,urban/rural,Gender,statesector,0,Uttarakhand,NA,NA,2,NA,NA,NA
3497,1,0.13608928,0.160413101,0.427874148,0.231952816,0.043670643,1,2015,4,State,urban/rural,Gender,statesector,1,Uttarakhand,NA,NA,1,NA,NA,NA
3498,1,0.076227047,0.141272157,0.382520318,0.259614557,0.140365899,1,2015,4,State,urban/rural,Gender,statesector,1,Uttarakhand,NA,NA,2,NA,NA,NA
3668,1,0.477505535,0.457773566,0.059968654,0.004752224,0,1,2015,4,State,All,HH Size,state,99,Uttarakhand,NA,NA,NA,1,NA,NA
3669,1,0.264527172,0.515251279,0.183777273,0.036444314,0,1,2015,4,State,All,HH Size,state,99,Uttarakhand,NA,NA,NA,2 to 3,NA,NA
3670,1,0.177178293,0.460366756,0.286505759,0.059130836,0.016818343,1,2015,4,State,All,HH Size,state,99,Uttarakhand,NA,NA,NA,4 to 6,NA,NA
3671,1,0.160731032,0.427197367,0.259656161,0.134735793,0.01767968,1,2015,4,State,All,HH Size,state,99,Uttarakhand,NA,NA,NA,7+,NA,NA
3955,1,0.465319723,0.467942476,0.061837483,0.00490032,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Uttarakhand,NA,NA,NA,1,NA,NA
3956,1,0.28350246,0.546244085,0.156727567,0.013525868,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Uttarakhand,NA,NA,NA,2 to 3,NA,NA
3957,1,0.181224853,0.535238564,0.244738802,0.029763993,0.009033804,1,2015,4,State,urban/rural,HH Size,statesector,0,Uttarakhand,NA,NA,NA,4 to 6,NA,NA
3958,1,0.179869801,0.493813157,0.229368389,0.091742642,0.005206015,1,2015,4,State,urban/rural,HH Size,statesector,0,Uttarakhand,NA,NA,NA,7+,NA,NA
3959,1,0.868535042,0.131464928,0,0,0,1,2015,4,State,urban/rural,HH Size,statesector,1,Uttarakhand,NA,NA,NA,1,NA,NA
3960,1,0.118462622,0.276679903,0.391995639,0.212861851,0,1,2015,4,State,urban/rural,HH Size,statesector,1,Uttarakhand,NA,NA,NA,2 to 3,NA,NA
3961,1,0.159234196,0.128354251,0.471717745,0.189355582,0.051338211,1,2015,4,State,urban/rural,HH Size,statesector,1,Uttarakhand,NA,NA,NA,4 to 6,NA,NA
3962,1,0.088862762,0.177047387,0.373390168,0.29617998,0.064519711,1,2015,4,State,urban/rural,HH Size,statesector,1,Uttarakhand,NA,NA,NA,7+,NA,NA
4065,1,0.219961941,0.37236613,0.287791222,0.118726827,0.001153893,1,2015,4,State,All,Owns House,state,99,Uttarakhand,NA,NA,NA,NA,0,NA
4066,1,0.176255718,0.484502107,0.249899104,0.069283403,0.020059649,1,2015,4,State,All,Owns House,state,99,Uttarakhand,NA,NA,NA,NA,1,NA
4222,1,0.251931399,0.436414123,0.233003974,0.078650504,0,1,2015,4,State,urban/rural,Owns House,statesector,0,Uttarakhand,NA,NA,NA,NA,0,NA
4223,1,0.185959116,0.544719219,0.221059516,0.039975356,0.008286784,1,2015,4,State,urban/rural,Owns House,statesector,0,Uttarakhand,NA,NA,NA,NA,1,NA
4224,1,0.149292752,0.230786771,0.408899516,0.207316339,0.003704597,1,2015,4,State,urban/rural,Owns House,statesector,1,Uttarakhand,NA,NA,NA,NA,0,NA
4225,1,0.113664858,0.096076727,0.435926437,0.258332461,0.095999502,1,2015,4,State,urban/rural,Owns House,statesector,1,Uttarakhand,NA,NA,NA,NA,1,NA
4324,1,0.205028653,0.3810381,0.283696681,0.11428804,0.015948541,1,2015,4,State,All,Agri Land,state,99,Uttarakhand,NA,NA,NA,NA,NA,0
4325,1,0.164556473,0.55580622,0.227426156,0.038700502,0.013510661,1,2015,4,State,All,Agri Land,state,99,Uttarakhand,NA,NA,NA,NA,NA,1
4480,1,0.231912121,0.472660959,0.228999749,0.061694019,0.004733155,1,2015,4,State,urban/rural,Agri Land,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,0
4481,1,0.169458091,0.568350792,0.218460187,0.035639908,0.008091024,1,2015,4,State,urban/rural,Agri Land,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,1
4482,1,0.139153212,0.156524867,0.417726368,0.243164778,0.043430798,1,2015,4,State,urban/rural,Agri Land,statesector,1,Uttarakhand,NA,NA,NA,NA,NA,0
4483,1,0.019002184,0.18329367,0.493671447,0.129585236,0.174447447,1,2015,4,State,urban/rural,Agri Land,statesector,1,Uttarakhand,NA,NA,NA,NA,NA,1
39,1,0.79253304,0.16853781,0.032636683,0.00430842,0.00198401,1,2019,5,State,All,All Households,state,99,West Bengal,NA,NA,NA,NA,NA,NA
110,1,0.834288538,0.148457021,0.016869498,0.000384956,0,1,2019,5,State,urban/rural,All Households,statesector,0,West Bengal,NA,NA,NA,NA,NA,NA
111,1,0.486056715,0.315926701,0.148364529,0.033105832,0.016546234,1,2019,5,State,urban/rural,All Households,statesector,1,West Bengal,NA,NA,NA,NA,NA,NA
284,1,0.773236334,0.195325777,0.029419415,0.002018448,0,1,2019,5,State,All,Age,state,99,West Bengal,15 to 29,NA,NA,NA,NA,NA
285,1,0.801138163,0.162023485,0.033629596,0.003208767,0,1,2019,5,State,All,Age,state,99,West Bengal,30 to 45,NA,NA,NA,NA,NA
286,1,0.790036798,0.160203576,0.038799878,0.005025026,0.005934699,1,2019,5,State,All,Age,state,99,West Bengal,46 to 64,NA,NA,NA,NA,NA
287,1,0.795000613,0.180676728,0.015178041,0.009144614,0,1,2019,5,State,All,Age,state,99,West Bengal,65+,NA,NA,NA,NA,NA
288,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Age,state,99,West Bengal,NA,NA,NA,NA,NA,NA
578,1,0.806499839,0.181329191,0.012170947,0,0,1,2019,5,State,urban/rural,Age,statesector,0,West Bengal,15 to 29,NA,NA,NA,NA,NA
579,1,0.85744828,0.129484683,0.012097607,0.000969444,0,1,2019,5,State,urban/rural,Age,statesector,0,West Bengal,30 to 45,NA,NA,NA,NA,NA
580,1,0.82355839,0.152009621,0.024431992,0,0,1,2019,5,State,urban/rural,Age,statesector,0,West Bengal,46 to 64,NA,NA,NA,NA,NA
581,1,0.822779119,0.159680977,0.017539907,0,0,1,2019,5,State,urban/rural,Age,statesector,0,West Bengal,65+,NA,NA,NA,NA,NA
582,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Age,statesector,0,West Bengal,NA,NA,NA,NA,NA,NA
583,1,0.455824703,0.328885943,0.194010183,0.021279166,0,1,2019,5,State,urban/rural,Age,statesector,1,West Bengal,15 to 29,NA,NA,NA,NA,NA
584,1,0.426763266,0.37835601,0.176783919,0.018096793,0,1,2019,5,State,urban/rural,Age,statesector,1,West Bengal,30 to 45,NA,NA,NA,NA,NA
585,1,0.527324021,0.224420652,0.151402831,0.044406794,0.052445687,1,2019,5,State,urban/rural,Age,statesector,1,West Bengal,46 to 64,NA,NA,NA,NA,NA
586,1,0.61648798,0.315601498,0,0.067910552,0,1,2019,5,State,urban/rural,Age,statesector,1,West Bengal,65+,NA,NA,NA,NA,NA
758,1,0.841902435,0.134989232,0.020802962,0.002305349,0,1,2019,5,State,All,Education,state,99,West Bengal,NA,No education / Preschool,NA,NA,NA,NA
759,1,0.760724366,0.189650595,0.043128416,0.006496594,0,1,2019,5,State,All,Education,state,99,West Bengal,NA,Primary,NA,NA,NA,NA
760,1,0.710736275,0.225634754,0.044498686,0.00649123,0.012639032,1,2019,5,State,All,Education,state,99,West Bengal,NA,Secondary,NA,NA,NA,NA
761,1,0.542684734,0.324181497,0.133133769,0,0,1,2019,5,State,All,Education,state,99,West Bengal,NA,Higher,NA,NA,NA,NA
762,1,0.860028803,0.139971197,0,0,0,1,2019,5,State,All,Education,state,99,West Bengal,NA,NA,NA,NA,NA,NA
1049,1,0.880743384,0.108188376,0.01106823,0,0,1,2019,5,State,urban/rural,Education,statesector,0,West Bengal,NA,No education / Preschool,NA,NA,NA,NA
1050,1,0.809075654,0.173378661,0.017545713,0,0,1,2019,5,State,urban/rural,Education,statesector,0,West Bengal,NA,Primary,NA,NA,NA,NA
1051,1,0.753187299,0.216586426,0.027809251,0.002417017,0,1,2019,5,State,urban/rural,Education,statesector,0,West Bengal,NA,Secondary,NA,NA,NA,NA
1052,1,0.520582974,0.339848995,0.139568046,0,0,1,2019,5,State,urban/rural,Education,statesector,0,West Bengal,NA,Higher,NA,NA,NA,NA
1053,1,0.860028803,0.139971197,0,0,0,1,2019,5,State,urban/rural,Education,statesector,0,West Bengal,NA,NA,NA,NA,NA,NA
1054,1,0.550544381,0.336030871,0.093826264,0.019598495,0,1,2019,5,State,urban/rural,Education,statesector,1,West Bengal,NA,No education / Preschool,NA,NA,NA,NA
1055,1,0.443143696,0.296528012,0.211160764,0.049167529,0,1,2019,5,State,urban/rural,Education,statesector,1,West Bengal,NA,Primary,NA,NA,NA,NA
1056,1,0.356610388,0.301115841,0.183721781,0.040478278,0.118073709,1,2019,5,State,urban/rural,Education,statesector,1,West Bengal,NA,Secondary,NA,NA,NA,NA
1057,1,1,0,0,0,0,1,2019,5,State,urban/rural,Education,statesector,1,West Bengal,NA,Higher,NA,NA,NA,NA
1155,1,0.786689341,0.173268497,0.032916393,0.004773223,0.002352556,1,2019,5,State,All,Gender,state,99,West Bengal,NA,NA,1,NA,NA,NA
1156,1,0.823991954,0.143070906,0.031130895,0.001806228,0,1,2019,5,State,All,Gender,state,99,West Bengal,NA,NA,2,NA,NA,NA
1157,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Gender,state,99,West Bengal,NA,NA,NA,NA,NA,NA
1317,1,0.828469157,0.154668316,0.016407833,0.00045472,0,1,2019,5,State,urban/rural,Gender,statesector,0,West Bengal,NA,NA,1,NA,NA,NA
1318,1,0.866400242,0.114182778,0.019416999,0,0,1,2019,5,State,urban/rural,Gender,statesector,0,West Bengal,NA,NA,2,NA,NA,NA
1319,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Gender,statesector,0,West Bengal,NA,NA,NA,NA,NA,NA
1320,1,0.469931871,0.314287513,0.158077583,0.037514355,0.02018868,1,2019,5,State,urban/rural,Gender,statesector,1,West Bengal,NA,NA,1,NA,NA,NA
1321,1,0.559305727,0.323372841,0.104241826,0.013079591,0,1,2019,5,State,urban/rural,Gender,statesector,1,West Bengal,NA,NA,2,NA,NA,NA
1472,1,0.939285636,0.060714357,0,0,0,1,2019,5,State,All,HH Size,state,99,West Bengal,NA,NA,NA,1,NA,NA
1473,1,0.839726925,0.136711836,0.019979598,0.003581617,0,1,2019,5,State,All,HH Size,state,99,West Bengal,NA,NA,NA,2 to 3,NA,NA
1474,1,0.785163641,0.178402886,0.032267708,0.003150265,0.001015496,1,2019,5,State,All,HH Size,state,99,West Bengal,NA,NA,NA,4 to 6,NA,NA
1475,1,0.717478871,0.201851696,0.06055513,0.010834769,0.009279538,1,2019,5,State,All,HH Size,state,99,West Bengal,NA,NA,NA,7+,NA,NA
1740,1,0.954609156,0.045390848,0,0,0,1,2019,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,1,NA,NA
1741,1,0.881077945,0.116925053,0.001997013,0,0,1,2019,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,2 to 3,NA,NA
1742,1,0.825068831,0.156089008,0.018191498,0.000650691,0,1,2019,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,4 to 6,NA,NA
1743,1,0.766573071,0.192953944,0.040472988,0,0,1,2019,5,State,urban/rural,HH Size,statesector,0,West Bengal,NA,NA,NA,7+,NA,NA
1744,1,0.796728909,0.203271091,0,0,0,1,2019,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,1,NA,NA
1745,1,0.505790293,0.296503216,0.165200919,0.032505546,0,1,2019,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,2 to 3,NA,NA
1746,1,0.45846948,0.361081421,0.147506297,0.023613688,0.009329119,1,2019,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,4 to 6,NA,NA
1747,1,0.498149812,0.24160251,0.150272399,0.059239265,0.050736018,1,2019,5,State,urban/rural,HH Size,statesector,1,West Bengal,NA,NA,NA,7+,NA,NA
1824,1,0.795961857,0.167677224,0.031360809,0.002779702,0.002220399,1,2019,5,State,All,Owns House,state,99,West Bengal,NA,NA,NA,NA,0,NA
1825,1,0.786786079,0.169980258,0.034775175,0.006870704,0.0015878,1,2019,5,State,All,Owns House,state,99,West Bengal,NA,NA,NA,NA,1,NA
1963,1,0.836761534,0.152312517,0.010925945,0,0,1,2019,5,State,urban/rural,Owns House,statesector,0,West Bengal,NA,NA,NA,NA,0,NA
1964,1,0.830253959,0.142167017,0.026566017,0.001012987,0,1,2019,5,State,urban/rural,Owns House,statesector,0,West Bengal,NA,NA,NA,NA,1,NA
1965,1,0.520042181,0.271585524,0.169557527,0.021578247,0.017236494,1,2019,5,State,urban/rural,Owns House,statesector,1,West Bengal,NA,NA,NA,NA,0,NA
1966,1,0.41615054,0.407133877,0.104771763,0.056817397,0.015126414,1,2019,5,State,urban/rural,Owns House,statesector,1,West Bengal,NA,NA,NA,NA,1,NA
2042,1,0.799810648,0.159023628,0.032879293,0.005673702,0.002612717,1,2019,5,State,All,Agri Land,state,99,West Bengal,NA,NA,NA,NA,NA,0
2043,1,0.769567132,0.198561758,0.031871077,0,0,1,2019,5,State,All,Agri Land,state,99,West Bengal,NA,NA,NA,NA,NA,1
2177,1,0.850166857,0.134555757,0.014755731,0.000521658,0,1,2019,5,State,urban/rural,Agri Land,statesector,0,West Bengal,NA,NA,NA,NA,NA,0
2178,1,0.789574504,0.187603563,0.022821957,0,0,1,2019,5,State,urban/rural,Agri Land,statesector,0,West Bengal,NA,NA,NA,NA,NA,1
