,m_poor_1_33,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,check,year,round,level,area,dem,SourceSheet,sector,state,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
2308,1,0.207816392,0.396465272,0.339767456,0.055950884,0,1,2015,4,State,All,Age,state,99,Andhra Pradesh,15 to 29,NA,NA,NA,NA,NA
2309,1,0.180023834,0.436758161,0.322004855,0.056835946,0.004377208,1,2015,4,State,All,Age,state,99,Andhra Pradesh,30 to 45,NA,NA,NA,NA,NA
2310,1,0.187686309,0.434112459,0.325645924,0.052555326,0,1,2015,4,State,All,Age,state,99,Andhra Pradesh,46 to 64,NA,NA,NA,NA,NA
2311,1,0.329296827,0.471394032,0.189150006,0.010159159,0,1,2015,4,State,All,Age,state,99,Andhra Pradesh,65+,NA,NA,NA,NA,NA
2312,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Age,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA
2467,1,0.252415538,0.38107872,0.331087887,0.035417829,0,1,2015,4,State,urban/rural,Age,statesector,0,Andhra Pradesh,15 to 29,NA,NA,NA,NA,NA
2468,1,0.193326205,0.460101873,0.320680618,0.025891313,0,1,2015,4,State,urban/rural,Age,statesector,0,Andhra Pradesh,30 to 45,NA,NA,NA,NA,NA
2469,1,0.198038235,0.449355423,0.309881806,0.042724505,0,1,2015,4,State,urban/rural,Age,statesector,0,Andhra Pradesh,46 to 64,NA,NA,NA,NA,NA
2470,1,0.327466071,0.470995575,0.191014141,0.010524212,0,1,2015,4,State,urban/rural,Age,statesector,0,Andhra Pradesh,65+,NA,NA,NA,NA,NA
2471,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Age,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA
2472,1,0,0.468161196,0.380211115,0.15162769,0,1,2015,4,State,urban/rural,Age,statesector,1,Andhra Pradesh,15 to 29,NA,NA,NA,NA,NA
2473,1,0.094387449,0.286478788,0.330529928,0.256047577,0.032556269,1,2015,4,State,urban/rural,Age,statesector,1,Andhra Pradesh,30 to 45,NA,NA,NA,NA,NA
2474,1,0.073319167,0.265709341,0.499806166,0.161165327,0,1,2015,4,State,urban/rural,Age,statesector,1,Andhra Pradesh,46 to 64,NA,NA,NA,NA,NA
2475,1,0.380244941,0.482482553,0.137272537,0,0,1,2015,4,State,urban/rural,Age,statesector,1,Andhra Pradesh,65+,NA,NA,NA,NA,NA
2777,1,0.238108769,0.468870342,0.251972616,0.039869864,0.001178426,1,2015,4,State,All,Education,state,99,Andhra Pradesh,NA,No education / Preschool,NA,NA,NA,NA
2778,1,0.151644111,0.377366126,0.407133043,0.059621304,0.004235441,1,2015,4,State,All,Education,state,99,Andhra Pradesh,NA,Primary,NA,NA,NA,NA
2779,1,0.177261636,0.373358905,0.405148327,0.04423112,0,1,2015,4,State,All,Education,state,99,Andhra Pradesh,NA,Secondary,NA,NA,NA,NA
2780,1,0.117472664,0.270159692,0.337117553,0.275250107,0,1,2015,4,State,All,Education,state,99,Andhra Pradesh,NA,Higher,NA,NA,NA,NA
2781,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Education,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA
2945,1,0.252719134,0.473682255,0.250989914,0.022608664,0,1,2015,4,State,urban/rural,Education,statesector,0,Andhra Pradesh,NA,No education / Preschool,NA,NA,NA,NA
2946,1,0.172250658,0.40105477,0.385935575,0.040758997,0,1,2015,4,State,urban/rural,Education,statesector,0,Andhra Pradesh,NA,Primary,NA,NA,NA,NA
2947,1,0.180508554,0.397323489,0.39294368,0.029224297,0,1,2015,4,State,urban/rural,Education,statesector,0,Andhra Pradesh,NA,Secondary,NA,NA,NA,NA
2948,1,0.150773242,0.346743256,0.247485489,0.254998028,0,1,2015,4,State,urban/rural,Education,statesector,0,Andhra Pradesh,NA,Higher,NA,NA,NA,NA
2949,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Education,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA
2950,1,0.105311655,0.425133526,0.260904491,0.196760923,0.01188941,1,2015,4,State,urban/rural,Education,statesector,1,Andhra Pradesh,NA,No education / Preschool,NA,NA,NA,NA
2951,1,0.019823141,0.225828812,0.542734087,0.180284202,0.031329725,1,2015,4,State,urban/rural,Education,statesector,1,Andhra Pradesh,NA,Primary,NA,NA,NA,NA
2952,1,0.145192474,0.136665642,0.52569133,0.192450523,0,1,2015,4,State,urban/rural,Education,statesector,1,Andhra Pradesh,NA,Secondary,NA,NA,NA,NA
2953,1,0,0,0.653307676,0.346692353,0,1,2015,4,State,urban/rural,Education,statesector,1,Andhra Pradesh,NA,Higher,NA,NA,NA,NA
3256,1,0.196180806,0.436403096,0.316144764,0.049276464,0.001994855,1,2015,4,State,All,Gender,state,99,Andhra Pradesh,NA,NA,1,NA,NA,NA
3257,1,0.29309842,0.435346156,0.233498827,0.038056597,0,1,2015,4,State,All,Gender,state,99,Andhra Pradesh,NA,NA,2,NA,NA,NA
3258,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Gender,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA
3348,1,0.210876435,0.447310746,0.311617166,0.030195666,0,1,2015,4,State,urban/rural,Gender,statesector,0,Andhra Pradesh,NA,NA,1,NA,NA,NA
3349,1,0.312828153,0.455807716,0.204664811,0.02669931,0,1,2015,4,State,urban/rural,Gender,statesector,0,Andhra Pradesh,NA,NA,2,NA,NA,NA
3350,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Gender,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA
3351,1,0.073034458,0.344999343,0.354085267,0.209169596,0.018711323,1,2015,4,State,urban/rural,Gender,statesector,1,Andhra Pradesh,NA,NA,1,NA,NA,NA
3352,1,0.13717553,0.273639709,0.461372256,0.12781252,0,1,2015,4,State,urban/rural,Gender,statesector,1,Andhra Pradesh,NA,NA,2,NA,NA,NA
3523,1,0.497106552,0.416973084,0.081555232,0.004365128,0,1,2015,4,State,All,HH Size,state,99,Andhra Pradesh,NA,NA,NA,1,NA,NA
3524,1,0.285059184,0.480408281,0.210008547,0.024523977,0,1,2015,4,State,All,HH Size,state,99,Andhra Pradesh,NA,NA,NA,2 to 3,NA,NA
3525,1,0.178422958,0.43737936,0.321679533,0.059477586,0.003040552,1,2015,4,State,All,HH Size,state,99,Andhra Pradesh,NA,NA,NA,4 to 6,NA,NA
3526,1,0.144227684,0.379930854,0.424891084,0.050950374,0,1,2015,4,State,All,HH Size,state,99,Andhra Pradesh,NA,NA,NA,7+,NA,NA
3527,1,NA,NA,NA,NA,NA,0,2015,4,State,All,HH Size,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA
3683,1,0.506468773,0.413238883,0.080292344,0,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Andhra Pradesh,NA,NA,NA,1,NA,NA
3684,1,0.301939875,0.474872738,0.203751191,0.019436207,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Andhra Pradesh,NA,NA,NA,2 to 3,NA,NA
3685,1,0.198744044,0.453204632,0.313275397,0.034775946,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Andhra Pradesh,NA,NA,NA,4 to 6,NA,NA
3686,1,0.140878603,0.409736484,0.414249778,0.035135146,0,1,2015,4,State,urban/rural,HH Size,statesector,0,Andhra Pradesh,NA,NA,NA,7+,NA,NA
3687,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,HH Size,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA
3688,1,0.409121186,0.452066928,0.093423769,0.045388106,0,1,2015,4,State,urban/rural,HH Size,statesector,1,Andhra Pradesh,NA,NA,NA,1,NA,NA
3689,1,0.107158713,0.53874588,0.275952935,0.078142501,0,1,2015,4,State,urban/rural,HH Size,statesector,1,Andhra Pradesh,NA,NA,NA,2 to 3,NA,NA
3690,1,0.034881677,0.325595081,0.381043583,0.233961672,0.024517989,1,2015,4,State,urban/rural,HH Size,statesector,1,Andhra Pradesh,NA,NA,NA,4 to 6,NA,NA
3691,1,0.180170164,0.060056873,0.539093673,0.220679313,0,1,2015,4,State,urban/rural,HH Size,statesector,1,Andhra Pradesh,NA,NA,NA,7+,NA,NA
3983,1,0.195495322,0.432961881,0.28252995,0.083207868,0.005804965,1,2015,4,State,All,Owns House,state,99,Andhra Pradesh,NA,NA,NA,NA,0,NA
3984,1,0.214327157,0.43683815,0.306947112,0.040962916,0.000924676,1,2015,4,State,All,Owns House,state,99,Andhra Pradesh,NA,NA,NA,NA,1,NA
3985,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Owns House,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA
4074,1,0.239904866,0.441667259,0.280848473,0.037579402,0,1,2015,4,State,urban/rural,Owns House,statesector,0,Andhra Pradesh,NA,NA,NA,NA,0,NA
4075,1,0.224902824,0.449651957,0.296948791,0.028496416,0,1,2015,4,State,urban/rural,Owns House,statesector,0,Andhra Pradesh,NA,NA,NA,NA,1,NA
4076,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Owns House,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA
4077,1,0.075088128,0.409359097,0.287088901,0.206919938,0.02154392,1,2015,4,State,urban/rural,Owns House,statesector,1,Andhra Pradesh,NA,NA,NA,NA,0,NA
4078,1,0.088949591,0.284926504,0.425480068,0.188756868,0.011886975,1,2015,4,State,urban/rural,Owns House,statesector,1,Andhra Pradesh,NA,NA,NA,NA,1,NA
4242,1,0.210498601,0.452831954,0.278520882,0.055541076,0.002607482,1,2015,4,State,All,Agri Land,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,0
4243,1,0.213056281,0.406104445,0.347901255,0.032938022,0,1,2015,4,State,All,Agri Land,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,1
4244,1,NA,NA,NA,NA,NA,0,2015,4,State,All,Agri Land,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA
4333,1,0.233263284,0.475186467,0.261931479,0.02961879,0,1,2015,4,State,urban/rural,Agri Land,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,0
4334,1,0.216756687,0.407311201,0.346235216,0.029696891,0,1,2015,4,State,urban/rural,Agri Land,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,1
4335,1,NA,NA,NA,NA,NA,0,2015,4,State,urban/rural,Agri Land,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA
4336,1,0.088556468,0.333087057,0.367384315,0.194397345,0.016574815,1,2015,4,State,urban/rural,Agri Land,statesector,1,Andhra Pradesh,NA,NA,NA,NA,NA,0
4337,1,0,0.336624533,0.443824679,0.219550788,0,1,2015,4,State,urban/rural,Agri Land,statesector,1,Andhra Pradesh,NA,NA,NA,NA,NA,1
6,1,0.683606386,0.249265134,0.042576689,0.021780515,0.002771281,1,2019,5,State,All,All Households,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
44,1,0.704809725,0.238064706,0.037048779,0.018199133,0.00187768,1,2019,5,State,urban/rural,All Households,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
45,1,0.287578911,0.458462387,0.145824879,0.088672191,0.019461622,1,2019,5,State,urban/rural,All Households,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
135,1,0.641381323,0.294276953,0.057707679,0.006634034,0,1,2019,5,State,All,Age,state,99,Arunachal Pradesh,15 to 29,NA,NA,NA,NA,NA
136,1,0.665841401,0.257510751,0.046267599,0.027161038,0.00321922,1,2019,5,State,All,Age,state,99,Arunachal Pradesh,30 to 45,NA,NA,NA,NA,NA
137,1,0.692404687,0.238269508,0.037889637,0.027411258,0.004024882,1,2019,5,State,All,Age,state,99,Arunachal Pradesh,46 to 64,NA,NA,NA,NA,NA
138,1,0.74533534,0.220950842,0.032878999,0.000834848,0,1,2019,5,State,All,Age,state,99,Arunachal Pradesh,65+,NA,NA,NA,NA,NA
139,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Age,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
304,1,0.66962558,0.271130681,0.051891465,0.007352258,0,1,2019,5,State,urban/rural,Age,statesector,0,Arunachal Pradesh,15 to 29,NA,NA,NA,NA,NA
305,1,0.691930473,0.24400574,0.038886745,0.022178495,0.002998553,1,2019,5,State,urban/rural,Age,statesector,0,Arunachal Pradesh,30 to 45,NA,NA,NA,NA,NA
306,1,0.71226114,0.230029568,0.032770228,0.023128623,0.00181042,1,2019,5,State,urban/rural,Age,statesector,0,Arunachal Pradesh,46 to 64,NA,NA,NA,NA,NA
307,1,0.746112823,0.219957098,0.033089887,0.000840203,0,1,2019,5,State,urban/rural,Age,statesector,0,Arunachal Pradesh,65+,NA,NA,NA,NA,NA
308,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Age,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
309,1,0.380497038,0.508072555,0.111430399,0,0,1,2019,5,State,urban/rural,Age,statesector,1,Arunachal Pradesh,15 to 29,NA,NA,NA,NA,NA
310,1,0.271786004,0.461493492,0.157749742,0.10241852,0.006552226,1,2019,5,State,urban/rural,Age,statesector,1,Arunachal Pradesh,30 to 45,NA,NA,NA,NA,NA
311,1,0.237566784,0.427016348,0.155156299,0.125510558,0.054750018,1,2019,5,State,urban/rural,Age,statesector,1,Arunachal Pradesh,46 to 64,NA,NA,NA,NA,NA
312,1,0.624118924,0.375881106,0,0,0,1,2019,5,State,urban/rural,Age,statesector,1,Arunachal Pradesh,65+,NA,NA,NA,NA,NA
609,1,0.727250755,0.209361508,0.042827528,0.020263001,0.000297196,1,2019,5,State,All,Education,state,99,Arunachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
610,1,0.685948133,0.258052945,0.045251634,0.008341339,0.002405967,1,2019,5,State,All,Education,state,99,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA
611,1,0.568650544,0.36055547,0.031906541,0.038887404,0,1,2019,5,State,All,Education,state,99,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA
612,1,0.278776199,0.367411554,0.101209961,0.125073746,0.127528533,1,2019,5,State,All,Education,state,99,Arunachal Pradesh,NA,Higher,NA,NA,NA,NA
613,1,0,1,0,0,0,1,2019,5,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
777,1,0.741718769,0.201219991,0.038584467,0.018476771,0,1,2019,5,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
778,1,0.710425854,0.245414451,0.037841383,0.003730653,0.002587633,1,2019,5,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA
779,1,0.596965671,0.347398728,0.022942884,0.032692716,0,1,2019,5,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA
780,1,0.317402035,0.346268028,0.128385127,0.113216959,0.094727844,1,2019,5,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,Higher,NA,NA,NA,NA
781,1,0,1,0,0,0,1,2019,5,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
782,1,0.315900177,0.440838993,0.163465172,0.071048647,0.008746994,1,2019,5,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
783,1,0.361768484,0.425435066,0.143391863,0.069404565,0,1,2019,5,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA
784,1,0.151383206,0.554440796,0.164000124,0.130175903,0,1,2019,5,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA
785,1,0.134919927,0.446157604,0,0.169232577,0.249689892,1,2019,5,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,Higher,NA,NA,NA,NA
1071,1,0.689825535,0.24734515,0.040247977,0.020151071,0.0024303,1,2019,5,State,All,Gender,state,99,Arunachal Pradesh,NA,NA,1,NA,NA,NA
1072,1,0.636039078,0.263950229,0.060387988,0.034243405,0.005379291,1,2019,5,State,All,Gender,state,99,Arunachal Pradesh,NA,NA,2,NA,NA,NA
1073,1,NA,NA,NA,NA,NA,0,2019,5,State,All,Gender,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
1166,1,0.709510803,0.236040652,0.034828667,0.018240059,0.001379817,1,2019,5,State,urban/rural,Gender,statesector,0,Arunachal Pradesh,NA,NA,1,NA,NA,NA
1167,1,0.66830641,0.25378108,0.054287605,0.017881356,0.005743508,1,2019,5,State,urban/rural,Gender,statesector,0,Arunachal Pradesh,NA,NA,2,NA,NA,NA
1168,1,NA,NA,NA,NA,NA,0,2019,5,State,urban/rural,Gender,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
1169,1,0.309179723,0.465935022,0.145038739,0.0571035,0.022743028,1,2019,5,State,urban/rural,Gender,statesector,1,Arunachal Pradesh,NA,NA,1,NA,NA,NA
1170,1,0.15946725,0.414142996,0.150487438,0.275902331,0,1,2019,5,State,urban/rural,Gender,statesector,1,Arunachal Pradesh,NA,NA,2,NA,NA,NA
1342,1,0.80790925,0.165759996,0.026330726,0,0,1,2019,5,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,1,NA,NA
1343,1,0.759057701,0.1983504,0.036056619,0.004165005,0.002370306,1,2019,5,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,2 to 3,NA,NA
1344,1,0.660768509,0.265298545,0.04715037,0.022598745,0.004183847,1,2019,5,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,4 to 6,NA,NA
1345,1,0.621137857,0.289693773,0.041932411,0.047235973,0,1,2019,5,State,All,HH Size,state,99,Arunachal Pradesh,NA,NA,NA,7+,NA,NA
1490,1,0.809625983,0.162929296,0.027444709,0,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,1,NA,NA
1491,1,0.777937889,0.188912421,0.028473066,0.002217635,0.002458988,1,2019,5,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,2 to 3,NA,NA
1492,1,0.687074482,0.249445468,0.042357888,0.018722856,0.0023993,1,2019,5,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,4 to 6,NA,NA
1493,1,0.632887959,0.288619757,0.036465768,0.042026494,0,1,2019,5,State,urban/rural,HH Size,statesector,0,Arunachal Pradesh,NA,NA,NA,7+,NA,NA
1494,1,0.767332017,0.232667968,0,0,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,1,NA,NA
1495,1,0.254420757,0.4506118,0.238752469,0.056214988,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,2 to 3,NA,NA
1496,1,0.238490149,0.519781053,0.12408185,0.08481662,0.032830365,1,2019,5,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,4 to 6,NA,NA
1497,1,0.405792117,0.309377402,0.142119974,0.142710492,0,1,2019,5,State,urban/rural,HH Size,statesector,1,Arunachal Pradesh,NA,NA,NA,7+,NA,NA
1758,1,0.667791426,0.251980692,0.049702097,0.030153066,0.000372723,1,2019,5,State,All,Owns House,state,99,Arunachal Pradesh,NA,NA,NA,NA,0,NA
1759,1,0.696564257,0.247040153,0.03673853,0.014920517,0.004736526,1,2019,5,State,All,Owns House,state,99,Arunachal Pradesh,NA,NA,NA,NA,1,NA
1833,1,0.691212893,0.240856141,0.041731112,0.026199872,0,1,2019,5,State,urban/rural,Owns House,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,0,NA
1834,1,0.715968192,0.235773861,0.03320615,0.011633203,0.003418627,1,2019,5,State,urban/rural,Owns House,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,1,NA
1835,1,0.222581655,0.4634431,0.201219678,0.105297893,0.007457679,1,2019,5,State,urban/rural,Owns House,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,0,NA
1836,1,0.339252561,0.454502642,0.101785347,0.075454563,0.029004904,1,2019,5,State,urban/rural,Owns House,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,1,NA
1977,1,0.687281549,0.249868542,0.041461375,0.018049935,0.003338599,1,2019,5,State,All,Agri Land,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,0
1978,1,0.680179238,0.248702422,0.043616742,0.025259359,0.002242246,1,2019,5,State,All,Agri Land,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,1
2051,1,0.727667391,0.228642523,0.031012138,0.011261455,0.001416481,1,2019,5,State,urban/rural,Agri Land,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,0
2052,1,0.685132205,0.246175975,0.042245544,0.024171578,0.002274712,1,2019,5,State,urban/rural,Agri Land,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,1
2053,1,0.278986931,0.464460254,0.147101507,0.08668039,0.022770904,1,2019,5,State,urban/rural,Agri Land,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,0
2054,1,0.338107675,0.423189282,0.138317198,0.10038583,0,1,2019,5,State,urban/rural,Agri Land,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,1
2186,1,0.536933839,0.340315998,0.095439106,0.01645208,0.010858974,1,2015,4,State,All,All Households,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2223,1,0.564226091,0.336625457,0.083504006,0.009937553,0.00570686,1,2015,4,State,urban/rural,All Households,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2224,1,0.151035249,0.392498106,0.264195293,0.108564124,0.083707213,1,2015,4,State,urban/rural,All Households,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2313,1,0.478060365,0.342537701,0.162940502,0.011525996,0.004935428,1,2015,4,State,All,Age,state,99,Arunachal Pradesh,15 to 29,NA,NA,NA,NA,NA
2314,1,0.545584917,0.341800481,0.086440116,0.013004546,0.013169936,1,2015,4,State,All,Age,state,99,Arunachal Pradesh,30 to 45,NA,NA,NA,NA,NA
2315,1,0.546424687,0.341011941,0.087599292,0.018370343,0.006593734,1,2015,4,State,All,Age,state,99,Arunachal Pradesh,46 to 64,NA,NA,NA,NA,NA
2316,1,0.529354155,0.324065447,0.084487386,0.03797603,0.024116963,1,2015,4,State,All,Age,state,99,Arunachal Pradesh,65+,NA,NA,NA,NA,NA
2476,1,0.515106738,0.33406648,0.138084531,0.012742268,0,1,2015,4,State,urban/rural,Age,statesector,0,Arunachal Pradesh,15 to 29,NA,NA,NA,NA,NA
2477,1,0.57945919,0.338968217,0.068471342,0.007152736,0.005948528,1,2015,4,State,urban/rural,Age,statesector,0,Arunachal Pradesh,30 to 45,NA,NA,NA,NA,NA
2478,1,0.559126198,0.33725217,0.086008407,0.010772553,0.006840693,1,2015,4,State,urban/rural,Age,statesector,0,Arunachal Pradesh,46 to 64,NA,NA,NA,NA,NA
2479,1,0.563818574,0.322529525,0.086425878,0.019740839,0.007485207,1,2015,4,State,urban/rural,Age,statesector,0,Arunachal Pradesh,65+,NA,NA,NA,NA,NA
2480,1,0.12699087,0.422815055,0.398488104,0,0.051705986,1,2015,4,State,urban/rural,Age,statesector,1,Arunachal Pradesh,15 to 29,NA,NA,NA,NA,NA
2481,1,0.154717118,0.374481499,0.293777913,0.080527298,0.096496187,1,2015,4,State,urban/rural,Age,statesector,1,Arunachal Pradesh,30 to 45,NA,NA,NA,NA,NA
2482,1,0.207297757,0.441396773,0.130075574,0.221229881,0,1,2015,4,State,urban/rural,Age,statesector,1,Arunachal Pradesh,46 to 64,NA,NA,NA,NA,NA
2483,1,0.036965799,0.346009016,0.056792427,0.298499942,0.261732817,1,2015,4,State,urban/rural,Age,statesector,1,Arunachal Pradesh,65+,NA,NA,NA,NA,NA
2782,1,0.618796468,0.295306593,0.068620548,0.012462716,0.004813685,1,2015,4,State,All,Education,state,99,Arunachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
2783,1,0.504900396,0.385451823,0.094216853,0.014824352,0.000606544,1,2015,4,State,All,Education,state,99,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA
2784,1,0.370125741,0.422024846,0.150557041,0.023551343,0.033741042,1,2015,4,State,All,Education,state,99,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA
2785,1,0.042499937,0.202600926,0.527747691,0.051511798,0.175639659,1,2015,4,State,All,Education,state,99,Arunachal Pradesh,NA,Higher,NA,NA,NA,NA
2786,1,0.066979207,0.391417116,0.319885164,0.22171852,0,1,2015,4,State,All,Education,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2954,1,0.635745227,0.289444029,0.063645877,0.008463856,0.002701026,1,2015,4,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
2955,1,0.531733513,0.378299415,0.078785889,0.010532144,0.000649057,1,2015,4,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA
2956,1,0.412903041,0.429279238,0.125422701,0.014315343,0.018079687,1,2015,4,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA
2957,1,0.056257877,0.266791075,0.581264615,0,0.095686458,1,2015,4,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,Higher,NA,NA,NA,NA
2958,1,0.08606039,0.50292486,0.411014736,0,0,1,2015,4,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
2959,1,0.292619616,0.408130854,0.164357632,0.089420326,0.045471568,1,2015,4,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
2960,1,0.122067988,0.487496674,0.314373255,0.076062083,0,1,2015,4,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA
2961,1,0,0.359256983,0.368029088,0.103464797,0.169249147,1,2015,4,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA
