,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,year,round,level,area,dem,SourceSheet,sector,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
3256,0,0.273144454,0,0,0.01892106,0.005662247,0.502840638,0.050538965,0.057037503,0.015494325,0.378319472,2019,5,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,1,NA,NA
3257,1,1,0,0,0.343957901,0,1,0.343957901,0.312084198,0.343957901,0.656042099,2019,5,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,1,NA,NA
3258,0,0.059154455,0.005480159,0.011675422,0.147663817,0.002892117,0.35487029,0.039758302,0.067163266,0.01201976,0.204528242,2019,5,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,2 to 3,NA,NA
3259,1,0.779830337,0.108758606,0,0.607743859,0.059927784,0.849359632,0.062579982,0.637078822,0.433317006,0.298723996,2019,5,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,2 to 3,NA,NA
3260,0,0.016896715,0.007712843,0.005192354,0.302635163,0,0.280323446,0.025006093,0.048410732,0.021463782,0.115244657,2019,5,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,4 to 6,NA,NA
3261,1,0.483611614,0.536914289,0.218399048,0.837959886,0,0.623127162,0.043675192,0.147986978,0.131843477,0.548840106,2019,5,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,4 to 6,NA,NA
3262,0,0,0.02745975,0,0.557866871,0,0.148587674,0.039607666,0.10092596,0.050465319,0,2019,5,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,7+,NA,NA
3263,1,0.49457562,0.841020942,0.158979043,1,0,0.825864792,0.174135193,0,0,0,2019,5,State,urban/rural,HH Size,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,7+,NA,NA
3741,0,0.037616592,0.013332114,0.005936644,0.262039542,0.000264083,0.433220476,0.02905626,0.097729653,0.059836499,0.191422328,2019,5,State,All,Owns House,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,0,NA
3742,1,0.47891292,0.331228852,0.152261212,0.767470896,0.000435696,0.609180689,0.124104567,0.447832316,0.459989667,0.39385736,2019,5,State,All,Owns House,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,0,NA
3743,0,0.0325277,0.007943064,0.007497433,0.32217741,0.001572165,0.234013751,0.047377843,0.314343482,0.198502213,0.08342731,2019,5,State,All,Owns House,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,1,NA
3744,1,0.341729671,0.138432279,0.064083219,0.855588198,0.021404559,0.587783694,0.167682514,0.857327282,0.727381885,0.454369962,2019,5,State,All,Owns House,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,1,NA
3911,0,0.022566454,0.010010276,0.007741537,0.274131596,0,0.425722748,0.034882095,0.192450687,0.128729761,0.170763835,2019,5,State,urban/rural,Owns House,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,0,NA
3912,1,0.411203831,0.15695706,0.068437807,0.863448203,0.000900687,0.546355307,0.131781816,0.732410312,0.740142465,0.382802606,2019,5,State,urban/rural,Owns House,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,0,NA
3913,0,0.036194876,0.011660815,0.007295288,0.356218636,0.001637327,0.267086357,0.056967318,0.518271446,0.346416056,0.07562758,2019,5,State,urban/rural,Owns House,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,1,NA
3914,1,0.321221679,0.100167654,0.059353717,0.844189882,0.02171186,0.5743559,0.183219001,0.922549844,0.789856732,0.450455785,2019,5,State,urban/rural,Owns House,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,1,NA
3915,0,0.047229797,0.015453921,0.004783776,0.254315794,0.000432765,0.43800959,0.025335036,0.037227057,0.015831266,0.204617843,2019,5,State,urban/rural,Owns House,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,0,NA
3916,1,0.542356312,0.49452135,0.230803668,0.677540243,0,0.668047965,0.116910994,0.18118301,0.197486758,0.404215693,2019,5,State,urban/rural,Owns House,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,0,NA
3917,0,0.028224645,0.003580667,0.00773463,0.282233536,0.001495705,0.195206478,0.036125582,0.075055063,0.024940562,0.092579491,2019,5,State,urban/rural,Owns House,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,1,NA
3918,1,0.539010346,0.50652653,0.109579608,0.965236545,0.018448409,0.716955245,0.018226204,0.229905635,0.126392052,0.492022991,2019,5,State,urban/rural,Owns House,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,1,NA
4182,0,0.038835838,0.00937591,0.004869107,0.264172584,0.000410465,0.327147543,0.026802469,0.136445254,0.076960817,0.142434016,2019,5,State,All,Agri Land,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,0
4183,1,0.420388907,0.413635314,0.125454307,0.824493647,0.010443827,0.585056663,0.157743782,0.517376006,0.39752233,0.469337046,2019,5,State,All,Agri Land,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,0
4184,0,0.027522972,0.010589456,0.010082739,0.356271178,0.00216234,0.271008998,0.062161963,0.390153944,0.258631587,0.090586461,2019,5,State,All,Agri Land,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,1
4185,1,0.342006803,0.070070691,0.059747346,0.847296953,0.020918529,0.594088316,0.161311135,0.900405467,0.800554931,0.433510661,2019,5,State,All,Agri Land,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,1
4351,0,0.033436257,0.006259621,0.005295758,0.239270076,0,0.373751611,0.028746268,0.264143467,0.183167741,0.142698377,2019,5,State,urban/rural,Agri Land,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,0
4352,1,0.358545244,0.306302071,0.08115878,0.862655699,0.009619941,0.494326025,0.204525113,0.763300359,0.578301311,0.476960808,2019,5,State,urban/rural,Agri Land,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,0
4353,0,0.031314407,0.015583922,0.009316909,0.416207045,0.00221439,0.25747627,0.070217378,0.569234729,0.374640197,0.067100517,2019,5,State,urban/rural,Agri Land,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,1
4354,1,0.322833538,0.054451566,0.054899622,0.841852963,0.02222462,0.591366112,0.171382919,0.939718604,0.837838292,0.435276866,2019,5,State,urban/rural,Agri Land,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,1
4355,0,0.042153694,0.011290764,0.004606945,0.279474318,0.000662682,0.298510969,0.025608072,0.057979073,0.011700307,0.142271563,2019,5,State,urban/rural,Agri Land,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,0
4356,1,0.504745543,0.56004101,0.185874701,0.77243948,0.011567634,0.708815813,0.093932644,0.181927994,0.150934473,0.458938003,2019,5,State,urban/rural,Agri Land,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,0
4357,0,0.02057519,0.001437123,0.011486119,0.246439025,0.002066959,0.29580766,0.047400445,0.061989278,0.046046387,0.133624345,2019,5,State,urban/rural,Agri Land,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,1
4358,1,0.649088323,0.320228606,0.137389079,0.934488356,0,0.637687624,0,0.270761728,0.2034197,0.405222893,2019,5,State,urban/rural,Agri Land,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,1
4598,0,0.024144707,0.015038702,0.004801395,0.20344153,0.005450167,0.442242056,0.183897778,0.244024009,0.177182347,0.12231417,2015,4,State,All,All Households,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
4599,1,0.233648434,0.228057116,0.05182983,0.876312435,0.053892344,0.938074768,0.316008747,0.887151182,0.833724678,0.385393053,2015,4,State,All,All Households,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
4682,0,0.023688095,0.019921765,0.007813292,0.194340512,0.011113181,0.593568981,0.223423868,0.449149579,0.453869045,0.142496929,2015,4,State,urban/rural,All Households,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
4683,1,0.204569787,0.186968833,0.048920061,0.895279646,0.06175632,0.959589124,0.30978322,0.964917064,0.920468867,0.384984732,2015,4,State,urban/rural,All Households,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
4684,0,0.024369255,0.012637375,0.003320246,0.207917109,0.002665285,0.367824554,0.164460167,0.143150091,0.04111708,0.112388968,2015,4,State,urban/rural,All Households,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
4685,1,0.432926416,0.509637892,0.071770675,0.746328831,0,0.790635526,0.358672708,0.354216397,0.239260554,0.388191223,2015,4,State,urban/rural,All Households,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
4888,0,0.028345875,0.016420191,0.00816291,0.271418393,0,0.734948575,0.226722285,0.119772337,0.055722032,0.378091097,2015,4,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,15 to 29,NA,NA,NA,NA,NA
4889,1,0.199924633,0.119349234,0.093153849,0.967648327,0.027657196,0.923842132,0.362013012,0.894907415,0.781021059,0.460563093,2015,4,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,15 to 29,NA,NA,NA,NA,NA
4890,0,0.016340544,0.020064166,0.001797558,0.161128774,0.010121414,0.471640319,0.178374931,0.252260923,0.180992007,0.102773175,2015,4,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,30 to 45,NA,NA,NA,NA,NA
4891,1,0.242088273,0.271556675,0.030964753,0.890099943,0.05832608,0.950689316,0.321193695,0.788361192,0.759390652,0.348957032,2015,4,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,30 to 45,NA,NA,NA,NA,NA
4892,0,0.028739136,0.009958292,0.008658702,0.198911101,0.003486159,0.363004744,0.187997475,0.299276918,0.214531362,0.068286806,2015,4,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,46 to 64,NA,NA,NA,NA,NA
4893,1,0.196999505,0.205584496,0.067807578,0.870177865,0.037103862,0.940997541,0.322145671,0.982599378,0.931496859,0.379182756,2015,4,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,46 to 64,NA,NA,NA,NA,NA
4894,0,0.035683531,0.008948294,0,0.300401032,0,0.177903697,0.134537593,0.199462727,0.205827639,0.029061178,2015,4,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,65+,NA,NA,NA,NA,NA
4895,1,0.342490077,0.253635108,0.035960998,0.753184438,0.112825423,0.901236773,0.234010115,0.948103726,0.866238594,0.450727284,2015,4,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,65+,NA,NA,NA,NA,NA
5272,0,0.036613323,0,0.004455838,0.262066185,0,0.879531026,0.13816002,0.10517925,0.260077327,0.492158026,2015,4,State,urban/rural,Age,statesector,0,Dadra & Nagar Haveli and Daman & Diu,15 to 29,NA,NA,NA,NA,NA
5273,1,0.175863698,0.112067029,0.058405951,0.964009404,0.030768121,0.935982525,0.389621556,0.995567977,0.86887151,0.482331067,2015,4,State,urban/rural,Age,statesector,0,Dadra & Nagar Haveli and Daman & Diu,15 to 29,NA,NA,NA,NA,NA
5274,0,0.00790928,0.022259697,0.002082634,0.166202664,0.024198819,0.59028554,0.24227269,0.482539386,0.466044366,0.122104399,2015,4,State,urban/rural,Age,statesector,0,Dadra & Nagar Haveli and Daman & Diu,30 to 45,NA,NA,NA,NA,NA
5275,1,0.178010419,0.190281376,0.028941883,0.919825733,0.071513824,0.977998435,0.308829218,0.926096201,0.906652153,0.323988229,2015,4,State,urban/rural,Age,statesector,0,Dadra & Nagar Haveli and Daman & Diu,30 to 45,NA,NA,NA,NA,NA
5276,0,0.032857299,0.027007131,0.017441485,0.173232123,0.001176397,0.593029141,0.209104657,0.525368154,0.506095111,0.110476874,2015,4,State,urban/rural,Age,statesector,0,Dadra & Nagar Haveli and Daman & Diu,46 to 64,NA,NA,NA,NA,NA
5277,1,0.190209746,0.211348698,0.072223678,0.879182935,0.03952032,0.937154889,0.319057912,0.990016103,0.951206386,0.383795023,2015,4,State,urban/rural,Age,statesector,0,Dadra & Nagar Haveli and Daman & Diu,46 to 64,NA,NA,NA,NA,NA
5278,0,0.047801979,0,0,0.33851862,0,0.377055764,0.263796955,0.304700732,0.367122561,0.063782357,2015,4,State,urban/rural,Age,statesector,0,Dadra & Nagar Haveli and Daman & Diu,65+,NA,NA,NA,NA,NA
5279,1,0.366544694,0.181139305,0.031791773,0.791171432,0.132034585,0.994314015,0.198424727,0.980993867,0.925830722,0.48318091,2015,4,State,urban/rural,Age,statesector,0,Dadra & Nagar Haveli and Daman & Diu,65+,NA,NA,NA,NA,NA
5280,0,0.026343446,0.02039727,0.009060787,0.273683548,0,0.699929774,0.248172656,0.123306878,0.006225829,0.350463331,2015,4,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,15 to 29,NA,NA,NA,NA,NA
5281,1,0.413834691,0.18409057,0.402074724,1,0,0.815909445,0.11656335,0,0,0.267038196,2015,4,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,15 to 29,NA,NA,NA,NA,NA
5282,0,0.020752106,0.018915378,0.001648395,0.158473924,0.002755577,0.409560591,0.144941181,0.131770372,0.03184168,0.092658333,2015,4,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,30 to 45,NA,NA,NA,NA,NA
5283,1,0.525488496,0.63101685,0.039911393,0.758630335,0,0.829907715,0.375878662,0.179193765,0.108089887,0.45938772,2015,4,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,30 to 45,NA,NA,NA,NA,NA
5284,0,0.026333701,0,0.003528646,0.213910297,0.0048353,0.228646606,0.175668702,0.167216167,0.044227876,0.043643422,2015,4,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,46 to 64,NA,NA,NA,NA,NA
5285,1,0.301253617,0.117077187,0,0.731907725,0,1,0.369557261,0.868718743,0.628864169,0.308362842,2015,4,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,46 to 64,NA,NA,NA,NA,NA
5286,0,0.029737609,0.01333878,0,0.281698614,0,0.08018963,0.071116433,0.14782767,0.126688197,0.012025215,2015,4,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,65+,NA,NA,NA,NA,NA
5287,1,0.201204807,0.679440796,0.060449038,0.530066729,0,0.354545593,0.443021566,0.754922628,0.516223013,0.26011014,2015,4,State,urban/rural,Age,statesector,1,Dadra & Nagar Haveli and Daman & Diu,65+,NA,NA,NA,NA,NA
5874,0,0.064070567,0.019594014,0.004396136,0.254434824,0.010603547,0.630443215,0.192057341,0.47234726,0.515412092,0.139610693,2015,4,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,No education / Preschool,NA,NA,NA,NA
5875,1,0.263270229,0.240941241,0.037347816,0.847034812,0.059502482,0.938834906,0.315617114,0.906329155,0.887268484,0.384730965,2015,4,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,No education / Preschool,NA,NA,NA,NA
5876,0,0.0768108,0.012897461,0.013480903,0.173702046,0.003138149,0.453224063,0.19071725,0.381059349,0.267767251,0.099403389,2015,4,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,Primary,NA,NA,NA,NA
5877,1,0.407270521,0.175464466,0.037172846,0.872796834,0.03244064,0.927032053,0.375979006,0.872479379,0.814417481,0.490763962,2015,4,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,Primary,NA,NA,NA,NA
5878,0,0,0.015413823,0.00340565,0.213727787,0.004609139,0.452821881,0.187767565,0.166683212,0.078592978,0.132597208,2015,4,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,Secondary,NA,NA,NA,NA
5879,1,0,0.200827748,0.116257153,0.953745127,0.070598453,0.991922021,0.23468411,0.880994081,0.740315676,0.297477245,2015,4,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,Secondary,NA,NA,NA,NA
5880,0,0,0.011649959,0,0.136736706,0.00541269,0.153040737,0.135478109,0.067713544,0.007868655,0.070930704,2015,4,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,Higher,NA,NA,NA,NA
5881,1,0,0.523887098,0,1,0,0.437712252,0.79225558,0.476112932,0.354543298,0.523887098,2015,4,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,Higher,NA,NA,NA,NA
5882,0,0.007065545,0,0,0.292553335,0,0.669894099,0.488135993,0.508349419,0.337201297,0.521819651,2015,4,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
5883,1,0.191845372,0.424463898,0,0.808154643,0,1,0,1,1,0,2015,4,State,All,Education,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
6273,0,0.03662822,0.030456875,0,0.183521673,0.01648212,0.774208486,0.246004894,0.628185987,0.655293643,0.14057079,2015,4,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,No education / Preschool,NA,NA,NA,NA
6274,1,0.228937656,0.209093153,0.040016554,0.865472078,0.067219958,0.966872811,0.296956211,0.963340878,0.965007663,0.397054523,2015,4,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,No education / Preschool,NA,NA,NA,NA
6275,0,0.049280133,0.008368525,0.02850242,0.121480219,0.007082989,0.570099413,0.171094447,0.504671633,0.536409974,0.110409863,2015,4,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,Primary,NA,NA,NA,NA
6276,1,0.344617575,0.145939812,0.042215288,0.909382224,0.036841162,0.934883952,0.391673833,0.961642265,0.894823492,0.512427449,2015,4,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,Primary,NA,NA,NA,NA
6277,0,0,0.020191329,0.003099033,0.240324214,0.010265413,0.466965437,0.238399968,0.285727918,0.259719968,0.141092435,2015,4,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,Secondary,NA,NA,NA,NA
6278,1,0,0.154605538,0.088741191,0.967494845,0.082208335,1,0.252006799,0.96742481,0.823493302,0.275395542,2015,4,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,Secondary,NA,NA,NA,NA
6279,0,0,0,0,0.217533559,0,0.317237675,0.036385994,0.024111701,0.099295802,0.216321543,2015,4,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,Higher,NA,NA,NA,NA
6280,1,0,0,0,1,0,0.255337805,1,1,0.744662225,0,2015,4,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,Higher,NA,NA,NA,NA
6281,0,0.013708459,0,0,0.332058847,0,0.986291528,0.654232681,0.986291528,0.654232681,0.654232681,2015,4,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
6282,1,0.191845372,0.424463898,0,0.808154643,0,1,0,1,1,0,2015,4,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
6283,0,0.11357002,0,0.01232572,0.382345259,0,0.371124893,0.094748817,0.191251308,0.263099104,0.137878895,2015,4,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,No education / Preschool,NA,NA,NA,NA
6284,1,0.527977705,0.48649314,0.016771577,0.704881549,0,0.722660005,0.459494591,0.466762871,0.287892073,0.28971532,2015,4,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,No education / Preschool,NA,NA,NA,NA
6285,0,0.098711655,0.016500263,0.001531174,0.215244904,0,0.360248834,0.206327334,0.282724857,0.05405996,0.09064766,2015,4,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,Primary,NA,NA,NA,NA
6286,1,0.869147778,0.39312014,0,0.603089571,0,0.869147778,0.260276824,0.215171054,0.221664608,0.331060946,2015,4,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,Primary,NA,NA,NA,NA
6287,0,0,0.013790064,0.003509862,0.204688296,0.002686709,0.448014826,0.17055884,0.126222804,0.017032295,0.129709885,2015,4,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,Secondary,NA,NA,NA,NA
6288,1,0,0.481899947,0.283578783,0.87013483,0,0.942800581,0.129346743,0.355418414,0.23452127,0.431753755,2015,4,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,Secondary,NA,NA,NA,NA
6289,0,0,0.012652609,0,0.129782945,0.005878532,0.138909161,0.144006446,0.071466126,0,0.058417674,2015,4,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,Higher,NA,NA,NA,NA
6290,1,0,1,0,1,0,0.603455663,0.603455663,0,0,1,2015,4,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,Higher,NA,NA,NA,NA
6291,0,0,0,0,0.250534415,0,0.333367079,0.311472058,0,0,0.380982369,2015,4,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
6854,0,0.021784736,0.016233545,0.004586301,0.197018549,0.005998192,0.469777256,0.191707551,0.244138286,0.173617601,0.130438909,2015,4,State,All,Gender,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,1,NA,NA,NA
6855,1,0.217177838,0.239941701,0.052432921,0.888348639,0.051259361,0.94128567,0.308865339,0.881365895,0.834241331,0.367036015,2015,4,State,All,Gender,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,1,NA,NA,NA
6856,0,0.04220793,0.005893371,0.006447727,0.252603084,0.001255575,0.231487736,0.124121726,0.243149295,0.204466924,0.060127445,2015,4,State,All,Gender,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,2,NA,NA,NA
6857,1,0.391375899,0.114246666,0.046054449,0.761049986,0.079106621,0.907325923,0.384416223,0.942553043,0.828776598,0.561185658,2015,4,State,All,Gender,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,2,NA,NA,NA
7075,0,0.020676536,0.021755293,0.008858575,0.190275982,0.012100937,0.615181148,0.224694341,0.467613518,0.455465734,0.147748396,2015,4,State,urban/rural,Gender,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,1,NA,NA,NA
