,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,year,round,level,area,dem,SourceSheet,sector,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
2788,1,0.450103402,0.099582776,0.083583884,0.654118836,0.088755712,0.52442944,0.429407477,0.95952493,0.957066655,0.497977793,2019,5,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,1,NA,NA,NA
2789,0,0.054584365,0.001657293,0.000652373,0.180873752,0.006937905,0.234693453,0.115714327,0.734657109,0.611709595,0.178750843,2019,5,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,2,NA,NA,NA
2790,1,0.553613722,0.06929677,0.05766141,0.54063189,0.072562501,0.510002732,0.404799998,0.939235926,0.953529477,0.608523071,2019,5,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,2,NA,NA,NA
2791,0,0,0,0,0,0,0,0,0,1,0,2019,5,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
2792,1,1,0,0,1,0,1,1,1,1,1,2019,5,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
2793,0,0.031547964,0.011405396,0.001942637,0.188882679,0.003556466,0.20020996,0.017585268,0.396046847,0.209757999,0.032230157,2019,5,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,1,NA,NA,NA
2794,1,0.435322464,0.136517748,0.043652672,0.798854113,0.05628648,0.489608258,0.210192651,0.920507073,0.863513172,0.330734998,2019,5,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,1,NA,NA,NA
2795,0,0.059091695,0,0.028258612,0.187209368,0,0.198021144,0.048765223,0.438596964,0.176405221,0.064325996,2019,5,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,2,NA,NA,NA
2796,1,0.803565204,0.159531817,0,0.479444355,0.042671926,0.64615339,0.020708311,0.712925971,0.76341778,0.816291988,2019,5,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,2,NA,NA,NA
2797,0,0,0,0,0,0,1,0,0,0,0,2019,5,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
2798,1,0,0,0,1,0,1,0,1,0,1,2019,5,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
3111,0,0.283283859,0,0.003655929,0,0.011571533,0.416402608,0.032089878,0.451016039,0.242456898,0.378756493,2019,5,State,All,HH Size,state,99,Tripura,NA,NA,NA,1,NA,NA
3112,1,0.990414262,0,0,0.048887089,0.143817693,0.500132561,0.172590941,0.955376327,0.910316646,0.956381738,2019,5,State,All,HH Size,state,99,Tripura,NA,NA,NA,1,NA,NA
3113,0,0.070067324,0.006339375,0.004031251,0.091568671,0.004631618,0.259596467,0.081069991,0.60663271,0.393499047,0.091106884,2019,5,State,All,HH Size,state,99,Tripura,NA,NA,NA,2 to 3,NA,NA
3114,1,0.638567448,0.040777206,0.06817843,0.440621048,0.097634248,0.566425562,0.335074574,0.957349122,0.931333542,0.604596853,2019,5,State,All,HH Size,state,99,Tripura,NA,NA,NA,2 to 3,NA,NA
3115,0,0.01968661,0.013186237,0.005346219,0.209166393,0.005053044,0.21292901,0.097071841,0.630487859,0.509450316,0.078441337,2019,5,State,All,HH Size,state,99,Tripura,NA,NA,NA,4 to 6,NA,NA
3116,1,0.389168024,0.110895306,0.071032897,0.757153332,0.070113912,0.500137627,0.44633773,0.946261704,0.959190369,0.45027405,2019,5,State,All,HH Size,state,99,Tripura,NA,NA,NA,4 to 6,NA,NA
3117,0,0.003851068,0.016948963,0,0.443313658,0.007353573,0.076859146,0.08196187,0.573635399,0.554409564,0.039562348,2019,5,State,All,HH Size,state,99,Tripura,NA,NA,NA,7+,NA,NA
3118,1,0.210703492,0.235917524,0.148845896,0.878229916,0.08732903,0.523156583,0.430162251,0.94995755,0.919256508,0.327901185,2019,5,State,All,HH Size,state,99,Tripura,NA,NA,NA,7+,NA,NA
3637,0,0.36995697,0,0,0,0.022781817,0.345034122,0.035933953,0.694848597,0.440138608,0.34407267,2019,5,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,1,NA,NA
3638,1,0.988663733,0,0,0.057814728,0.155619487,0.513005614,0.197831556,0.951309741,0.919311166,0.948416233,2019,5,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,1,NA,NA
3639,0,0.077685587,0.005216519,0.004786727,0.099002212,0.00652829,0.269640714,0.119816341,0.72591722,0.52997154,0.118794963,2019,5,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,2 to 3,NA,NA
3640,1,0.640695095,0.045386706,0.072319791,0.417768419,0.101300254,0.571698785,0.364724457,0.955336392,0.945507288,0.60835433,2019,5,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,2 to 3,NA,NA
3641,0,0.020468021,0.013187697,0.004204275,0.206217632,0.005162491,0.22479631,0.127873406,0.72026211,0.615147352,0.100660369,2019,5,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,4 to 6,NA,NA
3642,1,0.395632714,0.102438435,0.072056711,0.748204529,0.070767984,0.49844563,0.472562432,0.959938228,0.965344787,0.462751776,2019,5,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,4 to 6,NA,NA
3643,0,0.005694956,0.025064111,0,0.404580742,0.010874458,0.084304772,0.091876902,0.653028786,0.726666987,0.058504768,2019,5,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,7+,NA,NA
3644,1,0.158313274,0.23406522,0.178349808,0.854092956,0.104639202,0.523349822,0.420715958,0.940038264,0.951867104,0.374946892,2019,5,State,urban/rural,HH Size,statesector,0,Tripura,NA,NA,NA,7+,NA,NA
3645,0,0.22801967,0,0.005987008,0,0.004423673,0.461908311,0.029638831,0.295544475,0.116411805,0.400871456,2019,5,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,1,NA,NA
3646,1,1,0,0,0,0.079191938,0.42964077,0.034375191,0.977644563,0.861063302,1,2019,5,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,1,NA,NA
3647,0,0.057007864,0.008264207,0.00273619,0.078825876,0.001380285,0.242378294,0.014649839,0.402151734,0.159553796,0.043643139,2019,5,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,2 to 3,NA,NA
3648,1,0.619745314,0,0.03154248,0.642783225,0.065203547,0.519777179,0.072781391,0.9751544,0.80594784,0.571356952,2019,5,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,2 to 3,NA,NA
3649,0,0.017719666,0.013182562,0.008220689,0.216588914,0.004777547,0.183056965,0.019538971,0.404510498,0.243392617,0.022512188,2019,5,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,4 to 6,NA,NA
3650,1,0.320751458,0.20039545,0.060197793,0.851859868,0.063191794,0.518044174,0.168798402,0.801521659,0.894057035,0.318220675,2019,5,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,4 to 6,NA,NA
3651,0,0,0,0,0.524209559,0,0.061308537,0.061253756,0.407817751,0.194639951,0,2019,5,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,7+,NA,NA
3652,1,0.475009918,0.245262384,0,1,0,0.522181571,0.477818429,1,0.754737616,0.090557724,2019,5,State,urban/rural,HH Size,statesector,1,Tripura,NA,NA,NA,7+,NA,NA
3841,0,0.043633204,0.010433367,0.004395196,0.186924517,0.004292835,0.24148269,0.101847567,0.641470015,0.508963645,0.097110055,2019,5,State,All,Owns House,state,99,Tripura,NA,NA,NA,NA,0,NA
3842,1,0.478723943,0.101342447,0.07763765,0.639932215,0.097787619,0.534742892,0.411290377,0.947450817,0.935178399,0.529961705,2019,5,State,All,Owns House,state,99,Tripura,NA,NA,NA,NA,0,NA
3843,0,0.030992206,0.011940584,0.004478063,0.192964464,0.006099935,0.194646508,0.07791625,0.590130568,0.437744945,0.067693196,2019,5,State,All,Owns House,state,99,Tripura,NA,NA,NA,NA,1,NA
3844,1,0.452305317,0.096340604,0.07205639,0.661571681,0.062891066,0.503344774,0.387527913,0.953887641,0.958215714,0.467352033,2019,5,State,All,Owns House,state,99,Tripura,NA,NA,NA,NA,1,NA
4110,0,0.043144315,0.009171904,0.005062563,0.192752331,0.004642499,0.240498334,0.124172382,0.717509508,0.591005981,0.110159852,2019,5,State,urban/rural,Owns House,statesector,0,Tripura,NA,NA,NA,NA,0,NA
4111,1,0.473052889,0.101531215,0.081363618,0.634360492,0.099284232,0.53240186,0.423730999,0.954680562,0.94197619,0.526214302,2019,5,State,urban/rural,Owns House,statesector,0,Tripura,NA,NA,NA,NA,0,NA
4112,0,0.032266494,0.015077427,0.002620715,0.187775508,0.008113367,0.208956584,0.118710198,0.713855267,0.608166575,0.096008576,2019,5,State,urban/rural,Owns House,statesector,0,Tripura,NA,NA,NA,NA,1,NA
4113,1,0.456719041,0.084822327,0.076722026,0.639375389,0.066762425,0.507234395,0.428553969,0.958824635,0.978110135,0.499462903,2019,5,State,urban/rural,Owns House,statesector,0,Tripura,NA,NA,NA,NA,1,NA
4114,0,0.045168865,0.014395802,0.002298901,0.1686185,0.003194491,0.244574726,0.031722143,0.402619332,0.251257211,0.056118805,2019,5,State,urban/rural,Owns House,statesector,1,Tripura,NA,NA,NA,NA,0,NA
4115,1,0.559930265,0.098639421,0.024283882,0.719716132,0.076356933,0.5682652,0.233147502,0.843925059,0.837837756,0.583622038,2019,5,State,urban/rural,Owns House,statesector,1,Tripura,NA,NA,NA,NA,0,NA
4116,0,0.029043796,0.007144298,0.007317977,0.200898454,0.003021365,0.172766149,0.015541614,0.400953382,0.177167416,0.024398504,2019,5,State,urban/rural,Owns House,statesector,1,Tripura,NA,NA,NA,NA,1,NA
4117,1,0.427524358,0.161010519,0.045860928,0.786193967,0.041155152,0.481506258,0.157185122,0.926168621,0.846517563,0.287063986,2019,5,State,urban/rural,Owns House,statesector,1,Tripura,NA,NA,NA,NA,1,NA
4281,0,0.040670477,0.011338754,0.005112461,0.186658993,0.005036316,0.227337927,0.083329849,0.604552507,0.441089481,0.084746912,2019,5,State,All,Agri Land,state,99,Tripura,NA,NA,NA,NA,NA,0
4282,1,0.478683114,0.100795284,0.069254369,0.653935611,0.090675004,0.519373477,0.398841351,0.949151397,0.942472398,0.522161186,2019,5,State,All,Agri Land,state,99,Tripura,NA,NA,NA,NA,NA,0
4283,0,0.024614109,0.010603278,0.00186848,0.202399224,0.005796122,0.183049887,0.114887491,0.658774734,0.596273839,0.073628128,2019,5,State,All,Agri Land,state,99,Tripura,NA,NA,NA,NA,NA,1
4284,1,0.400599569,0.089768715,0.111086242,0.620595634,0.036696143,0.533279479,0.415057778,0.956401527,0.960008621,0.390765399,2019,5,State,All,Agri Land,state,99,Tripura,NA,NA,NA,NA,NA,1
4546,0,0.042509072,0.012387622,0.004685139,0.1859117,0.006771227,0.241127446,0.119174294,0.725703895,0.587873816,0.112656295,2019,5,State,urban/rural,Agri Land,statesector,0,Tripura,NA,NA,NA,NA,NA,0
4547,1,0.480301589,0.095527157,0.073302411,0.637801766,0.095375508,0.520895422,0.427488625,0.956446528,0.955199242,0.540310025,2019,5,State,urban/rural,Agri Land,statesector,0,Tripura,NA,NA,NA,NA,NA,0
4548,0,0.027145155,0.010174168,0.00209957,0.20296298,0.004592575,0.187492862,0.128661871,0.689632058,0.627310991,0.080452688,2019,5,State,urban/rural,Agri Land,statesector,0,Tripura,NA,NA,NA,NA,NA,1
4549,1,0.392689884,0.090953305,0.112552136,0.628785014,0.037180386,0.529615879,0.415977299,0.955826163,0.963576376,0.382725954,2019,5,State,urban/rural,Agri Land,statesector,0,Tripura,NA,NA,NA,NA,NA,1
4550,0,0.037581202,0.009576405,0.005830464,0.18791464,0.002121254,0.204168275,0.023102643,0.400989383,0.194456816,0.037852503,2019,5,State,urban/rural,Agri Land,statesector,1,Tripura,NA,NA,NA,NA,NA,0
4551,1,0.466439784,0.140647009,0.038632229,0.775982857,0.055117209,0.507860422,0.182133913,0.89396584,0.84619832,0.384871244,2019,5,State,urban/rural,Agri Land,statesector,1,Tripura,NA,NA,NA,NA,NA,0
4552,0,0.004149344,0.014072848,0,0.197841033,0.015527402,0.147126183,0.003514765,0.409277976,0.345322579,0.018448114,2019,5,State,urban/rural,Agri Land,statesector,1,Tripura,NA,NA,NA,NA,NA,1
4553,1,1,0,0,0,0,0.810907662,0.345374703,1,0.689644694,1,2019,5,State,urban/rural,Agri Land,statesector,1,Tripura,NA,NA,NA,NA,NA,1
4646,0,0.018948374,0.005390766,0.003413949,0.179075077,0.02735636,0.27818656,0.096937217,0.689036548,0.586258769,0.092416711,2015,4,State,All,All Households,state,99,Tripura,NA,NA,NA,NA,NA,NA
4647,1,0.458634913,0.086204223,0.049304724,0.685587883,0.247079894,0.69976002,0.424233943,0.973423481,0.936648905,0.56072247,2015,4,State,All,All Households,state,99,Tripura,NA,NA,NA,NA,NA,NA
4778,0,0.020504355,0.005587447,0.003243119,0.178059652,0.038279556,0.278884172,0.130736634,0.823215187,0.743067324,0.11808037,2015,4,State,urban/rural,All Households,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
4779,1,0.462526083,0.09520556,0.052256852,0.668785155,0.272185385,0.702583015,0.462491482,0.977992654,0.947223365,0.576796353,2015,4,State,urban/rural,All Households,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
4780,0,0.015658638,0.004974933,0.003775126,0.181221932,0.00426194,0.276711673,0.025476642,0.405348808,0.254725486,0.038157187,2015,4,State,urban/rural,All Households,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
4781,1,0.429071039,0.017814916,0.026875395,0.813249648,0.056336407,0.678311765,0.133565456,0.938708544,0.856307685,0.438598543,2015,4,State,urban/rural,All Households,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
5114,0,0.030344827,0.005400077,0.02223476,0.229383424,0.0571963,0.452052653,0.118057318,0.7532112,0.562173665,0.154075399,2015,4,State,All,Age,state,99,Tripura,15 to 29,NA,NA,NA,NA,NA
5115,1,0.541849732,0.042219263,0.06085306,0.741570175,0.272614866,0.709836304,0.429006934,0.939209878,0.922040164,0.560713232,2015,4,State,All,Age,state,99,Tripura,15 to 29,NA,NA,NA,NA,NA
5116,0,0.020411214,0.007965443,0.003420453,0.15231593,0.037327435,0.319622993,0.095783249,0.728145719,0.61756289,0.107434496,2015,4,State,All,Age,state,99,Tripura,30 to 45,NA,NA,NA,NA,NA
5117,1,0.46203801,0.10025315,0.050050087,0.717336416,0.255709141,0.724565387,0.413543195,0.98296994,0.934202552,0.551416516,2015,4,State,All,Age,state,99,Tripura,30 to 45,NA,NA,NA,NA,NA
5118,0,0.013349777,0.004583855,0.000699353,0.192444265,0.018336993,0.23064968,0.094175987,0.681792498,0.578086436,0.072569355,2015,4,State,All,Age,state,99,Tripura,46 to 64,NA,NA,NA,NA,NA
5119,1,0.417335004,0.091780938,0.022083335,0.690655172,0.232548207,0.656445086,0.410955906,0.976034641,0.939244866,0.570348382,2015,4,State,All,Age,state,99,Tripura,46 to 64,NA,NA,NA,NA,NA
5120,0,0.028602453,0,0.004227973,0.194695309,0.01337037,0.232352182,0.100605503,0.560576439,0.526378214,0.085561305,2015,4,State,All,Age,state,99,Tripura,65+,NA,NA,NA,NA,NA
5121,1,0.457384199,0.073394649,0.106105335,0.489611387,0.224280238,0.714737117,0.492951691,0.973112464,0.956108451,0.568423331,2015,4,State,All,Age,state,99,Tripura,65+,NA,NA,NA,NA,NA
5122,0,0,0,0,0,0,0,0,0,0,0,2015,4,State,All,Age,state,99,Tripura,NA,NA,NA,NA,NA,NA
5705,0,0.023826433,0.007367314,0.030334834,0.213169068,0.063582405,0.412554055,0.156498834,0.869253516,0.72410804,0.138567641,2015,4,State,urban/rural,Age,statesector,0,Tripura,15 to 29,NA,NA,NA,NA,NA
5706,1,0.542156756,0.035621252,0.061424673,0.726281643,0.281645864,0.728121161,0.447190166,0.953601778,0.944069743,0.595321894,2015,4,State,urban/rural,Age,statesector,0,Tripura,15 to 29,NA,NA,NA,NA,NA
5707,0,0.021650214,0.005435417,0.00152623,0.155578315,0.050022546,0.302326649,0.117724083,0.832631052,0.74394685,0.133647889,2015,4,State,urban/rural,Age,statesector,0,Tripura,30 to 45,NA,NA,NA,NA,NA
5708,1,0.480935782,0.112923555,0.051084086,0.697148979,0.287456274,0.720227897,0.460309535,0.989556909,0.934224248,0.564276993,2015,4,State,urban/rural,Age,statesector,0,Tripura,30 to 45,NA,NA,NA,NA,NA
5709,0,0.015027048,0.006882613,0,0.193198919,0.026966287,0.241835564,0.132071972,0.81887579,0.743759274,0.10092698,2015,4,State,urban/rural,Age,statesector,0,Tripura,46 to 64,NA,NA,NA,NA,NA
5710,1,0.407087237,0.103802375,0.024975803,0.677784562,0.259337336,0.660492897,0.448922157,0.975578606,0.957992435,0.580614269,2015,4,State,urban/rural,Age,statesector,0,Tripura,46 to 64,NA,NA,NA,NA,NA
5711,0,0.035919003,0,0.007240411,0.185310945,0.022896782,0.257825136,0.161362201,0.777207613,0.747805893,0.113791257,2015,4,State,urban/rural,Age,statesector,0,Tripura,65+,NA,NA,NA,NA,NA
5712,1,0.449632436,0.081285521,0.117513031,0.477136821,0.241315812,0.721489727,0.52419138,0.972847998,0.968112528,0.588562429,2015,4,State,urban/rural,Age,statesector,0,Tripura,65+,NA,NA,NA,NA,NA
5713,0,0.048237868,0,0,0.273891956,0.039666407,0.560476601,0.012535091,0.434674203,0.117662497,0.196644291,2015,4,State,urban/rural,Age,statesector,1,Tripura,15 to 29,NA,NA,NA,NA,NA
5714,1,0.539334893,0.096261956,0.056171134,0.866794884,0.198644221,0.560069561,0.28007251,0.821329296,0.741601288,0.277242124,2015,4,State,urban/rural,Age,statesector,1,Tripura,15 to 29,NA,NA,NA,NA,NA
5715,0,0.017300898,0.014316671,0.008175599,0.144126236,0.005458362,0.363042682,0.040704247,0.465851933,0.30029583,0.041629903,2015,4,State,urban/rural,Age,statesector,1,Tripura,30 to 45,NA,NA,NA,NA,NA
5716,1,0.329152197,0.01115704,0.042779189,0.859290719,0.032468606,0.755065918,0.084690079,0.936651349,0.934050083,0.460983843,2015,4,State,urban/rural,Age,statesector,1,Tripura,30 to 45,NA,NA,NA,NA,NA
5717,0,0.010005202,0,0.002093903,0.190939441,0.00112968,0.2083444,0.018609231,0.40844062,0.247725248,0.016022604,2015,4,State,urban/rural,Age,statesector,1,Tripura,46 to 64,NA,NA,NA,NA,NA
5718,1,0.495574415,0,0,0.788918972,0.028019201,0.625540733,0.121092305,0.979516745,0.796111405,0.491970837,2015,4,State,urban/rural,Age,statesector,1,Tripura,46 to 64,NA,NA,NA,NA,NA
5719,0,0.018333634,0,0,0.207866326,0,0.196600765,0.015333152,0.256533444,0.215603217,0.04594041,2015,4,State,urban/rural,Age,statesector,1,Tripura,65+,NA,NA,NA,NA,NA
5720,1,0.529484928,0,0,0.605639875,0.065828942,0.651929796,0.202385008,0.975572586,0.844455719,0.381105393,2015,4,State,urban/rural,Age,statesector,1,Tripura,65+,NA,NA,NA,NA,NA
5721,0,0,0,0,0,0,0,0,0,0,0,2015,4,State,urban/rural,Age,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
6107,0,0.042034797,0.009008249,0,0.212930202,0.044197336,0.276741415,0.128134668,0.8897385,0.781060636,0.149305716,2015,4,State,All,Education,state,99,Tripura,NA,No education / Preschool,NA,NA,NA,NA
6108,1,0.574653387,0.137654528,0.037891194,0.596654296,0.317032695,0.695339322,0.485417366,0.973428667,0.92980057,0.697274804,2015,4,State,All,Education,state,99,Tripura,NA,No education / Preschool,NA,NA,NA,NA
6109,0,0.045315135,0.004876678,0.002649084,0.199999318,0.026571585,0.293326735,0.128348529,0.811382651,0.723991156,0.107558496,2015,4,State,All,Education,state,99,Tripura,NA,Primary,NA,NA,NA,NA
6110,1,0.578932762,0.069673575,0.05073024,0.64157486,0.220531419,0.688160241,0.391221434,0.976972997,0.943055928,0.512506604,2015,4,State,All,Education,state,99,Tripura,NA,Primary,NA,NA,NA,NA
6111,0,0,0.005596796,0.005657445,0.16757375,0.027192123,0.29001826,0.079483725,0.646472692,0.5258829,0.079093978,2015,4,State,All,Education,state,99,Tripura,NA,Secondary,NA,NA,NA,NA
6112,1,0,0.03345219,0.067568354,0.932200432,0.187412292,0.745912731,0.374580026,0.968893409,0.933190644,0.438202024,2015,4,State,All,Education,state,99,Tripura,NA,Secondary,NA,NA,NA,NA
6113,0,0,0,0,0.108358696,0.003348492,0.171085149,0.044767372,0.207111463,0.155748203,0.024102919,2015,4,State,All,Education,state,99,Tripura,NA,Higher,NA,NA,NA,NA
6114,1,0,0,0,1,0,0.163224727,1,0.836775243,1,0,2015,4,State,All,Education,state,99,Tripura,NA,Higher,NA,NA,NA,NA
6115,0,0,0,0,0.442243963,0,0.359859973,0,0.667317033,0.674802899,0,2015,4,State,All,Education,state,99,Tripura,NA,NA,NA,NA,NA,NA
6722,0,0.043365739,0.009097029,0,0.192294955,0.053719491,0.276002944,0.154052213,0.927928448,0.823345065,0.172194481,2015,4,State,urban/rural,Education,statesector,0,Tripura,NA,No education / Preschool,NA,NA,NA,NA
6723,1,0.580872655,0.153210849,0.03885008,0.575104415,0.349090427,0.709827662,0.528516173,0.981270432,0.946301281,0.717366874,2015,4,State,urban/rural,Education,statesector,0,Tripura,NA,No education / Preschool,NA,NA,NA,NA
6724,0,0.040310744,0.003727727,0.002020253,0.187497154,0.032410782,0.287588507,0.15584901,0.869871259,0.816054702,0.126905262,2015,4,State,urban/rural,Education,statesector,0,Tripura,NA,Primary,NA,NA,NA,NA
6725,1,0.577401102,0.073830925,0.054506034,0.624537289,0.242798537,0.677846968,0.425711155,0.978442729,0.955392301,0.532171071,2015,4,State,urban/rural,Education,statesector,0,Tripura,NA,Primary,NA,NA,NA,NA
6726,0,0,0.006024903,0.005704895,0.167826682,0.039048303,0.279123157,0.108910009,0.784565151,0.696467817,0.101109751,2015,4,State,urban/rural,Education,statesector,0,Tripura,NA,Secondary,NA,NA,NA,NA
6727,1,0,0.038589194,0.073064603,0.931667984,0.202845171,0.75621748,0.410805643,0.974972665,0.929483354,0.431634784,2015,4,State,urban/rural,Education,statesector,0,Tripura,NA,Secondary,NA,NA,NA,NA
6728,0,0,0,0,0.142618865,0.010227188,0.227555305,0.091518179,0.462993175,0.370101482,0.015315624,2015,4,State,urban/rural,Education,statesector,0,Tripura,NA,Higher,NA,NA,NA,NA
6729,1,0,0,0,1,0,0.194302917,1,0.805697083,1,0,2015,4,State,urban/rural,Education,statesector,0,Tripura,NA,Higher,NA,NA,NA,NA
6730,0,0,0,0,0.43961212,0,0.272827774,0,0.816839516,0.910421848,0,2015,4,State,urban/rural,Education,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
6731,0,0.036600288,0.008645747,0,0.297188193,0.005316412,0.279756695,0.022307977,0.733801305,0.608404458,0.055846218,2015,4,State,urban/rural,Education,statesector,1,Tripura,NA,No education / Preschool,NA,NA,NA,NA
6732,1,0.51962018,0,0.029406227,0.787344337,0.033360418,0.567135334,0.104045168,0.904038548,0.783789217,0.519484401,2015,4,State,urban/rural,Education,statesector,1,Tripura,NA,No education / Preschool,NA,NA,NA,NA
6733,0,0.062123921,0.008735781,0.004761207,0.241991639,0.006958864,0.312600374,0.035979778,0.614930749,0.414767653,0.042576466,2015,4,State,urban/rural,Education,statesector,1,Tripura,NA,Primary,NA,NA,NA,NA
6734,1,0.590155065,0.03921378,0.023066031,0.76640451,0.057386275,0.763722599,0.13852483,0.966204762,0.85267067,0.368430585,2015,4,State,urban/rural,Education,statesector,1,Tripura,NA,Primary,NA,NA,NA,NA
6735,0,0,0.004784235,0.005567383,0.167093664,0.004688725,0.310697556,0.023631737,0.384368867,0.202107385,0.037307363,2015,4,State,urban/rural,Education,statesector,1,Tripura,NA,Secondary,NA,NA,NA,NA
6736,1,0,0,0.031776752,0.935667634,0.086913243,0.678808033,0.138678536,0.929305196,0.957332373,0.480967909,2015,4,State,urban/rural,Education,statesector,1,Tripura,NA,Secondary,NA,NA,NA,NA
6737,0,0,0,0,0.09168113,0,0.143595934,0.02200947,0.082550384,0.051402807,0.028380502,2015,4,State,urban/rural,Education,statesector,1,Tripura,NA,Higher,NA,NA,NA,NA
6738,1,0,0,0,1,0,0,1,1,1,0,2015,4,State,urban/rural,Education,statesector,1,Tripura,NA,Higher,NA,NA,NA,NA
6739,0,0,0,0,0.444812953,0,0.444812953,0,0.521366656,0.444812953,0,2015,4,State,urban/rural,Education,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
6985,0,0.017420558,0.005977292,0.003785393,0.177150458,0.028540336,0.274273366,0.096867345,0.691316903,0.594343305,0.088207848,2015,4,State,All,Gender,state,99,Tripura,NA,NA,1,NA,NA,NA
6986,1,0.444877595,0.093010396,0.052733466,0.698484838,0.247207433,0.705440223,0.433106452,0.97592324,0.942171395,0.545719445,2015,4,State,All,Gender,state,99,Tripura,NA,NA,1,NA,NA,NA
6987,0,0.033012133,0,0,0.196893007,0.01648519,0.314358413,0.097643182,0.668514848,0.512288511,0.131186128,2015,4,State,All,Gender,state,99,Tripura,NA,NA,2,NA,NA,NA
6988,1,0.544374943,0.043785911,0.027935669,0.605210245,0.246284962,0.664359212,0.368937582,0.957844138,0.902231216,0.654226542,2015,4,State,All,Gender,state,99,Tripura,NA,NA,2,NA,NA,NA
6989,0,0,0,0,0,0,0,0,0,0,0,2015,4,State,All,Gender,state,99,Tripura,NA,NA,NA,NA,NA,NA
7317,0,0.020170538,0.006111603,0.003547355,0.178738758,0.039266005,0.275091648,0.129971936,0.824090898,0.744071424,0.114406422,2015,4,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,1,NA,NA,NA
7318,1,0.449716806,0.10083922,0.054652229,0.683010638,0.267823488,0.706446111,0.464359492,0.978847265,0.945093393,0.55997622,2015,4,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,1,NA,NA,NA
7319,0,0.024062799,0,0,0.170820624,0.027764114,0.319311917,0.138888165,0.813879907,0.732363522,0.157244295,2015,4,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,2,NA,NA,NA
7320,1,0.553177655,0.055336025,0.03530471,0.5681113,0.303054482,0.675243795,0.44927153,0.971944392,0.96229744,0.695832849,2015,4,State,urban/rural,Gender,statesector,0,Tripura,NA,NA,2,NA,NA,NA
7321,0,0.011350812,0.005680841,0.004310789,0.173644781,0.004866679,0.272467226,0.023799025,0.398258626,0.263863862,0.030382467,2015,4,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,1,NA,NA,NA
7322,1,0.402031451,0.023694186,0.035744801,0.83549273,0.064673342,0.696533918,0.156392857,0.950034082,0.916300118,0.419490218,2015,4,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,1,NA,NA,NA
7323,0,0.046092417,0,0,0.235000223,0,0.307118416,0.037359819,0.456050396,0.190628454,0.093099713,2015,4,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,2,NA,NA,NA
7324,1,0.511004269,0,0,0.745850384,0.031074455,0.623096466,0.064395584,0.904390693,0.674523175,0.496499151,2015,4,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,2,NA,NA,NA
7325,0,0,0,0,0,0,0,0,0,0,0,2015,4,State,urban/rural,Gender,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
7677,0,0.133394107,0,0,0.043046635,0.037270341,0.609147847,0.07827659,0.464950323,0.197357744,0.292079449,2015,4,State,All,HH Size,state,99,Tripura,NA,NA,NA,1,NA,NA
