sector,state,state_sec_quint,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,books,stationary,schoolbag,clothing,footwear,year
all,Nagaland,4,0.479,0.001,0.457,0.158,0,0.113,0,0,0.305,0.016,0,0,0,0,0,0.149,0.003,0.015,0.005,0,2022
all,Nagaland,5,0.429,0.004,0.392,0.054,0,0.11,0.003,0.002,0.241,0.01,0.001,0,0,0,0,0.053,0.005,0.009,0.003,0.001,2022
all,Nagaland,99,0.458,0.001,0.427,0.226,0,0.091,0.002,0.002,0.274,0.01,0.011,0,0,0,0,0.214,0.017,0.035,0.014,0.001,2022
rural,Nagaland,99,0.482,0,0.436,0.279,0,0.071,0.001,0.001,0.311,0.009,0.014,0,0,0,0,0.264,0.023,0.044,0.018,0,2022
urban,Nagaland,99,0.388,0.005,0.403,0.076,0,0.148,0.005,0.005,0.169,0.014,0.003,0,0,0,0,0.072,0,0.01,0.004,0.002,2022
1,Nagaland,1,0.201,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Nagaland,2,0.094,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Nagaland,3,0.212,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Nagaland,4,0.238,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Nagaland,5,0.096,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Nagaland,1,0.256,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Nagaland,2,0.109,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Nagaland,3,0.06,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Nagaland,4,0.09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Nagaland,5,0.004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Nagaland,1,0.225,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Nagaland,2,0.101,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Nagaland,3,0.163,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Nagaland,4,0.18,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Nagaland,5,0.059,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Nagaland,99,0.146,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Nagaland,99,0.168,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Nagaland,99,0.106,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Odisha,1,0.762,0.084,0.355,0.524,0.014,0.038,0.033,0.03,0.604,0.013,0.031,0,0,0,0.006,0.507,0.005,0.023,0.148,0.125,2022
urban,Odisha,1,0.613,0.026,0.351,0.445,0,0.219,0.011,0.039,0.521,0.023,0.027,0,0,0,0.003,0.426,0.005,0.02,0.196,0.185,2022
rural,Odisha,2,0.726,0.068,0.366,0.519,0.003,0.113,0.018,0.058,0.65,0.018,0.052,0,0,0.001,0.018,0.489,0.009,0.014,0.25,0.24,2022
urban,Odisha,2,0.601,0.03,0.239,0.349,0,0.244,0.018,0.06,0.418,0.027,0.034,0,0,0,0.016,0.331,0.003,0.008,0.173,0.16,2022
rural,Odisha,3,0.622,0.096,0.427,0.467,0.005,0.164,0.016,0.051,0.663,0.026,0.067,0,0,0,0.028,0.446,0.006,0.013,0.28,0.27,2022
urban,Odisha,3,0.391,0.008,0.256,0.229,0.005,0.373,0.009,0.022,0.353,0.011,0.03,0,0,0,0.001,0.198,0,0.003,0.128,0.122,2022
rural,Odisha,4,0.529,0.088,0.465,0.422,0.008,0.238,0.032,0.057,0.62,0.02,0.067,0,0,0,0.03,0.403,0.011,0.006,0.281,0.27,2022
urban,Odisha,4,0.207,0.008,0.193,0.128,0,0.507,0.026,0.025,0.231,0.005,0.013,0,0,0,0,0.118,0,0.003,0.075,0.073,2022
rural,Odisha,5,0.445,0.065,0.352,0.272,0.003,0.37,0.026,0.052,0.494,0.025,0.053,0,0,0.001,0.018,0.254,0.003,0.003,0.172,0.162,2022
urban,Odisha,5,0.137,0.001,0.05,0.051,0,0.558,0.007,0.013,0.114,0.007,0.01,0,0,0,0,0.044,0,0,0.024,0.024,2022
all,Odisha,1,0.751,0.08,0.349,0.521,0.013,0.05,0.03,0.032,0.601,0.015,0.029,0,0,0,0.006,0.503,0.006,0.022,0.153,0.131,2022
all,Odisha,2,0.708,0.066,0.369,0.496,0.003,0.129,0.015,0.052,0.635,0.018,0.054,0,0,0.001,0.019,0.467,0.008,0.014,0.246,0.236,2022
all,Odisha,3,0.609,0.089,0.428,0.458,0.006,0.184,0.022,0.06,0.639,0.027,0.068,0,0,0,0.031,0.44,0.007,0.01,0.278,0.272,2022
all,Odisha,4,0.497,0.078,0.419,0.373,0.005,0.275,0.024,0.051,0.571,0.017,0.055,0,0,0,0.022,0.349,0.007,0.005,0.247,0.235,2022
all,Odisha,5,0.354,0.04,0.273,0.212,0.001,0.426,0.024,0.041,0.384,0.022,0.042,0,0,0,0.011,0.198,0.002,0.003,0.129,0.121,2022
all,Odisha,99,0.584,0.071,0.368,0.412,0.006,0.213,0.023,0.047,0.566,0.02,0.05,0,0,0,0.018,0.391,0.006,0.011,0.21,0.199,2022
rural,Odisha,99,0.617,0.08,0.393,0.441,0.007,0.184,0.025,0.05,0.606,0.021,0.054,0,0,0,0.02,0.42,0.007,0.012,0.226,0.213,2022
urban,Odisha,99,0.39,0.014,0.218,0.241,0.001,0.38,0.014,0.032,0.328,0.015,0.023,0,0,0,0.004,0.223,0.002,0.007,0.119,0.113,2022
1,Odisha,1,0.758,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Odisha,2,0.694,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Odisha,3,0.745,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Odisha,4,0.636,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Odisha,5,0.558,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Odisha,1,0.524,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Odisha,2,0.492,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Odisha,3,0.382,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Odisha,4,0.253,0.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Odisha,5,0.138,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Odisha,1,0.733,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Odisha,2,0.676,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Odisha,3,0.701,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Odisha,4,0.601,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Odisha,5,0.444,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Odisha,99,0.631,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Odisha,99,0.678,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Odisha,99,0.358,0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Puducherry,1,0.211,0,0.459,0.52,0,0.835,0.087,0.017,0.066,0,0.067,0,0,0,0.024,0.505,0.105,0.018,0.115,0.015,2022
urban,Puducherry,1,0.136,0,0.276,0.35,0,0.571,0.029,0.015,0.068,0,0.033,0,0,0,0,0.332,0.025,0.013,0.068,0,2022
rural,Puducherry,2,0.208,0,0.467,0.313,0,0.966,0.07,0.01,0.042,0,0,0,0,0,0,0.281,0.028,0,0.032,0,2022
urban,Puducherry,2,0.096,0,0.192,0.189,0,0.929,0.02,0.012,0.074,0,0.029,0.012,0,0,0.012,0.189,0.039,0,0.044,0.018,2022
rural,Puducherry,3,0.278,0,0.402,0.264,0,0.942,0.03,0.015,0.11,0,0,0,0,0,0,0.264,0,0,0,0,2022
urban,Puducherry,3,0.102,0,0.101,0.166,0,0.929,0.017,0.012,0.061,0.006,0.027,0.011,0,0,0.011,0.166,0.011,0.023,0.012,0,2022
rural,Puducherry,4,0.21,0,0.243,0.233,0,0.948,0.061,0,0.076,0,0.029,0,0,0,0.018,0.205,0.045,0,0.057,0.018,2022
urban,Puducherry,4,0.125,0,0.109,0.074,0,0.926,0.035,0.028,0.059,0.007,0,0,0,0,0,0.069,0,0,0,0,2022
rural,Puducherry,5,0.107,0,0.166,0.073,0,0.819,0.017,0,0.106,0,0,0,0,0,0,0.073,0,0,0,0,2022
urban,Puducherry,5,0.052,0,0.044,0.019,0,0.866,0.011,0.007,0.034,0,0,0,0,0,0,0.019,0,0,0,0,2022
all,Puducherry,1,0.182,0,0.38,0.401,0,0.655,0.045,0.016,0.067,0,0.044,0,0,0,0.008,0.384,0.052,0.014,0.084,0.005,2022
all,Puducherry,2,0.126,0,0.311,0.267,0,0.951,0.051,0.011,0.074,0,0.02,0.008,0,0,0.008,0.256,0.025,0,0.034,0.012,2022
all,Puducherry,3,0.194,0,0.166,0.227,0,0.941,0.015,0.005,0.069,0.004,0.028,0.008,0,0,0.014,0.218,0.024,0.016,0.033,0.006,2022
all,Puducherry,4,0.103,0,0.134,0.086,0,0.92,0.034,0.027,0.068,0,0,0,0,0,0,0.082,0.009,0,0,0,2022
all,Puducherry,5,0.074,0,0.07,0.021,0,0.851,0.018,0.005,0.051,0.005,0,0,0,0,0,0.021,0,0,0,0,2022
all,Puducherry,99,0.136,0,0.212,0.201,0,0.863,0.033,0.013,0.066,0.002,0.018,0.003,0,0,0.006,0.192,0.022,0.006,0.03,0.005,2022
rural,Puducherry,99,0.203,0,0.348,0.282,0,0.902,0.053,0.009,0.08,0,0.019,0,0,0,0.008,0.267,0.036,0.004,0.041,0.006,2022
urban,Puducherry,99,0.102,0,0.145,0.16,0,0.844,0.023,0.015,0.059,0.003,0.018,0.005,0,0,0.005,0.155,0.015,0.007,0.025,0.004,2022
1,Puducherry,1,0.795,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Puducherry,2,0.986,0.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Puducherry,3,0.691,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Puducherry,4,0.693,0.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Puducherry,5,0.828,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Puducherry,1,0.873,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Puducherry,2,0.773,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Puducherry,3,0.855,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Puducherry,4,0.859,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Puducherry,5,0.744,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Puducherry,1,0.866,0.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Puducherry,2,0.862,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Puducherry,3,0.683,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Puducherry,4,0.912,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Puducherry,5,0.741,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Puducherry,99,0.812,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Puducherry,99,0.798,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Puducherry,99,0.821,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Punjab,1,0.428,0.008,0.261,0.406,0.001,0.34,0.792,0.105,0.12,0.013,0.023,0,0,0,0.002,0.35,0.035,0.096,0.102,0.059,2022
urban,Punjab,1,0.242,0,0.232,0.235,0.003,0.405,0.76,0.031,0.079,0.018,0.002,0,0,0,0,0.228,0.026,0.027,0.016,0.002,2022
rural,Punjab,2,0.456,0,0.203,0.29,0.001,0.406,0.814,0.099,0.163,0.011,0.012,0,0,0,0,0.26,0.034,0.092,0.087,0.071,2022
urban,Punjab,2,0.264,0,0.17,0.168,0.001,0.51,0.738,0.024,0.074,0.008,0.003,0,0,0,0,0.148,0.007,0.032,0.027,0.012,2022
rural,Punjab,3,0.454,0.001,0.221,0.209,0.002,0.433,0.8,0.106,0.12,0.015,0.005,0,0,0,0,0.178,0.015,0.078,0.05,0.042,2022
urban,Punjab,3,0.238,0,0.178,0.126,0,0.415,0.712,0.021,0.048,0.002,0,0,0,0,0,0.125,0.002,0.056,0.015,0.008,2022
rural,Punjab,4,0.366,0,0.174,0.198,0,0.509,0.77,0.059,0.14,0.006,0.009,0,0,0.002,0,0.188,0.01,0.103,0.034,0.029,2022
urban,Punjab,4,0.137,0,0.124,0.065,0,0.487,0.715,0.018,0.04,0.009,0.003,0,0,0,0,0.057,0,0.035,0.005,0.005,2022
rural,Punjab,5,0.29,0,0.129,0.099,0.001,0.513,0.74,0.036,0.084,0.016,0.003,0,0,0.002,0,0.089,0.007,0.048,0.023,0.013,2022
urban,Punjab,5,0.08,0,0.054,0.018,0,0.346,0.589,0.001,0.029,0.008,0,0,0,0,0,0.018,0,0.015,0,0.001,2022
all,Punjab,1,0.379,0.005,0.252,0.357,0.001,0.367,0.784,0.08,0.11,0.017,0.016,0,0,0,0.001,0.315,0.032,0.074,0.075,0.043,2022
all,Punjab,2,0.391,0,0.211,0.24,0.002,0.42,0.795,0.076,0.137,0.01,0.01,0,0,0,0,0.21,0.026,0.074,0.066,0.047,2022
all,Punjab,3,0.367,0.001,0.181,0.184,0.001,0.455,0.762,0.073,0.099,0.008,0.005,0,0,0,0,0.171,0.01,0.074,0.039,0.033,2022
all,Punjab,4,0.309,0,0.175,0.154,0,0.498,0.767,0.046,0.093,0.006,0.005,0,0,0.001,0,0.142,0.007,0.075,0.026,0.02,2022
all,Punjab,5,0.181,0,0.088,0.057,0,0.446,0.665,0.019,0.06,0.015,0.001,0,0,0.001,0,0.054,0.002,0.031,0.008,0.005,2022
all,Punjab,99,0.325,0.001,0.181,0.198,0.001,0.437,0.755,0.059,0.1,0.011,0.007,0,0,0.001,0,0.178,0.016,0.066,0.043,0.03,2022
rural,Punjab,99,0.399,0.002,0.198,0.24,0.001,0.44,0.783,0.081,0.125,0.012,0.011,0,0,0.001,0,0.213,0.02,0.083,0.059,0.043,2022
urban,Punjab,99,0.192,0,0.152,0.123,0.001,0.432,0.703,0.019,0.054,0.009,0.002,0,0,0,0,0.115,0.007,0.033,0.013,0.006,2022
1,Punjab,1,0.473,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Punjab,2,0.362,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Punjab,3,0.181,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Punjab,4,0.138,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Punjab,5,0.051,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Punjab,1,0.209,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Punjab,2,0.146,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Punjab,3,0.069,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Punjab,4,0.025,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Punjab,5,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Punjab,1,0.384,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Punjab,2,0.271,0.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Punjab,3,0.15,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Punjab,4,0.091,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Punjab,5,0.035,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Punjab,99,0.187,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Punjab,99,0.242,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Punjab,99,0.092,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Rajasthan,1,0.407,0,0.598,0.53,0.002,0.07,0.778,0.105,0.479,0.063,0.009,0,0,0.001,0.008,0.514,0.004,0.003,0.087,0.004,2022
urban,Rajasthan,1,0.339,0,0.379,0.28,0.003,0.085,0.589,0.155,0.309,0.063,0.007,0,0,0,0.002,0.271,0.014,0.015,0.039,0.002,2022
rural,Rajasthan,2,0.429,0,0.527,0.49,0.002,0.069,0.785,0.142,0.372,0.069,0.013,0,0,0,0.012,0.472,0.01,0.001,0.117,0.005,2022
urban,Rajasthan,2,0.288,0,0.273,0.168,0,0.066,0.668,0.069,0.278,0.047,0.004,0,0,0,0.001,0.167,0,0,0.016,0,2022
rural,Rajasthan,3,0.42,0.001,0.471,0.453,0.002,0.067,0.758,0.196,0.341,0.067,0.008,0,0,0,0.007,0.445,0.009,0.002,0.106,0.001,2022
urban,Rajasthan,3,0.295,0,0.232,0.105,0,0.062,0.645,0.067,0.248,0.051,0.006,0,0,0,0.005,0.101,0.005,0.002,0.021,0,2022
rural,Rajasthan,4,0.395,0,0.45,0.353,0.001,0.056,0.753,0.193,0.332,0.073,0.01,0,0,0,0.005,0.339,0.009,0.002,0.057,0.003,2022
urban,Rajasthan,4,0.188,0,0.117,0.065,0,0.06,0.691,0.051,0.227,0.053,0.002,0,0,0,0.002,0.063,0.001,0,0.005,0,2022
rural,Rajasthan,5,0.381,0,0.315,0.234,0.001,0.051,0.724,0.128,0.283,0.063,0.008,0,0,0,0.007,0.231,0.005,0.001,0.035,0.001,2022
urban,Rajasthan,5,0.068,0,0.043,0.016,0,0.046,0.565,0.027,0.19,0.04,0.001,0,0,0,0,0.013,0,0.003,0,0,2022
all,Rajasthan,1,0.399,0,0.573,0.495,0.003,0.076,0.75,0.113,0.455,0.065,0.009,0,0,0,0.007,0.482,0.006,0.005,0.087,0.005,2022
all,Rajasthan,2,0.41,0,0.471,0.429,0.001,0.067,0.749,0.142,0.345,0.064,0.011,0,0,0,0.009,0.415,0.009,0.002,0.096,0.003,2022
all,Rajasthan,3,0.385,0.001,0.415,0.367,0.001,0.063,0.73,0.167,0.319,0.062,0.008,0,0,0,0.006,0.359,0.008,0.002,0.077,0,2022
all,Rajasthan,4,0.352,0,0.375,0.278,0.001,0.059,0.74,0.158,0.305,0.07,0.008,0,0,0,0.005,0.268,0.006,0.001,0.044,0.002,2022
all,Rajasthan,5,0.28,0,0.21,0.147,0.001,0.05,0.675,0.089,0.249,0.054,0.006,0,0,0,0.004,0.144,0.004,0.001,0.021,0,2022
all,Rajasthan,99,0.365,0,0.409,0.343,0.001,0.063,0.729,0.134,0.335,0.063,0.008,0,0,0,0.006,0.334,0.006,0.002,0.065,0.002,2022
rural,Rajasthan,99,0.406,0,0.472,0.412,0.002,0.063,0.76,0.153,0.361,0.067,0.01,0,0,0,0.008,0.4,0.007,0.002,0.08,0.003,2022
urban,Rajasthan,99,0.236,0,0.209,0.127,0.001,0.064,0.631,0.074,0.251,0.051,0.004,0,0,0,0.002,0.123,0.004,0.004,0.016,0,2022
1,Rajasthan,1,0.474,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Rajasthan,2,0.294,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Rajasthan,3,0.262,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Rajasthan,4,0.229,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Rajasthan,5,0.159,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Rajasthan,1,0.386,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Rajasthan,2,0.257,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Rajasthan,3,0.183,0.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Rajasthan,4,0.176,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Rajasthan,5,0.037,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Rajasthan,1,0.459,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Rajasthan,2,0.276,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Rajasthan,3,0.264,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Rajasthan,4,0.2,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Rajasthan,5,0.132,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Rajasthan,99,0.266,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Rajasthan,99,0.284,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Rajasthan,99,0.208,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Sikkim,1,0.692,0.005,0.4,0.235,0.004,0.317,0.355,0,0.025,0.018,0.012,0.012,0,0,0,0.224,0,0.018,0.009,0.005,2022
urban,Sikkim,1,0.255,0,0.087,0.186,0,0.248,0.009,0,0,0,0.032,0,0,0,0,0.186,0,0,0,0,2022
rural,Sikkim,2,0.546,0,0.473,0.255,0,0.327,0.26,0,0.052,0.022,0.007,0.007,0,0,0,0.252,0.008,0,0.003,0,2022
urban,Sikkim,2,0.235,0,0.117,0.138,0,0.306,0.04,0.003,0,0,0,0,0,0,0,0.138,0,0,0,0,2022
rural,Sikkim,3,0.459,0,0.461,0.184,0,0.343,0.218,0,0.027,0.01,0,0,0,0,0,0.184,0,0.013,0,0,2022
urban,Sikkim,3,0.292,0,0.119,0.082,0,0.269,0.023,0,0.019,0.019,0,0,0,0,0,0.082,0,0.011,0,0,2022
rural,Sikkim,4,0.429,0,0.503,0.25,0,0.326,0.248,0,0.027,0.005,0,0,0,0,0,0.25,0,0.034,0,0,2022
urban,Sikkim,4,0.25,0,0.162,0.098,0,0.222,0.005,0,0,0,0,0,0,0,0,0.098,0,0.014,0,0,2022
rural,Sikkim,5,0.427,0,0.359,0.234,0.001,0.368,0.175,0,0.01,0,0,0,0,0,0,0.234,0,0.103,0.001,0,2022
urban,Sikkim,5,0.204,0,0.034,0.063,0,0.278,0.004,0,0.005,0.003,0,0,0,0,0,0.063,0,0.031,0,0,2022
