sector,state,state_sec_quint,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,books,stationary,schoolbag,clothing,footwear,year
2,Jharkhand,4,0.021,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Jharkhand,5,0.023,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jharkhand,1,0.41,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jharkhand,2,0.353,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jharkhand,3,0.267,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jharkhand,4,0.303,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jharkhand,5,0.125,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Jharkhand,99,0.292,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Jharkhand,99,0.351,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Jharkhand,99,0.071,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Karnataka,1,0.037,0.002,0.878,0.442,0.003,0.018,0.088,0.062,0.163,0.013,0.034,0,0,0,0.004,0.428,0.019,0.023,0.148,0.081,2022
urban,Karnataka,1,0.053,0.001,0.781,0.345,0.003,0.003,0.026,0.11,0.117,0.006,0.013,0,0.003,0,0,0.327,0.01,0.029,0.128,0.084,2022
rural,Karnataka,2,0.028,0.008,0.907,0.512,0.002,0.017,0.114,0.151,0.269,0.015,0.04,0.001,0,0,0.007,0.503,0.029,0.036,0.215,0.161,2022
urban,Karnataka,2,0.051,0.001,0.633,0.22,0,0.002,0.006,0.094,0.167,0.006,0.02,0,0.001,0,0,0.215,0.016,0.038,0.078,0.056,2022
rural,Karnataka,3,0.03,0.014,0.916,0.42,0.003,0.019,0.088,0.14,0.314,0.014,0.033,0,0.002,0,0,0.41,0.016,0.05,0.178,0.132,2022
urban,Karnataka,3,0.037,0.001,0.536,0.122,0.001,0.002,0.009,0.042,0.151,0.007,0.02,0,0,0,0,0.117,0.009,0.014,0.052,0.031,2022
rural,Karnataka,4,0.027,0.012,0.909,0.325,0.006,0.008,0.094,0.088,0.362,0.013,0.021,0,0.001,0,0.003,0.311,0.017,0.073,0.128,0.104,2022
urban,Karnataka,4,0.022,0.001,0.368,0.063,0.001,0.003,0.03,0.023,0.142,0.006,0.024,0,0,0,0,0.041,0.009,0.014,0.029,0.013,2022
rural,Karnataka,5,0.039,0.016,0.816,0.192,0.001,0.026,0.085,0.057,0.366,0.013,0.022,0.001,0.001,0,0.001,0.178,0.006,0.031,0.072,0.046,2022
urban,Karnataka,5,0.01,0,0.13,0.027,0,0.001,0.021,0.016,0.093,0.004,0.012,0,0,0,0,0.009,0,0.002,0.011,0,2022
all,Karnataka,1,0.039,0.001,0.867,0.432,0.003,0.012,0.077,0.081,0.155,0.01,0.03,0,0.001,0,0.002,0.418,0.018,0.026,0.152,0.09,2022
all,Karnataka,2,0.037,0.009,0.846,0.433,0.001,0.017,0.087,0.142,0.261,0.013,0.032,0.001,0.001,0,0.004,0.423,0.023,0.04,0.175,0.132,2022
all,Karnataka,3,0.035,0.01,0.82,0.328,0.005,0.012,0.068,0.111,0.277,0.012,0.027,0,0.001,0,0.001,0.321,0.013,0.045,0.143,0.104,2022
all,Karnataka,4,0.03,0.008,0.743,0.207,0.002,0.005,0.047,0.06,0.293,0.012,0.02,0.001,0.001,0,0.001,0.195,0.013,0.045,0.08,0.06,2022
all,Karnataka,5,0.025,0.005,0.435,0.087,0,0.014,0.054,0.027,0.198,0.007,0.019,0,0,0,0.001,0.068,0.004,0.015,0.031,0.014,2022
all,Karnataka,99,0.033,0.007,0.742,0.297,0.002,0.012,0.067,0.084,0.237,0.011,0.026,0,0.001,0,0.002,0.285,0.014,0.034,0.116,0.08,2022
rural,Karnataka,99,0.032,0.01,0.885,0.378,0.003,0.017,0.094,0.1,0.295,0.014,0.03,0,0.001,0,0.003,0.366,0.017,0.043,0.148,0.105,2022
urban,Karnataka,99,0.035,0.001,0.49,0.155,0.001,0.002,0.018,0.057,0.134,0.006,0.018,0,0.001,0,0,0.142,0.009,0.019,0.059,0.037,2022
1,Karnataka,1,0.825,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Karnataka,2,0.741,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Karnataka,3,0.832,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Karnataka,4,0.792,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Karnataka,5,0.677,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Karnataka,1,0.721,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Karnataka,2,0.601,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Karnataka,3,0.417,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Karnataka,4,0.243,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Karnataka,5,0.087,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Karnataka,1,0.794,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Karnataka,2,0.705,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Karnataka,3,0.759,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Karnataka,4,0.651,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Karnataka,5,0.337,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Karnataka,99,0.649,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Karnataka,99,0.773,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Karnataka,99,0.414,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Kerala,1,0.912,0.296,0.282,0.469,0.001,0,0.001,0.044,0.449,0.069,0.028,0.002,0,0.003,0,0.459,0.007,0.016,0.138,0.002,2022
urban,Kerala,1,0.877,0.26,0.26,0.502,0.009,0,0.005,0.035,0.313,0.043,0.008,0,0.002,0.004,0,0.471,0.011,0.024,0.124,0.002,2022
rural,Kerala,2,0.884,0.238,0.227,0.391,0.001,0.002,0.013,0.029,0.437,0.044,0.02,0.001,0,0.002,0,0.37,0.001,0.011,0.125,0,2022
urban,Kerala,2,0.844,0.26,0.206,0.316,0.01,0,0.01,0.041,0.244,0.022,0.014,0,0,0.001,0,0.307,0.008,0.011,0.107,0,2022
rural,Kerala,3,0.862,0.299,0.222,0.273,0.001,0.002,0.001,0.021,0.322,0.033,0.005,0,0,0.002,0,0.249,0.013,0.009,0.084,0,2022
urban,Kerala,3,0.756,0.256,0.136,0.202,0,0,0.01,0.026,0.2,0.03,0.001,0,0,0,0,0.182,0.002,0.002,0.054,0,2022
rural,Kerala,4,0.838,0.327,0.191,0.185,0.001,0,0.011,0.018,0.357,0.033,0.005,0.002,0,0.002,0,0.166,0.015,0.016,0.065,0.001,2022
urban,Kerala,4,0.702,0.216,0.13,0.123,0,0,0.004,0.03,0.168,0.014,0.006,0.002,0,0,0,0.104,0.008,0.008,0.031,0,2022
rural,Kerala,5,0.812,0.324,0.152,0.091,0,0.002,0.004,0.008,0.263,0.052,0.007,0.001,0,0.002,0,0.083,0.004,0.001,0.028,0,2022
urban,Kerala,5,0.542,0.195,0.055,0.045,0.001,0,0.006,0.01,0.159,0.028,0.005,0.003,0,0,0,0.041,0.002,0.004,0.007,0,2022
all,Kerala,1,0.895,0.279,0.271,0.488,0.005,0,0.003,0.039,0.385,0.057,0.019,0.001,0.001,0.004,0,0.467,0.009,0.02,0.131,0.002,2022
all,Kerala,2,0.867,0.249,0.217,0.351,0.005,0.001,0.012,0.035,0.352,0.035,0.017,0.001,0,0.001,0,0.336,0.006,0.01,0.119,0,2022
all,Kerala,3,0.819,0.292,0.189,0.245,0.001,0.001,0.005,0.023,0.277,0.033,0.004,0.001,0,0.001,0,0.222,0.007,0.006,0.072,0,2022
all,Kerala,4,0.784,0.269,0.161,0.146,0.001,0.001,0.008,0.022,0.261,0.024,0.004,0.001,0,0.001,0,0.131,0.008,0.01,0.046,0.001,2022
all,Kerala,5,0.673,0.258,0.103,0.077,0,0,0.005,0.01,0.209,0.04,0.006,0.002,0,0.001,0,0.069,0.006,0.004,0.019,0,2022
all,Kerala,99,0.807,0.269,0.188,0.262,0.002,0.001,0.006,0.026,0.297,0.038,0.01,0.001,0,0.002,0,0.245,0.007,0.01,0.077,0.001,2022
rural,Kerala,99,0.862,0.297,0.215,0.282,0.001,0.001,0.006,0.024,0.365,0.046,0.013,0.001,0,0.002,0,0.265,0.008,0.01,0.088,0.001,2022
urban,Kerala,99,0.744,0.237,0.157,0.238,0.004,0,0.007,0.028,0.217,0.027,0.007,0.001,0,0.001,0,0.221,0.006,0.01,0.065,0,2022
1,Kerala,1,0.918,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Kerala,2,0.909,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Kerala,3,0.884,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Kerala,4,0.836,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Kerala,5,0.711,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Kerala,1,0.893,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Kerala,2,0.852,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Kerala,3,0.792,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Kerala,4,0.677,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Kerala,5,0.441,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Kerala,1,0.913,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Kerala,2,0.892,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Kerala,3,0.873,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Kerala,4,0.785,0.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Kerala,5,0.635,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Kerala,99,0.82,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Kerala,99,0.852,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Kerala,99,0.731,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Ladakh,1,0.808,0.491,0.411,0.589,0,0.261,0,0.012,0.587,0.01,0,0,0,0,0,0.589,0,0,0,0,2022
urban,Ladakh,1,0.707,0.191,0.167,0.249,0,0.593,0,0,0.813,0.015,0,0,0,0,0,0.249,0,0,0,0,2022
rural,Ladakh,2,0.899,0.199,0.261,0.432,0.016,0.79,0.044,0,0.544,0,0.016,0,0,0,0,0.432,0.102,0.091,0.016,0.016,2022
urban,Ladakh,2,0.76,0.183,0.16,0.078,0,0.796,0,0.013,0.719,0.023,0.038,0,0,0,0,0.051,0.011,0.013,0.038,0,2022
rural,Ladakh,3,0.843,0.261,0.314,0.285,0,0.898,0.027,0,0.712,0.076,0.101,0,0,0,0,0.285,0.045,0.046,0.12,0,2022
urban,Ladakh,3,0.876,0.194,0.016,0.114,0,0.875,0.006,0,0.691,0,0,0,0,0,0,0.114,0,0,0,0,2022
rural,Ladakh,4,0.918,0.531,0.188,0.493,0,0.983,0,0,0.726,0.096,0.141,0,0,0,0,0.493,0.019,0.036,0.235,0,2022
urban,Ladakh,4,0.822,0.058,0.075,0.173,0,0.784,0.009,0,0.716,0.019,0,0,0,0,0,0.112,0.031,0.053,0.016,0,2022
rural,Ladakh,5,0.894,0.444,0.393,0.301,0,0.904,0,0.022,0.664,0.07,0.004,0,0,0,0,0.286,0.052,0.052,0.079,0,2022
urban,Ladakh,5,0.674,0.089,0.094,0.08,0,0.464,0,0.037,0.635,0.045,0.032,0,0,0,0.014,0.072,0.031,0.016,0,0,2022
all,Ladakh,1,0.804,0.453,0.415,0.58,0,0.31,0.038,0.01,0.613,0.009,0,0,0,0,0,0.58,0.038,0.038,0,0,2022
all,Ladakh,2,0.881,0.198,0.239,0.369,0.013,0.796,0,0,0.539,0.01,0.015,0,0,0,0,0.369,0.051,0.04,0.015,0.013,2022
all,Ladakh,3,0.851,0.285,0.261,0.288,0,0.885,0.024,0.002,0.752,0.06,0.092,0,0,0,0,0.285,0.051,0.053,0.108,0,2022
all,Ladakh,4,0.888,0.465,0.222,0.447,0,0.976,0,0,0.706,0.1,0.123,0,0,0,0,0.447,0.044,0.058,0.204,0,2022
all,Ladakh,5,0.869,0.373,0.295,0.234,0,0.822,0.001,0.024,0.668,0.053,0.008,0,0,0,0.002,0.211,0.014,0.015,0.071,0,2022
all,Ladakh,99,0.859,0.354,0.286,0.384,0.003,0.758,0.013,0.007,0.655,0.046,0.048,0,0,0,0,0.379,0.04,0.041,0.08,0.003,2022
rural,Ladakh,99,0.872,0.386,0.313,0.421,0.003,0.766,0.014,0.007,0.646,0.05,0.053,0,0,0,0,0.418,0.043,0.045,0.09,0.003,2022
urban,Ladakh,99,0.768,0.143,0.103,0.139,0,0.702,0.003,0.01,0.715,0.021,0.014,0,0,0,0.003,0.119,0.015,0.017,0.011,0,2022
1,Ladakh,1,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Ladakh,2,1,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Ladakh,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Ladakh,4,1,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Ladakh,5,0.95,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Ladakh,1,0.919,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Ladakh,2,0.958,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Ladakh,3,0.986,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Ladakh,4,0.851,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Ladakh,5,0.983,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Ladakh,1,1,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Ladakh,2,0.987,0.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Ladakh,3,0.995,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Ladakh,4,0.998,0.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Ladakh,5,0.935,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Ladakh,99,0.983,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Ladakh,99,0.99,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Ladakh,99,0.944,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Lakshadweep,1,0.767,0.511,0.356,0.83,0.023,0,0,0.044,0,0,0.036,0,0,0,0.036,0.83,0.267,0.091,0.673,0.546,2022
urban,Lakshadweep,1,0.867,0,0.248,0.9,0.01,0,0,0,0.098,0,0,0,0,0,0,0.9,0.285,0.076,0.795,0.467,2022
rural,Lakshadweep,2,0.851,0.093,0.209,0.779,0,0,0,0.127,0,0,0,0,0,0,0,0.779,0.349,0.025,0.361,0.363,2022
urban,Lakshadweep,2,0.961,0,0.077,0.769,0,0,0,0,0.077,0,0.012,0,0,0,0.012,0.769,0.372,0.018,0.475,0.291,2022
rural,Lakshadweep,3,0.886,0.123,0.112,0.516,0,0,0,0.09,0.061,0,0.018,0,0,0,0,0.481,0.221,0.187,0.207,0.157,2022
urban,Lakshadweep,3,0.923,0,0.106,0.575,0,0,0,0.041,0.059,0,0.024,0,0,0,0.024,0.575,0.237,0.013,0.382,0.181,2022
rural,Lakshadweep,4,0.844,0.048,0.162,0.502,0.023,0,0,0.017,0.013,0,0,0,0,0,0,0.502,0.248,0.168,0.267,0.221,2022
urban,Lakshadweep,4,0.908,0,0.028,0.601,0,0,0,0.062,0.121,0.012,0.112,0,0.014,0,0.026,0.582,0.32,0.041,0.456,0.399,2022
rural,Lakshadweep,5,0.754,0.051,0.167,0.376,0.004,0,0,0.018,0.013,0,0,0,0,0,0,0.361,0.299,0.263,0.283,0.243,2022
urban,Lakshadweep,5,0.796,0,0.091,0.347,0,0,0.006,0.021,0.083,0.008,0.039,0,0,0,0,0.347,0.203,0,0.249,0.182,2022
all,Lakshadweep,1,0.84,0.118,0.263,0.873,0.013,0,0,0,0.075,0,0.009,0,0,0,0.009,0.873,0.258,0.094,0.766,0.459,2022
all,Lakshadweep,2,0.95,0.017,0.107,0.784,0,0,0,0.034,0.058,0,0.009,0,0,0,0.009,0.784,0.373,0.003,0.444,0.314,2022
all,Lakshadweep,3,0.908,0.043,0.113,0.574,0,0,0,0.06,0.059,0,0.022,0,0,0,0.018,0.566,0.241,0.06,0.364,0.202,2022
all,Lakshadweep,4,0.903,0.008,0.05,0.576,0.006,0,0,0.062,0.091,0.009,0.084,0,0.01,0,0.019,0.562,0.288,0.049,0.389,0.334,2022
all,Lakshadweep,5,0.766,0.016,0.129,0.341,0.001,0,0.005,0.009,0.07,0.006,0.029,0,0,0,0,0.337,0.248,0.085,0.261,0.216,2022
all,Lakshadweep,99,0.874,0.041,0.133,0.63,0.004,0,0.001,0.033,0.071,0.003,0.031,0,0.002,0,0.011,0.625,0.282,0.058,0.445,0.305,2022
rural,Lakshadweep,99,0.82,0.167,0.202,0.602,0.01,0,0,0.059,0.017,0,0.011,0,0,0,0.007,0.592,0.277,0.146,0.36,0.307,2022
urban,Lakshadweep,99,0.891,0,0.11,0.639,0.002,0,0.001,0.025,0.088,0.004,0.037,0,0.003,0,0.012,0.635,0.283,0.03,0.472,0.304,2022
1,Lakshadweep,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Lakshadweep,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Lakshadweep,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Lakshadweep,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Lakshadweep,5,0.938,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Lakshadweep,1,1,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Lakshadweep,2,0.997,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Lakshadweep,3,0.977,0.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Lakshadweep,4,0.99,0.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Lakshadweep,5,0.83,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Lakshadweep,1,1,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Lakshadweep,2,0.997,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Lakshadweep,3,0.987,0.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Lakshadweep,4,1,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Lakshadweep,5,0.89,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
99,Lakshadweep,99,0.975,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
1,Lakshadweep,99,0.988,0.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
2,Lakshadweep,99,0.959,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
rural,Madhya Pradesh,1,0.752,0.012,0.238,0.508,0.004,0.054,0.137,0.163,0.447,0.011,0.056,0,0,0.001,0.012,0.501,0.008,0.005,0.118,0.004,2022
urban,Madhya Pradesh,1,0.572,0.013,0.207,0.315,0.001,0.271,0.19,0.15,0.387,0.016,0.008,0,0,0,0.001,0.311,0.007,0.003,0.03,0.008,2022
rural,Madhya Pradesh,2,0.632,0.011,0.349,0.479,0.002,0.091,0.224,0.135,0.494,0.019,0.035,0,0,0,0.014,0.469,0.02,0.006,0.098,0.012,2022
urban,Madhya Pradesh,2,0.459,0.013,0.202,0.222,0.001,0.299,0.222,0.085,0.363,0.022,0.007,0,0,0,0,0.22,0.007,0.004,0.016,0.003,2022
rural,Madhya Pradesh,3,0.63,0.014,0.399,0.428,0.001,0.132,0.263,0.11,0.494,0.016,0.03,0,0,0.001,0.012,0.417,0.016,0.005,0.07,0.004,2022
urban,Madhya Pradesh,3,0.373,0.008,0.135,0.136,0.001,0.25,0.173,0.06,0.27,0.019,0.008,0.001,0,0,0.003,0.135,0.005,0.002,0.01,0.002,2022
rural,Madhya Pradesh,4,0.558,0.02,0.4,0.349,0,0.164,0.298,0.101,0.462,0.014,0.009,0,0,0,0.004,0.341,0.008,0.006,0.04,0.004,2022
urban,Madhya Pradesh,4,0.27,0.001,0.083,0.071,0.001,0.236,0.146,0.039,0.219,0.021,0.004,0,0,0,0.003,0.067,0.003,0.001,0.006,0.001,2022
rural,Madhya Pradesh,5,0.507,0.014,0.338,0.233,0.001,0.181,0.267,0.086,0.431,0.025,0.009,0,0,0.001,0.003,0.229,0.002,0.001,0.021,0.004,2022
urban,Madhya Pradesh,5,0.143,0.003,0.035,0.054,0,0.168,0.102,0.069,0.125,0.007,0.003,0,0,0,0,0.053,0.005,0.005,0.004,0.001,2022
all,Madhya Pradesh,1,0.714,0.013,0.238,0.469,0.003,0.098,0.145,0.164,0.44,0.012,0.046,0,0,0.001,0.009,0.463,0.007,0.004,0.099,0.004,2022
all,Madhya Pradesh,2,0.597,0.011,0.319,0.421,0.002,0.143,0.227,0.119,0.464,0.02,0.028,0,0,0,0.011,0.411,0.018,0.006,0.078,0.012,2022
all,Madhya Pradesh,3,0.581,0.014,0.348,0.366,0.001,0.16,0.257,0.103,0.446,0.015,0.025,0,0,0,0.01,0.358,0.013,0.004,0.055,0.003,2022
all,Madhya Pradesh,4,0.502,0.018,0.338,0.284,0.001,0.186,0.267,0.087,0.414,0.016,0.007,0,0,0,0.003,0.277,0.005,0.004,0.028,0.004,2022
all,Madhya Pradesh,5,0.368,0.008,0.213,0.157,0.001,0.186,0.204,0.074,0.322,0.022,0.007,0,0,0.001,0.002,0.154,0.003,0.002,0.015,0.003,2022
all,Madhya Pradesh,99,0.552,0.013,0.291,0.339,0.001,0.155,0.22,0.109,0.417,0.017,0.022,0,0,0,0.007,0.332,0.009,0.004,0.055,0.005,2022
rural,Madhya Pradesh,99,0.616,0.014,0.345,0.399,0.002,0.124,0.238,0.119,0.466,0.017,0.028,0,0,0.001,0.009,0.391,0.011,0.004,0.069,0.005,2022
urban,Madhya Pradesh,99,0.364,0.008,0.133,0.16,0.001,0.245,0.167,0.08,0.273,0.017,0.006,0,0,0,0.002,0.157,0.005,0.003,0.013,0.003,2022
