,X,sector,sector_type,year,edu_cat,youth,sex1,dem,statename,unemp_cws,lf_cws,emp_cws,unpaid_emp,salaried,casual,self_emp,neet,agri_cws,services_cws,ind_cws,X46,JQdim365,JQdim215,POV_365,POV_215
4059,4472,1,Urban,2019,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.079607874,0.575351298,0.529548824,0.000562938,0.62122333,0.204702675,0.174074009,0.383374989,0.008521916,0.627343476,0.36413464,4301,1.6404,1.6997,0.1072,0.0584
4062,4159,99,All,2019,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.081632026,0.571235776,0.524604678,0.01015654,0.534472287,0.166236013,0.29929167,0.282909274,0.148273826,0.467339724,0.38438645,4025,1.4849,1.519,0.0985,0.0688
4063,4468,0,Rural,2019,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.0830599,0.568367898,0.521159291,0.016841883,0.473046333,0.138998851,0.387954831,0.219332606,0.24722825,0.35404554,0.398726195,4297,1.3749,1.3909,0.0923,0.0762
4109,5521,0,Rural,2018,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.020813933,0.554435015,0.542895019,0.031828962,0.513524234,0.131255403,0.355220377,0.362673014,0.203928247,0.498750746,0.297321022,5292,1.5992,1.6439,0.1207,0.0825
4131,5214,99,All,2018,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.037262917,0.546153367,0.525802135,0.024282575,0.517853856,0.130380601,0.351765543,0.342252761,0.147065014,0.559716284,0.293218702,5008,1.6455,1.6882,0.1061,0.0705
4165,5525,1,Urban,2018,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.066983454,0.531800807,0.496178925,0.011204166,0.526063919,0.128721759,0.345214337,0.307392746,0.039238658,0.675321579,0.285439759,5296,1.7332,1.7721,0.0783,0.0478
4272,6574,0,Rural,2017,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.071424693,0.558071077,0.518211007,0.039292514,0.373118043,0.229050413,0.397831559,0.425659537,0.285838246,0.27547881,0.438682944,6264,1.3292,1.3774,0.1364,0.0881
4275,6269,99,All,2017,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.073696002,0.557294905,0.516224504,0.031243736,0.448086739,0.21053414,0.341379136,0.39083609,0.195072487,0.445757866,0.359169662,5992,1.4055,1.4656,0.1363,0.0802
4283,6578,1,Urban,2017,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.078540064,0.555646777,0.512006223,0.014152536,0.609208345,0.170739233,0.220052406,0.328315645,0,0.811719179,0.188280806,6268,1.5697,1.6552,0.1362,0.0632
4408,7672,0,Rural,2011,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.046558645,0.615002632,0.586368978,0.114465348,0.32856068,0.199650452,0.471788883,0.225795388,0.429521114,0.359889716,0.210589156,NA,NA,NA,NA,NA
4413,7334,99,All,2011,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.048097014,0.58129108,0.553332686,0.083066702,0.386118799,0.218833432,0.395047784,0.196567371,0.310639858,0.456186861,0.233173266,NA,NA,NA,NA,NA
4419,7676,1,Urban,2011,primary and middle,NA,NA,Education,Andaman and Nicobar Islands,0.051902942,0.511874259,0.485306472,0.018412516,0.529320121,0.266559601,0.204120263,0.150636092,0.014869986,0.695768774,0.289361238,NA,NA,NA,NA,NA
4491,421,1,Urban,2023,below primary,NA,NA,Education,Andaman and Nicobar Islands,0,0.401182204,0.401182204,0.0125619,0.503336072,0.221244812,0.275419116,0.608714402,0.092550203,0.575338125,0.332111686,417,1.6961,1.7121,0.1021,0.0861
4499,145,99,All,2023,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.001322223,0.483317316,0.482678264,0.091149755,0.245466441,0.247809827,0.506723702,0.595011353,0.422606885,0.264926821,0.312466294,145,1.2956,1.3028,0.2123,0.205
4501,417,0,Rural,2023,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.0018741,0.528477073,0.527486622,0.134359151,0.137633115,0.258918524,0.603448391,0.577726722,0.560626686,0.135122135,0.304251164,413,1.1281,1.1317,0.2583,0.2547
4665,1411,0,Rural,2022,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.026147911,0.527496517,0.513703585,0.106542595,0.116365917,0.117721334,0.765912771,1,0.587274194,0.146671176,0.26605463,1380,1.0332,1.2042,0.303,0.2295
4683,1135,99,All,2022,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.046236705,0.554782093,0.529130816,0.080899879,0.180533692,0.215534374,0.603931904,0.501582563,0.429025173,0.299589843,0.271384984,1108,1.0934,1.2595,0.2813,0.1833
4698,1415,1,Urban,2022,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.089710347,0.624712646,0.568669438,0.015179977,0.329093963,0.44198963,0.228916436,0,0.062649474,0.653624773,0.283725739,1384,1.2326,1.3875,0.2311,0.0762
4740,2410,0,Rural,2021,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.01301702,0.541223049,0.534177899,0.072578497,0.120038852,0.184255064,0.695706069,0.508269787,0.774552524,0.070828013,0.154619455,2352,1.3663,1.481,0.2248,0.1644
4774,2134,99,All,2021,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.036198795,0.536617517,0.517192602,0.060702559,0.096186005,0.331198454,0.572615564,0.329497635,0.55887568,0.225694135,0.215430185,2080,1.1871,1.3475,0.2902,0.1654
4800,2414,1,Urban,2021,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.07729923,0.528641939,0.487778306,0.040136404,0.050949525,0.609873831,0.339176655,0.255380094,0.14984864,0.519394755,0.330756575,2356,0.8473,1.0942,0.4142,0.1673
4815,3409,0,Rural,2020,below primary,NA,NA,Education,Andaman and Nicobar Islands,0,0.610842466,0.610842466,0.164011583,0.136351094,0.159118161,0.704530776,0,0.623072326,0.214884341,0.162043303,3324,1.1663,1.1709,0.3327,0.328
4881,3133,99,All,2020,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.037983641,0.582436264,0.560313225,0.123556025,0.206067473,0.229287177,0.56464535,0.50197506,0.470984608,0.279266298,0.249749094,3052,1.3695,1.3729,0.2907,0.2873
4920,3413,1,Urban,2020,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.125062197,0.526324689,0.460501343,0.04364305,0.388739586,0.413145304,0.19811511,0.53937912,0.072481588,0.447961062,0.479557365,3328,1.9021,1.9021,0.1804,0.1804
5010,4471,1,Urban,2019,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.076953001,0.519100249,0.479153901,0.010774464,0.387971044,0.294725209,0.317303747,0.395943314,0.094098412,0.566369891,0.33953169,4300,1.1672,1.2988,0.3363,0.227
5018,4158,99,All,2019,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.093365632,0.413504899,0.374897748,0.015658643,0.308613271,0.247429863,0.443956882,0.493967772,0.401043981,0.301114023,0.297841996,4024,1.2068,1.4096,0.3069,0.1454
5025,4467,0,Rural,2019,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.102323979,0.372181356,0.334098279,0.017570011,0.265628785,0.221812129,0.512559056,0.52137202,0.573316157,0.152240023,0.274443805,4296,1.2282,1.4696,0.2909,0.1012
5035,5520,0,Rural,2018,below primary,NA,NA,Education,Andaman and Nicobar Islands,0,0.326745659,0.326745659,0.006413974,0.310303003,0.24064067,0.449056298,0.65581888,0.336666644,0.265074074,0.398259282,5291,1.6554,1.6989,0.0615,0.0196
5099,5213,99,All,2018,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.048636381,0.396160722,0.376892895,0.004126122,0.393543124,0.20285432,0.40360257,0.393778294,0.215982929,0.37984845,0.404168636,5007,1.6551,1.7409,0.0957,0.0186
5139,5524,1,Urban,2018,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.103610151,0.521350205,0.467333019,0,0.498504609,0.155207664,0.346287727,0,0.063806973,0.524572968,0.411620051,5295,1.6547,1.7939,0.1388,0.0172
5241,6577,1,Urban,2017,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.073504969,0.452175647,0.418938488,0.01920446,0.500706255,0.223378852,0.275914878,0.410456747,0.019189049,0.715889454,0.264921457,6267,1.4129,1.6664,0.3075,0.15
5242,6268,99,All,2017,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.074871056,0.414095491,0.383091748,0.037540924,0.241002962,0.301132768,0.457864255,0.477768302,0.354980379,0.349825501,0.295194119,5991,1.2539,1.4178,0.2569,0.1384
5243,6573,0,Rural,2017,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.075549923,0.397461504,0.36743331,0.045550581,0.111658566,0.339857876,0.548483551,0.519265771,0.522220135,0.167508528,0.310271323,6263,1.1747,1.2939,0.2318,0.1327
5265,7675,1,Urban,2011,below primary,NA,NA,Education,Andaman and Nicobar Islands,0,0.381124884,0.381124884,0.002283154,0.3321127,0.365825444,0.302061856,0.054500669,0.155247197,0.358772546,0.485980242,NA,NA,NA,NA,NA
5341,7333,99,All,2011,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.028315607,0.452572465,0.439757586,0.036138128,0.297371715,0.175412357,0.527215898,0.064369969,0.393796831,0.271196306,0.335006863,NA,NA,NA,NA,NA
5350,7671,0,Rural,2011,below primary,NA,NA,Education,Andaman and Nicobar Islands,0.036633074,0.478946209,0.461400956,0.048635162,0.286778808,0.117353275,0.595867932,0.068789855,0.466533303,0.244493335,0.288973361,NA,NA,NA,NA,NA
5464,985,0,Rural,2023,NA,NA,NA,All,Andaman and Nicobar Islands,0.108378798,0.673965335,0.60092181,0.144483849,0.317278057,0.137877017,0.544844925,0.366824478,0.478708059,0.345080674,0.176211253,960,1.361,1.4133,0.2893,0.258
5466,917,99,All,2023,NA,NA,NA,All,Andaman and Nicobar Islands,0.116563715,0.627781034,0.55460459,0.085762195,0.475123048,0.120531559,0.404345393,0.328423113,0.300512969,0.514917493,0.184569523,893,1.6719,1.7147,0.2,0.1709
5469,986,1,Urban,2023,NA,NA,NA,All,Andaman and Nicobar Islands,0.128737837,0.569713116,0.496369481,0.011930928,0.715385437,0.094129302,0.190485284,0.288510978,0.029274888,0.773433149,0.19729197,961,2.1451,2.1736,0.0641,0.0383
5495,649,0,Rural,2023,NA,0,NA,Youth,Andaman and Nicobar Islands,0.008631914,0.673101962,0.66729176,0.14805916,0.308382452,0.13919951,0.552418053,NA,0.505432069,0.3045443,0.190023631,635,1.4278,1.4843,0.2742,0.2433
5550,513,99,All,2023,NA,0,NA,Youth,Andaman and Nicobar Islands,0.026575176,0.631673932,0.614887059,0.090373389,0.443819404,0.125797167,0.430383444,NA,0.329739183,0.466284782,0.203976035,501,1.7519,1.7917,0.1897,0.1659
5580,651,1,Urban,2023,NA,0,NA,Youth,Andaman and Nicobar Islands,0.055052187,0.575462639,0.543782175,0.012102921,0.669324934,0.103481956,0.227193072,NA,0.037206594,0.735586286,0.227207094,637,2.2916,2.3035,0.0491,0.0371
5683,652,1,Urban,2023,NA,1,NA,Youth,Andaman and Nicobar Islands,0.295414984,0.557122171,0.392539918,0.01155428,0.855117381,0.0657565,0.079126149,0.288510978,0.005212751,0.888247728,0.106539503,638,1.7006,1.7795,0.1096,0.0418
5688,514,99,All,2023,NA,1,NA,Youth,Andaman and Nicobar Islands,0.349377543,0.617928803,0.402038366,0.074091934,0.596291602,0.100149699,0.303558707,0.328423113,0.187385678,0.703162551,0.109451778,502,1.3621,1.4169,0.2397,0.1902
5690,650,0,Rural,2023,NA,1,NA,Youth,Andaman and Nicobar Islands,0.392139703,0.676433802,0.411177278,0.134262428,0.358550549,0.131741136,0.509708285,0.366824478,0.354718268,0.533154905,0.11212682,636,1.0512,1.0839,0.3592,0.3265
5799,1984,0,Rural,2022,NA,NA,NA,All,Andaman and Nicobar Islands,0.125919163,0.657265365,0.574503064,0.121242628,0.311849505,0.109563023,0.578587472,0.310409665,0.373345464,0.371652067,0.255002469,1932,1.4385,1.5134,0.2547,0.224
5804,1915,99,All,2022,NA,NA,NA,All,Andaman and Nicobar Islands,0.156801492,0.646793246,0.545375109,0.073904656,0.431460559,0.117486462,0.451052994,0.309264958,0.225042075,0.524904966,0.250052959,1864,1.6244,1.6896,0.1942,0.1579
5805,1985,1,Urban,2022,NA,NA,NA,All,Andaman and Nicobar Islands,0.197959125,0.63334471,0.507968307,0.013112237,0.605187356,0.128994718,0.26581794,0.307866693,0.009641663,0.747494221,0.242864147,1933,1.8944,1.9456,0.1064,0.0619
5892,1645,0,Rural,2022,NA,0,NA,Youth,Andaman and Nicobar Islands,0.034021057,0.692607582,0.669044375,0.116516098,0.305991322,0.111557126,0.582451522,NA,0.400413156,0.343485564,0.25610128,1604,1.551,1.6434,0.2254,0.1875
5923,1507,99,All,2022,NA,0,NA,Youth,Andaman and Nicobar Islands,0.06896355,0.681281626,0.634298027,0.073355049,0.41772759,0.119137131,0.463135272,NA,0.244711757,0.500118136,0.255170107,1468,1.7316,1.8095,0.175,0.1332
5944,1647,1,Urban,2022,NA,0,NA,Youth,Andaman and Nicobar Islands,0.116672628,0.666402698,0.588651717,0.016654329,0.584562659,0.130454943,0.284982383,NA,0.012231717,0.733988523,0.253779739,1606,2.0013,2.0574,0.0996,0.052
6021,1646,0,Rural,2022,NA,1,NA,Youth,Andaman and Nicobar Islands,0.378518373,0.576417446,0.358232826,0.132054925,0.336877525,0.101043575,0.562078893,0.310409665,0.257703304,0.491988719,0.250307977,1605,0.9578,0.9578,0.3797,0.3797
6022,1508,99,All,2022,NA,1,NA,Youth,Andaman and Nicobar Islands,0.389220655,0.570390642,0.348382831,0.0751222,0.486851156,0.11082866,0.402320176,0.309264958,0.145706251,0.624880314,0.22941345,1469,1.192,1.2062,0.2719,0.2576
6023,1648,1,Urban,2022,NA,1,NA,Youth,Andaman and Nicobar Islands,0.402604491,0.563028812,0.336350888,0.005578034,0.681964219,0.123558886,0.194476888,0.307866693,0,0.797769964,0.202230036,1607,1.4966,1.5294,0.1317,0.0988
6118,2983,0,Rural,2021,NA,NA,NA,All,Andaman and Nicobar Islands,0.10967125,0.617304444,0.549603879,0.090091854,0.192263529,0.28098774,0.526748776,0.386957914,0.469974607,0.297545195,0.232480183,2904,1.3725,1.4846,0.2857,0.2016
6129,2914,99,All,2021,NA,NA,NA,All,Andaman and Nicobar Islands,0.134973288,0.607218742,0.525260448,0.052756596,0.303532213,0.28909868,0.407369107,0.327501267,0.279135525,0.494838178,0.226026312,2836,1.5928,1.7099,0.2266,0.1369
6136,2984,1,Urban,2021,NA,NA,NA,All,Andaman and Nicobar Islands,0.161925301,0.596831679,0.500189543,0.014305612,0.429446906,0.298277289,0.272275835,0.273846507,0.063176788,0.718100309,0.218722925,2905,1.8421,1.9649,0.1597,0.0637
6208,2644,0,Rural,2021,NA,0,NA,Youth,Andaman and Nicobar Islands,0.03484273,0.678881466,0.655227423,0.099843964,0.207081199,0.261393756,0.531525016,NA,0.485650063,0.276104003,0.238245949,2576,1.4008,1.5261,0.2767,0.1816
6238,2506,99,All,2021,NA,0,NA,Youth,Andaman and Nicobar Islands,0.057109766,0.653916419,0.616571426,0.058971882,0.314997256,0.258991688,0.426011086,NA,0.296561778,0.465911686,0.237526551,2440,1.6505,1.7605,0.2186,0.1294
6255,2646,1,Urban,2021,NA,0,NA,Youth,Andaman and Nicobar Islands,0.083363749,0.626742005,0.574494421,0.014482697,0.448971063,0.256009579,0.295019358,NA,0.061815597,0.701550961,0.23663345,2578,1.9604,2.0516,0.1465,0.0647
6353,2647,1,Urban,2021,NA,1,NA,Youth,Andaman and Nicobar Islands,0.363275111,0.531787038,0.338602036,0.013920513,0.357409358,0.454230785,0.188359857,0.273846507,0.068199128,0.779161751,0.152639151,2579,1.4053,1.645,0.2084,0.0598
6355,2507,99,All,2021,NA,1,NA,Youth,Andaman and Nicobar Islands,0.380176038,0.495734513,0.307268113,0.037918463,0.248608515,0.433327436,0.318064034,0.327501267,0.195654511,0.633411527,0.170933962,2441,1.3164,1.4675,0.2648,0.1726
6356,2645,0,Rural,2021,NA,1,NA,Youth,Andaman and Nicobar Islands,0.402027518,0.455783486,0.272545964,0.064511389,0.098821498,0.404549628,0.496628881,0.386957914,0.371123374,0.432756066,0.196120575,2577,1.1939,1.2231,0.3425,0.3279
6462,3982,0,Rural,2020,NA,NA,NA,All,Andaman and Nicobar Islands,0.151861176,0.64584142,0.547763169,0.090343215,0.274596184,0.266857952,0.458545864,0.302505404,0.386489749,0.375557899,0.237952352,3876,1.5072,1.5848,0.2701,0.1974
6463,3913,99,All,2020,NA,NA,NA,All,Andaman and Nicobar Islands,0.155685052,0.635888338,0.53689003,0.059335086,0.407122672,0.227551296,0.365326047,0.323701292,0.241837934,0.520421505,0.237740532,3808,1.8032,1.87,0.2064,0.1523
6465,3983,1,Urban,2020,NA,NA,NA,All,Andaman and Nicobar Islands,0.160848856,0.622924566,0.522727847,0.018947128,0.588005006,0.173902526,0.238092482,0.350279152,0.044406012,0.718142569,0.237451434,3877,2.2073,2.2593,0.1194,0.0908
6543,3645,1,Urban,2020,NA,0,NA,Youth,Andaman and Nicobar Islands,0.042729232,0.626011789,0.599262834,0.018540433,0.557305634,0.165436268,0.277258098,NA,0.051227968,0.719301999,0.229470044,3550,2.2368,2.2886,0.1199,0.0968
6576,3505,99,All,2020,NA,0,NA,Youth,Andaman and Nicobar Islands,0.061658524,0.663190424,0.622299135,0.073525637,0.380127341,0.198773339,0.421099335,NA,0.279826134,0.489789307,0.230384529,3412,1.7978,1.8587,0.2098,0.1643
6584,3643,0,Rural,2020,NA,0,NA,Youth,Andaman and Nicobar Islands,0.074592128,0.691239953,0.639678895,0.115009323,0.254900515,0.222335443,0.522764027,NA,0.4413957,0.327573419,0.231030881,3548,1.4876,1.5549,0.2733,0.212
6679,3644,0,Rural,2020,NA,1,NA,Youth,Andaman and Nicobar Islands,0.371218204,0.544348419,0.342276365,0.035199668,0.356886655,0.4528777,0.190235659,0.302505404,0.157087013,0.576041996,0.266871005,3549,1.5894,1.7095,0.2567,0.1365
6680,3506,99,All,2020,NA,1,NA,Youth,Andaman and Nicobar Islands,0.391785055,0.576313615,0.350522578,0.028370481,0.511700094,0.339034498,0.149265409,0.323701292,0.094675057,0.639087915,0.26623705,3413,1.8242,1.9135,0.1931,0.106
6686,3646,1,Urban,2020,NA,1,NA,Youth,Andaman and Nicobar Islands,0.414559782,0.616395295,0.360862583,0.019807253,0.695824802,0.203637049,0.100538164,0.350279152,0.020446477,0.714070439,0.265483052,3551,2.1034,2.1561,0.1174,0.0696
6792,5043,1,Urban,2019,NA,NA,NA,All,Andaman and Nicobar Islands,0.153755099,0.58968991,0.499022067,0.005538182,0.70417428,0.119050331,0.176775411,0.349968433,0.018673413,0.73305881,0.248267755,4849,1.8365,1.9012,0.1403,0.0958
6794,4973,99,All,2019,NA,NA,NA,All,Andaman and Nicobar Islands,0.164293632,0.563192725,0.470663726,0.013403136,0.62313062,0.124599487,0.252269924,0.349032074,0.148414999,0.571125925,0.280459076,4780,1.6965,1.7632,0.1498,0.0988
6798,5042,0,Rural,2019,NA,NA,NA,All,Andaman and Nicobar Islands,0.172246367,0.544721842,0.450895488,0.018885696,0.561095059,0.128847137,0.310057819,0.348353833,0.248509526,0.446196049,0.305294424,4848,1.5893,1.6575,0.1571,0.1012
6905,4703,0,Rural,2019,NA,0,NA,Youth,Andaman and Nicobar Islands,0.07356324,0.547692537,0.507402539,0.015651539,0.501718879,0.139650628,0.358630478,NA,0.279888421,0.436452955,0.283658653,4520,1.6896,1.774,0.1387,0.0694
6911,4565,99,All,2019,NA,0,NA,Youth,Andaman and Nicobar Islands,0.079833321,0.579500437,0.53323698,0.012651484,0.575502217,0.13095215,0.293545634,NA,0.168716326,0.551567972,0.279715687,4384,1.7751,1.8529,0.1416,0.0816
6916,4705,1,Urban,2019,NA,0,NA,Youth,Andaman and Nicobar Islands,0.087849215,0.625977159,0.570985556,0.008267893,0.672290325,0.1195416,0.208168074,NA,0.024363851,0.701040208,0.274595946,4522,1.8873,1.9565,0.1454,0.0977
7007,4706,1,Urban,2019,NA,1,NA,Youth,Andaman and Nicobar Islands,0.315945804,0.516068339,0.353018701,0,0.808802724,0.117438212,0.073759086,0.349968433,0,0.838129282,0.161870688,4523,1.6699,1.7197,0.1238,0.0894
7014,4566,99,All,2019,NA,1,NA,Youth,Andaman and Nicobar Islands,0.3583754,0.528985679,0.339410216,0.014979797,0.780998826,0.103543043,0.115458101,0.349032074,0.081512526,0.635578573,0.282908887,4385,1.4359,1.4657,0.1773,0.1559
7017,4704,0,Rural,2019,NA,1,NA,Youth,Andaman and Nicobar Islands,0.387838483,0.538342595,0.329552621,0.025830712,0.759424508,0.092761099,0.147814423,0.348353833,0.144762114,0.478409499,0.376828402,4521,1.2543,1.2686,0.2188,0.2075
7127,6096,1,Urban,2018,NA,NA,NA,All,Andaman and Nicobar Islands,0.154806986,0.588814616,0.497662008,0.021844076,0.64264971,0.078167804,0.279182464,0.326069921,0.030533016,0.775628924,0.19383806,5844,1.9016,1.9554,0.112,0.0689
7128,6026,99,All,2018,NA,NA,NA,All,Andaman and Nicobar Islands,0.156239584,0.563573778,0.475521237,0.024867427,0.565706074,0.112830393,0.321463525,0.36687696,0.121273443,0.629919291,0.248807237,5775,1.8461,1.8917,0.1052,0.0686
7130,6095,0,Rural,2018,NA,NA,NA,All,Andaman and Nicobar Islands,0.157315925,0.545988798,0.460096061,0.026973758,0.507723629,0.138951108,0.353325278,0.397363394,0.189652786,0.520116806,0.290230393,5843,1.8042,1.8437,0.1,0.0683
