,sector,sector_type,year,state,sex1_female,sex1_male,youth,working_age,working_age_female,working_age_male,age_cohort_1,age_cohort_2,age_cohort_3,age_cohort_4,age_cohort_female_1,age_cohort_female_2,age_cohort_female_3,age_cohort_female_4,age_cohort_male_1,age_cohort_male_2,age_cohort_male_3,age_cohort_male_4
153,1,Urban,2022,Chandigarh,0.485207945,0.514792055,0.249243706,0.809034348,0.812334776,0.805923581,0.308075577,0.297262758,0.295664728,0.098996967,0.321057707,0.293190002,0.281741381,0.104010917,0.295742154,0.301131994,0.30889231,0.094233565
222,99,All,2021,Chandigarh,0.467698216,0.532301784,0.293881953,0.785585761,0.794472098,0.77777797,0.374092788,0.285583884,0.271623313,0.06870003,0.355660796,0.310395181,0.267222583,0.066721439,0.390635341,0.263315886,0.275572985,0.070475802
260,0,Rural,2021,Chandigarh,0.480911583,0.519088417,0.315440416,0.725044072,0.711462021,0.737627208,0.435063779,0.288375169,0.216024116,0.060536928,0.414656848,0.316397071,0.205381364,0.063564733,0.453299224,0.263335079,0.225534379,0.057831313
261,1,Urban,2021,Chandigarh,0.467021823,0.532978177,0.292778373,0.788684964,0.798847854,0.779779732,0.37122348,0.285452515,0.274239838,0.06908419,0.352891117,0.31011343,0.270125836,0.066869639,0.387679994,0.263314992,0.277932882,0.071072139
330,99,All,2020,Chandigarh,0.494524121,0.505475879,0.270132154,0.799630165,0.807752311,0.791684031,0.337821364,0.31057477,0.258759528,0.092844352,0.330755293,0.31973511,0.259260029,0.090249591,0.34487465,0.301431,0.258259922,0.09543442
368,0,Rural,2020,Chandigarh,0.475384235,0.524615765,0.245308742,0.660535634,0.712854862,0.613126278,0.371378511,0.501609862,0.06061339,0.066398241,0.428701818,0.463748753,0.040736355,0.066813059,0.310985565,0.541498423,0.081554815,0.065961197
369,1,Urban,2020,Chandigarh,0.495418996,0.504581004,0.271292776,0.806133509,0.812009752,0.800363958,0.336535782,0.303256154,0.266350567,0.093857512,0.326897591,0.314063013,0.267866731,0.09117265,0.346136659,0.292491108,0.264840245,0.09653198
438,99,All,2019,Chandigarh,0.492694527,0.507305473,0.26874274,0.753083885,0.773043215,0.733699441,0.356856287,0.332922995,0.225678667,0.084542058,0.38589111,0.30943799,0.211824715,0.092846178,0.327145606,0.356954664,0.239855111,0.076044627
476,0,Rural,2019,Chandigarh,0.41206193,0.58793807,0.160916552,0.654702783,0.62825948,0.673235774,0.245785668,0.611763716,0.114937104,0.027513495,0.237723961,0.643033087,0.070554912,0.048688021,0.25105831,0.591312408,0.143964738,0.013664556
477,1,Urban,2019,Chandigarh,0.496709347,0.503290653,0.274111539,0.757982433,0.779023647,0.737216353,0.361633122,0.320930898,0.230441317,0.086994685,0.390826881,0.298325241,0.21653071,0.094317183,0.331187159,0.344506145,0.244948581,0.079358108
546,99,All,2018,Chandigarh,0.465752095,0.534247905,0.277631283,0.785925448,0.793137491,0.779638052,0.353253961,0.297170669,0.26306048,0.086514883,0.325831711,0.320673376,0.257355958,0.096138947,0.377574354,0.276326478,0.268119723,0.077979445
584,0,Rural,2018,Chandigarh,0.51990217,0.48009783,0.354986042,0.680036962,0.551700234,0.819013894,0.522009909,0.312546253,0.145244688,0.020199135,0.490890056,0.353320718,0.118201204,0.037588041,0.544710755,0.282802761,0.164971933,0.007514555
585,1,Urban,2018,Chandigarh,0.463163048,0.536836952,0.273932755,0.790988266,0.806095421,0.7779544,0.346317083,0.296538651,0.267903417,0.089240856,0.319768757,0.319474161,0.262467444,0.098289646,0.37005052,0.276034951,0.272763014,0.081151493
654,99,All,2017,Chandigarh,0.501937032,0.498062968,0.296018273,0.75902158,0.758352757,0.75969559,0.389999807,0.311726719,0.221769392,0.076504089,0.392911077,0.316901118,0.221964687,0.068223126,0.387071073,0.306521297,0.221572921,0.084834717
692,0,Rural,2017,Chandigarh,0.516196072,0.483803928,0.221268848,0.640989184,0.556443572,0.73119539,0.345199019,0.453520447,0.114559874,0.08672066,0.382893682,0.420550078,0.11469464,0.081861593,0.31459257,0.480290979,0.114450447,0.090666011
693,1,Urban,2017,Chandigarh,0.501327574,0.498672426,0.299213171,0.764066458,0.767238617,0.76087743,0.391606212,0.306642503,0.225613549,0.076137759,0.393230796,0.313592881,0.225388512,0.067787819,0.389959276,0.299596697,0.225841686,0.084602341
25,99,All,2023,Chhattisgarh,0.497686416,0.502313584,0.29109183,0.773611426,0.773117363,0.7741009,0.376276553,0.284169316,0.265664279,0.073889859,0.363464147,0.293075621,0.265897632,0.077562585,0.388954788,0.275356233,0.265433371,0.070255592
80,0,Rural,2023,Chhattisgarh,0.501467466,0.498532534,0.291416168,0.764114201,0.761964917,0.766276062,0.381377786,0.280601382,0.262646914,0.07537391,0.363578469,0.295370966,0.26383251,0.077218048,0.399181128,0.26582846,0.261461049,0.073529355
81,1,Urban,2023,Chhattisgarh,0.482007921,0.517992079,0.28974691,0.812992692,0.821229279,0.80532825,0.356395483,0.298074573,0.277423888,0.06810607,0.363006532,0.283888102,0.274163663,0.07894168,0.350122213,0.311536133,0.280517519,0.057824116
132,99,All,2022,Chhattisgarh,0.491001159,0.508998841,0.272657812,0.749094307,0.749696434,0.74851346,0.363983303,0.293686926,0.264208704,0.078121051,0.356976449,0.299605191,0.2678729,0.075545445,0.370753109,0.287968874,0.260668486,0.080609515
188,0,Rural,2022,Chhattisgarh,0.488583714,0.511416286,0.269906104,0.737240851,0.735189259,0.73920089,0.366103023,0.294110268,0.261727512,0.078059182,0.356797516,0.302126139,0.266487151,0.074589185,0.374944836,0.286493868,0.257205039,0.081356265
189,1,Urban,2022,Chhattisgarh,0.5014925,0.4985075,0.284599692,0.800535917,0.811034262,0.789974689,0.355511457,0.291994929,0.274125278,0.078368351,0.357662171,0.289943218,0.273184121,0.07921052,0.35329023,0.294113934,0.275097311,0.077498555
240,99,All,2021,Chhattisgarh,0.504010737,0.495989263,0.278645456,0.745762408,0.752745569,0.738666296,0.373638391,0.29604885,0.253273726,0.077039026,0.379670113,0.297925144,0.246959329,0.075445391,0.367392272,0.294105858,0.259812564,0.0786893
296,0,Rural,2021,Chhattisgarh,0.50553447,0.49446553,0.280558139,0.740756154,0.749309182,0.732011616,0.378745615,0.289062828,0.252083987,0.080107562,0.389246315,0.28695333,0.245705888,0.07809446,0.367756158,0.291270494,0.258758962,0.08221437
297,1,Urban,2021,Chhattisgarh,0.497382462,0.502617538,0.270325094,0.767540216,0.767939091,0.767145455,0.352196664,0.325378358,0.258268625,0.064156361,0.338357031,0.34525919,0.252366841,0.064016916,0.365906298,0.305684268,0.264114946,0.064294487
348,99,All,2020,Chhattisgarh,0.487929821,0.512070179,0.297113657,0.760405421,0.771334171,0.749991894,0.39073059,0.280007809,0.253970563,0.07529106,0.382848799,0.288748741,0.257966965,0.070435479,0.398454517,0.271441936,0.250054151,0.080049388
404,0,Rural,2020,Chhattisgarh,0.48773545,0.51226455,0.300120264,0.759142458,0.768415391,0.75031358,0.395341158,0.271982789,0.254492372,0.078183688,0.384455264,0.284008324,0.258948833,0.072587594,0.405955821,0.260256857,0.250146955,0.083640367
405,1,Urban,2020,Chhattisgarh,0.488751501,0.511248499,0.284403861,0.765744269,0.783646882,0.748629451,0.371408403,0.313639492,0.251783669,0.063168444,0.376203656,0.308357537,0.253905565,0.061533224,0.366609722,0.318925202,0.249660239,0.064804837
456,99,All,2019,Chhattisgarh,0.495209754,0.504790246,0.281883746,0.742979407,0.756763756,0.729456604,0.379396468,0.304640055,0.242582291,0.073381193,0.376247168,0.311321259,0.23475565,0.077675916,0.382601619,0.297840297,0.250547826,0.069010258
512,0,Rural,2019,Chhattisgarh,0.492451966,0.507548034,0.279944986,0.734274864,0.748844504,0.720138609,0.38125369,0.304544896,0.241914034,0.072287396,0.375003785,0.316356242,0.232207626,0.07643234,0.387559414,0.29262802,0.251707137,0.068105415
513,1,Urban,2019,Chhattisgarh,0.507734716,0.492265284,0.290688872,0.782512426,0.791647851,0.773089826,0.371481508,0.305045635,0.245430201,0.078042641,0.381428152,0.290341496,0.245372728,0.082857646,0.36097604,0.320575953,0.245490909,0.072957113
564,99,All,2018,Chhattisgarh,0.486875862,0.513124138,0.267552555,0.730292022,0.741520286,0.719638109,0.366363794,0.330746442,0.236722201,0.066167548,0.366947025,0.341115177,0.226923808,0.065013982,0.365793586,0.320608974,0.246302068,0.067295387
620,0,Rural,2018,Chhattisgarh,0.484078318,0.515921682,0.265903503,0.726691544,0.738483787,0.715627134,0.365909725,0.328181118,0.238462925,0.067446202,0.364424586,0.341923296,0.226922303,0.066729821,0.367347747,0.314875335,0.249637097,0.068139836
621,1,Urban,2018,Chhattisgarh,0.498972118,0.501027882,0.27468285,0.7458601,0.754257977,0.737496674,0.368276626,0.341553539,0.229388967,0.060780875,0.377306879,0.337796241,0.226930022,0.057966873,0.359079063,0.345380455,0.231893465,0.063647024
672,99,All,2017,Chhattisgarh,0.483861983,0.516138017,0.277036875,0.731210947,0.740338743,0.722653925,0.378874093,0.317470819,0.242204517,0.061450556,0.373907626,0.326769888,0.237457857,0.061864641,0.383643955,0.308539957,0.246763244,0.061052866
728,0,Rural,2017,Chhattisgarh,0.4818376,0.5181624,0.273408294,0.725125968,0.733562052,0.717281282,0.377049357,0.321039885,0.240743682,0.06116705,0.372918338,0.33415547,0.231375679,0.061550505,0.380977988,0.308566928,0.249652684,0.060802385
729,1,Urban,2017,Chhattisgarh,0.492490381,0.507509619,0.29250291,0.757146657,0.768597901,0.746034324,0.386322677,0.302901864,0.248167634,0.062607825,0.37784493,0.297375381,0.261664778,0.063114896,0.394798338,0.308427006,0.234673783,0.062100884
28,99,All,2023,Daman & Diu,0.450075209,0.549924791,0.274102807,0.754048049,0.746942222,0.759863615,0.363508433,0.369255841,0.210738659,0.056497063,0.348778397,0.367382884,0.217111066,0.066727653,0.375358939,0.370762676,0.205611974,0.048266422
86,0,Rural,2023,Daman & Diu,0.480471641,0.519528359,0.287947744,0.736489594,0.750973105,0.723094881,0.3909733,0.310836613,0.23036842,0.067821667,0.356939822,0.314738333,0.237844169,0.090477668,0.423661709,0.30708912,0.223188132,0.046061061
87,1,Urban,2023,Daman & Diu,0.427579939,0.572420061,0.263856679,0.767042398,0.743590057,0.784560561,0.343992293,0.410767734,0.19679001,0.04844996,0.341923892,0.411597311,0.199698001,0.046780787,0.34545663,0.41018042,0.19473128,0.04963167
135,99,All,2022,Daman & Diu,0.463783264,0.536216736,0.268815726,0.730385363,0.688841224,0.766317666,0.368046433,0.382043421,0.202818006,0.04709214,0.361122608,0.364913851,0.209828839,0.064134717,0.373429507,0.395361215,0.197367281,0.033842009
194,0,Rural,2022,Daman & Diu,0.485356063,0.514643937,0.2714293,0.752045214,0.719163001,0.78305614,0.360921532,0.301291227,0.260548681,0.07723856,0.320928395,0.329593718,0.232850656,0.116627224,0.395561188,0.276777297,0.284539074,0.043122467
195,1,Urban,2022,Daman & Diu,0.451746583,0.548253417,0.267357469,0.718300104,0.67066431,0.757550836,0.372208565,0.429216385,0.169093519,0.029481528,0.386960179,0.387618273,0.195029989,0.030391555,0.361447722,0.459560931,0.150173679,0.028817693
243,99,All,2021,Daman & Diu,0.426097006,0.573902994,0.351070791,0.783203781,0.771640241,0.791789234,0.448249578,0.338984698,0.182571918,0.030193793,0.398020595,0.360868663,0.192068875,0.049041841,0.484593332,0.323150307,0.175700292,0.016556077
302,0,Rural,2021,Daman & Diu,0.464701325,0.535298675,0.369436949,0.829544187,0.827833652,0.831029177,0.445349306,0.262558609,0.250489473,0.041602612,0.349520236,0.30028376,0.283817887,0.066378117,0.528220177,0.229934737,0.221667796,0.020177297
303,1,Urban,2021,Daman & Diu,0.401968509,0.598031491,0.339591563,0.754240096,0.731036901,0.769836247,0.450243294,0.391521752,0.135883823,0.02235111,0.437705457,0.410441577,0.116996311,0.034856636,0.458245903,0.379445672,0.147939295,0.014369125
351,99,All,2020,Daman & Diu,0.431701034,0.568298966,0.346245289,0.797698498,0.819755912,0.780942798,0.434055358,0.305629671,0.221856222,0.038458761,0.381916314,0.323561192,0.237468496,0.057053998,0.475630581,0.291331202,0.209407136,0.023631081
410,0,Rural,2020,Daman & Diu,0.445390522,0.554609478,0.37947911,0.811226487,0.853388548,0.777367353,0.467784405,0.281949162,0.211107552,0.039158866,0.40236485,0.327137917,0.212220877,0.058276374,0.525458694,0.242110506,0.210126057,0.022304771
411,1,Urban,2020,Daman & Diu,0.42209506,0.57790494,0.322925001,0.788205802,0.79485327,0.783350646,0.409696311,0.322731674,0.229618877,0.037953146,0.365660578,0.320717841,0.257539302,0.05608226,0.442331761,0.324224144,0.208926693,0.024517419
459,99,All,2019,Daman & Diu,0.421162486,0.578837514,0.356909811,0.770768285,0.747543633,0.787666619,0.46305719,0.324441582,0.18191354,0.030587688,0.395897895,0.334038198,0.217435181,0.052628718,0.50943315,0.317814767,0.15738453,0.015367533
518,0,Rural,2019,Daman & Diu,0.487091839,0.512908161,0.307148188,0.765820503,0.726960123,0.802724957,0.401070714,0.356091261,0.199848935,0.042989075,0.369529575,0.346142113,0.224197552,0.060130771,0.428197145,0.364647895,0.178908318,0.028246652
519,1,Urban,2019,Daman & Diu,0.387651026,0.612348974,0.382203311,0.773283243,0.760689914,0.781255484,0.49426043,0.308509529,0.172885075,0.024344975,0.411992133,0.326650441,0.213307679,0.048049752,0.544969916,0.297327608,0.147968933,0.009733556
567,99,All,2018,Daman & Diu,0.421735883,0.578264117,0.327409267,0.739163458,0.746251285,0.733994186,0.442945689,0.365266353,0.163252503,0.028535469,0.431211948,0.345793098,0.192083627,0.030911315,0.451646149,0.379705638,0.141874418,0.026773795
626,0,Rural,2018,Daman & Diu,0.461864769,0.538135231,0.315149695,0.75758642,0.752556205,0.761903644,0.415991753,0.34568575,0.192598611,0.045723878,0.386562645,0.32642588,0.24261646,0.044395011,0.440939993,0.362013072,0.150196522,0.046850406
627,1,Urban,2018,Daman & Diu,0.401178479,0.598821521,0.33368963,0.729725659,0.74253279,0.72114557,0.457280934,0.375680178,0.147644937,0.019393921,0.457900643,0.357369632,0.161878154,0.022851575,0.456853479,0.388311088,0.137826651,0.017008776
675,99,All,2017,Daman & Diu,0.411281705,0.588718295,0.31716162,0.740463197,0.720290542,0.754555941,0.428328663,0.360372275,0.174048707,0.037250362,0.37212199,0.429086238,0.149739653,0.049052112,0.465811789,0.314548224,0.190259963,0.029380005
734,0,Rural,2017,Daman & Diu,0.474165976,0.525834024,0.272972137,0.678137839,0.699169219,0.659172893,0.402531952,0.380321205,0.176699087,0.040447764,0.445593029,0.362233192,0.145969495,0.046204314,0.361345977,0.397621572,0.206090569,0.034941882
735,1,Urban,2017,Daman & Diu,0.378835499,0.621164501,0.339961916,0.772621036,0.733930826,0.796217442,0.440011203,0.351337999,0.172848433,0.035802357,0.326921314,0.47021544,0.152059123,0.050804123,0.503586948,0.284508705,0.184535563,0.027368814
10,99,All,2023,Delhi,0.455653667,0.544346333,0.267961532,0.77465719,0.780097008,0.770103753,0.345909804,0.329956532,0.239046499,0.08508718,0.317037225,0.333295763,0.253476501,0.096190512,0.370391667,0.327125072,0.226810902,0.075672358
50,0,Rural,2023,Delhi,0.414002717,0.585997283,0.302190244,0.719491839,0.767571032,0.685524166,0.420005113,0.33869651,0.233689427,0.007608954,0.296618909,0.36370483,0.332753271,0.006922996,0.517609656,0.318913698,0.15532507,0.008151581
51,1,Urban,2023,Delhi,0.456695676,0.543304324,0.267105192,0.776037335,0.780381083,0.772386014,0.344191164,0.329753786,0.23917076,0.086884275,0.317492694,0.332617432,0.25170809,0.098181777,0.366865933,0.327321738,0.228522927,0.077289417
117,99,All,2022,Delhi,0.466429472,0.533570528,0.284981579,0.76460135,0.762533069,0.766409338,0.372719198,0.319881141,0.238205418,0.069194265,0.367323101,0.315713882,0.234177724,0.082785279,0.377412409,0.32350558,0.241708472,0.057373542
158,0,Rural,2022,Delhi,0.495489925,0.504510075,0.303169161,0.768063843,0.752642512,0.783209443,0.394718707,0.349389941,0.190377817,0.065513544,0.405225992,0.37975055,0.122965939,0.092057519,0.384802043,0.320735872,0.254000515,0.040461577
159,1,Urban,2022,Delhi,0.465630889,0.534369111,0.284481794,0.764506161,0.76282227,0.765973449,0.372111827,0.319066465,0.23952584,0.069295883,0.366229534,0.313866287,0.237386405,0.082517758,0.377216369,0.323579043,0.24138239,0.057822186
225,99,All,2021,Delhi,0.471223146,0.528776854,0.292142868,0.780008554,0.767842114,0.790850759,0.374538064,0.32823056,0.218432263,0.078799114,0.360951245,0.332646668,0.220267609,0.086134493,0.386293799,0.324409634,0.216844276,0.072452314
266,0,Rural,2021,Delhi,0.486805528,0.513194472,0.290175885,0.750589013,0.688717723,0.809278786,0.386597574,0.379439473,0.219223961,0.014738998,0.327721804,0.417944938,0.249557748,0.004775513,0.43412599,0.348355293,0.19473654,0.02278218
267,1,Urban,2021,Delhi,0.470665574,0.529334426,0.292213261,0.781061172,0.770770371,0.790211439,0.374123394,0.326469749,0.218405038,0.081001841,0.362050086,0.329825968,0.219299018,0.08882492,0.38459444,0.323558897,0.217629701,0.074216962
333,99,All,2020,Delhi,0.465184361,0.534815639,0.30407241,0.787981153,0.773864627,0.800259829,0.385887891,0.301842332,0.233580977,0.0786888,0.374215364,0.309589416,0.228053987,0.088141225,0.395705819,0.295326144,0.238229796,0.070738234
374,0,Rural,2020,Delhi,0.437422305,0.562577695,0.299873173,0.750952721,0.751542449,0.750494182,0.399323612,0.33217141,0.254481316,0.014023632,0.320017189,0.442894459,0.21463798,0.022450369,0.461073071,0.245960414,0.285504103,0.007462419
375,1,Urban,2020,Delhi,0.465997964,0.534002036,0.304195464,0.789066374,0.774478734,0.801796317,0.385513157,0.300996423,0.232998028,0.0804924,0.375662178,0.30603084,0.228412136,0.089894854,0.393816739,0.29675281,0.236863583,0.072566889
441,99,All,2019,Delhi,0.453201085,0.546798915,0.3018094,0.785196483,0.790882289,0.780483902,0.38437438,0.309083164,0.233264714,0.073277734,0.367994666,0.320462048,0.23142615,0.080117151,0.398131192,0.299526423,0.234808877,0.067533523
482,0,Rural,2019,Delhi,0.441003561,0.558996439,0.242952466,0.655121922,0.696919203,0.622147202,0.370850772,0.41152823,0.206108496,0.011512503,0.35244602,0.460432589,0.1811461,0.005975299,0.387115687,0.368309736,0.228168666,0.016405927
483,1,Urban,2019,Delhi,0.453686297,0.546313703,0.30415076,0.790370882,0.794515669,0.786928833,0.384820282,0.305705249,0.23416014,0.075314321,0.368522048,0.315714478,0.233131573,0.082631916,0.39848569,0.297312915,0.23502256,0.069178835
549,99,All,2018,Delhi,0.446905255,0.553094745,0.301964134,0.751981735,0.747868776,0.755305111,0.401557803,0.321472436,0.22296299,0.054006763,0.365482926,0.345884115,0.22791934,0.0607136,0.430419624,0.301941782,0.218997657,0.048640937
