statename,sector,Year,quint_label,group,dem,real_wage_23,sex_cat,youth_cat,cws_type,emp_type,sex_label,youth_lab,cws_label,emp_label
Maharashtra,Urban,2023,3,Youth,Youth,15050.91,NA,1,NA,NA,NA,Youth,NA,NA
Maharashtra,Urban,2023,3,Youth,Youth,20490.12,NA,2,NA,NA,NA,NonYouth,NA,NA
Maharashtra,Urban,2023,4,Youth,Youth,18585.18,NA,1,NA,NA,NA,Youth,NA,NA
Maharashtra,Urban,2023,4,Youth,Youth,31009.91,NA,2,NA,NA,NA,NonYouth,NA,NA
Maharashtra,Urban,2023,5,Youth,Youth,29743.62,NA,1,NA,NA,NA,Youth,NA,NA
Maharashtra,Urban,2023,5,Youth,Youth,56567.09,NA,2,NA,NA,NA,NonYouth,NA,NA
,,,,,,,,,,,,,,
Maharashtra,Urban,2017,Total,CWSType,CWS Type,9871.8,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2017,Total,CWSType,CWS Type,14398.89,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2017,Total,CWSType,CWS Type,20946.32,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Maharashtra,Urban,2017,1,CWSType,CWS Type,3702.57,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2017,1,CWSType,CWS Type,6170.96,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2017,1,CWSType,CWS Type,7199.45,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2017,2,CWSType,CWS Type,7094.55,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2017,2,CWSType,CWS Type,11377.45,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2017,2,CWSType,CWS Type,12959.01,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2017,3,CWSType,CWS Type,9955.27,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2017,3,CWSType,CWS Type,14398.89,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2017,3,CWSType,CWS Type,20946.32,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2017,4,CWSType,CWS Type,14221.81,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2017,4,CWSType,CWS Type,21332.72,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2017,4,CWSType,CWS Type,31730.8,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2017,5,CWSType,CWS Type,28378.19,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2017,5,CWSType,CWS Type,49208.99,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2017,5,CWSType,CWS Type,57595.58,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Maharashtra,Urban,2018,Total,CWSType,CWS Type,10423.99,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2018,Total,CWSType,CWS Type,16277.93,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2018,Total,CWSType,CWS Type,20287.92,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Maharashtra,Urban,2018,1,CWSType,CWS Type,3740.41,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2018,1,CWSType,CWS Type,6857.89,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2018,1,CWSType,CWS Type,8253.94,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2018,2,CWSType,CWS Type,7408.14,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2018,2,CWSType,CWS Type,12084.41,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2018,2,CWSType,CWS Type,13675.23,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2018,3,CWSType,CWS Type,10972.62,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2018,3,CWSType,CWS Type,16277.93,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2018,3,CWSType,CWS Type,20347.41,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2018,4,CWSType,CWS Type,16410.27,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2018,4,CWSType,CWS Type,20883.28,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2018,4,CWSType,CWS Type,33478.23,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2018,5,CWSType,CWS Type,26470.58,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2018,5,CWSType,CWS Type,48436.07,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2018,5,CWSType,CWS Type,55026.26,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Maharashtra,Urban,2019,Total,CWSType,CWS Type,10423.99,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2019,Total,CWSType,CWS Type,15570.19,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2019,Total,CWSType,CWS Type,19753.64,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Maharashtra,Urban,2019,1,CWSType,CWS Type,3909,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2019,1,CWSType,CWS Type,6612.7,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2019,1,CWSType,CWS Type,7736.27,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2019,2,CWSType,CWS Type,6668.26,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2019,2,CWSType,CWS Type,11726.99,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2019,2,CWSType,CWS Type,13169.1,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2019,3,CWSType,CWS Type,10423.99,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2019,3,CWSType,CWS Type,15635.98,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2019,3,CWSType,CWS Type,19753.64,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2019,4,CWSType,CWS Type,19340.68,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2019,4,CWSType,CWS Type,23355.29,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2019,4,CWSType,CWS Type,32922.74,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2019,5,CWSType,CWS Type,32574.97,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2019,5,CWSType,CWS Type,52119.94,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2019,5,CWSType,CWS Type,64468.92,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Maharashtra,Urban,2020,Total,CWSType,CWS Type,7445.71,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2020,Total,CWSType,CWS Type,14616.92,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2020,Total,CWSType,CWS Type,18283.18,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Maharashtra,Urban,2020,1,CWSType,CWS Type,3152.95,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2020,1,CWSType,CWS Type,5932.43,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2020,1,CWSType,CWS Type,6204.75,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2020,2,CWSType,CWS Type,5510.36,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2020,2,CWSType,CWS Type,10640.46,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2020,2,CWSType,CWS Type,12180.76,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2020,3,CWSType,CWS Type,8515.32,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2020,3,CWSType,CWS Type,14694.31,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2020,3,CWSType,CWS Type,18283.18,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2020,4,CWSType,CWS Type,11822.73,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2020,4,CWSType,CWS Type,22041.46,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2020,4,CWSType,CWS Type,26939.56,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2020,5,CWSType,CWS Type,24522.97,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2020,5,CWSType,CWS Type,42632.67,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2020,5,CWSType,CWS Type,48981.02,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Maharashtra,Urban,2021,Total,CWSType,CWS Type,11112.66,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2021,Total,CWSType,CWS Type,15737.31,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2021,Total,CWSType,CWS Type,18994.19,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2021,1,CWSType,CWS Type,4397.23,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2021,1,CWSType,CWS Type,6107.27,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2021,1,CWSType,CWS Type,7041.38,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2021,2,CWSType,CWS Type,6744.56,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2021,2,CWSType,CWS Type,11200.11,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2021,2,CWSType,CWS Type,13335.19,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2021,3,CWSType,CWS Type,11240.94,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2021,3,CWSType,CWS Type,16192.46,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2021,3,CWSType,CWS Type,18994.19,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2021,4,CWSType,CWS Type,16800.16,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2021,4,CWSType,CWS Type,21870.66,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2021,4,CWSType,CWS Type,29146.42,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2021,5,CWSType,CWS Type,25698.03,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2021,5,CWSType,CWS Type,43741.32,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2021,5,CWSType,CWS Type,51301.05,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2022,Total,CWSType,CWS Type,11155.47,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2022,Total,CWSType,CWS Type,16220.85,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2022,Total,CWSType,CWS Type,18150.57,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2022,1,CWSType,CWS Type,4099.2,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2022,1,CWSType,CWS Type,5730.17,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2022,1,CWSType,CWS Type,7645.69,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2022,2,CWSType,CWS Type,6746.75,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2022,2,CWSType,CWS Type,11313.42,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2022,2,CWSType,CWS Type,12694.74,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2022,3,CWSType,CWS Type,11155.47,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2022,3,CWSType,CWS Type,16220.85,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2022,3,CWSType,CWS Type,18512.87,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2022,4,CWSType,CWS Type,16383.63,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2022,4,CWSType,CWS Type,22775.74,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2022,4,CWSType,CWS Type,30278.91,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2022,5,CWSType,CWS Type,31484.82,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2022,5,CWSType,CWS Type,46282.16,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2022,5,CWSType,CWS Type,54612.1,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2023,Total,CWSType,CWS Type,9292.59,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2023,Total,CWSType,CWS Type,15487.65,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2023,Total,CWSType,CWS Type,20569.85,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Maharashtra,Urban,2023,1,CWSType,CWS Type,3591.74,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2023,1,CWSType,CWS Type,5168.32,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2023,1,CWSType,CWS Type,8196.05,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2023,2,CWSType,CWS Type,6195.06,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2023,2,CWSType,CWS Type,11344.95,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2023,2,CWSType,CWS Type,14366.95,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2023,3,CWSType,CWS Type,10256.42,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2023,3,CWSType,CWS Type,15487.65,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2023,3,CWSType,CWS Type,20627.18,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2023,4,CWSType,CWS Type,17948.73,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2023,4,CWSType,CWS Type,23446.8,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2023,4,CWSType,CWS Type,35857.71,NA,NA,3,NA,NA,NA,Services,NA
Maharashtra,Urban,2023,5,CWSType,CWS Type,25812.75,NA,NA,1,NA,NA,NA,Agriculture,NA
Maharashtra,Urban,2023,5,CWSType,CWS Type,47127.28,NA,NA,2,NA,NA,NA,Industry,NA
Maharashtra,Urban,2023,5,CWSType,CWS Type,56724.75,NA,NA,3,NA,NA,NA,Services,NA
,,,,,,,,,,,,,,
Maharashtra,Urban,2017,Total,EmpType,Emp Type,18516.82,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2017,Total,EmpType,Emp Type,19483.88,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2017,Total,EmpType,Emp Type,9142.59,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2017,1,EmpType,Emp Type,8513.46,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2017,1,EmpType,Emp Type,6404.74,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2017,1,EmpType,Emp Type,4266.54,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2017,2,EmpType,Emp Type,14102.58,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2017,2,EmpType,Emp Type,12849.01,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2017,2,EmpType,Emp Type,6788.05,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2017,3,EmpType,Emp Type,18516.82,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2017,3,EmpType,Emp Type,19941.2,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2017,3,EmpType,Emp Type,9177.87,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2017,4,EmpType,Emp Type,31287.99,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2017,4,EmpType,Emp Type,28443.63,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2017,4,EmpType,Emp Type,12567.79,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2017,5,EmpType,Emp Type,57595.58,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2017,5,EmpType,Emp Type,56756.38,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2017,5,EmpType,Emp Type,14955.9,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2018,Total,EmpType,Emp Type,20140.69,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2018,Total,EmpType,Emp Type,20588.92,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2018,Total,EmpType,Emp Type,10271.6,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2018,1,EmpType,Emp Type,8297.12,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2018,1,EmpType,Emp Type,8229.46,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2018,1,EmpType,Emp Type,4176.65,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2018,2,EmpType,Emp Type,13675.23,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2018,2,EmpType,Emp Type,13756.57,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2018,2,EmpType,Emp Type,7408.14,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2018,3,EmpType,Emp Type,20140.69,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2018,3,EmpType,Emp Type,20588.92,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2018,3,EmpType,Emp Type,10271.6,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2018,4,EmpType,Emp Type,29539.68,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2018,4,EmpType,Emp Type,33912.36,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2018,4,EmpType,Emp Type,12084.41,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2018,5,EmpType,Emp Type,55026.26,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2018,5,EmpType,Emp Type,55688.73,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2018,5,EmpType,Emp Type,16230.33,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2019,Total,EmpType,Emp Type,19544.98,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2019,Total,EmpType,Emp Type,19544.98,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2019,Total,EmpType,Emp Type,10051.7,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2019,1,EmpType,Emp Type,7935.35,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2019,1,EmpType,Emp Type,6446.89,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2019,1,EmpType,Emp Type,4886.24,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2019,2,EmpType,Emp Type,13225.58,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2019,2,EmpType,Emp Type,13029.99,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2019,2,EmpType,Emp Type,8288.86,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2019,3,EmpType,Emp Type,19753.64,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2019,3,EmpType,Emp Type,19544.98,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2019,3,EmpType,Emp Type,10051.7,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2019,4,EmpType,Emp Type,32574.97,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2019,4,EmpType,Emp Type,32437.9,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2019,4,EmpType,Emp Type,13336.53,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2019,5,EmpType,Emp Type,64433.28,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2019,5,EmpType,Emp Type,64875.8,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2019,5,EmpType,Emp Type,15870.69,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2020,Total,EmpType,Emp Type,18456.44,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2020,Total,EmpType,Emp Type,17166.08,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2020,Total,EmpType,Emp Type,9183.94,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2020,1,EmpType,Emp Type,7347.15,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2020,1,EmpType,Emp Type,4904.59,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2020,1,EmpType,Emp Type,4661.47,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2020,2,EmpType,Emp Type,13029.99,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2020,2,EmpType,Emp Type,10948.27,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2020,2,EmpType,Emp Type,7600.33,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2020,3,EmpType,Emp Type,18456.44,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2020,3,EmpType,Emp Type,17302.91,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2020,3,EmpType,Emp Type,9446.34,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2020,4,EmpType,Emp Type,30471.97,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2020,4,EmpType,Emp Type,24329.49,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2020,4,EmpType,Emp Type,11168.56,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2020,5,EmpType,Emp Type,54741.36,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2020,5,EmpType,Emp Type,42632.67,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2020,5,EmpType,Emp Type,14713.78,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2021,Total,EmpType,Emp Type,17920.18,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2021,Total,EmpType,Emp Type,17920.18,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2021,Total,EmpType,Emp Type,11142.4,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2021,1,EmpType,Emp Type,7821.14,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2021,1,EmpType,Emp Type,5467.67,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2021,1,EmpType,Emp Type,5746.14,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2021,2,EmpType,Emp Type,13407.67,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2021,2,EmpType,Emp Type,12999.47,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2021,2,EmpType,Emp Type,8410.26,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2021,3,EmpType,Emp Type,17920.18,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2021,3,EmpType,Emp Type,17920.18,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2021,3,EmpType,Emp Type,11247.77,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2021,4,EmpType,Emp Type,28500.58,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2021,4,EmpType,Emp Type,27949.52,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2021,4,EmpType,Emp Type,13440.13,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2021,5,EmpType,Emp Type,54164.46,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2021,5,EmpType,Emp Type,45600.93,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2021,5,EmpType,Emp Type,16820.53,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2022,Total,EmpType,Emp Type,17475.87,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2022,Total,EmpType,Emp Type,19718.56,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2022,Total,EmpType,Emp Type,11124.69,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2022,1,EmpType,Emp Type,7822.4,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2022,1,EmpType,Emp Type,6296.96,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2022,1,EmpType,Emp Type,4648.11,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2022,2,EmpType,Emp Type,12644.13,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2022,2,EmpType,Emp Type,13558.82,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2022,2,EmpType,Emp Type,8216.07,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2022,3,EmpType,Emp Type,17527.61,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2022,3,EmpType,Emp Type,20064.34,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2022,3,EmpType,Emp Type,11124.69,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2022,4,EmpType,Emp Type,28553.36,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2022,4,EmpType,Emp Type,29621.05,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2022,4,EmpType,Emp Type,13601.5,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2022,5,EmpType,Emp Type,54612.1,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2022,5,EmpType,Emp Type,51915.21,NA,NA,NA,2,NA,NA,NA,Self-employed
Maharashtra,Urban,2022,5,EmpType,Emp Type,18689.48,NA,NA,NA,3,NA,NA,NA,Casual
Maharashtra,Urban,2023,Total,EmpType,Emp Type,20524.21,NA,NA,NA,1,NA,NA,NA,Salaried
Maharashtra,Urban,2023,Total,EmpType,Emp Type,20512.84,NA,NA,NA,2,NA,NA,NA,Self-employed
