statename,sector,Year,quint_label,group,dem,real_wage_23,sex_cat,youth_cat,cws_type,emp_type,sex_label,youth_lab,cws_label,emp_label
Uttar Pradesh,All,2018,5,EmpType,Emp Type,12354.4,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2019,Total,EmpType,Emp Type,11878.56,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2019,Total,EmpType,Emp Type,9238.88,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2019,Total,EmpType,Emp Type,9226.69,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2019,1,EmpType,Emp Type,4652.02,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2019,1,EmpType,Emp Type,3418.39,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2019,1,EmpType,Emp Type,4472.12,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2019,2,EmpType,Emp Type,8733.52,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2019,2,EmpType,Emp Type,6645.74,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2019,2,EmpType,Emp Type,6835.62,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2019,3,EmpType,Emp Type,11878.56,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2019,3,EmpType,Emp Type,9304.04,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2019,3,EmpType,Emp Type,9332.17,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2019,4,EmpType,Emp Type,19323.98,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2019,4,EmpType,Emp Type,12302.25,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2019,4,EmpType,Emp Type,11072.02,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2019,5,EmpType,Emp Type,49045.94,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2019,5,EmpType,Emp Type,19199.97,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2019,5,EmpType,Emp Type,13714.27,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2020,Total,EmpType,Emp Type,11072.19,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2020,Total,EmpType,Emp Type,8611.7,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2020,Total,EmpType,Emp Type,8004.72,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2020,1,EmpType,Emp Type,5412.44,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2020,1,EmpType,Emp Type,2460.49,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2020,1,EmpType,Emp Type,4627.42,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2020,2,EmpType,Emp Type,8997.77,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2020,2,EmpType,Emp Type,6013.82,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2020,2,EmpType,Emp Type,6376.91,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2020,3,EmpType,Emp Type,11072.19,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2020,3,EmpType,Emp Type,8673.98,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2020,3,EmpType,Emp Type,8035.14,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2020,4,EmpType,Emp Type,18677.68,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2020,4,EmpType,Emp Type,11860.63,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2020,4,EmpType,Emp Type,10464.27,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2020,5,EmpType,Emp Type,47442.51,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2020,5,EmpType,Emp Type,18453.64,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2020,5,EmpType,Emp Type,12917.55,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2021,Total,EmpType,Emp Type,10935.33,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2021,Total,EmpType,Emp Type,8996.33,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2021,Total,EmpType,Emp Type,9221.88,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2021,1,EmpType,Emp Type,4533.33,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2021,1,EmpType,Emp Type,2758.68,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2021,1,EmpType,Emp Type,4337.52,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2021,2,EmpType,Emp Type,8740.79,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2021,2,EmpType,Emp Type,6233.33,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2021,2,EmpType,Emp Type,7023.85,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2021,3,EmpType,Emp Type,11034.73,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2021,3,EmpType,Emp Type,8996.33,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2021,3,EmpType,Emp Type,9285.34,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2021,4,EmpType,Emp Type,16800.16,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2021,4,EmpType,Emp Type,12641.5,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2021,4,EmpType,Emp Type,11350.01,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2021,5,EmpType,Emp Type,44800.44,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2021,5,EmpType,Emp Type,20184.63,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2021,5,EmpType,Emp Type,13599.99,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2022,Total,EmpType,Emp Type,10672.32,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2022,Total,EmpType,Emp Type,8786.63,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2022,Total,EmpType,Emp Type,8209.69,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2022,1,EmpType,Emp Type,5259.4,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2022,1,EmpType,Emp Type,2650.07,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2022,1,EmpType,Emp Type,4802.54,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2022,2,EmpType,Emp Type,8475.47,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2022,2,EmpType,Emp Type,6216.82,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2022,2,EmpType,Emp Type,6987.39,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2022,3,EmpType,Emp Type,10714.79,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2022,3,EmpType,Emp Type,8786.63,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2022,3,EmpType,Emp Type,8232.93,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2022,4,EmpType,Emp Type,17027.5,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2022,4,EmpType,Emp Type,12706.06,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2022,4,EmpType,Emp Type,10657.4,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2022,5,EmpType,Emp Type,48009.3,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2022,5,EmpType,Emp Type,19684.27,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2022,5,EmpType,Emp Type,12857.75,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2023,Total,EmpType,Emp Type,12225.29,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2023,Total,EmpType,Emp Type,8701.91,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2023,Total,EmpType,Emp Type,8629.73,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2023,1,EmpType,Emp Type,5952.57,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2023,1,EmpType,Emp Type,2531.88,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2023,1,EmpType,Emp Type,4584.48,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2023,2,EmpType,Emp Type,9114.77,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2023,2,EmpType,Emp Type,5951.79,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2023,2,EmpType,Emp Type,6903.78,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2023,3,EmpType,Emp Type,12321.91,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2023,3,EmpType,Emp Type,8701.91,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2023,3,EmpType,Emp Type,8629.73,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2023,4,EmpType,Emp Type,18080.7,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2023,4,EmpType,Emp Type,12474.41,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2023,4,EmpType,Emp Type,10439.32,NA,NA,NA,3,NA,NA,NA,Casual
Uttar Pradesh,All,2023,5,EmpType,Emp Type,45573.85,NA,NA,NA,1,NA,NA,NA,Salaried
Uttar Pradesh,All,2023,5,EmpType,Emp Type,19713.22,NA,NA,NA,2,NA,NA,NA,Self-employed
Uttar Pradesh,All,2023,5,EmpType,Emp Type,12285.05,NA,NA,NA,3,NA,NA,NA,Casual
Uttrakhand,All,2017,Total,Total,All Households,12280.08,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2017,1,Total,All Households,5157.63,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2017,2,Total,All Households,9210.06,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2017,3,Total,All Households,12280.08,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2017,4,Total,All Households,18420.12,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2017,5,Total,All Households,31199.96,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2018,Total,Total,All Households,11853.98,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2018,1,Total,All Households,5334.29,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2018,2,Total,All Households,8359.68,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2018,3,Total,All Households,11853.98,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2018,4,Total,All Households,16719.37,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2018,5,Total,All Households,29856.01,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2019,Total,Total,All Households,10095.44,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2019,1,Total,All Households,4326.62,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2019,2,Total,All Households,7852.01,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2019,3,Total,All Households,10095.44,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2019,4,Total,All Households,13602.56,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2019,5,Total,All Households,28338.66,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2020,Total,Total,All Households,9422.66,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2020,1,Total,All Households,4187.85,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2020,2,Total,All Households,7343.67,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2020,3,Total,All Households,9422.66,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2020,4,Total,All Households,13087.03,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2020,5,Total,All Households,26227.39,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2021,Total,Total,All Households,11628.57,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2021,1,Total,All Households,4926.67,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2021,2,Total,All Households,7882.68,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2021,3,Total,All Households,11628.57,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2021,4,Total,All Households,14780.02,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2021,5,Total,All Households,31530.72,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2022,Total,Total,All Households,11184.04,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2022,1,Total,All Households,4660.02,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2022,2,Total,All Households,8229.45,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2022,3,Total,All Households,11184.04,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2022,4,Total,All Households,16458.9,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2022,5,Total,All Households,27960.1,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2023,Total,Total,All Households,10679.47,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2023,1,Total,All Households,4449.78,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2023,2,Total,All Households,7742.62,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2023,3,Total,All Households,10679.47,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2023,4,Total,All Households,13349.34,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2023,5,Total,All Households,26015.29,NA,NA,NA,NA,NA,NA,NA,NA
Uttrakhand,All,2017,Total,Gender,Sex,14599.01,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2017,Total,Gender,Sex,7133.73,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2017,1,Gender,Sex,7399.39,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2017,1,Gender,Sex,3530.27,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2017,2,Gender,Sex,11413.97,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2017,2,Gender,Sex,4971.03,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2017,3,Gender,Sex,14599.01,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2017,3,Gender,Sex,7149.37,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2017,4,Gender,Sex,21431.56,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2017,4,Gender,Sex,8645.56,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2017,5,Gender,Sex,36537.48,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2017,5,Gender,Sex,17518.81,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2018,Total,Gender,Sex,13943.17,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2018,Total,Gender,Sex,7684.23,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2018,1,Gender,Sex,7006.44,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2018,1,Gender,Sex,4105.6,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2018,2,Gender,Sex,11046.05,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2018,2,Gender,Sex,5944.29,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2018,3,Gender,Sex,13953.68,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2018,3,Gender,Sex,8118.01,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2018,4,Gender,Sex,20530.85,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2018,4,Gender,Sex,9615.98,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2018,5,Gender,Sex,34884.2,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2018,5,Gender,Sex,27740,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2019,Total,Gender,Sex,12751.91,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2019,Total,Gender,Sex,6673.98,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2019,1,Gender,Sex,6472.29,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2019,1,Gender,Sex,3336.99,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2019,2,Gender,Sex,10299.08,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2019,2,Gender,Sex,5097.31,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2019,3,Gender,Sex,12751.91,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2019,3,Gender,Sex,6828.74,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2019,4,Gender,Sex,19114.93,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2019,4,Gender,Sex,9290.93,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2019,5,Gender,Sex,31858.22,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2019,5,Gender,Sex,20024.44,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2020,Total,Gender,Sex,11952.57,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2020,Total,Gender,Sex,7253.62,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2020,1,Gender,Sex,6159.25,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2020,1,Gender,Sex,3069.6,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2020,2,Gender,Sex,9699.91,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2020,2,Gender,Sex,4788.57,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2020,3,Gender,Sex,11960.3,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2020,3,Gender,Sex,7274.93,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2020,4,Gender,Sex,17940.45,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2020,4,Gender,Sex,9502.85,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2020,5,Gender,Sex,35723.68,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2020,5,Gender,Sex,16392.1,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2022,Total,Gender,Sex,15503.08,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2022,Total,Gender,Sex,7941.29,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2022,1,Gender,Sex,7905.75,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2022,1,Gender,Sex,3180.09,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2022,2,Gender,Sex,10919.65,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2022,2,Gender,Sex,5180.68,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2022,3,Gender,Sex,15644.8,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2022,3,Gender,Sex,7941.29,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2022,4,Gender,Sex,20140.55,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2022,4,Gender,Sex,10349.68,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2022,5,Gender,Sex,31800.88,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2022,5,Gender,Sex,25957.6,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2023,Total,Gender,Sex,13589.3,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2023,Total,Gender,Sex,8084.14,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2023,1,Gender,Sex,7701.28,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2023,1,Gender,Sex,3091.41,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2023,2,Gender,Sex,10980.73,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2023,2,Gender,Sex,5232.46,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2023,3,Gender,Sex,14127.64,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2023,3,Gender,Sex,8163.43,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2023,4,Gender,Sex,17682.37,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2023,4,Gender,Sex,10105.18,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2023,5,Gender,Sex,30183.65,1,NA,NA,NA,Male,NA,NA,NA
Uttrakhand,All,2023,5,Gender,Sex,20654.6,2,NA,NA,NA,Female,NA,NA,NA
Uttrakhand,All,2017,Total,Youth,Youth,9287.01,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2017,Total,Youth,Youth,14332.56,NA,2,NA,NA,NA,NonYouth,NA,NA
,,,,,,,,,,,,,,
Uttrakhand,All,2017,1,Youth,Youth,5173.93,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2017,1,Youth,Youth,5737.39,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2017,2,Youth,Youth,7238.92,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2017,2,Youth,Youth,10734.9,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2017,3,Youth,Youth,9287.01,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2017,3,Youth,Youth,14343.47,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2017,4,Youth,Youth,12682.65,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2017,4,Youth,Youth,21170,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2017,5,Youth,Youth,17120.96,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2017,5,Youth,Youth,36023.16,NA,2,NA,NA,NA,NonYouth,NA,NA
,,,,,,,,,,,,,,
Uttrakhand,All,2018,Total,Youth,Youth,9665.29,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2018,Total,Youth,Youth,13787.36,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2018,1,Youth,Youth,5474.89,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2018,1,Youth,Youth,6204.31,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2018,2,Youth,Youth,8212.34,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2018,2,Youth,Youth,10264,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2018,3,Youth,Youth,9779.93,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2018,3,Youth,Youth,13817.68,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2018,4,Youth,Youth,12558.31,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2018,4,Youth,Youth,20530.85,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2018,5,Youth,Youth,16815.45,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2018,5,Youth,Youth,34928.32,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2019,Total,Youth,Youth,11628.72,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2019,Total,Youth,Youth,11376.65,NA,2,NA,NA,NA,NonYouth,NA,NA
,,,,,,,,,,,,,,
Uttrakhand,All,2019,1,Youth,Youth,3883.38,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2019,1,Youth,Youth,5128.52,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2019,2,Youth,Youth,6864.67,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2019,2,Youth,Youth,8815.28,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2019,3,Youth,Youth,11628.72,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2019,3,Youth,Youth,11540.07,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2019,4,Youth,Youth,15386.76,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2019,4,Youth,Youth,16019.55,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2019,5,Youth,Youth,23300.26,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2019,5,Youth,Youth,33374.06,NA,2,NA,NA,NA,NonYouth,NA,NA
,,,,,,,,,,,,,,
Uttrakhand,All,2020,Total,Youth,Youth,9815.69,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2020,Total,Youth,Youth,10824.88,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2020,1,Youth,Youth,3680.88,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2020,1,Youth,Youth,4811.06,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2020,2,Youth,Youth,7338.35,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2020,2,Youth,Youth,8500.72,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2020,3,Youth,Youth,9815.69,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2020,3,Youth,Youth,10880.43,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2020,4,Youth,Youth,12089.37,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2020,4,Youth,Youth,15786.49,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2020,5,Youth,Youth,18215.84,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2020,5,Youth,Youth,32872.6,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2022,Total,Youth,Youth,12060.53,NA,1,NA,NA,NA,Youth,NA,NA
Uttrakhand,All,2022,Total,Youth,Youth,13126.4,NA,2,NA,NA,NA,NonYouth,NA,NA
Uttrakhand,All,2022,1,Youth,Youth,7945.75,NA,1,NA,NA,NA,Youth,NA,NA
