,real_wage_23,year,level,area,dem,quint_label,SourceSheet,Year,sector,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type,quintile_overall,nat_quint
2790,NA,2020,State,urban/rural,All,Total,state_sec_quint,2020,0,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
2791,3582.69,2020,State,urban/rural,All,1,state_sec_quint,2020,1,NA,Tripura,NA,1,Total,NA,NA,NA,NA,1,NA
2792,8466.71,2020,State,urban/rural,All,2,state_sec_quint,2020,1,NA,Tripura,NA,2,Total,NA,NA,NA,NA,2,NA
2793,11288.95,2020,State,urban/rural,All,3,state_sec_quint,2020,1,NA,Tripura,NA,3,Total,NA,NA,NA,NA,3,NA
2794,18443.46,2020,State,urban/rural,All,4,state_sec_quint,2020,1,NA,Tripura,NA,4,Total,NA,NA,NA,NA,4,NA
2795,40754.58,2020,State,urban/rural,All,5,state_sec_quint,2020,1,NA,Tripura,NA,5,Total,NA,NA,NA,NA,5,NA
2796,NA,2020,State,urban/rural,All,Total,state_sec_quint,2020,1,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
3061,10640.1,2021,State,All,All,Total,state_quint,2021,99,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
3166,3632,2021,State,All,All,1,state_quint,2021,99,NA,Tripura,1,NA,Total,NA,NA,NA,NA,1,NA
3167,8044.59,2021,State,All,All,2,state_quint,2021,99,NA,Tripura,2,NA,Total,NA,NA,NA,NA,2,NA
3168,10721.53,2021,State,All,All,3,state_quint,2021,99,NA,Tripura,3,NA,Total,NA,NA,NA,NA,3,NA
3169,14364.12,2021,State,All,All,4,state_quint,2021,99,NA,Tripura,4,NA,Total,NA,NA,NA,NA,4,NA
3170,27082.23,2021,State,All,All,5,state_quint,2021,99,NA,Tripura,5,NA,Total,NA,NA,NA,NA,5,NA
3171,NA,2021,State,All,All,Total,state_quint,2021,99,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
3296,10120.88,2021,State,urban/rural,All,Total,state_sec_quint,2021,0,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
3297,13489.12,2021,State,urban/rural,All,Total,state_sec_quint,2021,1,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
3506,3594.17,2021,State,urban/rural,All,1,state_sec_quint,2021,0,NA,Tripura,NA,1,Total,NA,NA,NA,NA,1,NA
3507,7900.07,2021,State,urban/rural,All,2,state_sec_quint,2021,0,NA,Tripura,NA,2,Total,NA,NA,NA,NA,2,NA
3508,10120.88,2021,State,urban/rural,All,3,state_sec_quint,2021,0,NA,Tripura,NA,3,Total,NA,NA,NA,NA,3,NA
3509,13599.99,2021,State,urban/rural,All,4,state_sec_quint,2021,0,NA,Tripura,NA,4,Total,NA,NA,NA,NA,4,NA
3510,22490.83,2021,State,urban/rural,All,5,state_sec_quint,2021,0,NA,Tripura,NA,5,Total,NA,NA,NA,NA,5,NA
3511,NA,2021,State,urban/rural,All,Total,state_sec_quint,2021,0,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
3512,4469.22,2021,State,urban/rural,All,1,state_sec_quint,2021,1,NA,Tripura,NA,1,Total,NA,NA,NA,NA,1,NA
3513,9635.09,2021,State,urban/rural,All,2,state_sec_quint,2021,1,NA,Tripura,NA,2,Total,NA,NA,NA,NA,2,NA
3514,13680.28,2021,State,urban/rural,All,3,state_sec_quint,2021,1,NA,Tripura,NA,3,Total,NA,NA,NA,NA,3,NA
3515,21589.94,2021,State,urban/rural,All,4,state_sec_quint,2021,1,NA,Tripura,NA,4,Total,NA,NA,NA,NA,4,NA
3516,43331.57,2021,State,urban/rural,All,5,state_sec_quint,2021,1,NA,Tripura,NA,5,Total,NA,NA,NA,NA,5,NA
3517,NA,2021,State,urban/rural,All,Total,state_sec_quint,2021,1,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
3742,11556.86,2022,State,All,All,Total,state_quint,2022,99,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
3852,3144.71,2022,State,All,All,1,state_quint,2022,99,NA,Tripura,1,NA,Total,NA,NA,NA,NA,1,NA
3853,7945.75,2022,State,All,All,2,state_quint,2022,99,NA,Tripura,2,NA,Total,NA,NA,NA,NA,2,NA
3854,11595.11,2022,State,All,All,3,state_quint,2022,99,NA,Tripura,3,NA,Total,NA,NA,NA,NA,3,NA
3855,15882.57,2022,State,All,All,4,state_quint,2022,99,NA,Tripura,4,NA,Total,NA,NA,NA,NA,4,NA
3856,28387.52,2022,State,All,All,5,state_quint,2022,99,NA,Tripura,5,NA,Total,NA,NA,NA,NA,5,NA
3857,NA,2022,State,All,All,Total,state_quint,2022,99,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
3997,10890.91,2022,State,urban/rural,All,Total,state_sec_quint,2022,0,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
3998,14731.35,2022,State,urban/rural,All,Total,state_sec_quint,2022,1,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
4217,2889.22,2022,State,urban/rural,All,1,state_sec_quint,2022,0,NA,Tripura,NA,1,Total,NA,NA,NA,NA,1,NA
4218,7420.2,2022,State,urban/rural,All,2,state_sec_quint,2022,0,NA,Tripura,NA,2,Total,NA,NA,NA,NA,2,NA
4219,10903.16,2022,State,urban/rural,All,3,state_sec_quint,2022,0,NA,Tripura,NA,3,Total,NA,NA,NA,NA,3,NA
4220,15409.15,2022,State,urban/rural,All,4,state_sec_quint,2022,0,NA,Tripura,NA,4,Total,NA,NA,NA,NA,4,NA
4221,26500.73,2022,State,urban/rural,All,5,state_sec_quint,2022,0,NA,Tripura,NA,5,Total,NA,NA,NA,NA,5,NA
4222,NA,2022,State,urban/rural,All,Total,state_sec_quint,2022,0,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
4223,4182.5,2022,State,urban/rural,All,1,state_sec_quint,2022,1,NA,Tripura,NA,1,Total,NA,NA,NA,NA,1,NA
4224,9602.68,2022,State,urban/rural,All,2,state_sec_quint,2022,1,NA,Tripura,NA,2,Total,NA,NA,NA,NA,2,NA
4225,14731.35,2022,State,urban/rural,All,3,state_sec_quint,2022,1,NA,Tripura,NA,3,Total,NA,NA,NA,NA,3,NA
4226,20766.08,2022,State,urban/rural,All,4,state_sec_quint,2022,1,NA,Tripura,NA,4,Total,NA,NA,NA,NA,4,NA
4227,37343.69,2022,State,urban/rural,All,5,state_sec_quint,2022,1,NA,Tripura,NA,5,Total,NA,NA,NA,NA,5,NA
4228,NA,2022,State,urban/rural,All,Total,state_sec_quint,2022,1,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
4483,11037.96,2023,State,All,All,Total,state_quint,2023,99,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
4593,3183.67,2023,State,All,All,1,state_quint,2023,99,NA,Tripura,1,NA,Total,NA,NA,NA,NA,1,NA
4594,7521.37,2023,State,All,All,2,state_quint,2023,99,NA,Tripura,2,NA,Total,NA,NA,NA,NA,2,NA
4595,11097.54,2023,State,All,All,3,state_quint,2023,99,NA,Tripura,3,NA,Total,NA,NA,NA,NA,3,NA
4596,13885.55,2023,State,All,All,4,state_quint,2023,99,NA,Tripura,4,NA,Total,NA,NA,NA,NA,4,NA
4597,24080.12,2023,State,All,All,5,state_quint,2023,99,NA,Tripura,5,NA,Total,NA,NA,NA,NA,5,NA
4598,NA,2023,State,All,All,Total,state_quint,2023,99,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
4742,10716.97,2023,State,urban/rural,All,Total,state_sec_quint,2023,0,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
4743,14116.92,2023,State,urban/rural,All,Total,state_sec_quint,2023,1,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
4956,2778.47,2023,State,urban/rural,All,1,state_sec_quint,2023,0,NA,Tripura,NA,1,Total,NA,NA,NA,NA,1,NA
4957,7109.71,2023,State,urban/rural,All,2,state_sec_quint,2023,0,NA,Tripura,NA,2,Total,NA,NA,NA,NA,2,NA
4958,10809.2,2023,State,urban/rural,All,3,state_sec_quint,2023,0,NA,Tripura,NA,3,Total,NA,NA,NA,NA,3,NA
4959,13703.82,2023,State,urban/rural,All,4,state_sec_quint,2023,0,NA,Tripura,NA,4,Total,NA,NA,NA,NA,4,NA
4960,22839.7,2023,State,urban/rural,All,5,state_sec_quint,2023,0,NA,Tripura,NA,5,Total,NA,NA,NA,NA,5,NA
4961,NA,2023,State,urban/rural,All,Total,state_sec_quint,2023,0,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
4962,4691.32,2023,State,urban/rural,All,1,state_sec_quint,2023,1,NA,Tripura,NA,1,Total,NA,NA,NA,NA,1,NA
4963,9871.8,2023,State,urban/rural,All,2,state_sec_quint,2023,1,NA,Tripura,NA,2,Total,NA,NA,NA,NA,2,NA
4964,14116.92,2023,State,urban/rural,All,3,state_sec_quint,2023,1,NA,Tripura,NA,3,Total,NA,NA,NA,NA,3,NA
4965,20949.91,2023,State,urban/rural,All,4,state_sec_quint,2023,1,NA,Tripura,NA,4,Total,NA,NA,NA,NA,4,NA
4966,38547.04,2023,State,urban/rural,All,5,state_sec_quint,2023,1,NA,Tripura,NA,5,Total,NA,NA,NA,NA,5,NA
4967,NA,2023,State,urban/rural,All,Total,state_sec_quint,2023,1,NA,Tripura,NA,NA,Total,NA,NA,NA,NA,NA,NA
5268,10693.51,2017,State,All,Sex,Total,state_quint,2017,99,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
5269,6463.42,2017,State,All,Sex,Total,state_quint,2017,99,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
5488,5309.21,2017,State,All,Sex,1,state_quint,2017,99,NA,Tripura,1,NA,Gender,1,NA,NA,NA,1,NA
5489,2493.03,2017,State,All,Sex,1,state_quint,2017,99,NA,Tripura,1,NA,Gender,2,NA,NA,NA,1,NA
5490,7963.81,2017,State,All,Sex,2,state_quint,2017,99,NA,Tripura,2,NA,Gender,1,NA,NA,NA,2,NA
5491,3981.9,2017,State,All,Sex,2,state_quint,2017,99,NA,Tripura,2,NA,Gender,2,NA,NA,NA,2,NA
5492,10693.51,2017,State,All,Sex,3,state_quint,2017,99,NA,Tripura,3,NA,Gender,1,NA,NA,NA,3,NA
5493,6472.29,2017,State,All,Sex,3,state_quint,2017,99,NA,Tripura,3,NA,Gender,2,NA,NA,NA,3,NA
5494,13906.74,2017,State,All,Sex,4,state_quint,2017,99,NA,Tripura,4,NA,Gender,1,NA,NA,NA,4,NA
5495,9655.39,2017,State,All,Sex,4,state_quint,2017,99,NA,Tripura,4,NA,Gender,2,NA,NA,NA,4,NA
5496,27330.25,2017,State,All,Sex,5,state_quint,2017,99,NA,Tripura,5,NA,Gender,1,NA,NA,NA,5,NA
5497,23364.45,2017,State,All,Sex,5,state_quint,2017,99,NA,Tripura,5,NA,Gender,2,NA,NA,NA,5,NA
5498,NA,2017,State,All,Sex,Total,state_quint,2017,99,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
5499,NA,2017,State,All,Sex,Total,state_quint,2017,99,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
5788,10384.2,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,0,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
5789,5793.23,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,0,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
5790,13273.01,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,1,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
5791,9933.38,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,1,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
6226,5239,2017,State,urban/rural,Sex,1,state_sec_quint,2017,0,NA,Tripura,NA,1,Gender,1,NA,NA,NA,1,NA
6227,2493.03,2017,State,urban/rural,Sex,1,state_sec_quint,2017,0,NA,Tripura,NA,1,Gender,2,NA,NA,NA,1,NA
6228,7815.06,2017,State,urban/rural,Sex,2,state_sec_quint,2017,0,NA,Tripura,NA,2,Gender,1,NA,NA,NA,2,NA
6229,3862.16,2017,State,urban/rural,Sex,2,state_sec_quint,2017,0,NA,Tripura,NA,2,Gender,2,NA,NA,NA,2,NA
6230,10384.2,2017,State,urban/rural,Sex,3,state_sec_quint,2017,0,NA,Tripura,NA,3,Gender,1,NA,NA,NA,3,NA
6231,6436.93,2017,State,urban/rural,Sex,3,state_sec_quint,2017,0,NA,Tripura,NA,3,Gender,2,NA,NA,NA,3,NA
6232,13241.68,2017,State,urban/rural,Sex,4,state_sec_quint,2017,0,NA,Tripura,NA,4,Gender,1,NA,NA,NA,4,NA
6233,8020.14,2017,State,urban/rural,Sex,4,state_sec_quint,2017,0,NA,Tripura,NA,4,Gender,2,NA,NA,NA,4,NA
6234,20926.93,2017,State,urban/rural,Sex,5,state_sec_quint,2017,0,NA,Tripura,NA,5,Gender,1,NA,NA,NA,5,NA
6235,15576.3,2017,State,urban/rural,Sex,5,state_sec_quint,2017,0,NA,Tripura,NA,5,Gender,2,NA,NA,NA,5,NA
6236,NA,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,0,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
6237,NA,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,0,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
6238,6826.12,2017,State,urban/rural,Sex,1,state_sec_quint,2017,1,NA,Tripura,NA,1,Gender,1,NA,NA,NA,1,NA
6239,2749.27,2017,State,urban/rural,Sex,1,state_sec_quint,2017,1,NA,Tripura,NA,1,Gender,2,NA,NA,NA,1,NA
6240,10595.61,2017,State,urban/rural,Sex,2,state_sec_quint,2017,1,NA,Tripura,NA,2,Gender,1,NA,NA,NA,2,NA
6241,5994.36,2017,State,urban/rural,Sex,2,state_sec_quint,2017,1,NA,Tripura,NA,2,Gender,2,NA,NA,NA,2,NA
6242,13273.01,2017,State,urban/rural,Sex,3,state_sec_quint,2017,1,NA,Tripura,NA,3,Gender,1,NA,NA,NA,3,NA
6243,9954.76,2017,State,urban/rural,Sex,3,state_sec_quint,2017,1,NA,Tripura,NA,3,Gender,2,NA,NA,NA,3,NA
6244,19952.46,2017,State,urban/rural,Sex,4,state_sec_quint,2017,1,NA,Tripura,NA,4,Gender,1,NA,NA,NA,4,NA
6245,19909.52,2017,State,urban/rural,Sex,4,state_sec_quint,2017,1,NA,Tripura,NA,4,Gender,2,NA,NA,NA,4,NA
6246,38491.74,2017,State,urban/rural,Sex,5,state_sec_quint,2017,1,NA,Tripura,NA,5,Gender,1,NA,NA,NA,5,NA
6247,39904.91,2017,State,urban/rural,Sex,5,state_sec_quint,2017,1,NA,Tripura,NA,5,Gender,2,NA,NA,NA,5,NA
6248,NA,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,1,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
6249,NA,2017,State,urban/rural,Sex,Total,state_sec_quint,2017,1,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
6773,10505.06,2018,State,All,Sex,Total,state_quint,2018,99,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
6774,6414.9,2018,State,All,Sex,Total,state_quint,2018,99,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
6993,6083.71,2018,State,All,Sex,1,state_quint,2018,99,NA,Tripura,1,NA,Gender,1,NA,NA,NA,1,NA
6994,2433.48,2018,State,All,Sex,1,state_quint,2018,99,NA,Tripura,1,NA,Gender,2,NA,NA,NA,1,NA
6995,8731.39,2018,State,All,Sex,2,state_quint,2018,99,NA,Tripura,2,NA,Gender,1,NA,NA,NA,2,NA
6996,4311.48,2018,State,All,Sex,2,state_quint,2018,99,NA,Tripura,2,NA,Gender,2,NA,NA,NA,2,NA
6997,10708.7,2018,State,All,Sex,3,state_quint,2018,99,NA,Tripura,3,NA,Gender,1,NA,NA,NA,3,NA
6998,6414.9,2018,State,All,Sex,3,state_quint,2018,99,NA,Tripura,3,NA,Gender,2,NA,NA,NA,3,NA
6999,14968.09,2018,State,All,Sex,4,state_quint,2018,99,NA,Tripura,4,NA,Gender,1,NA,NA,NA,4,NA
7000,10168.48,2018,State,All,Sex,4,state_quint,2018,99,NA,Tripura,4,NA,Gender,2,NA,NA,NA,4,NA
7001,27985.05,2018,State,All,Sex,5,state_quint,2018,99,NA,Tripura,5,NA,Gender,1,NA,NA,NA,5,NA
7002,34491.83,2018,State,All,Sex,5,state_quint,2018,99,NA,Tripura,5,NA,Gender,2,NA,NA,NA,5,NA
7003,NA,2018,State,All,Sex,Total,state_quint,2018,99,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
7004,NA,2018,State,All,Sex,Total,state_quint,2018,99,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
7293,10078.78,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
7294,6015.1,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
7295,13538.47,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
7296,11604.41,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
7727,5413.82,2018,State,urban/rural,Sex,1,state_sec_quint,2018,0,NA,Tripura,NA,1,Gender,1,NA,NA,NA,1,NA
7728,2186.04,2018,State,urban/rural,Sex,1,state_sec_quint,2018,0,NA,Tripura,NA,1,Gender,2,NA,NA,NA,1,NA
7729,8120.73,2018,State,urban/rural,Sex,2,state_sec_quint,2018,0,NA,Tripura,NA,2,Gender,1,NA,NA,NA,2,NA
7730,3924.25,2018,State,urban/rural,Sex,2,state_sec_quint,2018,0,NA,Tripura,NA,2,Gender,2,NA,NA,NA,2,NA
7731,10078.78,2018,State,urban/rural,Sex,3,state_sec_quint,2018,0,NA,Tripura,NA,3,Gender,1,NA,NA,NA,3,NA
7732,6015.1,2018,State,urban/rural,Sex,3,state_sec_quint,2018,0,NA,Tripura,NA,3,Gender,2,NA,NA,NA,3,NA
7733,12751.91,2018,State,urban/rural,Sex,4,state_sec_quint,2018,0,NA,Tripura,NA,4,Gender,1,NA,NA,NA,4,NA
7734,8343.37,2018,State,urban/rural,Sex,4,state_sec_quint,2018,0,NA,Tripura,NA,4,Gender,2,NA,NA,NA,4,NA
7735,23183.21,2018,State,urban/rural,Sex,5,state_sec_quint,2018,0,NA,Tripura,NA,5,Gender,1,NA,NA,NA,5,NA
7736,31328.66,2018,State,urban/rural,Sex,5,state_sec_quint,2018,0,NA,Tripura,NA,5,Gender,2,NA,NA,NA,5,NA
7737,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
7738,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,0,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
7739,7736.27,2018,State,urban/rural,Sex,1,state_sec_quint,2018,1,NA,Tripura,NA,1,Gender,1,NA,NA,NA,1,NA
7740,3868.14,2018,State,urban/rural,Sex,1,state_sec_quint,2018,1,NA,Tripura,NA,1,Gender,2,NA,NA,NA,1,NA
7741,10846.34,2018,State,urban/rural,Sex,2,state_sec_quint,2018,1,NA,Tripura,NA,2,Gender,1,NA,NA,NA,2,NA
7742,8012.57,2018,State,urban/rural,Sex,2,state_sec_quint,2018,1,NA,Tripura,NA,2,Gender,2,NA,NA,NA,2,NA
7743,15228.46,2018,State,urban/rural,Sex,3,state_sec_quint,2018,1,NA,Tripura,NA,3,Gender,1,NA,NA,NA,3,NA
7744,11880.7,2018,State,urban/rural,Sex,3,state_sec_quint,2018,1,NA,Tripura,NA,3,Gender,2,NA,NA,NA,3,NA
7745,23208.81,2018,State,urban/rural,Sex,4,state_sec_quint,2018,1,NA,Tripura,NA,4,Gender,1,NA,NA,NA,4,NA
7746,29348.92,2018,State,urban/rural,Sex,4,state_sec_quint,2018,1,NA,Tripura,NA,4,Gender,2,NA,NA,NA,4,NA
7747,46874.94,2018,State,urban/rural,Sex,5,state_sec_quint,2018,1,NA,Tripura,NA,5,Gender,1,NA,NA,NA,5,NA
7748,50971.29,2018,State,urban/rural,Sex,5,state_sec_quint,2018,1,NA,Tripura,NA,5,Gender,2,NA,NA,NA,5,NA
7749,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
7750,NA,2018,State,urban/rural,Sex,Total,state_sec_quint,2018,1,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
8277,10503.15,2019,State,All,Sex,Total,state_quint,2019,99,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
8278,5073.76,2019,State,All,Sex,Total,state_quint,2019,99,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
8497,5900.85,2019,State,All,Sex,1,state_quint,2019,99,NA,Tripura,1,NA,Gender,1,NA,NA,NA,1,NA
8498,1770.26,2019,State,All,Sex,1,state_quint,2019,99,NA,Tripura,1,NA,Gender,2,NA,NA,NA,1,NA
8499,8261.19,2019,State,All,Sex,2,state_quint,2019,99,NA,Tripura,2,NA,Gender,1,NA,NA,NA,2,NA
8500,3540.51,2019,State,All,Sex,2,state_quint,2019,99,NA,Tripura,2,NA,Gender,2,NA,NA,NA,2,NA
8501,10621.53,2019,State,All,Sex,3,state_quint,2019,99,NA,Tripura,3,NA,Gender,1,NA,NA,NA,3,NA
8502,5122.53,2019,State,All,Sex,3,state_quint,2019,99,NA,Tripura,3,NA,Gender,2,NA,NA,NA,3,NA
8503,13372.43,2019,State,All,Sex,4,state_quint,2019,99,NA,Tripura,4,NA,Gender,1,NA,NA,NA,4,NA
8504,7134.63,2019,State,All,Sex,4,state_quint,2019,99,NA,Tripura,4,NA,Gender,2,NA,NA,NA,4,NA
8505,23677.54,2019,State,All,Sex,5,state_quint,2019,99,NA,Tripura,5,NA,Gender,1,NA,NA,NA,5,NA
8506,12485.61,2019,State,All,Sex,5,state_quint,2019,99,NA,Tripura,5,NA,Gender,2,NA,NA,NA,5,NA
8507,NA,2019,State,All,Sex,Total,state_quint,2019,99,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
8508,NA,2019,State,All,Sex,Total,state_quint,2019,99,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
8797,10065.32,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
8798,4928.26,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
8799,12527.14,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
8800,5896.3,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
9234,5900.85,2019,State,urban/rural,Sex,1,state_sec_quint,2019,0,NA,Tripura,NA,1,Gender,1,NA,NA,NA,1,NA
9235,1770.26,2019,State,urban/rural,Sex,1,state_sec_quint,2019,0,NA,Tripura,NA,1,Gender,2,NA,NA,NA,1,NA
9236,8049.5,2019,State,urban/rural,Sex,2,state_sec_quint,2019,0,NA,Tripura,NA,2,Gender,1,NA,NA,NA,2,NA
9237,3540.51,2019,State,urban/rural,Sex,2,state_sec_quint,2019,0,NA,Tripura,NA,2,Gender,2,NA,NA,NA,2,NA
9238,10065.32,2019,State,urban/rural,Sex,3,state_sec_quint,2019,0,NA,Tripura,NA,3,Gender,1,NA,NA,NA,3,NA
9239,5057.87,2019,State,urban/rural,Sex,3,state_sec_quint,2019,0,NA,Tripura,NA,3,Gender,2,NA,NA,NA,3,NA
9240,11801.7,2019,State,urban/rural,Sex,4,state_sec_quint,2019,0,NA,Tripura,NA,4,Gender,1,NA,NA,NA,4,NA
9241,6540.08,2019,State,urban/rural,Sex,4,state_sec_quint,2019,0,NA,Tripura,NA,4,Gender,2,NA,NA,NA,4,NA
9242,20130.65,2019,State,urban/rural,Sex,5,state_sec_quint,2019,0,NA,Tripura,NA,5,Gender,1,NA,NA,NA,5,NA
9243,10349.35,2019,State,urban/rural,Sex,5,state_sec_quint,2019,0,NA,Tripura,NA,5,Gender,2,NA,NA,NA,5,NA
9244,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
9245,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,0,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
9246,6263.57,2019,State,urban/rural,Sex,1,state_sec_quint,2019,1,NA,Tripura,NA,1,Gender,1,NA,NA,NA,1,NA
9247,1432.46,2019,State,urban/rural,Sex,1,state_sec_quint,2019,1,NA,Tripura,NA,1,Gender,2,NA,NA,NA,1,NA
9248,9624.23,2019,State,urban/rural,Sex,2,state_sec_quint,2019,1,NA,Tripura,NA,2,Gender,1,NA,NA,NA,2,NA
9249,3647.03,2019,State,urban/rural,Sex,2,state_sec_quint,2019,1,NA,Tripura,NA,2,Gender,2,NA,NA,NA,2,NA
9250,12885.05,2019,State,urban/rural,Sex,3,state_sec_quint,2019,1,NA,Tripura,NA,3,Gender,1,NA,NA,NA,3,NA
9251,5968.57,2019,State,urban/rural,Sex,3,state_sec_quint,2019,1,NA,Tripura,NA,3,Gender,2,NA,NA,NA,3,NA
9252,18790.71,2019,State,urban/rural,Sex,4,state_sec_quint,2019,1,NA,Tripura,NA,4,Gender,1,NA,NA,NA,4,NA
9253,10743.43,2019,State,urban/rural,Sex,4,state_sec_quint,2019,1,NA,Tripura,NA,4,Gender,2,NA,NA,NA,4,NA
9254,37029.85,2019,State,urban/rural,Sex,5,state_sec_quint,2019,1,NA,Tripura,NA,5,Gender,1,NA,NA,NA,5,NA
9255,30391.89,2019,State,urban/rural,Sex,5,state_sec_quint,2019,1,NA,Tripura,NA,5,Gender,2,NA,NA,NA,5,NA
9256,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
9257,NA,2019,State,urban/rural,Sex,Total,state_sec_quint,2019,1,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
9779,9850.52,2020,State,All,Sex,Total,state_quint,2020,99,NA,Tripura,NA,NA,Gender,1,NA,NA,NA,NA,NA
9780,3692.54,2020,State,All,Sex,Total,state_quint,2020,99,NA,Tripura,NA,NA,Gender,2,NA,NA,NA,NA,NA
9999,5384.95,2020,State,All,Sex,1,state_quint,2020,99,NA,Tripura,1,NA,Gender,1,NA,NA,NA,1,NA
10000,1070.26,2020,State,All,Sex,1,state_quint,2020,99,NA,Tripura,1,NA,Gender,2,NA,NA,NA,1,NA
10001,7901.34,2020,State,All,Sex,2,state_quint,2020,99,NA,Tripura,2,NA,Gender,1,NA,NA,NA,2,NA
10002,2107.02,2020,State,All,Sex,2,state_quint,2020,99,NA,Tripura,2,NA,Gender,2,NA,NA,NA,2,NA
10003,9850.52,2020,State,All,Sex,3,state_quint,2020,99,NA,Tripura,3,NA,Gender,1,NA,NA,NA,3,NA
