,real_wage_23,year,level,area,dem,quint_label,SourceSheet,Year,sector,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type,quintile_overall,nat_quint
43888,NA,2023,State,urban/rural,CWS Type,Total,state_sec_quint,2023,0,NA,Goa,NA,NA,CWSType,NA,NA,NA,NA,NA,NA
43889,12665.77,2023,State,urban/rural,CWS Type,1,state_sec_quint,2023,1,NA,Goa,NA,1,CWSType,NA,NA,2,NA,1,NA
43890,10578.95,2023,State,urban/rural,CWS Type,1,state_sec_quint,2023,1,NA,Goa,NA,1,CWSType,NA,NA,3,NA,1,NA
43891,18176.91,2023,State,urban/rural,CWS Type,2,state_sec_quint,2023,1,NA,Goa,NA,2,CWSType,NA,NA,2,NA,2,NA
43892,16965.12,2023,State,urban/rural,CWS Type,2,state_sec_quint,2023,1,NA,Goa,NA,2,CWSType,NA,NA,3,NA,2,NA
43893,23128.22,2023,State,urban/rural,CWS Type,3,state_sec_quint,2023,1,NA,Goa,NA,3,CWSType,NA,NA,2,NA,3,NA
43894,26022.57,2023,State,urban/rural,CWS Type,3,state_sec_quint,2023,1,NA,Goa,NA,3,CWSType,NA,NA,3,NA,3,NA
43895,37111.19,2023,State,urban/rural,CWS Type,4,state_sec_quint,2023,1,NA,Goa,NA,4,CWSType,NA,NA,2,NA,4,NA
43896,42099.16,2023,State,urban/rural,CWS Type,4,state_sec_quint,2023,1,NA,Goa,NA,4,CWSType,NA,NA,3,NA,4,NA
43897,57355.87,2023,State,urban/rural,CWS Type,5,state_sec_quint,2023,1,NA,Goa,NA,5,CWSType,NA,NA,2,NA,5,NA
43898,76343.02,2023,State,urban/rural,CWS Type,5,state_sec_quint,2023,1,NA,Goa,NA,5,CWSType,NA,NA,3,NA,5,NA
43899,37468.25,2023,State,urban/rural,CWS Type,Total,state_sec_quint,2023,1,NA,Goa,NA,NA,CWSType,NA,NA,1,NA,NA,NA
43900,NA,2023,State,urban/rural,CWS Type,Total,state_sec_quint,2023,1,NA,Goa,NA,NA,CWSType,NA,NA,2,NA,NA,NA
43901,NA,2023,State,urban/rural,CWS Type,Total,state_sec_quint,2023,1,NA,Goa,NA,NA,CWSType,NA,NA,3,NA,NA,NA
43902,NA,2023,State,urban/rural,CWS Type,Total,state_sec_quint,2023,1,NA,Goa,NA,NA,CWSType,NA,NA,NA,NA,NA,NA
44303,22092.63,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,1,NA,NA
44304,25453.28,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
44305,10628.19,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,3,NA,NA
44306,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
44826,9804.55,2017,State,All,Emp Type,1,state_quint,2017,99,NA,Goa,1,NA,EmpType,NA,NA,NA,1,1,NA
44827,10641.82,2017,State,All,Emp Type,1,state_quint,2017,99,NA,Goa,1,NA,EmpType,NA,NA,NA,2,1,NA
44828,6735.64,2017,State,All,Emp Type,1,state_quint,2017,99,NA,Goa,1,NA,EmpType,NA,NA,NA,3,1,NA
44829,14782.21,2017,State,All,Emp Type,2,state_quint,2017,99,NA,Goa,2,NA,EmpType,NA,NA,NA,1,2,NA
44830,17026.91,2017,State,All,Emp Type,2,state_quint,2017,99,NA,Goa,2,NA,EmpType,NA,NA,NA,2,2,NA
44831,8604.45,2017,State,All,Emp Type,2,state_quint,2017,99,NA,Goa,2,NA,EmpType,NA,NA,NA,3,2,NA
44832,22418.77,2017,State,All,Emp Type,3,state_quint,2017,99,NA,Goa,3,NA,EmpType,NA,NA,NA,1,3,NA
44833,25453.28,2017,State,All,Emp Type,3,state_quint,2017,99,NA,Goa,3,NA,EmpType,NA,NA,NA,2,3,NA
44834,11240.95,2017,State,All,Emp Type,3,state_quint,2017,99,NA,Goa,3,NA,EmpType,NA,NA,NA,3,3,NA
44835,35202.78,2017,State,All,Emp Type,4,state_quint,2017,99,NA,Goa,4,NA,EmpType,NA,NA,NA,1,4,NA
44836,37982.66,2017,State,All,Emp Type,4,state_quint,2017,99,NA,Goa,4,NA,EmpType,NA,NA,NA,2,4,NA
44837,14879.46,2017,State,All,Emp Type,4,state_quint,2017,99,NA,Goa,4,NA,EmpType,NA,NA,NA,3,4,NA
44838,56324.45,2017,State,All,Emp Type,5,state_quint,2017,99,NA,Goa,5,NA,EmpType,NA,NA,NA,1,5,NA
44839,69039.48,2017,State,All,Emp Type,5,state_quint,2017,99,NA,Goa,5,NA,EmpType,NA,NA,NA,2,5,NA
44840,16782.38,2017,State,All,Emp Type,5,state_quint,2017,99,NA,Goa,5,NA,EmpType,NA,NA,NA,3,5,NA
44841,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
44842,NA,2017,State,All,Emp Type,Total,state_quint,2017,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
45171,18194.82,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,1,NA,NA
45172,16679.04,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
45173,10628.19,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,3,NA,NA
45174,NA,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
45175,27390.94,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,1,NA,NA
45176,28269.79,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
45177,12005.57,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,3,NA,NA
45178,NA,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
46191,8981.02,2017,State,urban/rural,Emp Type,1,state_sec_quint,2017,0,NA,Goa,NA,1,EmpType,NA,NA,NA,1,1,NA
46192,8118.46,2017,State,urban/rural,Emp Type,1,state_sec_quint,2017,0,NA,Goa,NA,1,EmpType,NA,NA,NA,2,1,NA
46193,7429.96,2017,State,urban/rural,Emp Type,1,state_sec_quint,2017,0,NA,Goa,NA,1,EmpType,NA,NA,NA,3,1,NA
46194,12489.94,2017,State,urban/rural,Emp Type,2,state_sec_quint,2017,0,NA,Goa,NA,2,EmpType,NA,NA,NA,1,2,NA
46195,11562.77,2017,State,urban/rural,Emp Type,2,state_sec_quint,2017,0,NA,Goa,NA,2,EmpType,NA,NA,NA,2,2,NA
46196,8604.45,2017,State,urban/rural,Emp Type,2,state_sec_quint,2017,0,NA,Goa,NA,2,EmpType,NA,NA,NA,3,2,NA
46197,18194.82,2017,State,urban/rural,Emp Type,3,state_sec_quint,2017,0,NA,Goa,NA,3,EmpType,NA,NA,NA,1,3,NA
46198,18243.49,2017,State,urban/rural,Emp Type,3,state_sec_quint,2017,0,NA,Goa,NA,3,EmpType,NA,NA,NA,2,3,NA
46199,10628.19,2017,State,urban/rural,Emp Type,3,state_sec_quint,2017,0,NA,Goa,NA,3,EmpType,NA,NA,NA,3,3,NA
46200,28226.08,2017,State,urban/rural,Emp Type,4,state_sec_quint,2017,0,NA,Goa,NA,4,EmpType,NA,NA,NA,1,4,NA
46201,25172.79,2017,State,urban/rural,Emp Type,4,state_sec_quint,2017,0,NA,Goa,NA,4,EmpType,NA,NA,NA,2,4,NA
46202,14788.89,2017,State,urban/rural,Emp Type,4,state_sec_quint,2017,0,NA,Goa,NA,4,EmpType,NA,NA,NA,3,4,NA
46203,41309.2,2017,State,urban/rural,Emp Type,5,state_sec_quint,2017,0,NA,Goa,NA,5,EmpType,NA,NA,NA,1,5,NA
46204,62740.75,2017,State,urban/rural,Emp Type,5,state_sec_quint,2017,0,NA,Goa,NA,5,EmpType,NA,NA,NA,2,5,NA
46205,15057.78,2017,State,urban/rural,Emp Type,5,state_sec_quint,2017,0,NA,Goa,NA,5,EmpType,NA,NA,NA,3,5,NA
46206,NA,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
46207,NA,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
46208,9939.99,2017,State,urban/rural,Emp Type,1,state_sec_quint,2017,1,NA,Goa,NA,1,EmpType,NA,NA,NA,1,1,NA
46209,11264.89,2017,State,urban/rural,Emp Type,1,state_sec_quint,2017,1,NA,Goa,NA,1,EmpType,NA,NA,NA,2,1,NA
46210,5998.24,2017,State,urban/rural,Emp Type,1,state_sec_quint,2017,1,NA,Goa,NA,1,EmpType,NA,NA,NA,3,1,NA
46211,18208.44,2017,State,urban/rural,Emp Type,2,state_sec_quint,2017,1,NA,Goa,NA,2,EmpType,NA,NA,NA,1,2,NA
46212,21402.24,2017,State,urban/rural,Emp Type,2,state_sec_quint,2017,1,NA,Goa,NA,2,EmpType,NA,NA,NA,2,2,NA
46213,7797.72,2017,State,urban/rural,Emp Type,2,state_sec_quint,2017,1,NA,Goa,NA,2,EmpType,NA,NA,NA,3,2,NA
46214,28399.97,2017,State,urban/rural,Emp Type,3,state_sec_quint,2017,1,NA,Goa,NA,3,EmpType,NA,NA,NA,1,3,NA
46215,28269.79,2017,State,urban/rural,Emp Type,3,state_sec_quint,2017,1,NA,Goa,NA,3,EmpType,NA,NA,NA,2,3,NA
46216,12115.63,2017,State,urban/rural,Emp Type,3,state_sec_quint,2017,1,NA,Goa,NA,3,EmpType,NA,NA,NA,3,3,NA
46217,39158.9,2017,State,urban/rural,Emp Type,4,state_sec_quint,2017,1,NA,Goa,NA,4,EmpType,NA,NA,NA,1,4,NA
46218,42404.69,2017,State,urban/rural,Emp Type,4,state_sec_quint,2017,1,NA,Goa,NA,4,EmpType,NA,NA,NA,2,4,NA
46219,16782.38,2017,State,urban/rural,Emp Type,4,state_sec_quint,2017,1,NA,Goa,NA,4,EmpType,NA,NA,NA,3,4,NA
46220,60073.31,2017,State,urban/rural,Emp Type,5,state_sec_quint,2017,1,NA,Goa,NA,5,EmpType,NA,NA,NA,1,5,NA
46221,69039.48,2017,State,urban/rural,Emp Type,5,state_sec_quint,2017,1,NA,Goa,NA,5,EmpType,NA,NA,NA,2,5,NA
46222,16807.79,2017,State,urban/rural,Emp Type,5,state_sec_quint,2017,1,NA,Goa,NA,5,EmpType,NA,NA,NA,3,5,NA
46223,NA,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
46224,NA,2017,State,urban/rural,Emp Type,Total,state_sec_quint,2017,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
46612,21864.2,2018,State,All,Emp Type,Total,state_quint,2018,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,1,NA,NA
46613,24725.05,2018,State,All,Emp Type,Total,state_quint,2018,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
46614,16483.37,2018,State,All,Emp Type,Total,state_quint,2018,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,3,NA,NA
46615,NA,2018,State,All,Emp Type,Total,state_quint,2018,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
47137,10915.98,2018,State,All,Emp Type,1,state_quint,2018,99,NA,Goa,1,NA,EmpType,NA,NA,NA,1,1,NA
47138,9861.25,2018,State,All,Emp Type,1,state_quint,2018,99,NA,Goa,1,NA,EmpType,NA,NA,NA,2,1,NA
47139,8720.56,2018,State,All,Emp Type,1,state_quint,2018,99,NA,Goa,1,NA,EmpType,NA,NA,NA,3,1,NA
47140,17081.41,2018,State,All,Emp Type,2,state_quint,2018,99,NA,Goa,2,NA,EmpType,NA,NA,NA,1,2,NA
47141,17998.8,2018,State,All,Emp Type,2,state_quint,2018,99,NA,Goa,2,NA,EmpType,NA,NA,NA,2,2,NA
47142,10842.18,2018,State,All,Emp Type,2,state_quint,2018,99,NA,Goa,2,NA,EmpType,NA,NA,NA,3,2,NA
47143,22010.5,2018,State,All,Emp Type,3,state_quint,2018,99,NA,Goa,3,NA,EmpType,NA,NA,NA,1,3,NA
47144,24725.05,2018,State,All,Emp Type,3,state_quint,2018,99,NA,Goa,3,NA,EmpType,NA,NA,NA,2,3,NA
47145,16507.88,2018,State,All,Emp Type,3,state_quint,2018,99,NA,Goa,3,NA,EmpType,NA,NA,NA,3,3,NA
47146,29242.58,2018,State,All,Emp Type,4,state_quint,2018,99,NA,Goa,4,NA,EmpType,NA,NA,NA,1,4,NA
47147,34417,2018,State,All,Emp Type,4,state_quint,2018,99,NA,Goa,4,NA,EmpType,NA,NA,NA,2,4,NA
47148,16544.78,2018,State,All,Emp Type,4,state_quint,2018,99,NA,Goa,4,NA,EmpType,NA,NA,NA,3,4,NA
47149,45193.08,2018,State,All,Emp Type,5,state_quint,2018,99,NA,Goa,5,NA,EmpType,NA,NA,NA,1,5,NA
47150,57691.79,2018,State,All,Emp Type,5,state_quint,2018,99,NA,Goa,5,NA,EmpType,NA,NA,NA,2,5,NA
47151,NA,2018,State,All,Emp Type,Total,state_quint,2018,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
47152,NA,2018,State,All,Emp Type,Total,state_quint,2018,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
47481,19050.53,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,1,NA,NA
47482,22860.63,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
47483,10762.72,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,3,NA,NA
47484,NA,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
47485,24761.82,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,1,NA,NA
47486,24817.17,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
47487,16544.78,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,3,NA,NA
47488,NA,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
48502,9238.88,2018,State,urban/rural,Emp Type,1,state_sec_quint,2018,0,NA,Goa,NA,1,EmpType,NA,NA,NA,1,1,NA
48503,9861.25,2018,State,urban/rural,Emp Type,1,state_sec_quint,2018,0,NA,Goa,NA,1,EmpType,NA,NA,NA,2,1,NA
48504,6531.61,2018,State,urban/rural,Emp Type,1,state_sec_quint,2018,0,NA,Goa,NA,1,EmpType,NA,NA,NA,3,1,NA
48505,14782.21,2018,State,urban/rural,Emp Type,2,state_sec_quint,2018,0,NA,Goa,NA,2,EmpType,NA,NA,NA,1,2,NA
48506,15813.23,2018,State,urban/rural,Emp Type,2,state_sec_quint,2018,0,NA,Goa,NA,2,EmpType,NA,NA,NA,2,2,NA
48507,8720.56,2018,State,urban/rural,Emp Type,2,state_sec_quint,2018,0,NA,Goa,NA,2,EmpType,NA,NA,NA,3,2,NA
48508,19050.53,2018,State,urban/rural,Emp Type,3,state_sec_quint,2018,0,NA,Goa,NA,3,EmpType,NA,NA,NA,1,3,NA
48509,23603.66,2018,State,urban/rural,Emp Type,3,state_sec_quint,2018,0,NA,Goa,NA,3,EmpType,NA,NA,NA,2,3,NA
48510,10842.18,2018,State,urban/rural,Emp Type,3,state_sec_quint,2018,0,NA,Goa,NA,3,EmpType,NA,NA,NA,3,3,NA
48511,23141.32,2018,State,urban/rural,Emp Type,4,state_sec_quint,2018,0,NA,Goa,NA,4,EmpType,NA,NA,NA,1,4,NA
48512,31623.02,2018,State,urban/rural,Emp Type,4,state_sec_quint,2018,0,NA,Goa,NA,4,EmpType,NA,NA,NA,2,4,NA
48513,36392.18,2018,State,urban/rural,Emp Type,5,state_sec_quint,2018,0,NA,Goa,NA,5,EmpType,NA,NA,NA,1,5,NA
48514,45458.3,2018,State,urban/rural,Emp Type,5,state_sec_quint,2018,0,NA,Goa,NA,5,EmpType,NA,NA,NA,2,5,NA
48515,13335.37,2018,State,urban/rural,Emp Type,5,state_sec_quint,2018,0,NA,Goa,NA,5,EmpType,NA,NA,NA,3,5,NA
48516,NA,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
48517,NA,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
48518,13292.08,2018,State,urban/rural,Emp Type,1,state_sec_quint,2018,1,NA,Goa,NA,1,EmpType,NA,NA,NA,1,1,NA
48519,11029.85,2018,State,urban/rural,Emp Type,1,state_sec_quint,2018,1,NA,Goa,NA,1,EmpType,NA,NA,NA,2,1,NA
48520,9114.57,2018,State,urban/rural,Emp Type,1,state_sec_quint,2018,1,NA,Goa,NA,1,EmpType,NA,NA,NA,3,1,NA
48521,19785.21,2018,State,urban/rural,Emp Type,2,state_sec_quint,2018,1,NA,Goa,NA,2,EmpType,NA,NA,NA,1,2,NA
48522,20467.46,2018,State,urban/rural,Emp Type,2,state_sec_quint,2018,1,NA,Goa,NA,2,EmpType,NA,NA,NA,2,2,NA
48523,16507.88,2018,State,urban/rural,Emp Type,2,state_sec_quint,2018,1,NA,Goa,NA,2,EmpType,NA,NA,NA,3,2,NA
48524,24761.82,2018,State,urban/rural,Emp Type,3,state_sec_quint,2018,1,NA,Goa,NA,3,EmpType,NA,NA,NA,1,3,NA
48525,25168.95,2018,State,urban/rural,Emp Type,3,state_sec_quint,2018,1,NA,Goa,NA,3,EmpType,NA,NA,NA,2,3,NA
48526,16544.78,2018,State,urban/rural,Emp Type,3,state_sec_quint,2018,1,NA,Goa,NA,3,EmpType,NA,NA,NA,3,3,NA
48527,32966.74,2018,State,urban/rural,Emp Type,4,state_sec_quint,2018,1,NA,Goa,NA,4,EmpType,NA,NA,NA,1,4,NA
48528,41300.4,2018,State,urban/rural,Emp Type,4,state_sec_quint,2018,1,NA,Goa,NA,4,EmpType,NA,NA,NA,2,4,NA
48529,49194.45,2018,State,urban/rural,Emp Type,5,state_sec_quint,2018,1,NA,Goa,NA,5,EmpType,NA,NA,NA,1,5,NA
48530,63968.03,2018,State,urban/rural,Emp Type,5,state_sec_quint,2018,1,NA,Goa,NA,5,EmpType,NA,NA,NA,2,5,NA
48531,NA,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
48532,NA,2018,State,urban/rural,Emp Type,Total,state_sec_quint,2018,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
48916,20572.71,2019,State,All,Emp Type,Total,state_quint,2019,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,1,NA,NA
48917,20572.71,2019,State,All,Emp Type,Total,state_quint,2019,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
48918,11215.95,2019,State,All,Emp Type,Total,state_quint,2019,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,3,NA,NA
48919,NA,2019,State,All,Emp Type,Total,state_quint,2019,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
49467,11801.7,2019,State,All,Emp Type,1,state_quint,2019,99,NA,Goa,1,NA,EmpType,NA,NA,NA,1,1,NA
49468,13571.96,2019,State,All,Emp Type,1,state_quint,2019,99,NA,Goa,1,NA,EmpType,NA,NA,NA,2,1,NA
49469,8601.68,2019,State,All,Emp Type,1,state_quint,2019,99,NA,Goa,1,NA,EmpType,NA,NA,NA,3,1,NA
49470,16307.36,2019,State,All,Emp Type,2,state_quint,2019,99,NA,Goa,2,NA,EmpType,NA,NA,NA,1,2,NA
49471,18453.64,2019,State,All,Emp Type,2,state_quint,2019,99,NA,Goa,2,NA,EmpType,NA,NA,NA,2,2,NA
49472,10752.1,2019,State,All,Emp Type,2,state_quint,2019,99,NA,Goa,2,NA,EmpType,NA,NA,NA,3,2,NA
49473,20669.77,2019,State,All,Emp Type,3,state_quint,2019,99,NA,Goa,3,NA,EmpType,NA,NA,NA,1,3,NA
49474,20906.87,2019,State,All,Emp Type,3,state_quint,2019,99,NA,Goa,3,NA,EmpType,NA,NA,NA,2,3,NA
49475,11215.95,2019,State,All,Emp Type,3,state_quint,2019,99,NA,Goa,3,NA,EmpType,NA,NA,NA,3,3,NA
49476,30691.48,2019,State,All,Emp Type,4,state_quint,2019,99,NA,Goa,4,NA,EmpType,NA,NA,NA,1,4,NA
49477,25122.31,2019,State,All,Emp Type,4,state_quint,2019,99,NA,Goa,4,NA,EmpType,NA,NA,NA,2,4,NA
49478,14820.96,2019,State,All,Emp Type,4,state_quint,2019,99,NA,Goa,4,NA,EmpType,NA,NA,NA,3,4,NA
49479,43427,2019,State,All,Emp Type,5,state_quint,2019,99,NA,Goa,5,NA,EmpType,NA,NA,NA,1,5,NA
49480,43964.04,2019,State,All,Emp Type,5,state_quint,2019,99,NA,Goa,5,NA,EmpType,NA,NA,NA,2,5,NA
49481,17524.45,2019,State,All,Emp Type,5,state_quint,2019,99,NA,Goa,5,NA,EmpType,NA,NA,NA,3,5,NA
49482,NA,2019,State,All,Emp Type,Total,state_quint,2019,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,1,NA,NA
49483,NA,2019,State,All,Emp Type,Total,state_quint,2019,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
49484,NA,2019,State,All,Emp Type,Total,state_quint,2019,99,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
49817,19944.25,2019,State,urban/rural,Emp Type,Total,state_sec_quint,2019,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,1,NA,NA
49818,19748.34,2019,State,urban/rural,Emp Type,Total,state_sec_quint,2019,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
49819,10586.4,2019,State,urban/rural,Emp Type,Total,state_sec_quint,2019,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,3,NA,NA
49820,NA,2019,State,urban/rural,Emp Type,Total,state_sec_quint,2019,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
49821,21325.01,2019,State,urban/rural,Emp Type,Total,state_sec_quint,2019,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,1,NA,NA
49822,20906.87,2019,State,urban/rural,Emp Type,Total,state_sec_quint,2019,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
49823,11215.95,2019,State,urban/rural,Emp Type,Total,state_sec_quint,2019,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,3,NA,NA
49824,NA,2019,State,urban/rural,Emp Type,Total,state_sec_quint,2019,1,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
50897,11801.7,2019,State,urban/rural,Emp Type,1,state_sec_quint,2019,0,NA,Goa,NA,1,EmpType,NA,NA,NA,1,1,NA
50898,13571.96,2019,State,urban/rural,Emp Type,1,state_sec_quint,2019,0,NA,Goa,NA,1,EmpType,NA,NA,NA,2,1,NA
50899,8469.12,2019,State,urban/rural,Emp Type,1,state_sec_quint,2019,0,NA,Goa,NA,1,EmpType,NA,NA,NA,3,1,NA
50900,17223.4,2019,State,urban/rural,Emp Type,2,state_sec_quint,2019,0,NA,Goa,NA,2,EmpType,NA,NA,NA,1,2,NA
50901,18110.81,2019,State,urban/rural,Emp Type,2,state_sec_quint,2019,0,NA,Goa,NA,2,EmpType,NA,NA,NA,2,2,NA
50902,10586.4,2019,State,urban/rural,Emp Type,2,state_sec_quint,2019,0,NA,Goa,NA,2,EmpType,NA,NA,NA,3,2,NA
50903,19944.25,2019,State,urban/rural,Emp Type,3,state_sec_quint,2019,0,NA,Goa,NA,3,EmpType,NA,NA,NA,1,3,NA
50904,20378.82,2019,State,urban/rural,Emp Type,3,state_sec_quint,2019,0,NA,Goa,NA,3,EmpType,NA,NA,NA,2,3,NA
50905,13622.14,2019,State,urban/rural,Emp Type,3,state_sec_quint,2019,0,NA,Goa,NA,3,EmpType,NA,NA,NA,3,3,NA
50906,23989.74,2019,State,urban/rural,Emp Type,4,state_sec_quint,2019,0,NA,Goa,NA,4,EmpType,NA,NA,NA,1,4,NA
50907,22437.29,2019,State,urban/rural,Emp Type,4,state_sec_quint,2019,0,NA,Goa,NA,4,EmpType,NA,NA,NA,2,4,NA
50908,15135.71,2019,State,urban/rural,Emp Type,4,state_sec_quint,2019,0,NA,Goa,NA,4,EmpType,NA,NA,NA,3,4,NA
50909,35405.11,2019,State,urban/rural,Emp Type,5,state_sec_quint,2019,0,NA,Goa,NA,5,EmpType,NA,NA,NA,1,5,NA
50910,31433.16,2019,State,urban/rural,Emp Type,5,state_sec_quint,2019,0,NA,Goa,NA,5,EmpType,NA,NA,NA,2,5,NA
50911,17524.45,2019,State,urban/rural,Emp Type,5,state_sec_quint,2019,0,NA,Goa,NA,5,EmpType,NA,NA,NA,3,5,NA
50912,NA,2019,State,urban/rural,Emp Type,Total,state_sec_quint,2019,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,1,NA,NA
50913,NA,2019,State,urban/rural,Emp Type,Total,state_sec_quint,2019,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,2,NA,NA
50914,NA,2019,State,urban/rural,Emp Type,Total,state_sec_quint,2019,0,NA,Goa,NA,NA,EmpType,NA,NA,NA,NA,NA,NA
50915,11776.75,2019,State,urban/rural,Emp Type,1,state_sec_quint,2019,1,NA,Goa,NA,1,EmpType,NA,NA,NA,1,1,NA
50916,12857.94,2019,State,urban/rural,Emp Type,1,state_sec_quint,2019,1,NA,Goa,NA,1,EmpType,NA,NA,NA,2,1,NA
50917,10737.55,2019,State,urban/rural,Emp Type,1,state_sec_quint,2019,1,NA,Goa,NA,1,EmpType,NA,NA,NA,3,1,NA
50918,15939.93,2019,State,urban/rural,Emp Type,2,state_sec_quint,2019,1,NA,Goa,NA,2,EmpType,NA,NA,NA,1,2,NA
50919,19443.39,2019,State,urban/rural,Emp Type,2,state_sec_quint,2019,1,NA,Goa,NA,2,EmpType,NA,NA,NA,2,2,NA
50920,11108.95,2019,State,urban/rural,Emp Type,2,state_sec_quint,2019,1,NA,Goa,NA,2,EmpType,NA,NA,NA,3,2,NA
50921,21325.01,2019,State,urban/rural,Emp Type,3,state_sec_quint,2019,1,NA,Goa,NA,3,EmpType,NA,NA,NA,1,3,NA
50922,20936.44,2019,State,urban/rural,Emp Type,3,state_sec_quint,2019,1,NA,Goa,NA,3,EmpType,NA,NA,NA,2,3,NA
50923,11215.95,2019,State,urban/rural,Emp Type,3,state_sec_quint,2019,1,NA,Goa,NA,3,EmpType,NA,NA,NA,3,3,NA
