State,Variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
All States/UT,REV_NTAX_II_C_ES_O,713.95,639.11,748.22,956.94,1086.85,861.54,1005.48,1260.11,1463.64,2021.56,1965.58,2223.4,2272.34,2287.24,3517.35,2927.97,2709.52,3379.31,3846.48,4732.43,4404.38,3941.4,3747.52,4191.9,4180.2483,4634.783275,5302.427075,5149.52616,4968.62064,5241.783075,5471.551217,6422.778648,9578.976414,9261.408,12631.3088
All States/UT,REV_NTAX_II_D,12643.29,15225.68,17758.83,21176.0,19911.03,20873.48,22949.29,23852.9,23480.06,30177.39,37783.77,43082.34,45682.54,51347.58,56856.87,76750.15,94451.12,108621.84,129923.42,150972.3,163496.72,186416.46,188681.77,205952.01,330804.68,325895.6025,356091.2925,405957.9332,439868.6779,534567.4585,643840.9145,622627.8601,661456.8512,740821.674,720354.6781
All States/UT,REV_NTAX_II_D_SP,4795.58,6573.95,7843.04,10239.93,10752.03,8011.25,11487.77,11638.56,12883.64,16215.86,16200.36,19430.48,19830.4,25591.11,29918.62,28747.65,40214.93,49547.6,63480.19,70853.17,77635.53,87668.82,91622.44,89965.6,202065.57,141992.9316,164119.9872,30680.28402,25621.872,5826.411902,1562.234551,149.6771,-361.3706421,5070.0,655.0
All States/UT,REV_NTAX_II_D_SP_ND,29.25,14.57,17.54,341.9,63.75,3.21,0.0,0.0,0.0,54.25,0.0,0.0,0.0,0.0,0.0,0.0,57.33,182.3,0.13,0.0,0.02,0.23,324.76,0.0,0.0,0.3228,0.0,0.0,0.0,0.0,0.0,0.0,,,
All States/UT,REV_NTAX_II_D_CP,813.42,749.83,1035.43,1130.0,1079.42,1585.87,857.44,1141.03,1080.48,1078.34,1132.61,1270.52,1717.89,1352.14,1315.47,2216.06,2096.77,2273.61,2656.89,6454.35,3586.61,2743.18,2666.04,3425.11,6265.9657,14157.20335,5957.191576,1066.0416,1368.458,1242.24854,39.9817,36.5488,64.9314,181.5009,168.3602
All States/UT,REV_NTAX_II_D_CS,3763.76,4623.46,5485.73,6581.93,4540.87,4867.01,5235.24,5495.29,5929.07,6971.6,7182.44,8379.53,8674.7,9886.41,10439.09,13314.44,17427.3,21870.79,25889.17,25882.44,32829.12,43121.83,45475.67,45004.33,50672.184,55535.20836,50233.52259,218329.6772,218618.1166,237051.8611,250665.7247,258145.6747,281111.3256,444104.3683,479413.2688
All States/UT,REV_NTAX_II_D_NEC,0.0,0.0,31.7,69.83,964.57,431.93,110.85,119.91,109.52,109.5,127.35,214.89,217.27,289.5,287.16,338.93,306.03,621.15,519.55,695.6,536.4,683.36,522.32,424.2,354.1719,537.5902,3533.846303,212.5081,89.9751,72.9431,167.1089,189.5616,-2.88682,0.0,0.0
All States/UT,REV_NTAX_II_D_FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181749.38,210676.1415,176061.5767,172366.0605,151525.1751
All States/UT,REV_NTAX_II_D_FC_NPG,3270.53,3278.44,3362.93,3154.31,2574.14,5977.42,5257.99,5458.11,3477.35,5802.09,13141.01,13786.92,15242.28,14228.42,14896.54,32133.07,34406.08,34308.69,37377.62,47086.75,48909.06,52199.26,48395.3,67132.77,71446.782,113672.669,132246.7449,155669.4223,194170.2561,290373.9939,371482.4913,433824.187,,,
All States/UT,REV_NTAX_II_D_FC_NPG_SG,2227.91,2120.18,2117.25,1863.73,1838.95,3971.48,3604.42,1682.76,1420.25,1692.35,8372.38,9584.21,8526.26,7875.33,7962.67,18048.96,17718.95,19791.65,20478.3,24994.82,27662.43,33483.75,31310.87,44186.55,43963.543,62398.6385,84104.5871,81083.8261,83515.09154,117524.7915,191431.9555,212200.182,,,
All States/UT,REV_NTAX_II_D_FC_NPG_NC,353.5,347.91,521.58,336.81,182.21,283.58,524.78,476.14,607.86,409.07,499.72,594.89,3234.58,1774.16,2166.55,3271.67,3603.85,2639.23,2914.19,3495.71,5218.05,3213.86,5559.38,6159.03,5756.04,12907.5036,11055.8805,7789.6486,4018.1137,7696.9102,3894.2146,2288.5102,,,
All States/UT,REV_NTAX_II_D_FC_NPG_OT,689.12,810.35,724.1,953.77,552.98,1722.36,1128.79,3299.21,1449.24,3700.67,4268.91,3607.82,3481.44,4578.93,4767.31,10812.44,13083.28,11877.81,13985.13,18596.21,16028.58,15501.65,11525.05,16787.18,21727.2,38366.5269,37086.27702,66795.94764,106637.0509,165152.2922,176156.3212,219335.4948,,,
All States/UT,REV_NTAX_II_D_FC_NPG_GST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34032.37,66248.705,116395.2745,113110.112,113537.931,,,
All States/UT,REV_NTAX_II_D_FC_NPG_VAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.31,0.0,0.0,0.0,0.0,,,
All States/UT,REV_NTAX_II_D_FC_NPG_CST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.98,0.0,2283.1637,5588.4,1697.1,,,
All States/UT,REV_NTAX_II_D_FC_NPG_CESS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.749,0.0,,,
All States/UT,REV_NTAX_II_D_FC_PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74551.5,109382.9464,82140.0777,52946.18,25799.18
All States/UT,REV_NTAX_II_D_FC_RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59084.45806,42823.5277,45576.4287,52508.9509,56260.4869
All States/UT,REV_NTAX_II_D_FC_UL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26159.05,17853.2121,18922.12,28868.752,28884.0718
All States/UT,REV_NTAX_II_D_FC_DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18770.885,18226.0,18055.73,21809.3676,23808.5142
All States/UT,REV_NTAX_II_D_FC_O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3183.4869,22390.4553,11367.2203,16232.81,16772.9222
All States/UT,REV_NTAX_II_D_275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.1738,599.404,926.9505,1492.7865,3206.6761
All States/UT,REV_NTAX_II_D_OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209012.3109,152830.8524,203656.3245,117606.9578,85386.1979
All States/UT,REV_NTAX_II_D_OG_GC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734.3134,4216.0736,1146.9635,950.0,0.0
All States/UT,REV_NTAX_II_D_OG_GC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135286.1594,96686.4217,147603.1277,37522.9408,8421.974
Andhra Pradesh,REV_TOTAL,5347.18,6281.99,7066.36,8250.45,8786.38,9874.89,11193.31,13841.1,14259.5,16804.62,19475.24,21845.05,23002.92,26868.48,28749.51,34851.2,44245.49,54142.55,62858.45,64678.35,80996.3,93553.69,103830.28,110718.83,90672.4542,88647.8015,98984.4864,105062.0959,114670.8567,111034.0166,117136.1756,150552.4903,157768.0375,173767.0116,201173.6108
Andhra Pradesh,REV_TAX_I,3794.34,4351.18,4934.74,5519.76,6110.78,6683.11,7820.54,10524.29,10969.54,12351.9,14531.23,15612.1,16933.36,18874.44,22313.01,26158.26,32792.21,39977.69,45159.79,47317.43,60376.3,71034.56,80145.82,86255.42,57917.2665,61800.3312,70445.2657,78487.5724,90818.0033,85843.3215,81869.1392,106365.3267,116202.5064,131633.0943,160263.82
Andhra Pradesh,REV_TAX_I_A,2647.25,3054.96,3388.72,3832.93,4227.43,4120.44,4881.83,7113.55,7961.37,9008.6,10551.92,12563.66,12617.55,13805.91,16254.5,19207.4,23926.21,28794.05,33358.29,35175.72,45139.56,53283.42,59875.05,64123.53,42618.0265,39906.5412,44181.3857,52413.7349,58676.7733,57600.9315,57408.5492,70979.4967,78025.7664,85922.3543,109789.18
Andhra Pradesh,REV_TAX_I_A_1,27.55,31.4,33.83,38.39,41.32,42.46,72.26,75.54,121.67,124.37,137.92,1137.17,158.3,168.35,180.21,227.07,312.21,355.72,374.46,430.36,490.33,539.9,580.01,519.95,293.5415,250.3164,253.867,245.0167,252.2719,246.5001,270.0507,271.8348,298.5722,326.9532,521.3753
Andhra Pradesh,REV_TAX_I_A_1_AI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,REV_TAX_I_A_1_PT,27.55,31.4,33.83,38.39,41.32,42.46,72.26,75.54,121.67,124.37,137.92,1137.17,158.3,168.35,180.21,227.07,312.21,355.72,374.46,430.36,490.33,539.9,580.01,519.95,293.5415,250.3164,253.867,245.0167,252.2719,246.5001,270.0507,271.8348,298.5722,326.9532,521.3753
Andhra Pradesh,REV_TAX_I_A_2,179.95,203.83,248.6,290.57,385.65,399.64,524.78,537.86,609.93,716.67,800.69,830.03,1092.0,1149.26,1424.41,2085.49,3004.41,3320.7,3141.39,2922.69,4111.32,4683.26,5448.55,4647.03,3456.9375,3775.7396,3835.0266,4509.9179,5644.229,5471.1081,5887.3894,7941.5994,8367.0318,9904.5583,13809.8709
Andhra Pradesh,REV_TAX_I_A_2_LR,28.7,30.37,65.36,62.24,60.25,57.5,67.95,72.95,103.38,112.35,116.3,19.71,86.17,34.51,33.59,68.75,113.5,144.39,130.35,221.56,170.74,140.56,61.78,73.62,61.7032,52.3544,166.8758,107.3411,57.2434,21.3078,143.383,49.9688,109.7583,52.3527,57.714
Andhra Pradesh,REV_TAX_I_A_2_SR,147.52,170.05,178.63,222.87,313.6,325.62,435.16,449.61,493.51,591.84,670.93,804.89,999.65,1111.75,1387.91,2013.45,2865.39,3086.06,2930.99,2638.63,3833.57,4385.25,5115.24,4393.18,3249.3864,3527.1478,3475.9931,4270.5204,5427.8089,5318.258,5603.3099,7635.2146,8022.4954,9542.3503,13500.0
Andhra Pradesh,REV_TAX_I_A_2_UI,3.73,3.41,4.61,5.46,11.8,16.52,21.67,15.3,13.04,12.48,13.46,5.43,6.18,3.0,2.91,3.29,25.52,90.26,80.05,62.49,107.0,157.45,271.53,180.23,145.8479,196.2374,192.1577,132.0564,159.1767,131.5423,140.6965,256.416,234.7781,309.8553,252.1569
Andhra Pradesh,REV_TAX_I_A_3,2439.75,2819.73,3106.29,3503.97,3800.46,3678.34,4284.79,6500.15,7229.77,8167.56,9613.31,10596.46,11367.25,12488.3,14649.88,16894.84,20609.59,25117.63,29842.44,31822.68,40537.91,48060.26,53846.5,58956.55,38867.5475,35880.4852,40092.4921,47658.8003,52780.2724,51883.3233,51251.1091,62766.0625,69360.1624,75690.8428,95457.9338
Andhra Pradesh,REV_TAX_I_A_3_ST,1425.51,1673.63,1849.82,2323.86,2827.24,2954.51,3525.62,4728.35,5251.34,6171.62,7303.2,7740.89,8322.2,9186.92,11040.6,12541.61,15467.08,19026.49,21851.66,23640.22,29144.85,34910.01,40714.67,48737.41,30524.024,29104.2274,32484.0698,25335.011,21914.4587,21409.6995,17800.1462,20808.083,18004.361,18475.1506,24500.0
Andhra Pradesh,REV_TAX_I_A_3_CST,226.78,264.44,321.9,363.77,482.67,520.54,544.45,623.24,448.77,562.01,981.63,646.07,580.75,791.23,1051.96,1017.37,1244.41,1433.08,1255.19,1362.08,1701.61,1658.14,1931.53,2252.34,1488.2171,1224.4889,1524.5022,828.4402,383.8695,308.5433,188.2911,585.0545,1132.3335,1482.1036,2035.5324
Andhra Pradesh,REV_TAX_I_A_3_SST,1198.77,1409.19,1527.76,1959.99,2344.54,2432.15,2978.88,3998.07,4714.98,5513.15,6214.47,7016.01,7731.39,8376.39,9968.78,11500.2,14181.82,17537.89,20532.3,22163.15,27314.19,33165.11,38703.6,46401.02,28970.7972,27810.2817,30890.0546,24470.4199,21527.9863,21085.1907,17610.5546,20222.579,16871.8082,16992.4615,22463.8429
Andhra Pradesh,REV_TAX_I_A_3_STM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.0,0.0,0.3,0.18,0.23,0.03,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Andhra Pradesh,REV_TAX_I_A_3_SS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.02,-0.01,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,REV_TAX_I_A_3_RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.03,0.11,0.18,0.11,0.12,0.14,17.04,35.08,41.15,49.32,70.31,73.6,62.0,64.51,71.24,52.8456,51.4243,58.2562,32.3477,0.6429,0.3868,0.0632,0.0,0.0,0.0,0.0
Andhra Pradesh,REV_TAX_I_A_3_OR,-0.04,0.0,0.16,0.1,0.03,1.82,2.29,107.04,86.86,96.41,106.99,78.57,9.86,19.18,19.72,6.7,5.59,14.15,14.83,44.62,55.37,24.75,15.04,12.81,12.1641,18.0325,11.2568,3.8032,1.96,15.5787,1.2373,0.4495,0.2193,0.5855,0.6247
Andhra Pradesh,REV_TAX_I_A_3_SE,727.98,811.95,922.8,759.42,443.71,77.66,63.9,887.48,924.01,1038.41,1242.96,1651.9,1856.46,1914.98,2092.67,2684.57,3436.63,4040.69,5752.61,5848.59,8264.67,9612.36,9129.41,6250.26,4352.4922,4385.9202,4644.6617,5460.2964,6220.2016,6914.7517,11575.0733,14702.8636,14798.417,15997.6028,25597.0
Andhra Pradesh,REV_TAX_I_A_3_TV,185.79,203.37,221.8,300.49,355.21,461.43,553.83,636.6,694.48,733.6,833.97,939.18,929.47,1067.76,1168.64,1355.74,1364.74,1603.8,1800.62,1995.3,2626.75,2986.41,3356.6,3335.18,3687.4181,2082.4273,2467.0783,3038.981,3340.8178,3278.7498,2966.0102,3432.5362,4320.2309,4557.0924,5203.0
Andhra Pradesh,REV_TAX_I_A_3_TG,1.14,0.21,0.06,0.19,0.12,0.02,1.51,0.5,0.77,0.62,0.41,5.29,20.88,44.55,65.59,50.35,41.25,80.29,15.88,10.28,9.48,12.06,11.73,15.84,14.2726,10.353,12.3274,4.999,26.2019,36.1839,25.0639,0.6122,12.1961,2.531,19.4431
Andhra Pradesh,REV_TAX_I_A_3_TE,40.37,76.9,45.13,46.03,84.12,68.47,1.86,74.44,165.04,92.07,106.86,109.69,110.19,138.52,137.58,151.96,151.05,195.36,218.54,159.26,285.88,304.95,308.96,335.53,155.8069,175.9001,333.3919,15.9676,11.4666,11.2571,12.5061,11.6638,4242.5547,5527.9992,2648.3458
Andhra Pradesh,REV_TAX_I_A_3_ET,37.98,37.93,48.72,42.76,53.92,0.0,64.94,0.0,0.0,80.17,59.77,67.44,74.81,79.9,83.75,56.32,64.56,61.95,65.83,71.56,86.71,101.2,115.55,121.04,73.4942,75.9015,85.3691,32.6846,1.3757,0.8637,0.454,0.2399,1.1765,0.1976,0.2645
Andhra Pradesh,REV_TAX_I_A_3_GS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13747.9868,21257.0735,20227.0382,18871.3472,23809.4285,27981.1985,31130.2434,37489.18
Andhra Pradesh,REV_TAX_I_A_3_OT,20.98,15.74,17.96,31.22,36.14,116.25,73.13,172.78,194.13,51.07,66.14,82.07,53.24,55.67,61.05,54.29,84.28,109.05,137.3,97.46,119.58,133.27,209.58,161.28,60.0395,45.7557,65.5939,22.8739,8.6766,4.7794,0.5082,0.6353,0.0277,0.0258,0.7004
Andhra Pradesh,REV_TAX_I_B,1147.09,1296.22,1546.02,1686.83,1883.35,2562.67,2938.71,3410.74,3008.17,3343.3,3979.31,3048.44,4315.81,5068.53,6058.51,6950.86,8866.0,11183.64,11801.5,12141.71,15236.74,17751.14,20270.77,22131.89,15299.24,21893.79,26263.88,26073.8375,32141.23,28242.39,24460.59,35385.83,38176.74,45710.74,50474.64
Andhra Pradesh,REV_TAX_I_B_CG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.4,8091.86,8014.29,7223.87,10452.88,10859.48,13872.6,15079.39
Andhra Pradesh,REV_TAX_I_B_CT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2767.11,3549.36,3869.95,4996.8,5955.48,6986.97,7281.34,7443.11,5316.86,6889.71,8413.66,8879.73,11401.39,9629.54,7412.8,9437.25,12630.41,13720.38,15156.51
Andhra Pradesh,REV_TAX_I_B_IT,338.21,419.07,497.44,637.48,702.59,952.86,1145.35,1787.42,1227.26,1401.08,0.0,0.0,0.0,0.0,0.0,0.0,1680.33,2382.28,2430.03,2783.42,3147.13,3549.07,4359.21,4901.06,3795.83,4792.07,5847.52,7498.3,8396.65,7545.4,7603.75,10665.89,12578.85,15845.12,17455.93
Andhra Pradesh,REV_TAX_I_B_ED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,REV_TAX_I_B_OI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,-0.18,-0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.0,-0.1125,59.38,0.0,0.0,0.08,0.0,0.0,0.0
Andhra Pradesh,REV_TAX_I_B_TW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.48,3.94,3.64,11.31,12.21,26.98,12.29,20.44,14.15,1.55,19.27,-0.27,4.18,0.42,0.0,2.48,0.0,0.0,0.0
Andhra Pradesh,REV_TAX_I_B_CU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1729.26,2113.91,2255.96,1699.31,2664.31,3077.71,3368.48,3610.99,2462.14,3498.43,3619.23,2926.4,2323.94,1790.19,1269.78,2763.52,1510.72,1601.87,2228.46
Andhra Pradesh,REV_TAX_I_B_UE,808.88,877.15,1048.58,1049.35,1180.76,1609.81,1793.36,1623.32,1780.91,1942.22,0.0,0.0,0.0,0.0,0.0,0.0,1836.23,2018.0,1967.43,1368.81,1938.2,1991.57,2289.22,2550.35,1410.36,2908.5,4132.85,3058.9,1544.39,1244.66,817.76,1610.24,473.96,606.19,469.73
Andhra Pradesh,REV_TAX_I_B_IGST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Andhra Pradesh,REV_TAX_I_B_ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.6,1116.76,1274.93,1282.07,1519.42,2118.85,2960.23,3605.94,2299.78,3788.33,4231.28,2974.88,302.5,0.0,113.44,414.85,60.07,8.51,1.66
Andhra Pradesh,REV_TAX_I_B_OT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,-0.43,-0.33,-0.01,-0.01,-0.01,0.0,0.0,0.0,15.05,0.07,326.61,16.94,17.89,19.19,38.64,63.25,56.07,82.96
Andhra Pradesh,REV_NTAX_II,1552.84,1930.81,2131.62,2730.69,2675.6,3191.78,3372.77,3316.81,3289.96,4452.72,4944.01,6232.95,6069.56,7994.04,6436.49,8692.93,11453.28,14164.86,17698.66,17360.92,20620.01,22519.13,23684.46,24463.41,32755.1877,26847.4703,28539.2207,26574.5235,23852.8534,25190.6951,35267.0364,44187.1636,41565.5311,42133.9173,40909.7908
Andhra Pradesh,REV_NTAX_II_C,776.65,980.61,1078.53,1351.43,1530.31,1605.47,1624.72,1788.21,1846.96,2441.55,2742.91,2917.64,3529.42,3604.65,3755.57,4691.37,6487.84,7064.13,9683.4,7803.22,10719.73,11694.34,15999.14,15472.86,10975.9794,4920.006,5192.8401,3813.8174,4396.1286,3314.7382,3395.1288,5017.5168,5416.9399,7432.1147,10576.0
Andhra Pradesh,REV_NTAX_II_C_IR,459.17,639.17,577.9,705.53,768.43,717.66,824.08,903.53,1145.51,1420.08,1465.66,1538.55,1717.4,1818.53,1710.44,2039.52,2231.17,3525.34,3487.4,4851.52,5774.29,6278.82,9625.54,8646.35,4795.5783,132.9144,112.5515,96.0856,50.1098,36.287,23.827,20.4675,9.1044,20.732,40.2092
Andhra Pradesh,REV_NTAX_II_C_DP,2.4,0.22,0.28,0.25,3.95,4.78,7.68,5.34,9.42,2.91,2.02,0.57,1.34,48.68,45.49,45.88,47.4,11.95,18.8,22.77,39.44,51.52,63.65,60.41,8.0775,9.3789,4.2289,1.0042,1.3182,4.4643,0.0164,5.7258,1.5913,1301.4373,10.1277
Andhra Pradesh,REV_NTAX_II_C_GS,42.43,55.83,52.73,52.86,73.99,100.12,112.12,92.3,89.37,101.76,152.36,186.13,177.11,274.44,435.94,843.79,2037.0,987.78,3133.88,-359.58,1077.22,671.97,615.18,711.86,398.2752,469.8943,567.6726,1005.0124,685.4506,640.3096,600.4147,646.876,773.4563,1001.3574,1525.3287
Andhra Pradesh,REV_NTAX_II_C_SL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,REV_NTAX_II_C_SS,42.33,47.76,53.73,71.01,63.74,61.85,67.72,72.59,74.09,281.4,189.59,213.58,325.0,249.23,128.21,141.3,249.44,194.01,457.99,272.76,638.86,896.87,1557.6,1869.72,1814.2383,1513.6202,1617.8866,-569.6508,622.6242,348.4524,232.7739,682.8351,259.4315,303.8737,947.4976
Andhra Pradesh,REV_NTAX_II_C_SS_ES,17.76,22.43,26.21,30.05,22.71,22.34,23.26,28.24,28.75,233.99,116.84,92.45,147.67,71.21,69.14,69.35,139.55,61.35,111.68,55.09,237.95,675.02,1195.77,1675.55,1429.2864,856.318,576.9853,103.5817,30.967,147.33,18.7294,420.2404,34.0637,34.4328,476.6929
Andhra Pradesh,REV_NTAX_II_C_SS_MH,10.85,11.29,14.06,19.37,14.73,13.71,14.15,22.04,23.56,25.24,25.01,55.05,38.67,29.53,28.88,40.59,34.19,67.31,48.43,70.58,67.5,109.3,284.84,136.77,77.4487,70.3618,83.3561,171.7518,222.0387,161.2913,185.2711,216.1775,176.6611,211.2961,384.4223
Andhra Pradesh,REV_NTAX_II_C_SS_FW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1.2,4.45,0.5,2.67,-17.06,0.03,11.75,0.76,7.93,8.0375,4.8754,0.013,0.0276,0.0007,0.0419,1.4442,0.0091,0.012,1.6496,0.9424
Andhra Pradesh,REV_NTAX_II_C_SS_WS,0.0,0.0,0.0,0.0,0.0,5.17,7.3,2.27,3.54,3.52,11.62,9.09,16.35,6.17,6.52,5.11,4.93,5.0,6.95,67.0,4.53,10.65,15.96,5.76,9.8846,8.5094,12.3454,11.938,5.852,13.5532,3.9582,6.979,9.6006,7.348,15.1232
Andhra Pradesh,REV_NTAX_II_C_SS_H,0.8,0.86,0.93,1.27,1.16,1.06,1.15,1.09,1.22,1.35,1.67,1.54,24.0,98.38,1.36,1.34,1.54,1.6,203.22,1.96,1.89,2.4,1.99,2.52,1.6319,1.0613,0.9982,0.906,4.393,4.1264,3.423,2.7421,2.7321,6.8234,4.85
Andhra Pradesh,REV_NTAX_II_C_SS_UD,0.64,0.7,0.84,1.17,2.13,3.58,4.68,1.03,1.64,1.07,3.02,4.15,13.07,4.46,0.15,2.01,2.56,23.12,52.92,60.57,288.32,50.11,10.1,0.91,1.4408,1.7152,901.1538,-891.433,218.0855,0.7124,0.7537,0.7905,0.6924,0.3664,1.3983
Andhra Pradesh,REV_NTAX_II_C_SS_LE,4.43,4.63,4.79,11.52,15.48,13.32,12.98,14.31,12.6,13.32,10.52,14.89,13.65,12.91,15.51,15.99,20.52,22.42,24.03,24.54,26.7,29.89,32.43,30.83,18.0674,16.0531,26.925,20.9961,22.2573,18.7774,17.3734,19.8343,21.5198,19.1568,36.3049
Andhra Pradesh,REV_NTAX_II_C_SS_SW,2.13,1.64,1.26,0.89,0.82,0.81,2.41,0.86,1.08,0.9,2.18,0.7,13.53,2.79,0.99,1.85,9.73,7.18,3.14,1.51,6.85,2.23,4.97,5.56,226.2739,549.6132,10.9354,1.6619,117.2539,1.1865,0.2914,0.2334,1.0473,13.0714,6.6387
Andhra Pradesh,REV_NTAX_II_C_SS_O,5.72,6.21,5.64,6.74,6.71,1.86,1.79,2.75,1.7,2.01,18.73,35.71,58.06,23.78,4.17,3.86,31.97,5.52,4.94,8.57,5.09,5.51,10.77,3.88,42.1671,5.1128,5.1744,10.9191,1.7761,1.4333,1.5295,15.8288,13.1025,9.7292,21.1249
Andhra Pradesh,REV_NTAX_II_C_FS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,REV_NTAX_II_C_ES,230.32,237.63,393.89,521.78,620.2,721.06,613.12,714.45,528.57,635.4,933.28,978.81,1308.57,1213.77,1435.49,1620.88,1922.83,2345.06,2585.33,3015.75,3189.92,3795.16,4137.17,4184.52,3959.8101,2794.1982,2890.5005,3281.366,3036.6258,2285.2249,2538.0968,3661.6124,4373.3564,4804.7143,8052.8368
Andhra Pradesh,REV_NTAX_II_C_ES_CH,1.46,2.09,2.22,2.45,2.75,2.31,1.38,12.91,3.01,3.19,12.43,12.61,3.57,4.77,4.01,6.58,5.14,57.44,3.85,109.98,13.8,16.24,6.04,3.1,2.8767,2.0922,2.0241,22.2834,2.5094,3.2673,4.3782,4.8563,4.1052,3.9232,9.4432
