group,year,sector,state,state_sec_quint,state_quint,sec_quint,nat_quint,Quintile_Overall,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,other_items2,books,stationary,schoolbag,clothing,footwear,type,level
state_sector_quint,2011,urban,Punjab,4,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Punjab,5,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,rural,Punjab,,,,,99,0.09,0.05,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Punjab,1,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Punjab,2,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Punjab,3,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Punjab,4,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Punjab,5,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,
state,2011,All,Punjab,,,,,99,0.19,0.14,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Punjab,,1,,,1,0,0,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Punjab,,2,,,2,0,0,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Punjab,,3,,,3,0,0,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Punjab,,4,,,4,0,0,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Punjab,,5,,,5,0,0,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,urban,Rajasthan,,,,,99,0.28,0.79,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Rajasthan,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Rajasthan,2,,,,2,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Rajasthan,3,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Rajasthan,4,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Rajasthan,5,,,,5,0,1,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,rural,Rajasthan,,,,,99,0.21,0.24,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Rajasthan,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Rajasthan,2,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Rajasthan,3,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Rajasthan,4,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Rajasthan,5,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,
state,2011,All,Rajasthan,,,,,99,0.27,0.66,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Rajasthan,,1,,,1,0,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Rajasthan,,2,,,2,0,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Rajasthan,,3,,,3,0,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Rajasthan,,4,,,4,0,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Rajasthan,,5,,,5,0,0,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,urban,Sikkim,,,,,99,0.79,0.64,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Sikkim,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Sikkim,2,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Sikkim,3,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Sikkim,4,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Sikkim,5,,,,5,1,0,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,rural,Sikkim,,,,,99,0.57,0.06,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Sikkim,1,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Sikkim,2,,,,2,1,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Sikkim,3,,,,3,1,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Sikkim,4,,,,4,1,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Sikkim,5,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,
state,2011,All,Sikkim,,,,,99,0.75,0.53,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Sikkim,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Sikkim,,2,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Sikkim,,3,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Sikkim,,4,,,4,1,0,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Sikkim,,5,,,5,1,0,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,urban,Tamil Nadu,,,,,99,0.97,0.77,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Tamil Nadu,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Tamil Nadu,2,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Tamil Nadu,3,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Tamil Nadu,4,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Tamil Nadu,5,,,,5,1,1,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,rural,Tamil Nadu,,,,,99,0.88,0.41,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Tamil Nadu,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Tamil Nadu,2,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Tamil Nadu,3,,,,3,1,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Tamil Nadu,4,,,,4,1,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Tamil Nadu,5,,,,5,1,0,,,,,,,,,,,,,,,,,,,,,
state,2011,All,Tamil Nadu,,,,,99,0.93,0.61,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Tamil Nadu,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Tamil Nadu,,2,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Tamil Nadu,,3,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Tamil Nadu,,4,,,4,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Tamil Nadu,,5,,,5,1,0,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,urban,Telangana,,,,,99,0.91,0.81,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Telangana,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Telangana,2,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Telangana,3,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Telangana,4,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Telangana,5,,,,5,1,1,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,rural,Telangana,,,,,99,0.48,0.31,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Telangana,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Telangana,2,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Telangana,3,,,,3,1,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Telangana,4,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Telangana,5,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,
state,2011,All,Telangana,,,,,99,0.74,0.61,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Telangana,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Telangana,,2,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Telangana,,3,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Telangana,,4,,,4,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Telangana,,5,,,5,0,0,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,urban,Tripura,,,,,99,0.97,0.97,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Tripura,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Tripura,2,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Tripura,3,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Tripura,4,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Tripura,5,,,,5,1,1,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,rural,Tripura,,,,,99,0.86,0.76,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Tripura,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Tripura,2,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Tripura,3,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Tripura,4,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Tripura,5,,,,5,1,1,,,,,,,,,,,,,,,,,,,,,
state,2011,All,Tripura,,,,,99,0.95,0.94,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Tripura,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Tripura,,2,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Tripura,,3,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Tripura,,4,,,4,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Tripura,,5,,,5,1,1,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,urban,Uttar Pradesh,,,,,99,0.28,0.87,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Uttar Pradesh,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Uttar Pradesh,2,,,,2,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Uttar Pradesh,3,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Uttar Pradesh,4,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Uttar Pradesh,5,,,,5,0,1,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,rural,Uttar Pradesh,,,,,99,0.2,0.55,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Uttar Pradesh,1,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Uttar Pradesh,2,,,,2,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Uttar Pradesh,3,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Uttar Pradesh,4,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Uttar Pradesh,5,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,
state,2011,All,Uttar Pradesh,,,,,99,0.27,0.8,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Uttar Pradesh,,1,,,1,0,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Uttar Pradesh,,2,,,2,0,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Uttar Pradesh,,3,,,3,0,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Uttar Pradesh,,4,,,4,0,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Uttar Pradesh,,5,,,5,0,1,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,urban,Uttrakhand,,,,,99,0.9,0.78,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Uttrakhand,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Uttrakhand,2,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Uttrakhand,3,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Uttrakhand,4,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,Uttrakhand,5,,,,5,1,1,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,rural,Uttrakhand,,,,,99,0.68,0.38,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Uttrakhand,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Uttrakhand,2,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Uttrakhand,3,,,,3,1,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Uttrakhand,4,,,,4,1,0,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,Uttrakhand,5,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,
state,2011,All,Uttrakhand,,,,,99,0.84,0.68,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Uttrakhand,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Uttrakhand,,2,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Uttrakhand,,3,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Uttrakhand,,4,,,4,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,Uttrakhand,,5,,,5,1,0,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,urban,West Bengal,,,,,99,0.53,0.91,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,West Bengal,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,West Bengal,2,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,West Bengal,3,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,West Bengal,4,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,urban,West Bengal,5,,,,5,0,1,,,,,,,,,,,,,,,,,,,,,
sector_state,2011,rural,West Bengal,,,,,99,0.28,0.68,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,West Bengal,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,West Bengal,2,,,,2,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,West Bengal,3,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,West Bengal,4,,,,4,0,1,,,,,,,,,,,,,,,,,,,,,
state_sector_quint,2011,rural,West Bengal,5,,,,5,0,0,,,,,,,,,,,,,,,,,,,,,
state,2011,All,West Bengal,,,,,99,0.46,0.85,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,West Bengal,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,West Bengal,,2,,,2,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,West Bengal,,3,,,3,1,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,West Bengal,,4,,,4,0,1,,,,,,,,,,,,,,,,,,,,,
state_quint,2011,All,West Bengal,,5,,,5,0,1,,,,,,,,,,,,,,,,,,,,,
,2022,All,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,All,,,,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,All,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,All,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,All,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,All,,,,,,99,0.42,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,National
,2022,rural,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,rural,,,,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,rural,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,rural,,,,,,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,rural,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,rural,,,,,,99,0.46,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,National
,2022,urban,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,urban,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,urban,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,urban,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,urban,,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,National
,2022,urban,,,,,,99,0.32,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,National
,2022,All,Andaman & Nicobar Islands,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Andaman & Nicobar Islands,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Andaman & Nicobar Islands,,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Andaman & Nicobar Islands,,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Andaman & Nicobar Islands,,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Andaman & Nicobar Islands,,,,,99,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
,2022,rural,Andaman & Nicobar Islands,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Andaman & Nicobar Islands,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Andaman & Nicobar Islands,,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Andaman & Nicobar Islands,,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Andaman & Nicobar Islands,,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Andaman & Nicobar Islands,,,,,99,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
,2022,urban,Andaman & Nicobar Islands,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Andaman & Nicobar Islands,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Andaman & Nicobar Islands,,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Andaman & Nicobar Islands,,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Andaman & Nicobar Islands,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Andaman & Nicobar Islands,,,,,99,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
,2022,All,Andhra Pradesh,,,,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Andhra Pradesh,,,,,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Andhra Pradesh,,,,,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Andhra Pradesh,,,,,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Andhra Pradesh,,,,,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Andhra Pradesh,,,,,99,0.81,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All,State
,2022,rural,Andhra Pradesh,,,,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Andhra Pradesh,,,,,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Andhra Pradesh,,,,,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Andhra Pradesh,,,,,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Andhra Pradesh,,,,,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Andhra Pradesh,,,,,99,0.87,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All,State
,2022,urban,Andhra Pradesh,,,,,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Andhra Pradesh,,,,,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Andhra Pradesh,,,,,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Andhra Pradesh,,,,,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Andhra Pradesh,,,,,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Andhra Pradesh,,,,,99,0.69,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All,State
,2022,All,Arunachal Pradesh,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
,2022,All,Arunachal Pradesh,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Arunachal Pradesh,,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Arunachal Pradesh,,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Arunachal Pradesh,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Arunachal Pradesh,,,,,99,0.54,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
,2022,rural,Arunachal Pradesh,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
,2022,rural,Arunachal Pradesh,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Arunachal Pradesh,,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Arunachal Pradesh,,,,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Arunachal Pradesh,,,,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,rural,Arunachal Pradesh,,,,,99,0.58,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
,2022,urban,Arunachal Pradesh,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Arunachal Pradesh,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Arunachal Pradesh,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Arunachal Pradesh,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Arunachal Pradesh,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,urban,Arunachal Pradesh,,,,,99,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
,2022,All,Assam,,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
,2022,All,Assam,,,,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
,2022,All,Assam,,,,,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
,2022,All,Assam,,,,,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
,2022,All,Assam,,,,,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
,2022,All,Assam,,,,,99,0.06,0.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All,State
,2022,rural,Assam,,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
,2022,rural,Assam,,,,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
,2022,rural,Assam,,,,,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
,2022,rural,Assam,,,,,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
