,X,real_wage_23,nat_quint,year,level,area,dem,quint_label,SourceSheet,Year,urban,sec_quint,statename,state_quint,state_sec_quint,Group,sex_cat,youth_cat,cws_type,emp_type
205,205,30693.5332,NA,2017,State,All,All Households,5,state_quint,2017,99,NA,Daman & Diu,5,NA,Total,NA,NA,NA,NA
206,206,NA,NA,2017,State,All,All Households,Total,state_quint,2017,99,NA,Daman & Diu,NA,NA,Total,NA,NA,NA,NA
207,207,3998.724365,NA,2017,State,All,All Households,1,state_quint,2017,99,NA,Maharashtra,1,NA,Total,NA,NA,NA,NA
208,208,7863.97168,NA,2017,State,All,All Households,2,state_quint,2017,99,NA,Maharashtra,2,NA,Total,NA,NA,NA,NA
209,209,11377.4502,NA,2017,State,All,All Households,3,state_quint,2017,99,NA,Maharashtra,3,NA,Total,NA,NA,NA,NA
210,210,17066.17578,NA,2017,State,All,All Households,4,state_quint,2017,99,NA,Maharashtra,4,NA,Total,NA,NA,NA,NA
211,211,37216.14453,NA,2017,State,All,All Households,5,state_quint,2017,99,NA,Maharashtra,5,NA,Total,NA,NA,NA,NA
212,212,NA,NA,2017,State,All,All Households,Total,state_quint,2017,99,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA
213,213,3612.080322,NA,2017,State,All,All Households,1,state_quint,2017,99,NA,Andhra Pradesh,1,NA,Total,NA,NA,NA,NA
214,214,6622.38916,NA,2017,State,All,All Households,2,state_quint,2017,99,NA,Andhra Pradesh,2,NA,Total,NA,NA,NA,NA
215,215,9954.110352,NA,2017,State,All,All Households,3,state_quint,2017,99,NA,Andhra Pradesh,3,NA,Total,NA,NA,NA,NA
216,216,13604.83887,NA,2017,State,All,All Households,4,state_quint,2017,99,NA,Andhra Pradesh,4,NA,Total,NA,NA,NA,NA
217,217,23575.52344,NA,2017,State,All,All Households,5,state_quint,2017,99,NA,Andhra Pradesh,5,NA,Total,NA,NA,NA,NA
218,218,NA,NA,2017,State,All,All Households,Total,state_quint,2017,99,NA,Andhra Pradesh,NA,NA,Total,NA,NA,NA,NA
219,219,4250.413086,NA,2017,State,All,All Households,1,state_quint,2017,99,NA,Karnataka,1,NA,Total,NA,NA,NA,NA
220,220,7980.98291,NA,2017,State,All,All Households,2,state_quint,2017,99,NA,Karnataka,2,NA,Total,NA,NA,NA,NA
221,221,11443.01563,NA,2017,State,All,All Households,3,state_quint,2017,99,NA,Karnataka,3,NA,Total,NA,NA,NA,NA
222,222,16042.7002,NA,2017,State,All,All Households,4,state_quint,2017,99,NA,Karnataka,4,NA,Total,NA,NA,NA,NA
223,223,31471.43164,NA,2017,State,All,All Households,5,state_quint,2017,99,NA,Karnataka,5,NA,Total,NA,NA,NA,NA
224,224,NA,NA,2017,State,All,All Households,Total,state_quint,2017,99,NA,Karnataka,NA,NA,Total,NA,NA,NA,NA
225,225,8981.024414,NA,2017,State,All,All Households,1,state_quint,2017,99,NA,Goa,1,NA,Total,NA,NA,NA,NA
226,226,13807.89551,NA,2017,State,All,All Households,2,state_quint,2017,99,NA,Goa,2,NA,Total,NA,NA,NA,NA
227,227,20711.84375,NA,2017,State,All,All Households,3,state_quint,2017,99,NA,Goa,3,NA,Total,NA,NA,NA,NA
228,228,34519.73828,NA,2017,State,All,All Households,4,state_quint,2017,99,NA,Goa,4,NA,Total,NA,NA,NA,NA
229,229,58649.6875,NA,2017,State,All,All Households,5,state_quint,2017,99,NA,Goa,5,NA,Total,NA,NA,NA,NA
230,230,NA,NA,2017,State,All,All Households,Total,state_quint,2017,99,NA,Goa,NA,NA,Total,NA,NA,NA,NA
231,231,9158.076172,NA,2017,State,All,All Households,1,state_quint,2017,99,NA,Lakshadweep,1,NA,Total,NA,NA,NA,NA
232,232,13807.89551,NA,2017,State,All,All Households,2,state_quint,2017,99,NA,Lakshadweep,2,NA,Total,NA,NA,NA,NA
233,233,17238.42773,NA,2017,State,All,All Households,3,state_quint,2017,99,NA,Lakshadweep,3,NA,Total,NA,NA,NA,NA
234,234,40223,NA,2017,State,All,All Households,4,state_quint,2017,99,NA,Lakshadweep,4,NA,Total,NA,NA,NA,NA
235,235,54940.89063,NA,2017,State,All,All Households,5,state_quint,2017,99,NA,Lakshadweep,5,NA,Total,NA,NA,NA,NA
236,236,NA,NA,2017,State,All,All Households,Total,state_quint,2017,99,NA,Lakshadweep,NA,NA,Total,NA,NA,NA,NA
237,237,5090.37793,NA,2017,State,All,All Households,1,state_quint,2017,99,NA,Kerala,1,NA,Total,NA,NA,NA,NA
238,238,10478.00977,NA,2017,State,All,All Households,2,state_quint,2017,99,NA,Kerala,2,NA,Total,NA,NA,NA,NA
239,239,13495.68164,NA,2017,State,All,All Households,3,state_quint,2017,99,NA,Kerala,3,NA,Total,NA,NA,NA,NA
240,240,19795.91406,NA,2017,State,All,All Households,4,state_quint,2017,99,NA,Kerala,4,NA,Total,NA,NA,NA,NA
241,241,33065.47266,NA,2017,State,All,All Households,5,state_quint,2017,99,NA,Kerala,5,NA,Total,NA,NA,NA,NA
242,242,NA,NA,2017,State,All,All Households,Total,state_quint,2017,99,NA,Kerala,NA,NA,Total,NA,NA,NA,NA
243,243,3993.076172,NA,2017,State,All,All Households,1,state_quint,2017,99,NA,Tamil Nadu,1,NA,Total,NA,NA,NA,NA
244,244,7924.01709,NA,2017,State,All,All Households,2,state_quint,2017,99,NA,Tamil Nadu,2,NA,Total,NA,NA,NA,NA
245,245,10965.71289,NA,2017,State,All,All Households,3,state_quint,2017,99,NA,Tamil Nadu,3,NA,Total,NA,NA,NA,NA
246,246,15848.03418,NA,2017,State,All,All Households,4,state_quint,2017,99,NA,Tamil Nadu,4,NA,Total,NA,NA,NA,NA
247,247,27118.44531,NA,2017,State,All,All Households,5,state_quint,2017,99,NA,Tamil Nadu,5,NA,Total,NA,NA,NA,NA
248,248,NA,NA,2017,State,All,All Households,Total,state_quint,2017,99,NA,Tamil Nadu,NA,NA,Total,NA,NA,NA,NA
249,249,6283.89502,NA,2017,State,All,All Households,1,state_quint,2017,99,NA,Puducherry,1,NA,Total,NA,NA,NA,NA
250,250,10932.10156,NA,2017,State,All,All Households,2,state_quint,2017,99,NA,Puducherry,2,NA,Total,NA,NA,NA,NA
251,251,15782.82129,NA,2017,State,All,All Households,3,state_quint,2017,99,NA,Puducherry,3,NA,Total,NA,NA,NA,NA
252,252,20588.92383,NA,2017,State,All,All Households,4,state_quint,2017,99,NA,Puducherry,4,NA,Total,NA,NA,NA,NA
253,253,41269.69531,NA,2017,State,All,All Households,5,state_quint,2017,99,NA,Puducherry,5,NA,Total,NA,NA,NA,NA
254,254,NA,NA,2017,State,All,All Households,Total,state_quint,2017,99,NA,Puducherry,NA,NA,Total,NA,NA,NA,NA
255,255,9149.18457,NA,2017,State,All,All Households,1,state_quint,2017,99,NA,A & N Island,1,NA,Total,NA,NA,NA,NA
256,256,13016.10449,NA,2017,State,All,All Households,2,state_quint,2017,99,NA,A & N Island,2,NA,Total,NA,NA,NA,NA
257,257,16236.02539,NA,2017,State,All,All Households,3,state_quint,2017,99,NA,A & N Island,3,NA,Total,NA,NA,NA,NA
258,258,32789.35156,NA,2017,State,All,All Households,4,state_quint,2017,99,NA,A & N Island,4,NA,Total,NA,NA,NA,NA
259,259,68936.58594,NA,2017,State,All,All Households,5,state_quint,2017,99,NA,A & N Island,5,NA,Total,NA,NA,NA,NA
260,260,NA,NA,2017,State,All,All Households,Total,state_quint,2017,99,NA,A & N Island,NA,NA,Total,NA,NA,NA,NA
261,261,5133.95459,NA,2017,State,All,All Households,1,state_quint,2017,99,NA,Telangana,1,NA,Total,NA,NA,NA,NA
262,262,9155.533203,NA,2017,State,All,All Households,2,state_quint,2017,99,NA,Telangana,2,NA,Total,NA,NA,NA,NA
263,263,12163.85938,NA,2017,State,All,All Households,3,state_quint,2017,99,NA,Telangana,3,NA,Total,NA,NA,NA,NA
264,264,15972.30469,NA,2017,State,All,All Households,4,state_quint,2017,99,NA,Telangana,4,NA,Total,NA,NA,NA,NA
265,265,32926.83203,NA,2017,State,All,All Households,5,state_quint,2017,99,NA,Telangana,5,NA,Total,NA,NA,NA,NA
266,266,NA,NA,2017,State,All,All Households,Total,state_quint,2017,99,NA,Telangana,NA,NA,Total,NA,NA,NA,NA
267,267,13444.08008,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Jammu & Kashmir,NA,NA,Total,NA,NA,NA,NA
268,268,17053.06836,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Jammu & Kashmir,NA,NA,Total,NA,NA,NA,NA
269,269,9390.124023,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Himachal Pradesh,NA,NA,Total,NA,NA,NA,NA
270,270,16846.05078,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Himachal Pradesh,NA,NA,Total,NA,NA,NA,NA
271,271,12555.5791,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Punjab,NA,NA,Total,NA,NA,NA,NA
272,272,14189.0957,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Punjab,NA,NA,Total,NA,NA,NA,NA
273,273,19701.03125,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Chandigarh,NA,NA,Total,NA,NA,NA,NA
274,274,20711.84375,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Chandigarh,NA,NA,Total,NA,NA,NA,NA
275,275,12899.30664,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Uttrakhand,NA,NA,Total,NA,NA,NA,NA
276,276,17158.49805,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Uttrakhand,NA,NA,Total,NA,NA,NA,NA
277,277,13930.02246,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Haryana,NA,NA,Total,NA,NA,NA,NA
278,278,17508.11914,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Haryana,NA,NA,Total,NA,NA,NA,NA
279,279,16928.72852,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Delhi,NA,NA,Total,NA,NA,NA,NA
280,280,18784.34766,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Delhi,NA,NA,Total,NA,NA,NA,NA
281,281,10739.21387,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Rajasthan,NA,NA,Total,NA,NA,NA,NA
282,282,13644.96973,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Rajasthan,NA,NA,Total,NA,NA,NA,NA
283,283,8489.783203,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Uttar Pradesh,NA,NA,Total,NA,NA,NA,NA
284,284,12051.18066,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Uttar Pradesh,NA,NA,Total,NA,NA,NA,NA
285,285,10739.21387,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Bihar,NA,NA,Total,NA,NA,NA,NA
286,286,12979.20703,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Bihar,NA,NA,Total,NA,NA,NA,NA
287,287,11270.82227,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Sikkim,NA,NA,Total,NA,NA,NA,NA
288,288,15613.99121,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Sikkim,NA,NA,Total,NA,NA,NA,NA
289,289,14792.21289,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Arunachal Pradesh,NA,NA,Total,NA,NA,NA,NA
290,290,30197.08789,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Arunachal Pradesh,NA,NA,Total,NA,NA,NA,NA
291,291,12456.91992,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Nagaland,NA,NA,Total,NA,NA,NA,NA
292,292,23247.88281,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Nagaland,NA,NA,Total,NA,NA,NA,NA
293,293,11422.61816,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Manipur,NA,NA,Total,NA,NA,NA,NA
294,294,14354.21289,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Manipur,NA,NA,Total,NA,NA,NA,NA
295,295,12291.73047,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Mizoram,NA,NA,Total,NA,NA,NA,NA
296,296,21716.64258,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Mizoram,NA,NA,Total,NA,NA,NA,NA
297,297,9940.570313,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Tripura,NA,NA,Total,NA,NA,NA,NA
298,298,13244.50977,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Tripura,NA,NA,Total,NA,NA,NA,NA
299,299,10769.89746,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Meghalaya,NA,NA,Total,NA,NA,NA,NA
300,300,14949.90137,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Meghalaya,NA,NA,Total,NA,NA,NA,NA
301,301,10933.90625,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Assam,NA,NA,Total,NA,NA,NA,NA
302,302,16820.52734,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Assam,NA,NA,Total,NA,NA,NA,NA
303,303,6765.010742,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,West Bengal,NA,NA,Total,NA,NA,NA,NA
304,304,9811.974609,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,West Bengal,NA,NA,Total,NA,NA,NA,NA
305,305,7880.412598,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Jharkhand,NA,NA,Total,NA,NA,NA,NA
306,306,11213.68457,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Jharkhand,NA,NA,Total,NA,NA,NA,NA
307,307,6755.312012,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Odisha,NA,NA,Total,NA,NA,NA,NA
308,308,12673.00098,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Odisha,NA,NA,Total,NA,NA,NA,NA
309,309,6079.780762,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Chhattisgarh,NA,NA,Total,NA,NA,NA,NA
310,310,10379.1582,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Chhattisgarh,NA,NA,Total,NA,NA,NA,NA
311,311,7357.812988,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Madhya Pradesh,NA,NA,Total,NA,NA,NA,NA
312,312,11112.66113,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Madhya Pradesh,NA,NA,Total,NA,NA,NA,NA
313,313,9423.660156,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Gujarat,NA,NA,Total,NA,NA,NA,NA
314,314,17118.80859,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Gujarat,NA,NA,Total,NA,NA,NA,NA
315,315,12177.01855,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Daman & Diu,NA,NA,Total,NA,NA,NA,NA
316,316,14343.08496,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Daman & Diu,NA,NA,Total,NA,NA,NA,NA
317,317,7991.796387,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA
318,318,17066.17578,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Maharashtra,NA,NA,Total,NA,NA,NA,NA
319,319,8508.521484,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Andhra Pradesh,NA,NA,Total,NA,NA,NA,NA
320,320,13604.83887,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Andhra Pradesh,NA,NA,Total,NA,NA,NA,NA
321,321,9484.631836,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Karnataka,NA,NA,Total,NA,NA,NA,NA
322,322,14037.3623,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Karnataka,NA,NA,Total,NA,NA,NA,NA
323,323,15576.29785,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Goa,NA,NA,Total,NA,NA,NA,NA
324,324,25906.4082,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Goa,NA,NA,Total,NA,NA,NA,NA
325,325,14267.46387,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Lakshadweep,NA,NA,Total,NA,NA,NA,NA
326,326,31603.7832,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Lakshadweep,NA,NA,Total,NA,NA,NA,NA
327,327,13226.18945,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Kerala,NA,NA,Total,NA,NA,NA,NA
328,328,15559.28223,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Kerala,NA,NA,Total,NA,NA,NA,NA
329,329,9376.776367,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Tamil Nadu,NA,NA,Total,NA,NA,NA,NA
330,330,13407.66699,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Tamil Nadu,NA,NA,Total,NA,NA,NA,NA
331,331,14538.60547,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Puducherry,NA,NA,Total,NA,NA,NA,NA
332,332,16337.81934,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Puducherry,NA,NA,Total,NA,NA,NA,NA
333,333,13886.68652,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,A & N Island,NA,NA,Total,NA,NA,NA,NA
334,334,22142.20508,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,A & N Island,NA,NA,Total,NA,NA,NA,NA
335,335,10580.95215,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Telangana,NA,NA,Total,NA,NA,NA,NA
336,336,16373.96289,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Telangana,NA,NA,Total,NA,NA,NA,NA
337,337,5135.509766,NA,2017,State,urban/rural,All Households,1,state_sec_quint,2017,0,NA,Jammu & Kashmir,NA,1,Total,NA,NA,NA,NA
338,338,10215.34961,NA,2017,State,urban/rural,All Households,2,state_sec_quint,2017,0,NA,Jammu & Kashmir,NA,2,Total,NA,NA,NA,NA
339,339,13471.53613,NA,2017,State,urban/rural,All Households,3,state_sec_quint,2017,0,NA,Jammu & Kashmir,NA,3,Total,NA,NA,NA,NA
340,340,19245.05273,NA,2017,State,urban/rural,All Households,4,state_sec_quint,2017,0,NA,Jammu & Kashmir,NA,4,Total,NA,NA,NA,NA
341,341,33631.90625,NA,2017,State,urban/rural,All Households,5,state_sec_quint,2017,0,NA,Jammu & Kashmir,NA,5,Total,NA,NA,NA,NA
342,342,NA,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Jammu & Kashmir,NA,NA,Total,NA,NA,NA,NA
343,343,6873.172363,NA,2017,State,urban/rural,All Households,1,state_sec_quint,2017,1,NA,Jammu & Kashmir,NA,1,Total,NA,NA,NA,NA
344,344,12721.4082,NA,2017,State,urban/rural,All Households,2,state_sec_quint,2017,1,NA,Jammu & Kashmir,NA,2,Total,NA,NA,NA,NA
345,345,17053.06836,NA,2017,State,urban/rural,All Households,3,state_sec_quint,2017,1,NA,Jammu & Kashmir,NA,3,Total,NA,NA,NA,NA
346,346,27533.60156,NA,2017,State,urban/rural,All Households,4,state_sec_quint,2017,1,NA,Jammu & Kashmir,NA,4,Total,NA,NA,NA,NA
347,347,50834.26953,NA,2017,State,urban/rural,All Households,5,state_sec_quint,2017,1,NA,Jammu & Kashmir,NA,5,Total,NA,NA,NA,NA
348,348,NA,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Jammu & Kashmir,NA,NA,Total,NA,NA,NA,NA
349,349,2069.983643,NA,2017,State,urban/rural,All Households,1,state_sec_quint,2017,0,NA,Himachal Pradesh,NA,1,Total,NA,NA,NA,NA
350,350,5427.594238,NA,2017,State,urban/rural,All Households,2,state_sec_quint,2017,0,NA,Himachal Pradesh,NA,2,Total,NA,NA,NA,NA
351,351,9416.932617,NA,2017,State,urban/rural,All Households,3,state_sec_quint,2017,0,NA,Himachal Pradesh,NA,3,Total,NA,NA,NA,NA
352,352,13677.30078,NA,2017,State,urban/rural,All Households,4,state_sec_quint,2017,0,NA,Himachal Pradesh,NA,4,Total,NA,NA,NA,NA
353,353,29437.65234,NA,2017,State,urban/rural,All Households,5,state_sec_quint,2017,0,NA,Himachal Pradesh,NA,5,Total,NA,NA,NA,NA
354,354,NA,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Himachal Pradesh,NA,NA,Total,NA,NA,NA,NA
355,355,6884.680664,NA,2017,State,urban/rural,All Households,1,state_sec_quint,2017,1,NA,Himachal Pradesh,NA,1,Total,NA,NA,NA,NA
356,356,10647.97168,NA,2017,State,urban/rural,All Households,2,state_sec_quint,2017,1,NA,Himachal Pradesh,NA,2,Total,NA,NA,NA,NA
357,357,16846.05078,NA,2017,State,urban/rural,All Households,3,state_sec_quint,2017,1,NA,Himachal Pradesh,NA,3,Total,NA,NA,NA,NA
358,358,27431.55078,NA,2017,State,urban/rural,All Households,4,state_sec_quint,2017,1,NA,Himachal Pradesh,NA,4,Total,NA,NA,NA,NA
359,359,56931.01563,NA,2017,State,urban/rural,All Households,5,state_sec_quint,2017,1,NA,Himachal Pradesh,NA,5,Total,NA,NA,NA,NA
360,360,NA,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Himachal Pradesh,NA,NA,Total,NA,NA,NA,NA
361,361,5306.335938,NA,2017,State,urban/rural,All Households,1,state_sec_quint,2017,0,NA,Punjab,NA,1,Total,NA,NA,NA,NA
362,362,9722.273438,NA,2017,State,urban/rural,All Households,2,state_sec_quint,2017,0,NA,Punjab,NA,2,Total,NA,NA,NA,NA
363,363,12602.21875,NA,2017,State,urban/rural,All Households,3,state_sec_quint,2017,0,NA,Punjab,NA,3,Total,NA,NA,NA,NA
364,364,17146.91797,NA,2017,State,urban/rural,All Households,4,state_sec_quint,2017,0,NA,Punjab,NA,4,Total,NA,NA,NA,NA
365,365,35006.16406,NA,2017,State,urban/rural,All Households,5,state_sec_quint,2017,0,NA,Punjab,NA,5,Total,NA,NA,NA,NA
366,366,NA,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Punjab,NA,NA,Total,NA,NA,NA,NA
367,367,6380.200195,NA,2017,State,urban/rural,All Households,1,state_sec_quint,2017,1,NA,Punjab,NA,1,Total,NA,NA,NA,NA
368,368,11188.25684,NA,2017,State,urban/rural,All Households,2,state_sec_quint,2017,1,NA,Punjab,NA,2,Total,NA,NA,NA,NA
369,369,14189.0957,NA,2017,State,urban/rural,All Households,3,state_sec_quint,2017,1,NA,Punjab,NA,3,Total,NA,NA,NA,NA
370,370,21283.64453,NA,2017,State,urban/rural,All Households,4,state_sec_quint,2017,1,NA,Punjab,NA,4,Total,NA,NA,NA,NA
371,371,49929.86328,NA,2017,State,urban/rural,All Households,5,state_sec_quint,2017,1,NA,Punjab,NA,5,Total,NA,NA,NA,NA
372,372,NA,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Punjab,NA,NA,Total,NA,NA,NA,NA
373,373,10507.2168,NA,2017,State,urban/rural,All Households,1,state_sec_quint,2017,0,NA,Chandigarh,NA,1,Total,NA,NA,NA,NA
374,374,16377.10645,NA,2017,State,urban/rural,All Households,2,state_sec_quint,2017,0,NA,Chandigarh,NA,2,Total,NA,NA,NA,NA
375,375,20471.38281,NA,2017,State,urban/rural,All Households,3,state_sec_quint,2017,0,NA,Chandigarh,NA,3,Total,NA,NA,NA,NA
376,376,26268.04102,NA,2017,State,urban/rural,All Households,4,state_sec_quint,2017,0,NA,Chandigarh,NA,4,Total,NA,NA,NA,NA
377,377,54081.26563,NA,2017,State,urban/rural,All Households,5,state_sec_quint,2017,0,NA,Chandigarh,NA,5,Total,NA,NA,NA,NA
378,378,NA,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,0,NA,Chandigarh,NA,NA,Total,NA,NA,NA,NA
379,379,7094.547852,NA,2017,State,urban/rural,All Households,1,state_sec_quint,2017,1,NA,Chandigarh,NA,1,Total,NA,NA,NA,NA
380,380,11655.16797,NA,2017,State,urban/rural,All Households,2,state_sec_quint,2017,1,NA,Chandigarh,NA,2,Total,NA,NA,NA,NA
381,381,20711.84375,NA,2017,State,urban/rural,All Households,3,state_sec_quint,2017,1,NA,Chandigarh,NA,3,Total,NA,NA,NA,NA
382,382,32051.71289,NA,2017,State,urban/rural,All Households,4,state_sec_quint,2017,1,NA,Chandigarh,NA,4,Total,NA,NA,NA,NA
383,383,66288.77344,NA,2017,State,urban/rural,All Households,5,state_sec_quint,2017,1,NA,Chandigarh,NA,5,Total,NA,NA,NA,NA
384,384,NA,NA,2017,State,urban/rural,All Households,Total,state_sec_quint,2017,1,NA,Chandigarh,NA,NA,Total,NA,NA,NA,NA
385,385,5187.335449,NA,2017,State,urban/rural,All Households,1,state_sec_quint,2017,0,NA,Uttrakhand,NA,1,Total,NA,NA,NA,NA
