,m_poor_1_33,g01_edu_1,g01_atten_1,g01_cm_1,g01_nutri_1,g01_elec_1,g01_toilet_1,g01_water_1,g01_house_1,g01_fuel_1,g01_asset_1,round,level,area,dem,SourceSheet,sector,state,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,owns_land
5534,NA,0.18,0.07,0,0.17,0.06,0.55,0.25,0.54,0.31,0.3,4,State,All,All Households,state,99,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,NA,NA
5535,0,0.09,0.01,0,0.13,0,0.38,0.11,0.06,0.06,0.18,4,State,All,All Households,state,99,daman and diu,Daman And Diu,NA,NA,NA,NA,NA
5536,1,0.64,0.41,0.09,0.63,0,0.77,0.2,0.23,0.25,0.59,4,State,All,All Households,state,99,daman and diu,Daman And Diu,NA,NA,NA,NA,NA
5537,NA,0.04,0.03,0.04,0.23,0,0.21,0.09,0.09,0.05,0.13,4,State,All,All Households,state,99,daman and diu,Daman And Diu,NA,NA,NA,NA,NA
5538,0,0.05,0.01,0.01,0.16,0,0.26,0.22,0.1,0.01,0.06,4,State,All,All Households,state,99,delhi,Delhi,NA,NA,NA,NA,NA
5539,1,0.7,0.21,0.24,0.68,0.03,0.76,0.32,0.32,0.14,0.43,4,State,All,All Households,state,99,delhi,Delhi,NA,NA,NA,NA,NA
5540,NA,0.04,0.04,0.01,0.15,0,0.21,0.2,0.07,0.01,0.05,4,State,All,All Households,state,99,delhi,Delhi,NA,NA,NA,NA,NA
5541,0,0.04,0,0,0.17,0,0.19,0.03,0.13,0.11,0.03,4,State,All,All Households,state,99,goa,Goa,NA,NA,NA,NA,NA
5542,1,0.53,0.06,0.07,0.75,0,0.75,0.09,0.63,0.73,0.39,4,State,All,All Households,state,99,goa,Goa,NA,NA,NA,NA,NA
5543,NA,0.15,0,0,0,0,0.18,0,0.12,0.05,0.05,4,State,All,All Households,state,99,goa,Goa,NA,NA,NA,NA,NA
5544,0,0.06,0.01,0.01,0.25,0.01,0.23,0.09,0.12,0.33,0.08,4,State,All,All Households,state,99,gujarat,Gujarat,NA,NA,NA,NA,NA
5545,1,0.46,0.18,0.06,0.69,0.16,0.87,0.24,0.66,0.93,0.51,4,State,All,All Households,state,99,gujarat,Gujarat,NA,NA,NA,NA,NA
5546,NA,0.09,0.06,0.01,0.43,0.05,0.25,0.1,0.16,0.31,0.15,4,State,All,All Households,state,99,gujarat,Gujarat,NA,NA,NA,NA,NA
5547,0,0.04,0.01,0.01,0.22,0,0.16,0.1,0.19,0.44,0.03,4,State,All,All Households,state,99,haryana,Haryana,NA,NA,NA,NA,NA
5548,1,0.53,0.2,0.12,0.72,0.08,0.64,0.28,0.68,0.82,0.29,4,State,All,All Households,state,99,haryana,Haryana,NA,NA,NA,NA,NA
5549,NA,0.09,0.06,0.02,0.37,0.04,0.31,0.27,0.24,0.37,0.1,4,State,All,All Households,state,99,haryana,Haryana,NA,NA,NA,NA,NA
5550,0,0.04,0,0.01,0.18,0,0.25,0.06,0.24,0.6,0.06,4,State,All,All Households,state,99,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
5551,1,0.42,0.04,0.08,0.64,0.03,0.78,0.19,0.78,0.93,0.46,4,State,All,All Households,state,99,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
5552,NA,0.07,0.01,0,0.21,0,0.28,0.07,0.24,0.51,0.06,4,State,All,All Households,state,99,himachal pradesh,Himachal Pradesh,NA,NA,NA,NA,NA
5553,0,0.04,0.01,0.01,0.14,0.01,0.41,0.1,0.21,0.34,0.11,4,State,All,All Households,state,99,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,NA,NA
5554,1,0.41,0.14,0.08,0.68,0.12,0.88,0.37,0.77,0.88,0.52,4,State,All,All Households,state,99,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,NA,NA
5555,NA,0.09,0.03,0.04,0.26,0.02,0.43,0.09,0.2,0.31,0.14,4,State,All,All Households,state,99,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,NA,NA
5556,0,0.02,0.01,0,0.17,0.09,0.6,0.23,0.4,0.66,0.12,4,State,All,All Households,state,99,jharkhand,Jharkhand,NA,NA,NA,NA,NA
5557,1,0.48,0.13,0.06,0.69,0.33,0.95,0.4,0.89,0.98,0.43,4,State,All,All Households,state,99,jharkhand,Jharkhand,NA,NA,NA,NA,NA
5558,NA,0.2,0.07,0.02,0.46,0.2,0.68,0.27,0.56,0.73,0.24,4,State,All,All Households,state,99,jharkhand,Jharkhand,NA,NA,NA,NA,NA
5559,0,0.05,0.01,0,0.2,0.01,0.33,0.13,0.29,0.34,0.06,4,State,All,All Households,state,99,karnataka,Karnataka,NA,NA,NA,NA,NA
5560,1,0.53,0.11,0.05,0.59,0.08,0.88,0.23,0.78,0.91,0.45,4,State,All,All Households,state,99,karnataka,Karnataka,NA,NA,NA,NA,NA
5561,NA,0.1,0.03,0.01,0.24,0.03,0.33,0.14,0.35,0.4,0.13,4,State,All,All Households,state,99,karnataka,Karnataka,NA,NA,NA,NA,NA
5562,0,0.03,0,0,0.11,0.01,0.02,0.06,0.1,0.42,0.03,4,State,All,All Households,state,99,kerala,Kerala,NA,NA,NA,NA,NA
5563,1,0.52,0.1,0.02,0.51,0.26,0.31,0.34,0.65,0.92,0.65,4,State,All,All Households,state,99,kerala,Kerala,NA,NA,NA,NA,NA
5564,NA,0.03,0.02,0,0.06,0.01,0,0.09,0.18,0.41,0.06,4,State,All,All Households,state,99,kerala,Kerala,NA,NA,NA,NA,NA
5565,0,0.02,0.01,0.01,0.23,0,0.01,0.08,0.02,0.54,0.02,4,State,All,All Households,state,99,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
5566,1,0,0.38,0.38,1,0,0.12,0.38,0.24,0.64,0.12,4,State,All,All Households,state,99,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
5567,NA,0,0,0,0,0,0,0.13,0.13,0.38,0,4,State,All,All Households,state,99,lakshadweep,Lakshadweep,NA,NA,NA,NA,NA
5568,0,0.03,0.01,0.01,0.19,0.04,0.47,0.18,0.45,0.52,0.1,4,State,All,All Households,state,99,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
5569,1,0.47,0.14,0.07,0.66,0.19,0.94,0.46,0.91,0.96,0.43,4,State,All,All Households,state,99,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
5570,NA,0.18,0.08,0.01,0.43,0.15,0.68,0.33,0.7,0.73,0.29,4,State,All,All Households,state,99,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
5571,0,0.04,0.01,0,0.21,0.04,0.41,0.09,0.18,0.27,0.1,4,State,All,All Households,state,99,maharashtra,Maharashtra,NA,NA,NA,NA,NA
5572,1,0.44,0.12,0.04,0.65,0.24,0.87,0.35,0.74,0.87,0.55,4,State,All,All Households,state,99,maharashtra,Maharashtra,NA,NA,NA,NA,NA
5573,NA,0.05,0.02,0.01,0.27,0.06,0.45,0.09,0.18,0.23,0.13,4,State,All,All Households,state,99,maharashtra,Maharashtra,NA,NA,NA,NA,NA
5574,0,0.01,0,0,0.08,0.05,0.45,0.56,0.77,0.5,0.1,4,State,All,All Households,state,99,manipur,Manipur,NA,NA,NA,NA,NA
5575,1,0.32,0.07,0.06,0.66,0.19,0.68,0.77,0.97,0.88,0.39,4,State,All,All Households,state,99,manipur,Manipur,NA,NA,NA,NA,NA
5576,NA,0.05,0.01,0,0.31,0.05,0.45,0.57,0.76,0.46,0.12,4,State,All,All Households,state,99,manipur,Manipur,NA,NA,NA,NA,NA
5577,0,0.05,0.01,0.01,0.17,0.02,0.3,0.28,0.38,0.64,0.16,4,State,All,All Households,state,99,meghalaya,Meghalaya,NA,NA,NA,NA,NA
5578,1,0.59,0.14,0.07,0.62,0.22,0.61,0.47,0.77,0.98,0.64,4,State,All,All Households,state,99,meghalaya,Meghalaya,NA,NA,NA,NA,NA
5579,NA,0.23,0.08,0.01,0.43,0.11,0.4,0.33,0.57,0.69,0.33,4,State,All,All Households,state,99,meghalaya,Meghalaya,NA,NA,NA,NA,NA
5580,0,0.05,0.01,0.01,0.14,0.01,0.12,0.07,0.19,0.25,0.1,4,State,All,All Households,state,99,mizoram,Mizoram,NA,NA,NA,NA,NA
5581,1,0.66,0.19,0.09,0.49,0.31,0.62,0.3,0.81,0.88,0.75,4,State,All,All Households,state,99,mizoram,Mizoram,NA,NA,NA,NA,NA
5582,NA,0.04,0.01,0,0.67,0,0.12,0.1,0.11,0.17,0.08,4,State,All,All Households,state,99,mizoram,Mizoram,NA,NA,NA,NA,NA
5583,0,0.04,0.01,0.01,0.1,0.01,0.2,0.18,0.62,0.58,0.22,4,State,All,All Households,state,99,nagaland,Nagaland,NA,NA,NA,NA,NA
5584,1,0.61,0.11,0.06,0.49,0.09,0.39,0.3,0.97,0.96,0.76,4,State,All,All Households,state,99,nagaland,Nagaland,NA,NA,NA,NA,NA
5585,NA,0.14,0.05,0.01,0.2,0.04,0.29,0.18,0.64,0.61,0.28,4,State,All,All Households,state,99,nagaland,Nagaland,NA,NA,NA,NA,NA
5586,0,0.04,0,0,0.14,0.06,0.58,0.15,0.38,0.7,0.09,4,State,All,All Households,state,99,odisha,Odisha,NA,NA,NA,NA,NA
5587,1,0.52,0.1,0.05,0.65,0.29,0.94,0.3,0.86,0.98,0.46,4,State,All,All Households,state,99,odisha,Odisha,NA,NA,NA,NA,NA
5588,NA,0.16,0.04,0.01,0.26,0.15,0.63,0.18,0.5,0.68,0.22,4,State,All,All Households,state,99,odisha,Odisha,NA,NA,NA,NA,NA
5589,0,0.04,0.01,0,0.17,0,0.32,0.05,0.15,0.11,0.01,4,State,All,All Households,state,99,puducherry,Puducherry,NA,NA,NA,NA,NA
5590,1,0.57,0.02,0.06,0.52,0.05,0.94,0.1,0.78,0.77,0.44,4,State,All,All Households,state,99,puducherry,Puducherry,NA,NA,NA,NA,NA
5591,NA,0,0,0,0.24,0,0.55,0,0.31,0.31,0,4,State,All,All Households,state,99,puducherry,Puducherry,NA,NA,NA,NA,NA
5592,0,0.06,0.01,0.01,0.16,0,0.15,0.02,0.16,0.31,0.02,4,State,All,All Households,state,99,punjab,Punjab,NA,NA,NA,NA,NA
5593,1,0.68,0.21,0.09,0.62,0.05,0.65,0.08,0.71,0.8,0.19,4,State,All,All Households,state,99,punjab,Punjab,NA,NA,NA,NA,NA
5594,NA,0.08,0.02,0.01,0.03,0,0.17,0,0.11,0.24,0.02,4,State,All,All Households,state,99,punjab,Punjab,NA,NA,NA,NA,NA
5595,0,0.06,0.01,0.01,0.22,0.02,0.4,0.18,0.21,0.55,0.11,4,State,All,All Households,state,99,rajasthan,Rajasthan,NA,NA,NA,NA,NA
5596,1,0.55,0.18,0.07,0.63,0.23,0.88,0.45,0.68,0.95,0.51,4,State,All,All Households,state,99,rajasthan,Rajasthan,NA,NA,NA,NA,NA
5597,NA,0.22,0.08,0.01,0.52,0.12,0.54,0.26,0.33,0.64,0.25,4,State,All,All Households,state,99,rajasthan,Rajasthan,NA,NA,NA,NA,NA
5598,0,0.07,0.01,0.01,0.09,0,0.11,0.02,0.24,0.37,0.08,4,State,All,All Households,state,99,sikkim,Sikkim,NA,NA,NA,NA,NA
5599,1,0.75,0.05,0.07,0.53,0.03,0.29,0.09,0.72,0.81,0.63,4,State,All,All Households,state,99,sikkim,Sikkim,NA,NA,NA,NA,NA
5600,NA,0.11,0.07,0,0,0,0.1,0.03,0.27,0.23,0.13,4,State,All,All Households,state,99,sikkim,Sikkim,NA,NA,NA,NA,NA
5601,0,0.07,0,0.01,0.18,0.01,0.43,0.12,0.17,0.19,0.03,4,State,All,All Households,state,99,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
5602,1,0.6,0.04,0.06,0.5,0.09,0.95,0.21,0.65,0.82,0.4,4,State,All,All Households,state,99,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
5603,NA,0.11,0.01,0,0.31,0,0.5,0.13,0.22,0.31,0.07,4,State,All,All Households,state,99,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
5604,0,0.11,0.01,0,0.2,0,0.41,0.27,0.17,0.21,0.09,4,State,All,All Households,state,99,telangana,Telangana,NA,NA,NA,NA,NA
5605,1,0.71,0.05,0.05,0.51,0.08,0.9,0.34,0.63,0.8,0.56,4,State,All,All Households,state,99,telangana,Telangana,NA,NA,NA,NA,NA
5606,NA,0.09,0.02,0,0.15,0,0.4,0.24,0.14,0.18,0.09,4,State,All,All Households,state,99,telangana,Telangana,NA,NA,NA,NA,NA
5607,0,0.03,0.01,0,0.15,0.03,0.31,0.09,0.67,0.55,0.11,4,State,All,All Households,state,99,tripura,Tripura,NA,NA,NA,NA,NA
5608,1,0.56,0.06,0.04,0.58,0.24,0.7,0.38,0.97,0.92,0.62,4,State,All,All Households,state,99,tripura,Tripura,NA,NA,NA,NA,NA
5609,NA,0.12,0.01,0,0.27,0.06,0.36,0.13,0.6,0.46,0.19,4,State,All,All Households,state,99,tripura,Tripura,NA,NA,NA,NA,NA
5610,0,0.04,0.02,0.01,0.17,0.15,0.49,0.05,0.51,0.5,0.07,4,State,All,All Households,state,99,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
5611,1,0.49,0.21,0.09,0.67,0.51,0.89,0.06,0.92,0.93,0.3,4,State,All,All Households,state,99,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
5612,NA,0.21,0.09,0.02,0.49,0.27,0.63,0.05,0.61,0.61,0.15,4,State,All,All Households,state,99,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
5613,0,0.05,0.01,0.01,0.18,0.01,0.28,0.07,0.27,0.4,0.1,4,State,All,All Households,state,99,uttarakhand,Uttarakhand,NA,NA,NA,NA,NA
5614,1,0.53,0.13,0.08,0.64,0.11,0.74,0.21,0.78,0.91,0.5,4,State,All,All Households,state,99,uttarakhand,Uttarakhand,NA,NA,NA,NA,NA
5615,NA,0.13,0.04,0.01,0.41,0.03,0.32,0.07,0.29,0.35,0.15,4,State,All,All Households,state,99,uttarakhand,Uttarakhand,NA,NA,NA,NA,NA
5616,0,0.05,0.01,0,0.16,0.03,0.37,0.09,0.41,0.61,0.08,4,State,All,All Households,state,99,west bengal,West Bengal,NA,NA,NA,NA,NA
5617,1,0.59,0.09,0.04,0.62,0.16,0.84,0.17,0.9,0.97,0.44,4,State,All,All Households,state,99,west bengal,West Bengal,NA,NA,NA,NA,NA
5618,NA,0.1,0.03,0,0.33,0.04,0.33,0.12,0.3,0.41,0.08,4,State,All,All Households,state,99,west bengal,West Bengal,NA,NA,NA,NA,NA
5619,0,0.09,0.01,0,0.2,0.08,0.48,0.13,0.46,0.52,0.09,4,State,urban/rural,All Households,statesector,0,india,India,NA,NA,NA,NA,NA
5620,1,0.68,0.11,0.06,0.67,0.4,0.87,0.15,0.9,0.97,0.41,4,State,urban/rural,All Households,statesector,0,india,India,NA,NA,NA,NA,NA
5621,NA,0.18,0.04,0.02,1,0.28,0.77,0.06,0.71,0.79,0.24,4,State,urban/rural,All Households,statesector,0,india,India,NA,NA,NA,NA,NA
5622,0,0.06,0.04,0,0.12,0,0.25,0.06,0.14,0.08,0.07,4,State,urban/rural,All Households,statesector,1,india,India,NA,NA,NA,NA,NA
5623,1,0.82,0.08,0.1,0.54,0.24,0.62,0.21,0.45,0.62,0.24,4,State,urban/rural,All Households,statesector,1,india,India,NA,NA,NA,NA,NA
5624,NA,0,0.57,0,NA,0,0.16,0.02,0.1,0.08,0,4,State,urban/rural,All Households,statesector,1,india,India,NA,NA,NA,NA,NA
5625,0,0.05,0,0,0.15,0.01,0.28,0.08,0.45,0.32,0.08,4,State,urban/rural,All Households,statesector,0,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,NA,NA
5626,1,0.5,0.02,0.05,0.53,0.3,0.83,0.31,0.91,0.82,0.5,4,State,urban/rural,All Households,statesector,0,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,NA,NA
5627,NA,0.01,0,0,0.08,0.1,0.44,0.11,0.51,0.39,0.22,4,State,urban/rural,All Households,statesector,0,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,NA,NA
5628,0,0.03,0.01,0.01,0.15,0,0.12,0,0.11,0.02,0.02,4,State,urban/rural,All Households,statesector,1,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,NA,NA
5629,1,0.89,0,0,1,0.23,0.54,0,0.34,0.11,0.11,4,State,urban/rural,All Households,statesector,1,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,NA,NA
5630,NA,0,0,0,0,0,0.1,0,0.09,0,0,4,State,urban/rural,All Households,statesector,1,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,NA,NA
5631,0,0.16,0.01,0.01,0.16,0,0.48,0.31,0.16,0.39,0.09,4,State,urban/rural,All Households,statesector,0,andhra pradesh,Andhra Pradesh,NA,NA,NA,NA,NA
5632,1,0.73,0.06,0.05,0.47,0.06,0.91,0.37,0.53,0.86,0.55,4,State,urban/rural,All Households,statesector,0,andhra pradesh,Andhra Pradesh,NA,NA,NA,NA,NA
5633,NA,0.19,0.03,0.01,0.2,0.02,0.53,0.33,0.22,0.47,0.17,4,State,urban/rural,All Households,statesector,0,andhra pradesh,Andhra Pradesh,NA,NA,NA,NA,NA
5634,0,0.1,0.01,0.01,0.12,0,0.2,0.32,0.05,0.07,0.05,4,State,urban/rural,All Households,statesector,1,andhra pradesh,Andhra Pradesh,NA,NA,NA,NA,NA
5635,1,0.77,0.14,0.08,0.62,0.06,0.73,0.26,0.33,0.53,0.43,4,State,urban/rural,All Households,statesector,1,andhra pradesh,Andhra Pradesh,NA,NA,NA,NA,NA
5636,NA,0.09,0.02,0,0,0,0.2,0.3,0.04,0.05,0.04,4,State,urban/rural,All Households,statesector,1,andhra pradesh,Andhra Pradesh,NA,NA,NA,NA,NA
5637,0,0.08,0.02,0.01,0.08,0.08,0.3,0.12,0.79,0.59,0.18,4,State,urban/rural,All Households,statesector,0,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,NA,NA
5638,1,0.69,0.17,0.05,0.41,0.32,0.7,0.26,0.97,0.94,0.64,4,State,urban/rural,All Households,statesector,0,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,NA,NA
5639,NA,0.25,0.09,0,0.36,0.14,0.42,0.12,0.81,0.62,0.34,4,State,urban/rural,All Households,statesector,0,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,NA,NA
5640,0,0.06,0.03,0.01,0.1,0,0.25,0.04,0.41,0.09,0.08,4,State,urban/rural,All Households,statesector,1,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,NA,NA
5641,1,0.65,0.29,0.03,0.52,0.09,0.64,0.21,0.84,0.6,0.54,4,State,urban/rural,All Households,statesector,1,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,NA,NA
5642,NA,0.08,0.05,0,0.19,0.01,0.19,0.04,0.41,0.06,0.1,4,State,urban/rural,All Households,statesector,1,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,NA,NA
5643,0,0.02,0.01,0.01,0.16,0.12,0.39,0.14,0.72,0.75,0.1,4,State,urban/rural,All Households,statesector,0,assam,Assam,NA,NA,NA,NA,NA
5644,1,0.49,0.13,0.06,0.68,0.45,0.78,0.26,0.98,0.98,0.46,4,State,urban/rural,All Households,statesector,0,assam,Assam,NA,NA,NA,NA,NA
5645,NA,0.21,0.08,0.02,0.64,0.25,0.55,0.14,0.8,0.8,0.27,4,State,urban/rural,All Households,statesector,0,assam,Assam,NA,NA,NA,NA,NA
5646,0,0.03,0.01,0.01,0.15,0.02,0.34,0.1,0.3,0.15,0.07,4,State,urban/rural,All Households,statesector,1,assam,Assam,NA,NA,NA,NA,NA
5647,1,0.49,0.08,0.07,0.7,0.27,0.8,0.27,0.91,0.72,0.47,4,State,urban/rural,All Households,statesector,1,assam,Assam,NA,NA,NA,NA,NA
5648,NA,0.05,0.03,0,0.3,0.03,0.24,0.07,0.21,0.12,0.05,4,State,urban/rural,All Households,statesector,1,assam,Assam,NA,NA,NA,NA,NA
5649,0,0.03,0.01,0.01,0.16,0.29,0.6,0.01,0.63,0.77,0.16,4,State,urban/rural,All Households,statesector,0,bihar,Bihar,NA,NA,NA,NA,NA
5650,1,0.57,0.18,0.07,0.69,0.58,0.94,0.03,0.94,0.98,0.41,4,State,urban/rural,All Households,statesector,0,bihar,Bihar,NA,NA,NA,NA,NA
5651,NA,0.36,0.13,0.02,0.5,0.52,0.77,0.02,0.79,0.86,0.26,4,State,urban/rural,All Households,statesector,0,bihar,Bihar,NA,NA,NA,NA,NA
5652,0,0.04,0.02,0.01,0.23,0.05,0.35,0.02,0.18,0.22,0.08,4,State,urban/rural,All Households,statesector,1,bihar,Bihar,NA,NA,NA,NA,NA
5653,1,0.59,0.26,0.08,0.68,0.37,0.83,0.04,0.76,0.85,0.5,4,State,urban/rural,All Households,statesector,1,bihar,Bihar,NA,NA,NA,NA,NA
5654,NA,0.21,0.12,0,0.37,0.16,0.46,0.02,0.48,0.41,0.25,4,State,urban/rural,All Households,statesector,1,bihar,Bihar,NA,NA,NA,NA,NA
5655,0,0.07,0,0,0.36,0,0.57,0,0.07,0,0,4,State,urban/rural,All Households,statesector,0,chandigarh,Chandigarh,NA,NA,NA,NA,NA
5656,1,0.67,0.17,0,0.83,0,1,0,0.5,0.83,0.17,4,State,urban/rural,All Households,statesector,0,chandigarh,Chandigarh,NA,NA,NA,NA,NA
5657,NA,0,0,0,NA,0,0,0,0,1,0,4,State,urban/rural,All Households,statesector,0,chandigarh,Chandigarh,NA,NA,NA,NA,NA
5658,0,0.05,0,0.01,0.14,0,0.15,0.01,0.04,0.02,0.02,4,State,urban/rural,All Households,statesector,1,chandigarh,Chandigarh,NA,NA,NA,NA,NA
5659,1,0.64,0.29,0.14,0.73,0.13,0.83,0.16,0.49,0.53,0.37,4,State,urban/rural,All Households,statesector,1,chandigarh,Chandigarh,NA,NA,NA,NA,NA
5660,NA,0,0,0.03,NA,0,0.05,0.02,0.04,0.01,0.01,4,State,urban/rural,All Households,statesector,1,chandigarh,Chandigarh,NA,NA,NA,NA,NA
5661,0,0.02,0.01,0.01,0.18,0.02,0.63,0.15,0.62,0.86,0.1,4,State,urban/rural,All Households,statesector,0,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
5662,1,0.46,0.09,0.06,0.64,0.1,0.94,0.29,0.95,0.99,0.41,4,State,urban/rural,All Households,statesector,0,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
5663,NA,0.21,0.06,0.02,0.31,0.08,0.76,0.22,0.74,0.91,0.23,4,State,urban/rural,All Households,statesector,0,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
5664,0,0.04,0.01,0.01,0.21,0,0.3,0.06,0.15,0.2,0.05,4,State,urban/rural,All Households,statesector,1,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
5665,1,0.54,0.13,0.11,0.66,0.04,0.8,0.2,0.72,0.8,0.33,4,State,urban/rural,All Households,statesector,1,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
5666,NA,0.13,0.03,0,0.47,0.01,0.3,0.06,0.18,0.26,0.08,4,State,urban/rural,All Households,statesector,1,chhattisgarh,Chhattisgarh,NA,NA,NA,NA,NA
5667,0,0.01,0.01,0.01,0.14,0.02,0.78,0.22,0.58,0.49,0.22,4,State,urban/rural,All Households,statesector,0,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,NA,NA
5668,1,0.29,0.15,0.05,0.82,0.07,0.97,0.35,0.97,0.91,0.48,4,State,urban/rural,All Households,statesector,0,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,NA,NA
5669,NA,0.36,0.09,0,0.22,0.1,0.95,0.19,0.91,0.81,0.59,4,State,urban/rural,All Households,statesector,0,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,NA,NA
5670,0,0.02,0.01,0,0.21,0.01,0.4,0.23,0.19,0.03,0.11,4,State,urban/rural,All Households,statesector,1,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,NA,NA
5671,1,0.49,0.39,0.07,0.65,0,0.92,0.53,0.52,0.35,0.22,4,State,urban/rural,All Households,statesector,1,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,NA,NA
5672,NA,0.1,0.06,0,0,0.04,0.35,0.28,0.35,0.05,0.15,4,State,urban/rural,All Households,statesector,1,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,NA,NA
5673,0,0.13,0.02,0.01,0.17,0,0.27,0.13,0.07,0.22,0.13,4,State,urban/rural,All Households,statesector,0,daman and diu,Daman And Diu,NA,NA,NA,NA,NA
5674,1,0.87,0.29,0.03,0.42,0,0.88,0.02,0.19,0.56,0.69,4,State,urban/rural,All Households,statesector,0,daman and diu,Daman And Diu,NA,NA,NA,NA,NA
5675,NA,0.21,0.04,0,0,0,0.32,0.13,0.01,0.3,0.29,4,State,urban/rural,All Households,statesector,0,daman and diu,Daman And Diu,NA,NA,NA,NA,NA
5676,0,0.07,0.01,0,0.11,0,0.41,0.11,0.06,0.02,0.19,4,State,urban/rural,All Households,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,NA,NA
5677,1,0.57,0.44,0.11,0.69,0,0.74,0.25,0.23,0.16,0.56,4,State,urban/rural,All Households,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,NA,NA
5678,NA,0.01,0.03,0.05,0.29,0,0.19,0.08,0.1,0,0.1,4,State,urban/rural,All Households,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,NA,NA
5679,0,0.05,0,0,0.21,0,0.09,0.32,0.05,0.22,0.05,4,State,urban/rural,All Households,statesector,0,delhi,Delhi,NA,NA,NA,NA,NA
5680,1,0.2,0,0,0.8,0,1,0.26,0,0.8,0.94,4,State,urban/rural,All Households,statesector,0,delhi,Delhi,NA,NA,NA,NA,NA
5681,NA,0.01,0,0,0,0,0.13,0.38,0,0.07,0,4,State,urban/rural,All Households,statesector,0,delhi,Delhi,NA,NA,NA,NA,NA
5682,0,0.05,0.01,0.01,0.16,0,0.26,0.22,0.1,0.01,0.06,4,State,urban/rural,All Households,statesector,1,delhi,Delhi,NA,NA,NA,NA,NA
5683,1,0.7,0.21,0.24,0.68,0.03,0.76,0.32,0.33,0.13,0.43,4,State,urban/rural,All Households,statesector,1,delhi,Delhi,NA,NA,NA,NA,NA
5684,NA,0.04,0.04,0.01,0.15,0,0.21,0.19,0.07,0.01,0.05,4,State,urban/rural,All Households,statesector,1,delhi,Delhi,NA,NA,NA,NA,NA
5685,0,0.04,0.01,0,0.21,0,0.14,0.06,0.22,0.22,0.03,4,State,urban/rural,All Households,statesector,0,goa,Goa,NA,NA,NA,NA,NA
5686,1,0.39,0.03,0.02,0.76,0,0.79,0.15,0.87,0.91,0.42,4,State,urban/rural,All Households,statesector,0,goa,Goa,NA,NA,NA,NA,NA
5687,NA,0,0,0,0,0,0.25,0,0.31,0.13,0.13,4,State,urban/rural,All Households,statesector,0,goa,Goa,NA,NA,NA,NA,NA
5688,0,0.04,0,0,0.14,0,0.21,0.02,0.08,0.05,0.02,4,State,urban/rural,All Households,statesector,1,goa,Goa,NA,NA,NA,NA,NA
5689,1,0.69,0.1,0.14,0.73,0,0.7,0.03,0.35,0.52,0.35,4,State,urban/rural,All Households,statesector,1,goa,Goa,NA,NA,NA,NA,NA
5690,NA,0.23,0,0,0,0,0.13,0,0,0,0,4,State,urban/rural,All Households,statesector,1,goa,Goa,NA,NA,NA,NA,NA
