,m_poor_1_33,m_poor_1_50,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,round,level,area,dem,SourceSheet,sector,state,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,owns_land
946,0,0,0,0.01,0.13,0.41,0.45,5,State,urban/rural,Education,statesector,1,lakshadweep,Lakshadweep,NA,Secondary,NA,NA,NA
947,0,0,0,0,0.05,0.3,0.65,5,State,urban/rural,Education,statesector,1,lakshadweep,Lakshadweep,NA,Higher,NA,NA,NA
948,0.48,0.11,0.62,0.23,0.1,0.04,0.01,5,State,urban/rural,Education,statesector,0,madhya pradesh,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA
949,0.35,0.07,0.46,0.27,0.16,0.08,0.03,5,State,urban/rural,Education,statesector,0,madhya pradesh,Madhya Pradesh,NA,Primary,NA,NA,NA
950,0.17,0.02,0.32,0.28,0.2,0.14,0.06,5,State,urban/rural,Education,statesector,0,madhya pradesh,Madhya Pradesh,NA,Secondary,NA,NA,NA
951,0.09,0,0.12,0.18,0.23,0.24,0.22,5,State,urban/rural,Education,statesector,0,madhya pradesh,Madhya Pradesh,NA,Higher,NA,NA,NA
952,0.12,0.05,0.37,0.24,0.21,0.14,0.03,5,State,urban/rural,Education,statesector,0,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
953,0.2,0.04,0.19,0.18,0.23,0.25,0.15,5,State,urban/rural,Education,statesector,1,madhya pradesh,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA
954,0.14,0.02,0.09,0.14,0.23,0.29,0.26,5,State,urban/rural,Education,statesector,1,madhya pradesh,Madhya Pradesh,NA,Primary,NA,NA,NA
955,0.03,0,0.03,0.09,0.16,0.32,0.41,5,State,urban/rural,Education,statesector,1,madhya pradesh,Madhya Pradesh,NA,Secondary,NA,NA,NA
956,0.01,0,0,0.02,0.06,0.2,0.73,5,State,urban/rural,Education,statesector,1,madhya pradesh,Madhya Pradesh,NA,Higher,NA,NA,NA
957,0,0,0,0.03,0.03,0.53,0.4,5,State,urban/rural,Education,statesector,1,madhya pradesh,Madhya Pradesh,NA,NA,NA,NA,NA
958,0.32,0.05,0.36,0.31,0.22,0.1,0.01,5,State,urban/rural,Education,statesector,0,maharashtra,Maharashtra,NA,No education / Preschool,NA,NA,NA
959,0.19,0.03,0.2,0.28,0.29,0.19,0.04,5,State,urban/rural,Education,statesector,0,maharashtra,Maharashtra,NA,Primary,NA,NA,NA
960,0.06,0,0.09,0.23,0.3,0.3,0.08,5,State,urban/rural,Education,statesector,0,maharashtra,Maharashtra,NA,Secondary,NA,NA,NA
961,0.02,0,0.02,0.08,0.25,0.33,0.32,5,State,urban/rural,Education,statesector,0,maharashtra,Maharashtra,NA,Higher,NA,NA,NA
962,0.21,0,0.19,0.49,0.18,0.15,0,5,State,urban/rural,Education,statesector,0,maharashtra,Maharashtra,NA,NA,NA,NA,NA
963,0.13,0.02,0.08,0.15,0.26,0.31,0.21,5,State,urban/rural,Education,statesector,1,maharashtra,Maharashtra,NA,No education / Preschool,NA,NA,NA
964,0.06,0,0.03,0.1,0.26,0.3,0.31,5,State,urban/rural,Education,statesector,1,maharashtra,Maharashtra,NA,Primary,NA,NA,NA
965,0.01,0,0.01,0.05,0.15,0.31,0.48,5,State,urban/rural,Education,statesector,1,maharashtra,Maharashtra,NA,Secondary,NA,NA,NA
966,0,0,0,0.01,0.03,0.13,0.82,5,State,urban/rural,Education,statesector,1,maharashtra,Maharashtra,NA,Higher,NA,NA,NA
967,0,0,0,0,0,0.43,0.57,5,State,urban/rural,Education,statesector,1,maharashtra,Maharashtra,NA,NA,NA,NA,NA
968,0.29,0.04,0.44,0.38,0.13,0.05,0,5,State,urban/rural,Education,statesector,0,manipur,Manipur,NA,No education / Preschool,NA,NA,NA
969,0.26,0.05,0.4,0.38,0.16,0.04,0.01,5,State,urban/rural,Education,statesector,0,manipur,Manipur,NA,Primary,NA,NA,NA
970,0.08,0,0.23,0.43,0.22,0.1,0.03,5,State,urban/rural,Education,statesector,0,manipur,Manipur,NA,Secondary,NA,NA,NA
971,0.04,0,0.06,0.3,0.25,0.27,0.12,5,State,urban/rural,Education,statesector,0,manipur,Manipur,NA,Higher,NA,NA,NA
972,0,0,0,0,1,0,0,5,State,urban/rural,Education,statesector,0,manipur,Manipur,NA,NA,NA,NA,NA
973,0.12,0.01,0.19,0.31,0.28,0.15,0.06,5,State,urban/rural,Education,statesector,1,manipur,Manipur,NA,No education / Preschool,NA,NA,NA
974,0.13,0.02,0.13,0.34,0.35,0.14,0.04,5,State,urban/rural,Education,statesector,1,manipur,Manipur,NA,Primary,NA,NA,NA
975,0.04,0,0.08,0.23,0.34,0.27,0.08,5,State,urban/rural,Education,statesector,1,manipur,Manipur,NA,Secondary,NA,NA,NA
976,0,0,0.02,0.08,0.24,0.37,0.3,5,State,urban/rural,Education,statesector,1,manipur,Manipur,NA,Higher,NA,NA,NA
977,0,0,0,1,0,0,0,5,State,urban/rural,Education,statesector,1,manipur,Manipur,NA,NA,NA,NA,NA
978,0.45,0.19,0.48,0.37,0.12,0.02,0,5,State,urban/rural,Education,statesector,0,meghalaya,Meghalaya,NA,No education / Preschool,NA,NA,NA
979,0.39,0.16,0.42,0.4,0.14,0.02,0,5,State,urban/rural,Education,statesector,0,meghalaya,Meghalaya,NA,Primary,NA,NA,NA
980,0.15,0.02,0.27,0.4,0.27,0.06,0.01,5,State,urban/rural,Education,statesector,0,meghalaya,Meghalaya,NA,Secondary,NA,NA,NA
981,0.05,0,0.09,0.23,0.29,0.27,0.11,5,State,urban/rural,Education,statesector,0,meghalaya,Meghalaya,NA,Higher,NA,NA,NA
982,0,0,0.19,0.52,0,0.23,0.07,5,State,urban/rural,Education,statesector,0,meghalaya,Meghalaya,NA,NA,NA,NA,NA
983,0.19,0.06,0.17,0.21,0.35,0.22,0.07,5,State,urban/rural,Education,statesector,1,meghalaya,Meghalaya,NA,No education / Preschool,NA,NA,NA
984,0.16,0.06,0.15,0.23,0.21,0.29,0.12,5,State,urban/rural,Education,statesector,1,meghalaya,Meghalaya,NA,Primary,NA,NA,NA
985,0.05,0.01,0.06,0.17,0.33,0.32,0.12,5,State,urban/rural,Education,statesector,1,meghalaya,Meghalaya,NA,Secondary,NA,NA,NA
986,0.01,0,0,0.06,0.22,0.33,0.38,5,State,urban/rural,Education,statesector,1,meghalaya,Meghalaya,NA,Higher,NA,NA,NA
987,0.12,0,0,0.12,0.88,0,0,5,State,urban/rural,Education,statesector,1,meghalaya,Meghalaya,NA,NA,NA,NA,NA
988,0.36,0.12,0.38,0.33,0.22,0.05,0.01,5,State,urban/rural,Education,statesector,0,mizoram,Mizoram,NA,No education / Preschool,NA,NA,NA
989,0.14,0.04,0.14,0.32,0.35,0.17,0.02,5,State,urban/rural,Education,statesector,0,mizoram,Mizoram,NA,Primary,NA,NA,NA
990,0.03,0,0.07,0.24,0.37,0.24,0.08,5,State,urban/rural,Education,statesector,0,mizoram,Mizoram,NA,Secondary,NA,NA,NA
991,0.01,0,0.02,0.06,0.32,0.38,0.22,5,State,urban/rural,Education,statesector,0,mizoram,Mizoram,NA,Higher,NA,NA,NA
992,0.06,0,0.24,0.29,0.26,0.2,0,5,State,urban/rural,Education,statesector,0,mizoram,Mizoram,NA,NA,NA,NA,NA
993,0.03,0,0.06,0.18,0.39,0.24,0.12,5,State,urban/rural,Education,statesector,1,mizoram,Mizoram,NA,No education / Preschool,NA,NA,NA
994,0.02,0,0.01,0.07,0.33,0.39,0.2,5,State,urban/rural,Education,statesector,1,mizoram,Mizoram,NA,Primary,NA,NA,NA
995,0,0,0,0.03,0.19,0.43,0.34,5,State,urban/rural,Education,statesector,1,mizoram,Mizoram,NA,Secondary,NA,NA,NA
996,0,0,0,0.01,0.06,0.28,0.66,5,State,urban/rural,Education,statesector,1,mizoram,Mizoram,NA,Higher,NA,NA,NA
997,0,0,0,0.02,0.37,0.29,0.32,5,State,urban/rural,Education,statesector,1,mizoram,Mizoram,NA,NA,NA,NA,NA
998,0.46,0.05,0.62,0.29,0.07,0.02,0,5,State,urban/rural,Education,statesector,0,nagaland,Nagaland,NA,No education / Preschool,NA,NA,NA
999,0.36,0.05,0.51,0.35,0.09,0.04,0.01,5,State,urban/rural,Education,statesector,0,nagaland,Nagaland,NA,Primary,NA,NA,NA
1000,0.1,0.01,0.3,0.37,0.2,0.1,0.03,5,State,urban/rural,Education,statesector,0,nagaland,Nagaland,NA,Secondary,NA,NA,NA
1001,0.03,0,0.04,0.18,0.32,0.3,0.16,5,State,urban/rural,Education,statesector,0,nagaland,Nagaland,NA,Higher,NA,NA,NA
1002,NA,NA,0.43,0.57,0,0,0,5,State,urban/rural,Education,statesector,0,nagaland,Nagaland,NA,NA,NA,NA,NA
1003,0.24,0.03,0.2,0.38,0.22,0.18,0.02,5,State,urban/rural,Education,statesector,1,nagaland,Nagaland,NA,No education / Preschool,NA,NA,NA
1004,0.19,0.02,0.16,0.33,0.32,0.12,0.06,5,State,urban/rural,Education,statesector,1,nagaland,Nagaland,NA,Primary,NA,NA,NA
1005,0.03,0,0.04,0.17,0.35,0.31,0.12,5,State,urban/rural,Education,statesector,1,nagaland,Nagaland,NA,Secondary,NA,NA,NA
1006,0.01,0,0,0.07,0.27,0.36,0.29,5,State,urban/rural,Education,statesector,1,nagaland,Nagaland,NA,Higher,NA,NA,NA
1007,0,0,0,0.48,0.52,0,0,5,State,urban/rural,Education,statesector,1,nagaland,Nagaland,NA,NA,NA,NA,NA
1008,0.03,0.02,0,0,0.17,0.15,0.68,5,State,urban/rural,Education,statesector,0,nct of delhi,Nct Of Delhi,NA,No education / Preschool,NA,NA,NA
1009,0.14,0.05,0.03,0.16,0.3,0.33,0.18,5,State,urban/rural,Education,statesector,0,nct of delhi,Nct Of Delhi,NA,Primary,NA,NA,NA
1010,0.01,0,0,0.01,0.08,0.16,0.75,5,State,urban/rural,Education,statesector,0,nct of delhi,Nct Of Delhi,NA,Secondary,NA,NA,NA
1011,0,0,0,0,0.06,0.01,0.94,5,State,urban/rural,Education,statesector,0,nct of delhi,Nct Of Delhi,NA,Higher,NA,NA,NA
1012,0,0,0,0,0,0,1,5,State,urban/rural,Education,statesector,0,nct of delhi,Nct Of Delhi,NA,NA,NA,NA,NA
1013,0.09,0.02,0.01,0.07,0.19,0.29,0.44,5,State,urban/rural,Education,statesector,1,nct of delhi,Nct Of Delhi,NA,No education / Preschool,NA,NA,NA
1014,0.07,0.01,0.01,0.04,0.16,0.28,0.5,5,State,urban/rural,Education,statesector,1,nct of delhi,Nct Of Delhi,NA,Primary,NA,NA,NA
1015,0.01,0,0,0.03,0.09,0.22,0.66,5,State,urban/rural,Education,statesector,1,nct of delhi,Nct Of Delhi,NA,Secondary,NA,NA,NA
1016,0,0,0,0,0.02,0.08,0.89,5,State,urban/rural,Education,statesector,1,nct of delhi,Nct Of Delhi,NA,Higher,NA,NA,NA
1017,0,0,0,0.07,0.22,0.44,0.27,5,State,urban/rural,Education,statesector,1,nct of delhi,Nct Of Delhi,NA,NA,NA,NA,NA
1018,0.44,0.12,0.65,0.23,0.08,0.03,0,5,State,urban/rural,Education,statesector,0,odisha,Odisha,NA,No education / Preschool,NA,NA,NA
1019,0.29,0.06,0.45,0.3,0.17,0.06,0.01,5,State,urban/rural,Education,statesector,0,odisha,Odisha,NA,Primary,NA,NA,NA
1020,0.11,0.01,0.28,0.3,0.24,0.14,0.04,5,State,urban/rural,Education,statesector,0,odisha,Odisha,NA,Secondary,NA,NA,NA
1021,0.03,0,0.07,0.15,0.24,0.31,0.23,5,State,urban/rural,Education,statesector,0,odisha,Odisha,NA,Higher,NA,NA,NA
1022,0.23,0.06,0.51,0.18,0.22,0.06,0.04,5,State,urban/rural,Education,statesector,0,odisha,Odisha,NA,NA,NA,NA,NA
1023,0.26,0.06,0.31,0.29,0.19,0.16,0.05,5,State,urban/rural,Education,statesector,1,odisha,Odisha,NA,No education / Preschool,NA,NA,NA
1024,0.12,0.03,0.18,0.2,0.23,0.24,0.15,5,State,urban/rural,Education,statesector,1,odisha,Odisha,NA,Primary,NA,NA,NA
1025,0.03,0,0.06,0.12,0.2,0.31,0.31,5,State,urban/rural,Education,statesector,1,odisha,Odisha,NA,Secondary,NA,NA,NA
1026,0,0,0,0.01,0.06,0.21,0.72,5,State,urban/rural,Education,statesector,1,odisha,Odisha,NA,Higher,NA,NA,NA
1027,0,0,0.17,0,0.22,0.14,0.48,5,State,urban/rural,Education,statesector,1,odisha,Odisha,NA,NA,NA,NA,NA
1028,0.09,0.02,0.12,0.28,0.27,0.27,0.05,5,State,urban/rural,Education,statesector,0,puducherry,Puducherry,NA,No education / Preschool,NA,NA,NA
1029,0.05,0,0.1,0.25,0.28,0.27,0.11,5,State,urban/rural,Education,statesector,0,puducherry,Puducherry,NA,Primary,NA,NA,NA
1030,0,0,0.05,0.15,0.22,0.28,0.29,5,State,urban/rural,Education,statesector,0,puducherry,Puducherry,NA,Secondary,NA,NA,NA
1031,0,0,0.01,0.01,0.11,0.14,0.73,5,State,urban/rural,Education,statesector,0,puducherry,Puducherry,NA,Higher,NA,NA,NA
1032,0.05,0,0.05,0.12,0.23,0.45,0.15,5,State,urban/rural,Education,statesector,1,puducherry,Puducherry,NA,No education / Preschool,NA,NA,NA
1033,0.04,0,0.02,0.08,0.19,0.38,0.32,5,State,urban/rural,Education,statesector,1,puducherry,Puducherry,NA,Primary,NA,NA,NA
1034,0,0,0.01,0.03,0.1,0.32,0.55,5,State,urban/rural,Education,statesector,1,puducherry,Puducherry,NA,Secondary,NA,NA,NA
1035,0,0,0,0.01,0.03,0.14,0.82,5,State,urban/rural,Education,statesector,1,puducherry,Puducherry,NA,Higher,NA,NA,NA
1036,0,0,0,0,0.18,0.82,0,5,State,urban/rural,Education,statesector,1,puducherry,Puducherry,NA,NA,NA,NA,NA
1037,0.1,0.01,0.04,0.13,0.21,0.3,0.32,5,State,urban/rural,Education,statesector,0,punjab,Punjab,NA,No education / Preschool,NA,NA,NA
1038,0.07,0.01,0.02,0.08,0.17,0.31,0.42,5,State,urban/rural,Education,statesector,0,punjab,Punjab,NA,Primary,NA,NA,NA
1039,0.01,0,0.01,0.04,0.11,0.24,0.62,5,State,urban/rural,Education,statesector,0,punjab,Punjab,NA,Secondary,NA,NA,NA
1040,0,0,0,0.01,0.04,0.1,0.85,5,State,urban/rural,Education,statesector,0,punjab,Punjab,NA,Higher,NA,NA,NA
1041,0,0,0,0,0.13,0.22,0.65,5,State,urban/rural,Education,statesector,0,punjab,Punjab,NA,NA,NA,NA,NA
1042,0.12,0.02,0.02,0.08,0.15,0.26,0.49,5,State,urban/rural,Education,statesector,1,punjab,Punjab,NA,No education / Preschool,NA,NA,NA
1043,0.06,0.01,0.01,0.05,0.1,0.2,0.64,5,State,urban/rural,Education,statesector,1,punjab,Punjab,NA,Primary,NA,NA,NA
1044,0.01,0,0,0.01,0.05,0.12,0.82,5,State,urban/rural,Education,statesector,1,punjab,Punjab,NA,Secondary,NA,NA,NA
1045,0,0,0,0,0,0.02,0.97,5,State,urban/rural,Education,statesector,1,punjab,Punjab,NA,Higher,NA,NA,NA
1046,0,0,0,0,0,0,1,5,State,urban/rural,Education,statesector,1,punjab,Punjab,NA,NA,NA,NA,NA
1047,0.31,0.07,0.28,0.3,0.23,0.14,0.05,5,State,urban/rural,Education,statesector,0,rajasthan,Rajasthan,NA,No education / Preschool,NA,NA,NA
1048,0.27,0.07,0.21,0.29,0.25,0.18,0.08,5,State,urban/rural,Education,statesector,0,rajasthan,Rajasthan,NA,Primary,NA,NA,NA
1049,0.1,0.01,0.11,0.23,0.28,0.25,0.13,5,State,urban/rural,Education,statesector,0,rajasthan,Rajasthan,NA,Secondary,NA,NA,NA
1050,0.07,0,0.05,0.14,0.2,0.3,0.32,5,State,urban/rural,Education,statesector,0,rajasthan,Rajasthan,NA,Higher,NA,NA,NA
1051,0.3,0,0.06,0.33,0.36,0.21,0.05,5,State,urban/rural,Education,statesector,0,rajasthan,Rajasthan,NA,NA,NA,NA,NA
1052,0.12,0.02,0.05,0.14,0.22,0.3,0.3,5,State,urban/rural,Education,statesector,1,rajasthan,Rajasthan,NA,No education / Preschool,NA,NA,NA
1053,0.08,0.02,0.01,0.09,0.18,0.31,0.41,5,State,urban/rural,Education,statesector,1,rajasthan,Rajasthan,NA,Primary,NA,NA,NA
1054,0.01,0,0,0.04,0.13,0.26,0.57,5,State,urban/rural,Education,statesector,1,rajasthan,Rajasthan,NA,Secondary,NA,NA,NA
1055,0,0,0,0.01,0.04,0.15,0.8,5,State,urban/rural,Education,statesector,1,rajasthan,Rajasthan,NA,Higher,NA,NA,NA
1056,0,0,0,0,0,0.15,0.85,5,State,urban/rural,Education,statesector,1,rajasthan,Rajasthan,NA,NA,NA,NA,NA
1057,0.12,0.01,0.09,0.42,0.35,0.13,0.01,5,State,urban/rural,Education,statesector,0,sikkim,Sikkim,NA,No education / Preschool,NA,NA,NA
1058,0.09,0.01,0.06,0.36,0.41,0.17,0.01,5,State,urban/rural,Education,statesector,0,sikkim,Sikkim,NA,Primary,NA,NA,NA
1059,0.01,0,0.02,0.2,0.45,0.26,0.07,5,State,urban/rural,Education,statesector,0,sikkim,Sikkim,NA,Secondary,NA,NA,NA
1060,0,0,0,0.03,0.39,0.43,0.15,5,State,urban/rural,Education,statesector,0,sikkim,Sikkim,NA,Higher,NA,NA,NA
1061,0.01,0,0.01,0.1,0.41,0.31,0.17,5,State,urban/rural,Education,statesector,1,sikkim,Sikkim,NA,No education / Preschool,NA,NA,NA
1062,0.02,0,0,0.14,0.31,0.41,0.14,5,State,urban/rural,Education,statesector,1,sikkim,Sikkim,NA,Primary,NA,NA,NA
1063,0,0,0,0.04,0.23,0.55,0.18,5,State,urban/rural,Education,statesector,1,sikkim,Sikkim,NA,Secondary,NA,NA,NA
1064,0,0,0,0,0.24,0.43,0.33,5,State,urban/rural,Education,statesector,1,sikkim,Sikkim,NA,Higher,NA,NA,NA
1065,NA,NA,0,0,0,1,0,5,State,urban/rural,Education,statesector,1,sikkim,Sikkim,NA,NA,NA,NA,NA
1066,0.18,0.01,0.22,0.37,0.28,0.12,0.01,5,State,urban/rural,Education,statesector,0,tamil nadu,Tamil Nadu,NA,No education / Preschool,NA,NA,NA
1067,0.09,0.01,0.1,0.28,0.37,0.2,0.04,5,State,urban/rural,Education,statesector,0,tamil nadu,Tamil Nadu,NA,Primary,NA,NA,NA
1068,0.02,0,0.04,0.19,0.38,0.3,0.09,5,State,urban/rural,Education,statesector,0,tamil nadu,Tamil Nadu,NA,Secondary,NA,NA,NA
1069,0.01,0,0.01,0.08,0.22,0.41,0.28,5,State,urban/rural,Education,statesector,0,tamil nadu,Tamil Nadu,NA,Higher,NA,NA,NA
1070,0.04,0.04,0,0.33,0.27,0.38,0.03,5,State,urban/rural,Education,statesector,0,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
1071,0.09,0,0.12,0.18,0.29,0.28,0.13,5,State,urban/rural,Education,statesector,1,tamil nadu,Tamil Nadu,NA,No education / Preschool,NA,NA,NA
1072,0.05,0,0.04,0.12,0.26,0.38,0.19,5,State,urban/rural,Education,statesector,1,tamil nadu,Tamil Nadu,NA,Primary,NA,NA,NA
1073,0.01,0,0.01,0.06,0.17,0.35,0.42,5,State,urban/rural,Education,statesector,1,tamil nadu,Tamil Nadu,NA,Secondary,NA,NA,NA
1074,0,0,0,0.01,0.04,0.19,0.76,5,State,urban/rural,Education,statesector,1,tamil nadu,Tamil Nadu,NA,Higher,NA,NA,NA
1075,0,0,0,0,0,0,1,5,State,urban/rural,Education,statesector,1,tamil nadu,Tamil Nadu,NA,NA,NA,NA,NA
1076,0.16,0.01,0.15,0.35,0.35,0.14,0.02,5,State,urban/rural,Education,statesector,0,telangana,Telangana,NA,No education / Preschool,NA,NA,NA
1077,0.1,0.01,0.07,0.28,0.37,0.23,0.05,5,State,urban/rural,Education,statesector,0,telangana,Telangana,NA,Primary,NA,NA,NA
1078,0.02,0,0.03,0.17,0.36,0.35,0.09,5,State,urban/rural,Education,statesector,0,telangana,Telangana,NA,Secondary,NA,NA,NA
1079,0.01,0,0.01,0.09,0.27,0.43,0.19,5,State,urban/rural,Education,statesector,0,telangana,Telangana,NA,Higher,NA,NA,NA
1080,0.3,0,0,0.38,0.44,0.09,0.1,5,State,urban/rural,Education,statesector,0,telangana,Telangana,NA,NA,NA,NA,NA
1081,0.08,0.01,0.04,0.12,0.28,0.34,0.22,5,State,urban/rural,Education,statesector,1,telangana,Telangana,NA,No education / Preschool,NA,NA,NA
1082,0.05,0,0.01,0.09,0.24,0.37,0.28,5,State,urban/rural,Education,statesector,1,telangana,Telangana,NA,Primary,NA,NA,NA
1083,0.01,0,0.01,0.03,0.13,0.35,0.48,5,State,urban/rural,Education,statesector,1,telangana,Telangana,NA,Secondary,NA,NA,NA
1084,0,0,0,0.01,0.04,0.19,0.76,5,State,urban/rural,Education,statesector,1,telangana,Telangana,NA,Higher,NA,NA,NA
1085,0.4,0.07,0.64,0.26,0.08,0.01,0,5,State,urban/rural,Education,statesector,0,tripura,Tripura,NA,No education / Preschool,NA,NA,NA
1086,0.28,0.05,0.49,0.37,0.13,0.02,0,5,State,urban/rural,Education,statesector,0,tripura,Tripura,NA,Primary,NA,NA,NA
1087,0.09,0,0.29,0.4,0.23,0.07,0.01,5,State,urban/rural,Education,statesector,0,tripura,Tripura,NA,Secondary,NA,NA,NA
1088,0.02,0,0.07,0.25,0.4,0.24,0.03,5,State,urban/rural,Education,statesector,0,tripura,Tripura,NA,Higher,NA,NA,NA
1089,0.14,0,0.44,0.51,0.06,0,0,5,State,urban/rural,Education,statesector,0,tripura,Tripura,NA,NA,NA,NA,NA
1090,0.22,0.03,0.28,0.38,0.28,0.06,0,5,State,urban/rural,Education,statesector,1,tripura,Tripura,NA,No education / Preschool,NA,NA,NA
1091,0.12,0.01,0.17,0.39,0.34,0.1,0.01,5,State,urban/rural,Education,statesector,1,tripura,Tripura,NA,Primary,NA,NA,NA
1092,0.02,0,0.06,0.22,0.39,0.28,0.06,5,State,urban/rural,Education,statesector,1,tripura,Tripura,NA,Secondary,NA,NA,NA
1093,0,0,0,0.08,0.25,0.41,0.26,5,State,urban/rural,Education,statesector,1,tripura,Tripura,NA,Higher,NA,NA,NA
1094,0.4,0.12,0.47,0.29,0.15,0.06,0.03,5,State,urban/rural,Education,statesector,0,uttar pradesh,Uttar Pradesh,NA,No education / Preschool,NA,NA,NA
1095,0.35,0.11,0.39,0.31,0.16,0.09,0.04,5,State,urban/rural,Education,statesector,0,uttar pradesh,Uttar Pradesh,NA,Primary,NA,NA,NA
1096,0.15,0.02,0.24,0.3,0.23,0.15,0.09,5,State,urban/rural,Education,statesector,0,uttar pradesh,Uttar Pradesh,NA,Secondary,NA,NA,NA
1097,0.07,0.01,0.08,0.18,0.24,0.25,0.25,5,State,urban/rural,Education,statesector,0,uttar pradesh,Uttar Pradesh,NA,Higher,NA,NA,NA
1098,0.19,0.07,0.38,0.26,0.13,0.19,0.04,5,State,urban/rural,Education,statesector,0,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
1099,0.25,0.07,0.09,0.15,0.24,0.3,0.22,5,State,urban/rural,Education,statesector,1,uttar pradesh,Uttar Pradesh,NA,No education / Preschool,NA,NA,NA
1100,0.18,0.03,0.06,0.1,0.2,0.32,0.32,5,State,urban/rural,Education,statesector,1,uttar pradesh,Uttar Pradesh,NA,Primary,NA,NA,NA
1101,0.03,0,0.02,0.05,0.13,0.3,0.5,5,State,urban/rural,Education,statesector,1,uttar pradesh,Uttar Pradesh,NA,Secondary,NA,NA,NA
1102,0,0,0,0.01,0.03,0.15,0.81,5,State,urban/rural,Education,statesector,1,uttar pradesh,Uttar Pradesh,NA,Higher,NA,NA,NA
1103,0.18,0,0.05,0.09,0.05,0.23,0.57,5,State,urban/rural,Education,statesector,1,uttar pradesh,Uttar Pradesh,NA,NA,NA,NA,NA
1104,0.23,0.02,0.18,0.32,0.26,0.17,0.07,5,State,urban/rural,Education,statesector,0,uttarakhand,Uttarakhand,NA,No education / Preschool,NA,NA,NA
1105,0.19,0.03,0.11,0.33,0.27,0.18,0.11,5,State,urban/rural,Education,statesector,0,uttarakhand,Uttarakhand,NA,Primary,NA,NA,NA
1106,0.05,0,0.06,0.24,0.27,0.22,0.21,5,State,urban/rural,Education,statesector,0,uttarakhand,Uttarakhand,NA,Secondary,NA,NA,NA
1107,0.01,0,0.01,0.09,0.18,0.24,0.48,5,State,urban/rural,Education,statesector,0,uttarakhand,Uttarakhand,NA,Higher,NA,NA,NA
1108,0.16,0,0,0.07,0.17,0.31,0.45,5,State,urban/rural,Education,statesector,0,uttarakhand,Uttarakhand,NA,NA,NA,NA,NA
1109,0.19,0.05,0.05,0.09,0.19,0.35,0.33,5,State,urban/rural,Education,statesector,1,uttarakhand,Uttarakhand,NA,No education / Preschool,NA,NA,NA
1110,0.07,0.01,0.02,0.07,0.11,0.3,0.49,5,State,urban/rural,Education,statesector,1,uttarakhand,Uttarakhand,NA,Primary,NA,NA,NA
1111,0.02,0,0,0.03,0.09,0.25,0.63,5,State,urban/rural,Education,statesector,1,uttarakhand,Uttarakhand,NA,Secondary,NA,NA,NA
1112,0,0,0,0,0.02,0.1,0.88,5,State,urban/rural,Education,statesector,1,uttarakhand,Uttarakhand,NA,Higher,NA,NA,NA
1113,0,0,0,0.06,0.33,0.31,0.3,5,State,urban/rural,Education,statesector,1,uttarakhand,Uttarakhand,NA,NA,NA,NA,NA
1114,0.37,0.07,0.65,0.26,0.08,0.01,0,5,State,urban/rural,Education,statesector,0,west bengal,West Bengal,NA,No education / Preschool,NA,NA,NA
1115,0.24,0.04,0.5,0.33,0.13,0.03,0,5,State,urban/rural,Education,statesector,0,west bengal,West Bengal,NA,Primary,NA,NA,NA
1116,0.08,0,0.33,0.34,0.22,0.09,0.02,5,State,urban/rural,Education,statesector,0,west bengal,West Bengal,NA,Secondary,NA,NA,NA
1117,0.04,0,0.11,0.25,0.27,0.3,0.07,5,State,urban/rural,Education,statesector,0,west bengal,West Bengal,NA,Higher,NA,NA,NA
1118,0.41,0.29,0.72,0.28,0,0,0,5,State,urban/rural,Education,statesector,0,west bengal,West Bengal,NA,NA,NA,NA,NA
1119,0.18,0.03,0.18,0.28,0.35,0.16,0.03,5,State,urban/rural,Education,statesector,1,west bengal,West Bengal,NA,No education / Preschool,NA,NA,NA
1120,0.1,0.01,0.12,0.23,0.33,0.26,0.05,5,State,urban/rural,Education,statesector,1,west bengal,West Bengal,NA,Primary,NA,NA,NA
1121,0.01,0,0.03,0.1,0.25,0.4,0.22,5,State,urban/rural,Education,statesector,1,west bengal,West Bengal,NA,Secondary,NA,NA,NA
1122,0,0,0,0.01,0.07,0.32,0.6,5,State,urban/rural,Education,statesector,1,west bengal,West Bengal,NA,Higher,NA,NA,NA
1123,0,0,0.23,0.17,0.41,0.19,0,5,State,urban/rural,Education,statesector,1,west bengal,West Bengal,NA,NA,NA,NA,NA
1124,0.15,0.03,0.2,0.2,0.2,0.2,0.21,5,National,All,Gender,allindia,99,india,India,NA,NA,1,NA,NA
1125,0.21,0.05,0.25,0.22,0.2,0.18,0.15,5,National,All,Gender,allindia,99,india,India,NA,NA,2,NA,NA
1126,0.22,0.08,NA,NA,NA,NA,NA,5,National,All,Gender,allindia,99,india,India,NA,NA,NA,NA,NA
1127,0.2,0.05,0.28,0.26,0.22,0.16,0.08,5,National,urban/rural,Gender,indiasector,0,india,India,NA,NA,1,NA,NA
