,m_poor_1_33,m_poor_1_50,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,round,level,area,dem,SourceSheet,sector,state,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,owns_land
3368,0.13,0.03,0.07,0.18,0.24,0.25,0.26,4,State,All,HH Size,state,99,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,4 to 6,NA
3369,0.19,0.05,0.09,0.21,0.25,0.22,0.23,4,State,All,HH Size,state,99,jammu and kashmir,Jammu And Kashmir,NA,NA,NA,7+,NA
3370,0.61,0.12,0.62,0.13,0.09,0.1,0.05,4,State,All,HH Size,state,99,jharkhand,Jharkhand,NA,NA,NA,1,NA
3371,0.46,0.14,0.53,0.17,0.11,0.09,0.11,4,State,All,HH Size,state,99,jharkhand,Jharkhand,NA,NA,NA,2 to 3,NA
3372,0.43,0.15,0.46,0.21,0.14,0.1,0.09,4,State,All,HH Size,state,99,jharkhand,Jharkhand,NA,NA,NA,4 to 6,NA
3373,0.51,0.16,0.44,0.22,0.15,0.1,0.09,4,State,All,HH Size,state,99,jharkhand,Jharkhand,NA,NA,NA,7+,NA
3374,0.44,0.02,0.28,0.24,0.2,0.17,0.11,4,State,All,HH Size,state,99,karnataka,Karnataka,NA,NA,NA,1,NA
3375,0.15,0.02,0.08,0.19,0.23,0.26,0.25,4,State,All,HH Size,state,99,karnataka,Karnataka,NA,NA,NA,2 to 3,NA
3376,0.15,0.03,0.06,0.2,0.26,0.27,0.21,4,State,All,HH Size,state,99,karnataka,Karnataka,NA,NA,NA,4 to 6,NA
3377,0.23,0.05,0.05,0.2,0.31,0.27,0.16,4,State,All,HH Size,state,99,karnataka,Karnataka,NA,NA,NA,7+,NA
3378,0.1,0,0.06,0.18,0.25,0.27,0.24,4,State,All,HH Size,state,99,kerala,Kerala,NA,NA,NA,1,NA
3379,0.01,0,0,0.03,0.14,0.34,0.48,4,State,All,HH Size,state,99,kerala,Kerala,NA,NA,NA,2 to 3,NA
3380,0.01,0,0,0.02,0.13,0.35,0.5,4,State,All,HH Size,state,99,kerala,Kerala,NA,NA,NA,4 to 6,NA
3381,0.03,0,0.01,0.02,0.14,0.41,0.42,4,State,All,HH Size,state,99,kerala,Kerala,NA,NA,NA,7+,NA
3382,0,0,0,0.26,0.24,0.14,0.37,4,State,All,HH Size,state,99,lakshadweep,Lakshadweep,NA,NA,NA,1,NA
3383,0,0,0,0.01,0.17,0.43,0.39,4,State,All,HH Size,state,99,lakshadweep,Lakshadweep,NA,NA,NA,2 to 3,NA
3384,0.01,0,0,0,0.09,0.55,0.36,4,State,All,HH Size,state,99,lakshadweep,Lakshadweep,NA,NA,NA,4 to 6,NA
3385,0.03,0,0,0,0.07,0.53,0.39,4,State,All,HH Size,state,99,lakshadweep,Lakshadweep,NA,NA,NA,7+,NA
3386,0.6,0.1,0.54,0.13,0.12,0.13,0.08,4,State,All,HH Size,state,99,madhya pradesh,Madhya Pradesh,NA,NA,NA,1,NA
3387,0.41,0.1,0.38,0.2,0.13,0.14,0.16,4,State,All,HH Size,state,99,madhya pradesh,Madhya Pradesh,NA,NA,NA,2 to 3,NA
3388,0.37,0.12,0.31,0.23,0.16,0.14,0.16,4,State,All,HH Size,state,99,madhya pradesh,Madhya Pradesh,NA,NA,NA,4 to 6,NA
3389,0.46,0.15,0.3,0.23,0.17,0.14,0.16,4,State,All,HH Size,state,99,madhya pradesh,Madhya Pradesh,NA,NA,NA,7+,NA
3390,0.36,0.04,0.26,0.23,0.21,0.19,0.11,4,State,All,HH Size,state,99,maharashtra,Maharashtra,NA,NA,NA,1,NA
3391,0.15,0.02,0.12,0.16,0.21,0.23,0.28,4,State,All,HH Size,state,99,maharashtra,Maharashtra,NA,NA,NA,2 to 3,NA
3392,0.15,0.03,0.08,0.16,0.23,0.26,0.27,4,State,All,HH Size,state,99,maharashtra,Maharashtra,NA,NA,NA,4 to 6,NA
3393,0.21,0.05,0.09,0.16,0.23,0.28,0.24,4,State,All,HH Size,state,99,maharashtra,Maharashtra,NA,NA,NA,7+,NA
3394,0.43,0.05,0.29,0.36,0.22,0.1,0.03,4,State,All,HH Size,state,99,manipur,Manipur,NA,NA,NA,1,NA
3395,0.19,0.03,0.12,0.32,0.29,0.2,0.07,4,State,All,HH Size,state,99,manipur,Manipur,NA,NA,NA,2 to 3,NA
3396,0.19,0.03,0.08,0.31,0.31,0.19,0.1,4,State,All,HH Size,state,99,manipur,Manipur,NA,NA,NA,4 to 6,NA
3397,0.25,0.05,0.08,0.29,0.3,0.2,0.13,4,State,All,HH Size,state,99,manipur,Manipur,NA,NA,NA,7+,NA
3398,0.38,0.01,0.21,0.28,0.35,0.14,0.01,4,State,All,HH Size,state,99,meghalaya,Meghalaya,NA,NA,NA,1,NA
3399,0.29,0.08,0.15,0.34,0.28,0.17,0.07,4,State,All,HH Size,state,99,meghalaya,Meghalaya,NA,NA,NA,2 to 3,NA
3400,0.3,0.1,0.11,0.35,0.3,0.16,0.08,4,State,All,HH Size,state,99,meghalaya,Meghalaya,NA,NA,NA,4 to 6,NA
3401,0.37,0.13,0.11,0.36,0.34,0.14,0.04,4,State,All,HH Size,state,99,meghalaya,Meghalaya,NA,NA,NA,7+,NA
3402,0.15,0.01,0.08,0.19,0.26,0.31,0.16,4,State,All,HH Size,state,99,mizoram,Mizoram,NA,NA,NA,1,NA
3403,0.09,0.02,0.07,0.11,0.24,0.31,0.28,4,State,All,HH Size,state,99,mizoram,Mizoram,NA,NA,NA,2 to 3,NA
3404,0.1,0.04,0.07,0.1,0.2,0.29,0.34,4,State,All,HH Size,state,99,mizoram,Mizoram,NA,NA,NA,4 to 6,NA
3405,0.09,0.03,0.04,0.08,0.19,0.29,0.4,4,State,All,HH Size,state,99,mizoram,Mizoram,NA,NA,NA,7+,NA
3406,0.4,0.01,0.19,0.34,0.23,0.2,0.04,4,State,All,HH Size,state,99,nagaland,Nagaland,NA,NA,NA,1,NA
3407,0.21,0.03,0.11,0.3,0.29,0.2,0.1,4,State,All,HH Size,state,99,nagaland,Nagaland,NA,NA,NA,2 to 3,NA
3408,0.21,0.06,0.11,0.3,0.26,0.21,0.12,4,State,All,HH Size,state,99,nagaland,Nagaland,NA,NA,NA,4 to 6,NA
3409,0.31,0.1,0.14,0.35,0.25,0.15,0.12,4,State,All,HH Size,state,99,nagaland,Nagaland,NA,NA,NA,7+,NA
3410,0.64,0.07,0.59,0.17,0.12,0.07,0.04,4,State,All,HH Size,state,99,odisha,Odisha,NA,NA,NA,1,NA
3411,0.37,0.09,0.4,0.24,0.17,0.11,0.08,4,State,All,HH Size,state,99,odisha,Odisha,NA,NA,NA,2 to 3,NA
3412,0.34,0.11,0.36,0.27,0.19,0.11,0.07,4,State,All,HH Size,state,99,odisha,Odisha,NA,NA,NA,4 to 6,NA
3413,0.41,0.12,0.37,0.26,0.17,0.12,0.08,4,State,All,HH Size,state,99,odisha,Odisha,NA,NA,NA,7+,NA
3414,0.39,0,0.31,0.17,0.26,0.19,0.07,4,State,All,HH Size,state,99,puducherry,Puducherry,NA,NA,NA,1,NA
3415,0.03,0,0.02,0.1,0.18,0.35,0.35,4,State,All,HH Size,state,99,puducherry,Puducherry,NA,NA,NA,2 to 3,NA
3416,0.03,0,0.02,0.09,0.21,0.31,0.36,4,State,All,HH Size,state,99,puducherry,Puducherry,NA,NA,NA,4 to 6,NA
3417,0.05,0,0.03,0.09,0.26,0.19,0.42,4,State,All,HH Size,state,99,puducherry,Puducherry,NA,NA,NA,7+,NA
3418,0.14,0.01,0.05,0.19,0.23,0.23,0.29,4,State,All,HH Size,state,99,punjab,Punjab,NA,NA,NA,1,NA
3419,0.06,0.01,0.01,0.07,0.14,0.2,0.59,4,State,All,HH Size,state,99,punjab,Punjab,NA,NA,NA,2 to 3,NA
3420,0.05,0.01,0.01,0.04,0.12,0.22,0.62,4,State,All,HH Size,state,99,punjab,Punjab,NA,NA,NA,4 to 6,NA
3421,0.08,0.02,0.01,0.02,0.11,0.23,0.64,4,State,All,HH Size,state,99,punjab,Punjab,NA,NA,NA,7+,NA
3422,0.46,0.06,0.31,0.22,0.2,0.17,0.11,4,State,All,HH Size,state,99,rajasthan,Rajasthan,NA,NA,NA,1,NA
3423,0.33,0.07,0.21,0.25,0.2,0.16,0.19,4,State,All,HH Size,state,99,rajasthan,Rajasthan,NA,NA,NA,2 to 3,NA
3424,0.29,0.1,0.17,0.24,0.22,0.18,0.2,4,State,All,HH Size,state,99,rajasthan,Rajasthan,NA,NA,NA,4 to 6,NA
3425,0.35,0.14,0.17,0.22,0.21,0.2,0.2,4,State,All,HH Size,state,99,rajasthan,Rajasthan,NA,NA,NA,7+,NA
3426,0.08,0,0.02,0.08,0.22,0.57,0.11,4,State,All,HH Size,state,99,sikkim,Sikkim,NA,NA,NA,1,NA
3427,0.05,0,0,0.07,0.36,0.44,0.12,4,State,All,HH Size,state,99,sikkim,Sikkim,NA,NA,NA,2 to 3,NA
3428,0.05,0.01,0,0.07,0.45,0.37,0.11,4,State,All,HH Size,state,99,sikkim,Sikkim,NA,NA,NA,4 to 6,NA
3429,0.05,0.01,0.01,0.06,0.44,0.35,0.14,4,State,All,HH Size,state,99,sikkim,Sikkim,NA,NA,NA,7+,NA
3430,0.34,0.01,0.23,0.27,0.23,0.19,0.08,4,State,All,HH Size,state,99,tamil nadu,Tamil Nadu,NA,NA,NA,1,NA
3431,0.09,0.01,0.05,0.16,0.26,0.3,0.22,4,State,All,HH Size,state,99,tamil nadu,Tamil Nadu,NA,NA,NA,2 to 3,NA
3432,0.06,0.01,0.03,0.14,0.28,0.32,0.23,4,State,All,HH Size,state,99,tamil nadu,Tamil Nadu,NA,NA,NA,4 to 6,NA
3433,0.1,0.01,0.03,0.17,0.27,0.31,0.22,4,State,All,HH Size,state,99,tamil nadu,Tamil Nadu,NA,NA,NA,7+,NA
3434,0.51,0.02,0.32,0.27,0.22,0.13,0.06,4,State,All,HH Size,state,99,telangana,Telangana,NA,NA,NA,1,NA
3435,0.22,0.03,0.09,0.2,0.26,0.22,0.22,4,State,All,HH Size,state,99,telangana,Telangana,NA,NA,NA,2 to 3,NA
3436,0.16,0.04,0.05,0.17,0.27,0.28,0.23,4,State,All,HH Size,state,99,telangana,Telangana,NA,NA,NA,4 to 6,NA
3437,0.17,0.04,0.04,0.17,0.23,0.32,0.24,4,State,All,HH Size,state,99,telangana,Telangana,NA,NA,NA,7+,NA
3438,0.42,0.02,0.23,0.35,0.21,0.14,0.07,4,State,All,HH Size,state,99,tripura,Tripura,NA,NA,NA,1,NA
3439,0.21,0.04,0.13,0.38,0.25,0.17,0.07,4,State,All,HH Size,state,99,tripura,Tripura,NA,NA,NA,2 to 3,NA
3440,0.2,0.05,0.13,0.46,0.22,0.13,0.06,4,State,All,HH Size,state,99,tripura,Tripura,NA,NA,NA,4 to 6,NA
3441,0.2,0.06,0.11,0.44,0.21,0.19,0.06,4,State,All,HH Size,state,99,tripura,Tripura,NA,NA,NA,7+,NA
3442,0.57,0.03,0.52,0.15,0.12,0.12,0.09,4,State,All,HH Size,state,99,uttar pradesh,Uttar Pradesh,NA,NA,NA,1,NA
3443,0.37,0.08,0.37,0.2,0.14,0.12,0.17,4,State,All,HH Size,state,99,uttar pradesh,Uttar Pradesh,NA,NA,NA,2 to 3,NA
3444,0.37,0.13,0.31,0.23,0.16,0.14,0.16,4,State,All,HH Size,state,99,uttar pradesh,Uttar Pradesh,NA,NA,NA,4 to 6,NA
3445,0.44,0.16,0.27,0.24,0.19,0.16,0.15,4,State,All,HH Size,state,99,uttar pradesh,Uttar Pradesh,NA,NA,NA,7+,NA
3446,0.3,0.01,0.15,0.21,0.26,0.25,0.13,4,State,All,HH Size,state,99,uttarakhand,Uttarakhand,NA,NA,NA,1,NA
3447,0.13,0.02,0.05,0.18,0.22,0.24,0.3,4,State,All,HH Size,state,99,uttarakhand,Uttarakhand,NA,NA,NA,2 to 3,NA
3448,0.15,0.03,0.04,0.17,0.25,0.23,0.31,4,State,All,HH Size,state,99,uttarakhand,Uttarakhand,NA,NA,NA,4 to 6,NA
3449,0.21,0.06,0.05,0.18,0.26,0.22,0.28,4,State,All,HH Size,state,99,uttarakhand,Uttarakhand,NA,NA,NA,7+,NA
3450,0.53,0.05,0.48,0.19,0.14,0.12,0.06,4,State,All,HH Size,state,99,west bengal,West Bengal,NA,NA,NA,1,NA
3451,0.26,0.06,0.25,0.27,0.19,0.19,0.11,4,State,All,HH Size,state,99,west bengal,West Bengal,NA,NA,NA,2 to 3,NA
3452,0.26,0.07,0.24,0.32,0.2,0.16,0.08,4,State,All,HH Size,state,99,west bengal,West Bengal,NA,NA,NA,4 to 6,NA
3453,0.26,0.07,0.19,0.29,0.25,0.19,0.09,4,State,All,HH Size,state,99,west bengal,West Bengal,NA,NA,NA,7+,NA
3454,0.44,0.19,NA,NA,NA,NA,NA,4,State,urban/rural,HH Size,statesector,0,india,India,NA,NA,NA,7+,NA
3455,0.04,0.01,NA,NA,NA,NA,NA,4,State,urban/rural,HH Size,statesector,1,india,India,NA,NA,NA,7+,NA
3456,0.26,0.02,0.18,0.27,0.19,0.32,0.05,4,State,urban/rural,HH Size,statesector,0,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,1,NA
3457,0.12,0.01,0.07,0.16,0.29,0.3,0.17,4,State,urban/rural,HH Size,statesector,0,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,2 to 3,NA
3458,0.12,0.02,0.08,0.19,0.26,0.29,0.19,4,State,urban/rural,HH Size,statesector,0,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,4 to 6,NA
3459,0.09,0.01,0.06,0.1,0.32,0.35,0.16,4,State,urban/rural,HH Size,statesector,0,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,7+,NA
3460,0,0,0,0,0.27,0.25,0.48,4,State,urban/rural,HH Size,statesector,1,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,1,NA
3461,0.01,0,0.01,0.02,0.12,0.39,0.46,4,State,urban/rural,HH Size,statesector,1,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,2 to 3,NA
3462,0.01,0,0,0.03,0.16,0.33,0.48,4,State,urban/rural,HH Size,statesector,1,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,4 to 6,NA
3463,0,0,0,0,0.05,0.38,0.57,4,State,urban/rural,HH Size,statesector,1,andaman and nicobar islands,Andaman And Nicobar Islands,NA,NA,NA,7+,NA
3464,0.59,0.03,0.31,0.38,0.2,0.1,0.01,4,State,urban/rural,HH Size,statesector,0,andhra pradesh,Andhra Pradesh,NA,NA,NA,1,NA
3465,0.24,0.02,0.09,0.24,0.39,0.23,0.05,4,State,urban/rural,HH Size,statesector,0,andhra pradesh,Andhra Pradesh,NA,NA,NA,2 to 3,NA
3466,0.17,0.04,0.05,0.19,0.4,0.29,0.07,4,State,urban/rural,HH Size,statesector,0,andhra pradesh,Andhra Pradesh,NA,NA,NA,4 to 6,NA
3467,0.21,0.05,0.05,0.19,0.42,0.26,0.09,4,State,urban/rural,HH Size,statesector,0,andhra pradesh,Andhra Pradesh,NA,NA,NA,7+,NA
3468,0.18,0.02,0.09,0.15,0.28,0.29,0.18,4,State,urban/rural,HH Size,statesector,1,andhra pradesh,Andhra Pradesh,NA,NA,NA,1,NA
3469,0.05,0.01,0.01,0.05,0.16,0.34,0.43,4,State,urban/rural,HH Size,statesector,1,andhra pradesh,Andhra Pradesh,NA,NA,NA,2 to 3,NA
3470,0.06,0.01,0.01,0.04,0.15,0.39,0.41,4,State,urban/rural,HH Size,statesector,1,andhra pradesh,Andhra Pradesh,NA,NA,NA,4 to 6,NA
3471,0.06,0.02,0.01,0.02,0.12,0.3,0.55,4,State,urban/rural,HH Size,statesector,1,andhra pradesh,Andhra Pradesh,NA,NA,NA,7+,NA
3472,0.4,0.02,0.28,0.23,0.28,0.17,0.03,4,State,urban/rural,HH Size,statesector,0,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,1,NA
3473,0.33,0.05,0.27,0.29,0.27,0.13,0.04,4,State,urban/rural,HH Size,statesector,0,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,2 to 3,NA
3474,0.27,0.09,0.24,0.32,0.26,0.13,0.04,4,State,urban/rural,HH Size,statesector,0,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,4 to 6,NA
3475,0.35,0.13,0.26,0.3,0.25,0.12,0.06,4,State,urban/rural,HH Size,statesector,0,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,7+,NA
3476,0.09,0,0.05,0.09,0.23,0.51,0.12,4,State,urban/rural,HH Size,statesector,1,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,1,NA
3477,0.05,0.01,0.02,0.08,0.2,0.49,0.21,4,State,urban/rural,HH Size,statesector,1,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,2 to 3,NA
3478,0.06,0.02,0.01,0.06,0.25,0.44,0.24,4,State,urban/rural,HH Size,statesector,1,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,4 to 6,NA
3479,0.1,0.02,0,0.08,0.23,0.43,0.25,4,State,urban/rural,HH Size,statesector,1,arunachal pradesh,Arunachal Pradesh,NA,NA,NA,7+,NA
3480,0.7,0.12,0.54,0.3,0.11,0.04,0.01,4,State,urban/rural,HH Size,statesector,0,assam,Assam,NA,NA,NA,1,NA
3481,0.39,0.11,0.29,0.41,0.18,0.09,0.03,4,State,urban/rural,HH Size,statesector,0,assam,Assam,NA,NA,NA,2 to 3,NA
3482,0.38,0.14,0.27,0.44,0.18,0.08,0.03,4,State,urban/rural,HH Size,statesector,0,assam,Assam,NA,NA,NA,4 to 6,NA
3483,0.44,0.14,0.27,0.42,0.19,0.09,0.03,4,State,urban/rural,HH Size,statesector,0,assam,Assam,NA,NA,NA,7+,NA
3484,0.14,0.01,0.08,0.15,0.24,0.36,0.17,4,State,urban/rural,HH Size,statesector,1,assam,Assam,NA,NA,NA,1,NA
3485,0.1,0.03,0.05,0.12,0.18,0.37,0.28,4,State,urban/rural,HH Size,statesector,1,assam,Assam,NA,NA,NA,2 to 3,NA
3486,0.11,0.03,0.04,0.12,0.19,0.38,0.26,4,State,urban/rural,HH Size,statesector,1,assam,Assam,NA,NA,NA,4 to 6,NA
3487,0.11,0.02,0.03,0.1,0.2,0.37,0.29,4,State,urban/rural,HH Size,statesector,1,assam,Assam,NA,NA,NA,7+,NA
3488,0.74,0.07,0.71,0.16,0.09,0.04,0,4,State,urban/rural,HH Size,statesector,0,bihar,Bihar,NA,NA,NA,1,NA
3489,0.53,0.16,0.61,0.21,0.12,0.05,0.01,4,State,urban/rural,HH Size,statesector,0,bihar,Bihar,NA,NA,NA,2 to 3,NA
3490,0.55,0.26,0.6,0.24,0.11,0.05,0.01,4,State,urban/rural,HH Size,statesector,0,bihar,Bihar,NA,NA,NA,4 to 6,NA
3491,0.59,0.24,0.54,0.25,0.13,0.06,0.01,4,State,urban/rural,HH Size,statesector,0,bihar,Bihar,NA,NA,NA,7+,NA
3492,0.2,0.01,0.16,0.18,0.31,0.26,0.1,4,State,urban/rural,HH Size,statesector,1,bihar,Bihar,NA,NA,NA,1,NA
3493,0.17,0.04,0.14,0.12,0.22,0.3,0.23,4,State,urban/rural,HH Size,statesector,1,bihar,Bihar,NA,NA,NA,2 to 3,NA
3494,0.21,0.09,0.16,0.13,0.2,0.33,0.19,4,State,urban/rural,HH Size,statesector,1,bihar,Bihar,NA,NA,NA,4 to 6,NA
3495,0.26,0.1,0.15,0.2,0.22,0.29,0.15,4,State,urban/rural,HH Size,statesector,1,bihar,Bihar,NA,NA,NA,7+,NA
3496,0.5,0,0.5,0,0,0,0.5,4,State,urban/rural,HH Size,statesector,0,chandigarh,Chandigarh,NA,NA,NA,1,NA
3497,1,0,0,0,0,1,0,4,State,urban/rural,HH Size,statesector,0,chandigarh,Chandigarh,NA,NA,NA,2 to 3,NA
3498,0.25,0,0,0.17,0.25,0.08,0.5,4,State,urban/rural,HH Size,statesector,0,chandigarh,Chandigarh,NA,NA,NA,4 to 6,NA
3499,0.2,0.2,0,0,0.17,0,0.83,4,State,urban/rural,HH Size,statesector,0,chandigarh,Chandigarh,NA,NA,NA,7+,NA
3500,0.06,0,0.05,0.05,0.06,0.38,0.46,4,State,urban/rural,HH Size,statesector,1,chandigarh,Chandigarh,NA,NA,NA,1,NA
3501,0.03,0.01,0,0.04,0.06,0.11,0.8,4,State,urban/rural,HH Size,statesector,1,chandigarh,Chandigarh,NA,NA,NA,2 to 3,NA
3502,0.03,0.01,0,0.01,0.05,0.12,0.82,4,State,urban/rural,HH Size,statesector,1,chandigarh,Chandigarh,NA,NA,NA,4 to 6,NA
3503,0.06,0.01,0.01,0.03,0.03,0.11,0.82,4,State,urban/rural,HH Size,statesector,1,chandigarh,Chandigarh,NA,NA,NA,7+,NA
3504,0.85,0.07,0.8,0.13,0.04,0.02,0.01,4,State,urban/rural,HH Size,statesector,0,chhattisgarh,Chhattisgarh,NA,NA,NA,1,NA
3505,0.53,0.11,0.57,0.25,0.11,0.05,0.03,4,State,urban/rural,HH Size,statesector,0,chhattisgarh,Chhattisgarh,NA,NA,NA,2 to 3,NA
3506,0.41,0.11,0.41,0.31,0.16,0.08,0.04,4,State,urban/rural,HH Size,statesector,0,chhattisgarh,Chhattisgarh,NA,NA,NA,4 to 6,NA
3507,0.45,0.11,0.29,0.3,0.2,0.13,0.07,4,State,urban/rural,HH Size,statesector,0,chhattisgarh,Chhattisgarh,NA,NA,NA,7+,NA
3508,0.27,0.02,0.22,0.14,0.21,0.24,0.2,4,State,urban/rural,HH Size,statesector,1,chhattisgarh,Chhattisgarh,NA,NA,NA,1,NA
3509,0.13,0.03,0.08,0.11,0.17,0.25,0.39,4,State,urban/rural,HH Size,statesector,1,chhattisgarh,Chhattisgarh,NA,NA,NA,2 to 3,NA
3510,0.11,0.03,0.04,0.11,0.17,0.25,0.44,4,State,urban/rural,HH Size,statesector,1,chhattisgarh,Chhattisgarh,NA,NA,NA,4 to 6,NA
3511,0.12,0.01,0.03,0.08,0.15,0.23,0.51,4,State,urban/rural,HH Size,statesector,1,chhattisgarh,Chhattisgarh,NA,NA,NA,7+,NA
3512,0.59,0,0.25,0.29,0.46,0,0,4,State,urban/rural,HH Size,statesector,0,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,1,NA
3513,0.43,0.05,0.38,0.23,0.25,0.07,0.06,4,State,urban/rural,HH Size,statesector,0,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,2 to 3,NA
3514,0.52,0.17,0.37,0.33,0.18,0.08,0.03,4,State,urban/rural,HH Size,statesector,0,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,4 to 6,NA
3515,0.64,0.15,0.38,0.43,0.12,0.07,0,4,State,urban/rural,HH Size,statesector,0,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,7+,NA
3516,0,0,0,0.18,0.31,0.27,0.24,4,State,urban/rural,HH Size,statesector,1,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,1,NA
3517,0.05,0,0.03,0.05,0.23,0.36,0.33,4,State,urban/rural,HH Size,statesector,1,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,2 to 3,NA
3518,0.04,0.01,0,0.09,0.16,0.38,0.37,4,State,urban/rural,HH Size,statesector,1,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,4 to 6,NA
3519,0.08,0.04,0,0.07,0.07,0.4,0.46,4,State,urban/rural,HH Size,statesector,1,dadra and nagar haveli,Dadra And Nagar Haveli,NA,NA,NA,7+,NA
3520,0.21,0,0.06,0.17,0.41,0.26,0.1,4,State,urban/rural,HH Size,statesector,0,daman and diu,Daman And Diu,NA,NA,NA,1,NA
3521,0.03,0.01,0,0.15,0.26,0.46,0.13,4,State,urban/rural,HH Size,statesector,0,daman and diu,Daman And Diu,NA,NA,NA,2 to 3,NA
3522,0.06,0.02,0,0.07,0.3,0.45,0.18,4,State,urban/rural,HH Size,statesector,0,daman and diu,Daman And Diu,NA,NA,NA,4 to 6,NA
3523,0,0,0,0.03,0.13,0.58,0.25,4,State,urban/rural,HH Size,statesector,0,daman and diu,Daman And Diu,NA,NA,NA,7+,NA
3524,0.02,0,0,0.28,0.26,0.28,0.18,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,1,NA
3525,0.05,0.01,0,0.22,0.29,0.24,0.25,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,2 to 3,NA
3526,0.06,0.01,0,0.1,0.16,0.32,0.42,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,4 to 6,NA
3527,0.12,0.05,0,0.12,0.03,0.36,0.49,4,State,urban/rural,HH Size,statesector,1,daman and diu,Daman And Diu,NA,NA,NA,7+,NA
3528,0,0,0,0,0,1,0,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,1,NA
3529,0.02,0,0,0.02,0,0.22,0.77,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,2 to 3,NA
3530,0.04,0,0,0.09,0.01,0.27,0.63,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,4 to 6,NA
3531,0,0,0,0,0,0.16,0.84,4,State,urban/rural,HH Size,statesector,0,delhi,Delhi,NA,NA,NA,7+,NA
3532,0.04,0,0.02,0.04,0.34,0.3,0.29,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,1,NA
3533,0.03,0,0,0.02,0.17,0.18,0.63,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,2 to 3,NA
3534,0.04,0.01,0,0.02,0.13,0.24,0.62,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,4 to 6,NA
3535,0.05,0.01,0,0.02,0.12,0.18,0.68,4,State,urban/rural,HH Size,statesector,1,delhi,Delhi,NA,NA,NA,7+,NA
3536,0.11,0.04,0,0.15,0.27,0.31,0.27,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,1,NA
3537,0.09,0.01,0.01,0.12,0.12,0.26,0.48,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,2 to 3,NA
3538,0.07,0,0,0.06,0.15,0.34,0.45,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,4 to 6,NA
3539,0.09,0,0,0.04,0.07,0.39,0.51,4,State,urban/rural,HH Size,statesector,0,goa,Goa,NA,NA,NA,7+,NA
3540,0.08,0,0,0.16,0.13,0.25,0.46,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,1,NA
3541,0.02,0,0,0.03,0.12,0.26,0.58,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,2 to 3,NA
3542,0.04,0.01,0,0.03,0.1,0.25,0.62,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,4 to 6,NA
3543,0.09,0,0.02,0.02,0.07,0.3,0.59,4,State,urban/rural,HH Size,statesector,1,goa,Goa,NA,NA,NA,7+,NA
3544,0.55,0.03,0.39,0.29,0.18,0.13,0.03,4,State,urban/rural,HH Size,statesector,0,gujarat,Gujarat,NA,NA,NA,1,NA
3545,0.29,0.05,0.17,0.25,0.23,0.26,0.09,4,State,urban/rural,HH Size,statesector,0,gujarat,Gujarat,NA,NA,NA,2 to 3,NA
3546,0.28,0.07,0.13,0.25,0.29,0.24,0.09,4,State,urban/rural,HH Size,statesector,0,gujarat,Gujarat,NA,NA,NA,4 to 6,NA
