,welfare_agg21_sp,year,level,area,dem,SourceSheet,sector2,quintile_overall,state,age_cat,edu_cat,gen_cat,hhsize_cat,owns_land,nat_quint,sec_quint,state_sec_quint,state_quint,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint
16081,3492.99,2011,State,urban/rural,Education,state_sec_quint,0,4,Odisha,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16082,4224.27,2011,State,urban/rural,Education,state_sec_quint,0,5,Odisha,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16083,1069.2,2011,State,urban/rural,Education,state_sec_quint,1,1,Odisha,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16084,1493.25,2011,State,urban/rural,Education,state_sec_quint,1,2,Odisha,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16085,1782.24,2011,State,urban/rural,Education,state_sec_quint,1,3,Odisha,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16086,2118.53,2011,State,urban/rural,Education,state_sec_quint,1,4,Odisha,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16087,2689.49,2011,State,urban/rural,Education,state_sec_quint,1,5,Odisha,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16088,1321.6,2011,State,urban/rural,Education,state_sec_quint,1,1,Odisha,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16089,1504.36,2011,State,urban/rural,Education,state_sec_quint,1,2,Odisha,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16090,2188,2011,State,urban/rural,Education,state_sec_quint,1,3,Odisha,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16091,2794.63,2011,State,urban/rural,Education,state_sec_quint,1,4,Odisha,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16092,3479.62,2011,State,urban/rural,Education,state_sec_quint,1,5,Odisha,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16093,1376.01,2011,State,urban/rural,Education,state_sec_quint,1,1,Odisha,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16094,2180.55,2011,State,urban/rural,Education,state_sec_quint,1,2,Odisha,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16095,2382.12,2011,State,urban/rural,Education,state_sec_quint,1,3,Odisha,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16096,3135.38,2011,State,urban/rural,Education,state_sec_quint,1,4,Odisha,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16097,4418.85,2011,State,urban/rural,Education,state_sec_quint,1,5,Odisha,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16098,1406.11,2011,State,urban/rural,Education,state_sec_quint,1,1,Odisha,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16099,2247.92,2011,State,urban/rural,Education,state_sec_quint,1,2,Odisha,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16100,2513.63,2011,State,urban/rural,Education,state_sec_quint,1,3,Odisha,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16101,3325.01,2011,State,urban/rural,Education,state_sec_quint,1,4,Odisha,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16102,5443.97,2011,State,urban/rural,Education,state_sec_quint,1,5,Odisha,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16103,2296.3,2011,State,urban/rural,Education,state_sec_quint,1,1,Odisha,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16104,2937.03,2011,State,urban/rural,Education,state_sec_quint,1,2,Odisha,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16105,3904.48,2011,State,urban/rural,Education,state_sec_quint,1,3,Odisha,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16106,5122.35,2011,State,urban/rural,Education,state_sec_quint,1,4,Odisha,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16107,7813.36,2011,State,urban/rural,Education,state_sec_quint,1,5,Odisha,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16108,2315.62,2011,State,urban/rural,Education,state_sec_quint,1,1,Odisha,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16109,3976.5,2011,State,urban/rural,Education,state_sec_quint,1,2,Odisha,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16110,5099.9,2011,State,urban/rural,Education,state_sec_quint,1,3,Odisha,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16111,8843.07,2011,State,urban/rural,Education,state_sec_quint,1,4,Odisha,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16112,11503.02,2011,State,urban/rural,Education,state_sec_quint,1,5,Odisha,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16113,1207.57,2011,State,urban/rural,Education,state_sec_quint,0,1,Chhattisgarh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16114,1515.76,2011,State,urban/rural,Education,state_sec_quint,0,2,Chhattisgarh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16115,1836.85,2011,State,urban/rural,Education,state_sec_quint,0,3,Chhattisgarh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16116,2043.19,2011,State,urban/rural,Education,state_sec_quint,0,4,Chhattisgarh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16117,2523.56,2011,State,urban/rural,Education,state_sec_quint,0,5,Chhattisgarh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16118,1295.69,2011,State,urban/rural,Education,state_sec_quint,0,1,Chhattisgarh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16119,1680.69,2011,State,urban/rural,Education,state_sec_quint,0,2,Chhattisgarh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16120,1952.64,2011,State,urban/rural,Education,state_sec_quint,0,3,Chhattisgarh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16121,2247.74,2011,State,urban/rural,Education,state_sec_quint,0,4,Chhattisgarh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16122,3197.31,2011,State,urban/rural,Education,state_sec_quint,0,5,Chhattisgarh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16123,1404.1,2011,State,urban/rural,Education,state_sec_quint,0,1,Chhattisgarh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16124,1694.22,2011,State,urban/rural,Education,state_sec_quint,0,2,Chhattisgarh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16125,2085,2011,State,urban/rural,Education,state_sec_quint,0,3,Chhattisgarh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16126,2600.2,2011,State,urban/rural,Education,state_sec_quint,0,4,Chhattisgarh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16127,2927.63,2011,State,urban/rural,Education,state_sec_quint,0,5,Chhattisgarh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16128,1473.48,2011,State,urban/rural,Education,state_sec_quint,0,1,Chhattisgarh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16129,1862.09,2011,State,urban/rural,Education,state_sec_quint,0,2,Chhattisgarh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16130,2303.59,2011,State,urban/rural,Education,state_sec_quint,0,3,Chhattisgarh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16131,2829.91,2011,State,urban/rural,Education,state_sec_quint,0,4,Chhattisgarh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16132,4002.81,2011,State,urban/rural,Education,state_sec_quint,0,5,Chhattisgarh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16133,2091.79,2011,State,urban/rural,Education,state_sec_quint,0,1,Chhattisgarh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16134,2538.88,2011,State,urban/rural,Education,state_sec_quint,0,2,Chhattisgarh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16135,3534.69,2011,State,urban/rural,Education,state_sec_quint,0,3,Chhattisgarh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16136,4364.07,2011,State,urban/rural,Education,state_sec_quint,0,4,Chhattisgarh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16137,5202.01,2011,State,urban/rural,Education,state_sec_quint,0,5,Chhattisgarh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16138,2592.63,2011,State,urban/rural,Education,state_sec_quint,0,1,Chhattisgarh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16139,3044.65,2011,State,urban/rural,Education,state_sec_quint,0,2,Chhattisgarh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16140,3100.55,2011,State,urban/rural,Education,state_sec_quint,0,3,Chhattisgarh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16141,3423.96,2011,State,urban/rural,Education,state_sec_quint,0,4,Chhattisgarh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16142,5291.85,2011,State,urban/rural,Education,state_sec_quint,0,5,Chhattisgarh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16143,1202.92,2011,State,urban/rural,Education,state_sec_quint,1,1,Chhattisgarh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16144,1523.28,2011,State,urban/rural,Education,state_sec_quint,1,2,Chhattisgarh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16145,1788.42,2011,State,urban/rural,Education,state_sec_quint,1,3,Chhattisgarh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16146,2092.75,2011,State,urban/rural,Education,state_sec_quint,1,4,Chhattisgarh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16147,3161.07,2011,State,urban/rural,Education,state_sec_quint,1,5,Chhattisgarh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16148,1168.92,2011,State,urban/rural,Education,state_sec_quint,1,1,Chhattisgarh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16149,1530.61,2011,State,urban/rural,Education,state_sec_quint,1,2,Chhattisgarh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16150,1731.43,2011,State,urban/rural,Education,state_sec_quint,1,3,Chhattisgarh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16151,2169.48,2011,State,urban/rural,Education,state_sec_quint,1,4,Chhattisgarh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16152,3019.8,2011,State,urban/rural,Education,state_sec_quint,1,5,Chhattisgarh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16153,1243.59,2011,State,urban/rural,Education,state_sec_quint,1,1,Chhattisgarh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16154,1939.53,2011,State,urban/rural,Education,state_sec_quint,1,2,Chhattisgarh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16155,2304.06,2011,State,urban/rural,Education,state_sec_quint,1,3,Chhattisgarh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16156,3313.69,2011,State,urban/rural,Education,state_sec_quint,1,4,Chhattisgarh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16157,4513.48,2011,State,urban/rural,Education,state_sec_quint,1,5,Chhattisgarh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16158,1267.25,2011,State,urban/rural,Education,state_sec_quint,1,1,Chhattisgarh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16159,2130.83,2011,State,urban/rural,Education,state_sec_quint,1,2,Chhattisgarh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16160,2789.37,2011,State,urban/rural,Education,state_sec_quint,1,3,Chhattisgarh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16161,3417.27,2011,State,urban/rural,Education,state_sec_quint,1,4,Chhattisgarh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16162,5395.59,2011,State,urban/rural,Education,state_sec_quint,1,5,Chhattisgarh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16163,2123.42,2011,State,urban/rural,Education,state_sec_quint,1,1,Chhattisgarh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16164,3044.44,2011,State,urban/rural,Education,state_sec_quint,1,2,Chhattisgarh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16165,4128.58,2011,State,urban/rural,Education,state_sec_quint,1,3,Chhattisgarh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16166,5262.29,2011,State,urban/rural,Education,state_sec_quint,1,4,Chhattisgarh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16167,7599.2,2011,State,urban/rural,Education,state_sec_quint,1,5,Chhattisgarh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16168,2503.81,2011,State,urban/rural,Education,state_sec_quint,1,1,Chhattisgarh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16169,3145.17,2011,State,urban/rural,Education,state_sec_quint,1,2,Chhattisgarh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16170,4689.64,2011,State,urban/rural,Education,state_sec_quint,1,3,Chhattisgarh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16171,8471.72,2011,State,urban/rural,Education,state_sec_quint,1,4,Chhattisgarh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16172,11625.75,2011,State,urban/rural,Education,state_sec_quint,1,5,Chhattisgarh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16173,1039.79,2011,State,urban/rural,Education,state_sec_quint,0,1,Madhya Pradesh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16174,1431.99,2011,State,urban/rural,Education,state_sec_quint,0,2,Madhya Pradesh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16175,1709.16,2011,State,urban/rural,Education,state_sec_quint,0,3,Madhya Pradesh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16176,2088.2,2011,State,urban/rural,Education,state_sec_quint,0,4,Madhya Pradesh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16177,2872.52,2011,State,urban/rural,Education,state_sec_quint,0,5,Madhya Pradesh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16178,1239.31,2011,State,urban/rural,Education,state_sec_quint,0,1,Madhya Pradesh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16179,1625.16,2011,State,urban/rural,Education,state_sec_quint,0,2,Madhya Pradesh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16180,1976.52,2011,State,urban/rural,Education,state_sec_quint,0,3,Madhya Pradesh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16181,2395.28,2011,State,urban/rural,Education,state_sec_quint,0,4,Madhya Pradesh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16182,3363.19,2011,State,urban/rural,Education,state_sec_quint,0,5,Madhya Pradesh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16183,1217.6,2011,State,urban/rural,Education,state_sec_quint,0,1,Madhya Pradesh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16184,1540.02,2011,State,urban/rural,Education,state_sec_quint,0,2,Madhya Pradesh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
