,welfare_agg21_sp,year,level,area,dem,SourceSheet,sector2,quintile_overall,state,age_cat,edu_cat,gen_cat,hhsize_cat,owns_land,nat_quint,sec_quint,state_sec_quint,state_quint,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint
4808,7390.67,2022,State,urban/rural,Education,state_sec_quint,0,4,Arunachal Pradesh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4809,8807.94,2022,State,urban/rural,Education,state_sec_quint,0,5,Arunachal Pradesh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4810,2307.32,2022,State,urban/rural,Education,state_sec_quint,1,1,Arunachal Pradesh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4811,3019.77,2022,State,urban/rural,Education,state_sec_quint,1,2,Arunachal Pradesh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4812,3938.17,2022,State,urban/rural,Education,state_sec_quint,1,3,Arunachal Pradesh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4813,5008.39,2022,State,urban/rural,Education,state_sec_quint,1,4,Arunachal Pradesh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4814,6963.82,2022,State,urban/rural,Education,state_sec_quint,1,5,Arunachal Pradesh,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4815,2041.19,2022,State,urban/rural,Education,state_sec_quint,1,1,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4816,3093.89,2022,State,urban/rural,Education,state_sec_quint,1,2,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4817,4185.43,2022,State,urban/rural,Education,state_sec_quint,1,3,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4818,5157.54,2022,State,urban/rural,Education,state_sec_quint,1,4,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4819,7328.21,2022,State,urban/rural,Education,state_sec_quint,1,5,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4820,2248,2022,State,urban/rural,Education,state_sec_quint,1,1,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4821,2921.1,2022,State,urban/rural,Education,state_sec_quint,1,2,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4822,3852.21,2022,State,urban/rural,Education,state_sec_quint,1,3,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4823,4571.89,2022,State,urban/rural,Education,state_sec_quint,1,4,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4824,6911.49,2022,State,urban/rural,Education,state_sec_quint,1,5,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4825,2440.16,2022,State,urban/rural,Education,state_sec_quint,1,1,Arunachal Pradesh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4826,3732.8,2022,State,urban/rural,Education,state_sec_quint,1,2,Arunachal Pradesh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4827,4662.39,2022,State,urban/rural,Education,state_sec_quint,1,3,Arunachal Pradesh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4828,5694.52,2022,State,urban/rural,Education,state_sec_quint,1,4,Arunachal Pradesh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4829,8521.7,2022,State,urban/rural,Education,state_sec_quint,1,5,Arunachal Pradesh,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4830,3288.51,2022,State,urban/rural,Education,state_sec_quint,1,1,Arunachal Pradesh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4831,4270.29,2022,State,urban/rural,Education,state_sec_quint,1,2,Arunachal Pradesh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4832,5465.92,2022,State,urban/rural,Education,state_sec_quint,1,3,Arunachal Pradesh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4833,6673.22,2022,State,urban/rural,Education,state_sec_quint,1,4,Arunachal Pradesh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4834,9244.62,2022,State,urban/rural,Education,state_sec_quint,1,5,Arunachal Pradesh,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4835,3408.91,2022,State,urban/rural,Education,state_sec_quint,1,1,Arunachal Pradesh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4836,4656.81,2022,State,urban/rural,Education,state_sec_quint,1,2,Arunachal Pradesh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4837,5992.04,2022,State,urban/rural,Education,state_sec_quint,1,3,Arunachal Pradesh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4838,7502,2022,State,urban/rural,Education,state_sec_quint,1,4,Arunachal Pradesh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4839,11522.65,2022,State,urban/rural,Education,state_sec_quint,1,5,Arunachal Pradesh,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4840,1626.22,2022,State,urban/rural,Education,state_sec_quint,0,1,Nagaland,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4841,2081.06,2022,State,urban/rural,Education,state_sec_quint,0,2,Nagaland,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4842,2569.34,2022,State,urban/rural,Education,state_sec_quint,0,3,Nagaland,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4843,3154.87,2022,State,urban/rural,Education,state_sec_quint,0,4,Nagaland,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4844,4268.12,2022,State,urban/rural,Education,state_sec_quint,0,5,Nagaland,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4845,1934.44,2022,State,urban/rural,Education,state_sec_quint,0,1,Nagaland,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4846,2539.95,2022,State,urban/rural,Education,state_sec_quint,0,2,Nagaland,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4847,3009.95,2022,State,urban/rural,Education,state_sec_quint,0,3,Nagaland,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4848,3649.63,2022,State,urban/rural,Education,state_sec_quint,0,4,Nagaland,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4849,4528.29,2022,State,urban/rural,Education,state_sec_quint,0,5,Nagaland,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4850,1980.72,2022,State,urban/rural,Education,state_sec_quint,0,1,Nagaland,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4851,2562.63,2022,State,urban/rural,Education,state_sec_quint,0,2,Nagaland,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4852,3167.12,2022,State,urban/rural,Education,state_sec_quint,0,3,Nagaland,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4853,3800.09,2022,State,urban/rural,Education,state_sec_quint,0,4,Nagaland,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4854,4944.86,2022,State,urban/rural,Education,state_sec_quint,0,5,Nagaland,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4855,2155.78,2022,State,urban/rural,Education,state_sec_quint,0,1,Nagaland,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4856,2692.33,2022,State,urban/rural,Education,state_sec_quint,0,2,Nagaland,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4857,3309.53,2022,State,urban/rural,Education,state_sec_quint,0,3,Nagaland,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4858,4189.4,2022,State,urban/rural,Education,state_sec_quint,0,4,Nagaland,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4859,5682.71,2022,State,urban/rural,Education,state_sec_quint,0,5,Nagaland,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4860,2426.1,2022,State,urban/rural,Education,state_sec_quint,0,1,Nagaland,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4861,3237.08,2022,State,urban/rural,Education,state_sec_quint,0,2,Nagaland,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4862,3900.24,2022,State,urban/rural,Education,state_sec_quint,0,3,Nagaland,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4863,4970.52,2022,State,urban/rural,Education,state_sec_quint,0,4,Nagaland,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4864,7031.84,2022,State,urban/rural,Education,state_sec_quint,0,5,Nagaland,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4865,3336.81,2022,State,urban/rural,Education,state_sec_quint,0,1,Nagaland,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4866,4484.45,2022,State,urban/rural,Education,state_sec_quint,0,2,Nagaland,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4867,5188.75,2022,State,urban/rural,Education,state_sec_quint,0,3,Nagaland,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4868,7277.66,2022,State,urban/rural,Education,state_sec_quint,0,4,Nagaland,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4869,11082.74,2022,State,urban/rural,Education,state_sec_quint,0,5,Nagaland,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4870,2292.2,2022,State,urban/rural,Education,state_sec_quint,1,1,Nagaland,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4871,2877.69,2022,State,urban/rural,Education,state_sec_quint,1,2,Nagaland,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4872,3557.07,2022,State,urban/rural,Education,state_sec_quint,1,3,Nagaland,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4873,4383.13,2022,State,urban/rural,Education,state_sec_quint,1,4,Nagaland,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4874,5216.3,2022,State,urban/rural,Education,state_sec_quint,1,5,Nagaland,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4875,2584.62,2022,State,urban/rural,Education,state_sec_quint,1,1,Nagaland,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4876,3230.31,2022,State,urban/rural,Education,state_sec_quint,1,2,Nagaland,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4877,3701.08,2022,State,urban/rural,Education,state_sec_quint,1,3,Nagaland,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4878,4516.62,2022,State,urban/rural,Education,state_sec_quint,1,4,Nagaland,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4879,5998.02,2022,State,urban/rural,Education,state_sec_quint,1,5,Nagaland,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4880,2725.2,2022,State,urban/rural,Education,state_sec_quint,1,1,Nagaland,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4881,3365.91,2022,State,urban/rural,Education,state_sec_quint,1,2,Nagaland,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4882,4071.02,2022,State,urban/rural,Education,state_sec_quint,1,3,Nagaland,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4883,4886.82,2022,State,urban/rural,Education,state_sec_quint,1,4,Nagaland,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4884,6433.75,2022,State,urban/rural,Education,state_sec_quint,1,5,Nagaland,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4885,2806.57,2022,State,urban/rural,Education,state_sec_quint,1,1,Nagaland,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4886,3547.81,2022,State,urban/rural,Education,state_sec_quint,1,2,Nagaland,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4887,4419.54,2022,State,urban/rural,Education,state_sec_quint,1,3,Nagaland,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4888,5255.7,2022,State,urban/rural,Education,state_sec_quint,1,4,Nagaland,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4889,7070.41,2022,State,urban/rural,Education,state_sec_quint,1,5,Nagaland,NA,Higher Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4890,3325.25,2022,State,urban/rural,Education,state_sec_quint,1,1,Nagaland,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4891,4092.23,2022,State,urban/rural,Education,state_sec_quint,1,2,Nagaland,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4892,4632.19,2022,State,urban/rural,Education,state_sec_quint,1,3,Nagaland,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4893,5711.43,2022,State,urban/rural,Education,state_sec_quint,1,4,Nagaland,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4894,7366.79,2022,State,urban/rural,Education,state_sec_quint,1,5,Nagaland,NA,Diploma/Graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4895,2880.17,2022,State,urban/rural,Education,state_sec_quint,1,1,Nagaland,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4896,4196.63,2022,State,urban/rural,Education,state_sec_quint,1,2,Nagaland,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4897,5237.31,2022,State,urban/rural,Education,state_sec_quint,1,3,Nagaland,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4898,6586.08,2022,State,urban/rural,Education,state_sec_quint,1,4,Nagaland,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4899,15770.61,2022,State,urban/rural,Education,state_sec_quint,1,5,Nagaland,NA,Post-graduate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4900,1701.09,2022,State,urban/rural,Education,state_sec_quint,0,1,Manipur,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4901,2153.15,2022,State,urban/rural,Education,state_sec_quint,0,2,Manipur,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4902,2608.85,2022,State,urban/rural,Education,state_sec_quint,0,3,Manipur,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4903,3140.82,2022,State,urban/rural,Education,state_sec_quint,0,4,Manipur,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4904,4077.33,2022,State,urban/rural,Education,state_sec_quint,0,5,Manipur,NA,No education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4905,1649.01,2022,State,urban/rural,Education,state_sec_quint,0,1,Manipur,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4906,2048.01,2022,State,urban/rural,Education,state_sec_quint,0,2,Manipur,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4907,2452.96,2022,State,urban/rural,Education,state_sec_quint,0,3,Manipur,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4908,3016.09,2022,State,urban/rural,Education,state_sec_quint,0,4,Manipur,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4909,3904.49,2022,State,urban/rural,Education,state_sec_quint,0,5,Manipur,NA,Primary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4910,1758.55,2022,State,urban/rural,Education,state_sec_quint,0,1,Manipur,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4911,2330.4,2022,State,urban/rural,Education,state_sec_quint,0,2,Manipur,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4912,2756.79,2022,State,urban/rural,Education,state_sec_quint,0,3,Manipur,NA,Secondary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
