,quintile_overall,welfare_agg21_sp,year,level,area,dem,state,SourceSheet,sector,sector2,nat_quint,sec_quint,state_quint,state_sec_quint,age_cat,nat_age_quint,sec_age_quint,state_age_quint,state_sec_age_quint,edu_cat,nat_edu_quint,sec_edu_quint,state_edu_quint,state_sec_edu_quint,gen_cat,nat_gen_quint,sec_gen_quint,state_gen_quint,state_sec_gen_quint,hhsize_cat,nat_hhsize_quint,sec_hhsize_quint,state_hhsize_quint,state_sec_hhsize_quint,owns_land,nat_land_quint,sec_land_quint,state_land_quint,state_sec_land_quint,inc_cat,nat_inc_quint,sec_inc_quint,state_inc_quint,state_sec_inc_quint,owns_dwelling,nat_dwel_quint,sec_dwel_quint,state_dwel_quint,state_sec_dwel_quint
27063,3,2197.760059,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27064,4,2700.891014,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27065,5,3828.447518,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27066,1,1467.042488,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27067,2,1933.746871,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27068,3,2389.32691,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27069,4,2981.789912,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27070,5,4161.247137,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27071,1,1610.271713,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27072,2,2199.071307,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27073,3,2762.255837,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27074,4,3532.445103,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27075,5,5148.081443,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27076,1,2085.267468,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27077,2,2896.065321,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27078,3,3772.156866,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27079,4,5113.416009,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27080,5,8103.409637,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27081,1,2334.828781,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27082,2,3505.221064,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27083,3,4711.295677,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27084,4,6517.174135,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27085,5,10329.52328,2011,National,All,Education,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27086,1,1277.658319,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27087,2,1638.882198,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27088,3,1978.182342,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27089,4,2404.058447,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27090,5,3290.356809,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27091,1,1387.508018,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27092,2,1768.205539,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27093,3,2126.142375,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27094,4,2574.154299,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27095,5,3670.842121,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27096,1,1447.613939,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27097,2,1904.968079,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27098,3,2310.090629,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27099,4,2877.008628,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27100,5,4032.856837,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27101,1,1527.181621,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27102,2,2025.24566,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27103,3,2470.351671,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27104,4,3139.265007,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27105,5,4571.503483,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27106,1,1848.334545,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27107,2,2428.510183,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27108,3,2986.684457,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27109,4,3849.940632,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27110,5,5901.286357,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27111,1,2009.328519,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27112,2,2643.04189,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27113,3,3462.340982,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27114,4,4264.087088,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27115,5,6357.993994,2011,National,urban/rural,Education,India,sec_quint,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27116,1,1255.925535,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27117,2,1672.69635,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27118,3,2094.665618,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27119,4,2620.658393,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27120,5,3639.866501,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,No education,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27121,1,1440.654911,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27122,2,1954.331129,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27123,3,2429.853269,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27124,4,3123.513463,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27125,5,4316.61268,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27126,1,1520.806234,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27127,2,2094.943262,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27128,3,2591.700918,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27129,4,3197.07407,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27130,5,4486.741223,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secondary,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27131,1,1804.67938,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27132,2,2544.309998,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27133,3,3176.684481,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27134,4,4009.979743,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27135,5,5851.211811,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher Secondary,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27136,1,2352.013089,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27137,2,3306.240504,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27138,3,4315.571271,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27139,4,5736.894698,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27140,5,9132.371771,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diploma/Graduate,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27141,1,2612.078468,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27142,2,3910.949375,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27143,3,5285.722752,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27144,4,7518.385116,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27145,5,11585.52208,2011,National,urban/rural,Education,India,sec_quint,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Post-graduate,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30267,1,1379.091344,2011,National,All,Gender,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30268,2,1835.242918,2011,National,All,Gender,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30269,3,2274.773416,2011,National,All,Gender,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30270,4,2906.629577,2011,National,All,Gender,India,nat_quint,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
